Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Apr 14, 2021) 4","Short Ratio (Apr 14, 2021) 4","Short % of Float (Apr 14, 2021) 4","Short % of Shares Outstanding (Apr 14, 2021) 4","Shares Short (prior month Mar 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,ENIA,2640357000,2145629952,,,641882000,2227804000,338586000,117519000,1187945000,476418000,476418000,158557000,-143276000,,,,209615000,3604711000,3128293000,2416766000,165464000,,432267000,338586000,4519990000,16599895000,8105859000,4836000,1425170000,26933558000,9763078000,433281000,5415698000,5249515000,945512000,-7072917000,3929791000,1506993000,7277222000,994382000,1815305000,-7072917000,8577092000,6179256000,2781917000,24110000,3570967000,3982088000,471433000,3042597000,54581000,0,-323467000,-642927000,-765096000,-98313000,148734000,841516000,222062000,-25769000,-90848000,-31321000,273575000,-196140000,-1097966000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,6.98,7.03,7.04,22,11,finmb_380206,NYSE,Enel Américas S.A.,USD,1004607,688133,0.8200002,0.13183282,6.22 - 8.88,-1.8400002,-0.20720722,6.22,8.88,1623196800,0.01,12.799999,0.0014326647,0.55,0.86,0.71,9.915493,5.35,6.8169446,0.22305536,0.032720722,7.3692756,-0.3292756,15094675456,8.186047,1.3158878,15,America/New_York,EDT,-14400000,False,False,NYQ,0,REGULAR,-0.044682223,Enel Americas S.A.,7.04,1630509275,0.059999943,6.98,7.0527,6.93,114737,us_market,2,0.85959804,6.93 - 7.0527,1.0,,,8.88,6.22,6.82,7.37,1M,688.13k,2.15B,,532.6M,0.00%,2.30%,5.93M,1.77,,0.39%,3.15M,0.5,6.85%,0.01,0.14%,4.30,97.55%,"Jun 08, 2021","Jan 20, 2021",1854:1000,"Apr 26, 2016","Dec 30, 2020","Dec 30, 2020",6.85%,16.28%,4.32%,10.46%,12.05B,7.90,-0.60%,4.41B,2.77B,825.2M,0.55,-57.30%,1.65B,1.08,6.09B,58.94,0.85,5.35,2.43B,330.02M,Value,8330099,Utilities,16731,"Enel AmÃ©ricas S.A., together with its subsidiaries, generates, transmits, and distributes electricity using hydroelectric and thermal energy sources in Argentina, Brazil, Colombia, and Peru. As of December 31, 2020, it had 11,269 megawatts of installed generation capacity and 25.6 million distribution customers. The company was formerly known as Enersis AmÃ©ricas S.A. and changed its name to Enel AmÃ©ricas S.A. in December 2016. Enel AmÃ©ricas S.A. was founded in 1889 and is headquartered in Santiago, Chile. Enel AmÃ©ricas S.A. is a subsidiary of Enel S.p.A.",Santiago de Chile,56 22 353 4400,1577750400,Chile,http://www.enelamericas.com,86400,Santa Rosa 76,Utilities—Regulated Electric,15th Floor
t-1,ENIA,2765859000,2145629952,,,375485000,1986573000,189530000,151712000,1132617000,517647000,517647000,255852000,-201241000,,,,102655000,2819613000,2301966000,1686996000,-142162000,,272830000,189530000,4040423000,14956095000,7693110000,4374000,1091058000,24635778000,9783875000,473948000,5562290000,4845238000,886828000,-7653055000,3653228000,1605306000,6587790000,846634000,2443840000,-7653055000,7997315000,5706906000,2351078000,12247000,2992861000,3427428000,443463000,2054035000,-79989000,0,-495469000,-193332000,-228437000,200044000,-89089000,1013039000,206438000,39795000,-27966000,-7139000,612252000,-210824000,-880884000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,6.98,7.03,7.04,22,11,finmb_380206,NYSE,Enel Américas S.A.,USD,1004607,688133,0.8200002,0.13183282,6.22 - 8.88,-1.8400002,-0.20720722,6.22,8.88,1623196800,0.01,12.799999,0.0014326647,0.55,0.86,0.71,9.915493,5.35,6.8169446,0.22305536,0.032720722,7.3692756,-0.3292756,15094675456,8.186047,1.3158878,15,America/New_York,EDT,-14400000,False,False,NYQ,0,REGULAR,-0.044682223,Enel Americas S.A.,7.04,1630509275,0.059999943,6.98,7.0527,6.93,114737,us_market,2,0.85959804,6.93 - 7.0527,1.0,,,8.88,6.22,6.82,7.37,1M,688.13k,2.15B,,532.6M,0.00%,2.30%,5.93M,1.77,,0.39%,3.15M,0.5,6.85%,0.01,0.14%,4.30,97.55%,"Jun 08, 2021","Jan 20, 2021",1854:1000,"Apr 26, 2016","Dec 30, 2020","Dec 30, 2020",6.85%,16.28%,4.32%,10.46%,12.05B,7.90,-0.60%,4.41B,2.77B,825.2M,0.55,-57.30%,1.65B,1.08,6.09B,58.94,0.85,5.35,2.43B,330.02M,Value,8330099,Utilities,16731,"Enel AmÃ©ricas S.A., together with its subsidiaries, generates, transmits, and distributes electricity using hydroelectric and thermal energy sources in Argentina, Brazil, Colombia, and Peru. As of December 31, 2020, it had 11,269 megawatts of installed generation capacity and 25.6 million distribution customers. The company was formerly known as Enersis AmÃ©ricas S.A. and changed its name to Enel AmÃ©ricas S.A. in December 2016. Enel AmÃ©ricas S.A. was founded in 1889 and is headquartered in Santiago, Chile. Enel AmÃ©ricas S.A. is a subsidiary of Enel S.p.A.",Santiago de Chile,56 22 353 4400,1577750400,Chile,http://www.enelamericas.com,86400,Santa Rosa 76,Utilities—Regulated Electric,15th Floor
t-2,ENIA,2845469000,2145629952,,,298535000,1987769000,89394000,176969000,937183000,394755000,394755000,161615000,-30676000,,,,132071000,2461207000,2066452000,1524024000,-96220000,,166464000,89394000,4115019000,15130065000,7876340000,4528000,1106477000,24994174000,9783875000,431503000,5471557000,4810879000,915852000,-7379092000,3904450000,1405262000,6563768000,828488000,2429442000,-7379092000,8132716000,5592906000,2333231000,13866000,3195815000,3671813000,434146000,1979090000,-15002000,0,-342767000,717266000,-139484000,-226062000,-8387000,264576000,197836000,28434000,-771739000,-85011000,-31732000,-190526000,-970862000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,6.98,7.03,7.04,22,11,finmb_380206,NYSE,Enel Américas S.A.,USD,1004607,688133,0.8200002,0.13183282,6.22 - 8.88,-1.8400002,-0.20720722,6.22,8.88,1623196800,0.01,12.799999,0.0014326647,0.55,0.86,0.71,9.915493,5.35,6.8169446,0.22305536,0.032720722,7.3692756,-0.3292756,15094675456,8.186047,1.3158878,15,America/New_York,EDT,-14400000,False,False,NYQ,0,REGULAR,-0.044682223,Enel Americas S.A.,7.04,1630509275,0.059999943,6.98,7.0527,6.93,114737,us_market,2,0.85959804,6.93 - 7.0527,1.0,,,8.88,6.22,6.82,7.37,1M,688.13k,2.15B,,532.6M,0.00%,2.30%,5.93M,1.77,,0.39%,3.15M,0.5,6.85%,0.01,0.14%,4.30,97.55%,"Jun 08, 2021","Jan 20, 2021",1854:1000,"Apr 26, 2016","Dec 30, 2020","Dec 30, 2020",6.85%,16.28%,4.32%,10.46%,12.05B,7.90,-0.60%,4.41B,2.77B,825.2M,0.55,-57.30%,1.65B,1.08,6.09B,58.94,0.85,5.35,2.43B,330.02M,Value,8330099,Utilities,16731,"Enel AmÃ©ricas S.A., together with its subsidiaries, generates, transmits, and distributes electricity using hydroelectric and thermal energy sources in Argentina, Brazil, Colombia, and Peru. As of December 31, 2020, it had 11,269 megawatts of installed generation capacity and 25.6 million distribution customers. The company was formerly known as Enersis AmÃ©ricas S.A. and changed its name to Enel AmÃ©ricas S.A. in December 2016. Enel AmÃ©ricas S.A. was founded in 1889 and is headquartered in Santiago, Chile. Enel AmÃ©ricas S.A. is a subsidiary of Enel S.p.A.",Santiago de Chile,56 22 353 4400,1577750400,Chile,http://www.enelamericas.com,86400,Santa Rosa 76,Utilities—Regulated Electric,15th Floor
t-3,ENIA,3119004000,2145629952,,,431910000,1874680000,207687000,243565000,1147833000,572386000,572386000,108948000,-12719000,,,,122219000,3161116000,2588730000,2013283000,-140476000,,309691000,207687000,4261664000,15138568000,8334280000,4105000,1682746000,25347528000,9783875000,468750000,5682098000,5157243000,953612000,-7131693000,4070782000,1631324000,6214195000,880791000,1850626000,-7131693000,7986178000,5711295000,2363997000,34564000,3117921000,3672026000,384041000,1837392000,1167000,0,-373913000,207270000,-53518000,-307673000,-186621000,306379000,217726000,14658000,-167139000,-93649000,-127953000,-216337000,-502900000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,6.98,7.03,7.04,22,11,finmb_380206,NYSE,Enel Américas S.A.,USD,1004607,688133,0.8200002,0.13183282,6.22 - 8.88,-1.8400002,-0.20720722,6.22,8.88,1623196800,0.01,12.799999,0.0014326647,0.55,0.86,0.71,9.915493,5.35,6.8169446,0.22305536,0.032720722,7.3692756,-0.3292756,15094675456,8.186047,1.3158878,15,America/New_York,EDT,-14400000,False,False,NYQ,0,REGULAR,-0.044682223,Enel Americas S.A.,7.04,1630509275,0.059999943,6.98,7.0527,6.93,114737,us_market,2,0.85959804,6.93 - 7.0527,1.0,,,8.88,6.22,6.82,7.37,1M,688.13k,2.15B,,532.6M,0.00%,2.30%,5.93M,1.77,,0.39%,3.15M,0.5,6.85%,0.01,0.14%,4.30,97.55%,"Jun 08, 2021","Jan 20, 2021",1854:1000,"Apr 26, 2016","Dec 30, 2020","Dec 30, 2020",6.85%,16.28%,4.32%,10.46%,12.05B,7.90,-0.60%,4.41B,2.77B,825.2M,0.55,-57.30%,1.65B,1.08,6.09B,58.94,0.85,5.35,2.43B,330.02M,Value,8330099,Utilities,16731,"Enel AmÃ©ricas S.A., together with its subsidiaries, generates, transmits, and distributes electricity using hydroelectric and thermal energy sources in Argentina, Brazil, Colombia, and Peru. As of December 31, 2020, it had 11,269 megawatts of installed generation capacity and 25.6 million distribution customers. The company was formerly known as Enersis AmÃ©ricas S.A. and changed its name to Enel AmÃ©ricas S.A. in December 2016. Enel AmÃ©ricas S.A. was founded in 1889 and is headquartered in Santiago, Chile. Enel AmÃ©ricas S.A. is a subsidiary of Enel S.p.A.",Santiago de Chile,56 22 353 4400,1577750400,Chile,http://www.enelamericas.com,86400,Santa Rosa 76,Utilities—Regulated Electric,15th Floor
