Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,otherCashflowsFromFinancingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,exchangeDataDelayedBy,earningsTimestampEnd,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,GAXY,-7931869.0,3040940032,,,-2890289,,-2890289,1699760,420726,-1279034,-1279034,,-2095272,,,,0,777457,2056491,356731,-1611255,,-2890289,-2890289,994573.0,40934014.0,12765069.0,-6103076.0,341355.0,4791214.0,6662043.0,252850.0,-47289940.0,318240.0,834220.0,341355.0,742382.0,12047976.0,3284991.0,234914.0,4256981.0,1302764.0,322833.0,2207885.0,906228.0,-673548.0,-120404.0,210271.0,2745084.0,358041.0,2534813.0,369791.0,-2254889.0,74983.0,-734136.0,-70957.0,1636329.0,,,-7790995.0,en-US,US,EQUITY,False,Delayed Quote,0.01155,1630526395,-0.00045000017,0.012,0.012,0.01139,12223179,-0.002,0.012336667,-0.00078666676,-0.063766554,0.020254437,-0.008704437,-0.42975459,35122856,-5.7749996,15,America/New_York,EDT,False,False,USD,us_market,GALAXY NEXT GENERATION INC,PNK,POST,4,-3.7500012,0.01139 - 0.012,0.012,0.0,0.0,0,0,finmb_557637736,Other OTC,"Galaxy Next Generation, Inc.",USD,18871004,19387876,0.00545,0.89344263,0.0061 - 0.282,-0.27045,-0.95904255,0.0061,0.282,1537228800,1605187800,1605187800,0,1605187800,-0.016,-14400000,8.81,,,0.282,0.0061,0.0123,0.0203,18.87M,19.39M,3.04B,,2.87B,5.68%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018",,1:350,"Sep 17, 2018","Jun 29, 2020","Mar 30, 2021",0.00%,-192.08%,-72.98%,,3.22M,0.00,122.60%,1.18M,-5.89M,-27.72M,-0.0160,,742.38k,0,6.32M,,0.35,-0.00,-6.71M,-9.2M,Value,30577,Technology,20,"Galaxy Next Generation, Inc. distributes interactive learning technology hardware and software that allows the presenter and participant to engage in a collaborative instructional environment. The company's products include private-label interactive LED touch screen panels, classroom audio, school PA, intercom products, and accessories, as well as various other domestic and international branded peripheral and communication devices. It also provides installation, training, and maintenance services. Galaxy Next Generation, Inc. was founded in 2001 and is based in Toccoa, Georgia.",Toccoa,706 391 5030,GA,1609372800,United States,http://www.galaxynext.us,86400,285 Big A Road,Information Technology Services
t-1,GAXY,-9581773.0,3040940032,,,-7768081,,-7768081,1271118,327730,-943388,-943388,,-4382005,,,,0,798793,1742181,471063,-6824693,,-7768081,-7768081,1064916.0,36478169.0,13307459.0,-7682637.0,367791.0,5291771.0,5624872.0,238845.0,-44399651.0,368240.0,834220.0,367791.0,372591.0,11295140.0,2167211.0,275848.0,3082097.0,1231807.0,1555966.0,1473749.0,1372219.0,-594106.0,38836.0,1618252.0,1618252.0,-137187.0,2534813.0,-39130.0,-1696218.0,59662.0,-447308.0,294775.0,6690173.0,,,-8213043.0,en-US,US,EQUITY,False,Delayed Quote,0.01155,1630526395,-0.00045000017,0.012,0.012,0.01139,12223179,-0.002,0.012336667,-0.00078666676,-0.063766554,0.020254437,-0.008704437,-0.42975459,35122856,-5.7749996,15,America/New_York,EDT,False,False,USD,us_market,GALAXY NEXT GENERATION INC,PNK,POST,4,-3.7500012,0.01139 - 0.012,0.012,0.0,0.0,0,0,finmb_557637736,Other OTC,"Galaxy Next Generation, Inc.",USD,18871004,19387876,0.00545,0.89344263,0.0061 - 0.282,-0.27045,-0.95904255,0.0061,0.282,1537228800,1605187800,1605187800,0,1605187800,-0.016,-14400000,8.81,,,0.282,0.0061,0.0123,0.0203,18.87M,19.39M,3.04B,,2.87B,5.68%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018",,1:350,"Sep 17, 2018","Jun 29, 2020","Mar 30, 2021",0.00%,-192.08%,-72.98%,,3.22M,0.00,122.60%,1.18M,-5.89M,-27.72M,-0.0160,,742.38k,0,6.32M,,0.35,-0.00,-6.71M,-9.2M,Value,30577,Technology,20,"Galaxy Next Generation, Inc. distributes interactive learning technology hardware and software that allows the presenter and participant to engage in a collaborative instructional environment. The company's products include private-label interactive LED touch screen panels, classroom audio, school PA, intercom products, and accessories, as well as various other domestic and international branded peripheral and communication devices. It also provides installation, training, and maintenance services. Galaxy Next Generation, Inc. was founded in 2001 and is based in Toccoa, Georgia.",Toccoa,706 391 5030,GA,1609372800,United States,http://www.galaxynext.us,86400,285 Big A Road,Information Technology Services
t-2,GAXY,-8053011.0,3040940032,,,-13134778,,-13134778,4155227,345036,-3810191,-3810191,,-8270692,,,,0,1178213,4988404,833177,-9324587,,-13134778,-13134778,1088006.0,30309574.0,11344081.0,-6130785.0,267797.0,3443801.0,5213346.0,191211.0,-36631570.0,558240.0,834220.0,267797.0,411721.0,7326629.0,815942.0,296920.0,2726403.0,1494872.0,3345012.0,817010.0,1283957.0,-1030925.0,38836.0,506116.0,2822636.0,-158601.0,2316520.0,-670.0,-2823306.0,84940.0,-78919.0,-696710.0,12116912.0,,,-4600226.0,en-US,US,EQUITY,False,Delayed Quote,0.01155,1630526395,-0.00045000017,0.012,0.012,0.01139,12223179,-0.002,0.012336667,-0.00078666676,-0.063766554,0.020254437,-0.008704437,-0.42975459,35122856,-5.7749996,15,America/New_York,EDT,False,False,USD,us_market,GALAXY NEXT GENERATION INC,PNK,POST,4,-3.7500012,0.01139 - 0.012,0.012,0.0,0.0,0,0,finmb_557637736,Other OTC,"Galaxy Next Generation, Inc.",USD,18871004,19387876,0.00545,0.89344263,0.0061 - 0.282,-0.27045,-0.95904255,0.0061,0.282,1537228800,1605187800,1605187800,0,1605187800,-0.016,-14400000,8.81,,,0.282,0.0061,0.0123,0.0203,18.87M,19.39M,3.04B,,2.87B,5.68%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018",,1:350,"Sep 17, 2018","Jun 29, 2020","Mar 30, 2021",0.00%,-192.08%,-72.98%,,3.22M,0.00,122.60%,1.18M,-5.89M,-27.72M,-0.0160,,742.38k,0,6.32M,,0.35,-0.00,-6.71M,-9.2M,Value,30577,Technology,20,"Galaxy Next Generation, Inc. distributes interactive learning technology hardware and software that allows the presenter and participant to engage in a collaborative instructional environment. The company's products include private-label interactive LED touch screen panels, classroom audio, school PA, intercom products, and accessories, as well as various other domestic and international branded peripheral and communication devices. It also provides installation, training, and maintenance services. Galaxy Next Generation, Inc. was founded in 2001 and is based in Toccoa, Georgia.",Toccoa,706 391 5030,GA,1609372800,United States,http://www.galaxynext.us,86400,285 Big A Road,Information Technology Services
t-3,GAXY,-10010648.0,3040940032,,,-3925456,,-3925456,608897,449451,-159446,-159446,,-1703776,,,,0,469179,628625,19728,-3766010,,-3925456,-3925456,1436315.0,15697140.0,12238073.0,-7740113.0,,2889391.0,4498010.0,59539.0,-23496792.0,,834220.0,,412391.0,8962520.0,778216.0,276031.0,1951444.0,798162.0,3164614.0,738091.0,1679832.0,-119506.0,-1.0,197827.0,152827.0,1452699.0,2316520.0,217689.0,64863.0,79154.0,191120.0,-199016.0,2551868.0,-45000.0,-1.0,-7011076.0,en-US,US,EQUITY,False,Delayed Quote,0.01155,1630526395,-0.00045000017,0.012,0.012,0.01139,12223179,-0.002,0.012336667,-0.00078666676,-0.063766554,0.020254437,-0.008704437,-0.42975459,35122856,-5.7749996,15,America/New_York,EDT,False,False,USD,us_market,GALAXY NEXT GENERATION INC,PNK,POST,4,-3.7500012,0.01139 - 0.012,0.012,0.0,0.0,0,0,finmb_557637736,Other OTC,"Galaxy Next Generation, Inc.",USD,18871004,19387876,0.00545,0.89344263,0.0061 - 0.282,-0.27045,-0.95904255,0.0061,0.282,1537228800,1605187800,1605187800,0,1605187800,-0.016,-14400000,8.81,,,0.282,0.0061,0.0123,0.0203,18.87M,19.39M,3.04B,,2.87B,5.68%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018",,1:350,"Sep 17, 2018","Jun 29, 2020","Mar 30, 2021",0.00%,-192.08%,-72.98%,,3.22M,0.00,122.60%,1.18M,-5.89M,-27.72M,-0.0160,,742.38k,0,6.32M,,0.35,-0.00,-6.71M,-9.2M,Value,30577,Technology,20,"Galaxy Next Generation, Inc. distributes interactive learning technology hardware and software that allows the presenter and participant to engage in a collaborative instructional environment. The company's products include private-label interactive LED touch screen panels, classroom audio, school PA, intercom products, and accessories, as well as various other domestic and international branded peripheral and communication devices. It also provides installation, training, and maintenance services. Galaxy Next Generation, Inc. was founded in 2001 and is based in Toccoa, Georgia.",Toccoa,706 391 5030,GA,1609372800,United States,http://www.galaxynext.us,86400,285 Big A Road,Information Technology Services
