Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,ICNAF,14477487,227906000,,,262964,,198865,802200,1556428,502918,502918,,-40029,,,,64099,3236199,2733281,1679771,-239954,,198865,198865,52300945,3364619,66778432,63882,70143051,83735183,-22836060,5879309,2553138,2610545,5879309,4830163,13011941,2,7478662,2076613,1348814,-457638.0,22604.0,403799.0,1195064.0,-32576.0,909865.0,342506.0,-490147.0,-385015.0,242666.0,-88962.0,98565.0,-286957.0,-118600.0,160088.0,111566.0,,10401396,en-US,US,EQUITY,False,Delayed Quote,USD,0.253705,0.0,0.0,0,0,finmb_531631194,Other OTC,Icanic Brands Company Inc.,CAD,165350,248185,0.0653,0.3607735,0.181 - 0.647,-0.40070003,-0.61932,0.181,0.647,1493683200,1617694200,1638171000,1638361800,49.260002,0.005,0.291,0.22151428,0.024785712,0.111892164,0.3024493,-0.05614929,56133248,0.84639174,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,-0.1856486,ICANIC BRANDS COMPANY INC,0.2463,1630526318,-0.007404998,0.2591,0.2713,0.235,210043,us_market,4,-2.9187436,0.235 - 0.2713,1.28,,,0.647,0.181,0.2215,0.3024,165.35k,248.19k,227.91M,,197.12M,20.59%,0.07%,,,,,,,,,,,0.00%,"May 01, 2017",,1:10,"May 01, 2017","Jul 30, 2020","Apr 29, 2021",-23.61%,-22.91%,-2.32%,-3.98%,11.15M,0.05,88.40%,1.85M,-2.07M,-2.63M,0.0050,-94.80%,2.55M,0.01,1.69M,2.53,4.98,0.29,-842.83k,-404.84k,Value,V6C 1H2,Healthcare,"Icanic Brands Company Inc. operates as a cannabis branded products manufacturer in California and Nevada. It offers X-Sprays, a brand of life enhancement products administered through an oral spray delivery system. The company markets and sells cannabinoid and cannabis-infused sprays, and non-cannabis infused sprays, as well as infused pre-rolls. It also offers products under the Ganjagold and Taylor's brand name. The company was formerly known as Integrated Cannabis Company, Inc. and changed its name to Icanic Brands Company Inc. in February 2020. Icanic Brands Company Inc. is headquartered in Vancouver, Canada.",Vancouver,778 999 4226,BC,1609372800,Canada,http://www.icaninc.com,86400,789 West Pender Street,Drug Manufacturers—Specialty & Generic,Suite 810
t-1,ICNAF,13959113,227906000,,,-470923,,-516833,1436080,1190978,-414140,-414140,,-41477,,,,45910,2894838,3308978,1703860,-56783,,-516833,-516833,52300945,3405341,66260058,128546,69665399,82864282,-22726897,6122673,2210632,2574914,6122673,4963974,12400478,2,7241121,2175178,2070660,765956.0,-593248.0,-906.0,1181718.0,552694.0,1064024.0,-478712.0,-170709.0,-896473.0,26984.0,-562.0,-1564396.0,-49692.0,118600.0,118960.0,-592686.0,,9825564,en-US,US,EQUITY,False,Delayed Quote,USD,0.253705,0.0,0.0,0,0,finmb_531631194,Other OTC,Icanic Brands Company Inc.,CAD,165350,248185,0.0653,0.3607735,0.181 - 0.647,-0.40070003,-0.61932,0.181,0.647,1493683200,1617694200,1638171000,1638361800,49.260002,0.005,0.291,0.22151428,0.024785712,0.111892164,0.3024493,-0.05614929,56133248,0.84639174,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,-0.1856486,ICANIC BRANDS COMPANY INC,0.2463,1630526318,-0.007404998,0.2591,0.2713,0.235,210043,us_market,4,-2.9187436,0.235 - 0.2713,1.28,,,0.647,0.181,0.2215,0.3024,165.35k,248.19k,227.91M,,197.12M,20.59%,0.07%,,,,,,,,,,,0.00%,"May 01, 2017",,1:10,"May 01, 2017","Jul 30, 2020","Apr 29, 2021",-23.61%,-22.91%,-2.32%,-3.98%,11.15M,0.05,88.40%,1.85M,-2.07M,-2.63M,0.0050,-94.80%,2.55M,0.01,1.69M,2.53,4.98,0.29,-842.83k,-404.84k,Value,V6C 1H2,Healthcare,"Icanic Brands Company Inc. operates as a cannabis branded products manufacturer in California and Nevada. It offers X-Sprays, a brand of life enhancement products administered through an oral spray delivery system. The company markets and sells cannabinoid and cannabis-infused sprays, and non-cannabis infused sprays, as well as infused pre-rolls. It also offers products under the Ganjagold and Taylor's brand name. The company was formerly known as Integrated Cannabis Company, Inc. and changed its name to Icanic Brands Company Inc. in February 2020. Icanic Brands Company Inc. is headquartered in Vancouver, Canada.",Vancouver,778 999 4226,BC,1609372800,Canada,http://www.icaninc.com,86400,789 West Pender Street,Drug Manufacturers—Specialty & Generic,Suite 810
t-2,ICNAF,13552265,227906000,,,-44156,,-293724,979620,1213993,-168421,-168421,,-23015,,,,249568,2656027,2824448,1442034,124265,,-293724,-293724,52300945,3057464,65853210,94077,68910674,81837781,-21979918,5995347,2689344,2132680,5995347,4398272,12211455,2,7109280,947911,1641832,-253056.0,2025.0,7101.0,1037013.0,-266129.0,1029912.0,651549.0,-44561.0,-342928.0,27270.0,-49663.0,84073.0,-14396.0,118600.0,373034.0,51688.0,,10078775,en-US,US,EQUITY,False,Delayed Quote,USD,0.253705,0.0,0.0,0,0,finmb_531631194,Other OTC,Icanic Brands Company Inc.,CAD,165350,248185,0.0653,0.3607735,0.181 - 0.647,-0.40070003,-0.61932,0.181,0.647,1493683200,1617694200,1638171000,1638361800,49.260002,0.005,0.291,0.22151428,0.024785712,0.111892164,0.3024493,-0.05614929,56133248,0.84639174,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,-0.1856486,ICANIC BRANDS COMPANY INC,0.2463,1630526318,-0.007404998,0.2591,0.2713,0.235,210043,us_market,4,-2.9187436,0.235 - 0.2713,1.28,,,0.647,0.181,0.2215,0.3024,165.35k,248.19k,227.91M,,197.12M,20.59%,0.07%,,,,,,,,,,,0.00%,"May 01, 2017",,1:10,"May 01, 2017","Jul 30, 2020","Apr 29, 2021",-23.61%,-22.91%,-2.32%,-3.98%,11.15M,0.05,88.40%,1.85M,-2.07M,-2.63M,0.0050,-94.80%,2.55M,0.01,1.69M,2.53,4.98,0.29,-842.83k,-404.84k,Value,V6C 1H2,Healthcare,"Icanic Brands Company Inc. operates as a cannabis branded products manufacturer in California and Nevada. It offers X-Sprays, a brand of life enhancement products administered through an oral spray delivery system. The company markets and sells cannabinoid and cannabis-infused sprays, and non-cannabis infused sprays, as well as infused pre-rolls. It also offers products under the Ganjagold and Taylor's brand name. The company was formerly known as Integrated Cannabis Company, Inc. and changed its name to Icanic Brands Company Inc. in February 2020. Icanic Brands Company Inc. is headquartered in Vancouver, Canada.",Vancouver,778 999 4226,BC,1609372800,Canada,http://www.icaninc.com,86400,789 West Pender Street,Drug Manufacturers—Specialty & Generic,Suite 810
t-3,ICNAF,12485115,227906000,,,-1484079,,-1484079,1524024,262355,-1512284,-1512284,,-19208,,,,0,2646653,4158937,2384298,28205,,-1484079,-1484079,52300945,3027479,64786060,129745,67813539,80965645,-21686194,5506609,2037795,2034982,5506609,4477230,11035362,2,7223905,694855,1507759,1091286.0,-138511.0,-14923.0,866227.0,1014821.0,881150.0,1127609.0,-381698.0,781591.0,364455.0,-31906.0,-190338.0,-117881.0,118600.0,103327.0,-288835.0,233230.0,9000380,en-US,US,EQUITY,False,Delayed Quote,USD,0.253705,0.0,0.0,0,0,finmb_531631194,Other OTC,Icanic Brands Company Inc.,CAD,165350,248185,0.0653,0.3607735,0.181 - 0.647,-0.40070003,-0.61932,0.181,0.647,1493683200,1617694200,1638171000,1638361800,49.260002,0.005,0.291,0.22151428,0.024785712,0.111892164,0.3024493,-0.05614929,56133248,0.84639174,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,-0.1856486,ICANIC BRANDS COMPANY INC,0.2463,1630526318,-0.007404998,0.2591,0.2713,0.235,210043,us_market,4,-2.9187436,0.235 - 0.2713,1.28,,,0.647,0.181,0.2215,0.3024,165.35k,248.19k,227.91M,,197.12M,20.59%,0.07%,,,,,,,,,,,0.00%,"May 01, 2017",,1:10,"May 01, 2017","Jul 30, 2020","Apr 29, 2021",-23.61%,-22.91%,-2.32%,-3.98%,11.15M,0.05,88.40%,1.85M,-2.07M,-2.63M,0.0050,-94.80%,2.55M,0.01,1.69M,2.53,4.98,0.29,-842.83k,-404.84k,Value,V6C 1H2,Healthcare,"Icanic Brands Company Inc. operates as a cannabis branded products manufacturer in California and Nevada. It offers X-Sprays, a brand of life enhancement products administered through an oral spray delivery system. The company markets and sells cannabinoid and cannabis-infused sprays, and non-cannabis infused sprays, as well as infused pre-rolls. It also offers products under the Ganjagold and Taylor's brand name. The company was formerly known as Integrated Cannabis Company, Inc. and changed its name to Icanic Brands Company Inc. in February 2020. Icanic Brands Company Inc. is headquartered in Vancouver, Canada.",Vancouver,778 999 4226,BC,1609372800,Canada,http://www.icaninc.com,86400,789 West Pender Street,Drug Manufacturers—Specialty & Generic,Suite 810
