Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,issuanceOfStock,dividendsPaid,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,priceHint,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,HAIVF,52171948.0,26612000,4359505,,2354036,,1237457,9524888,17062424,2433102,2433102,,-107973,,,,1116579,21850741,19417639,4788317,-79066,,1237457,1237457,2006955.0,26734811.0,67984044.0,10529726.0,94718855.0,71096268.0,-5067224.0,1704303.0,13805141.0,1955000.0,4254221.0,47639257.0,20067914.0,1600233.0,1865784.0,1955000.0,4176933.0,70475605.0,16540894.0,1758291.0,4348782.0,3959106.0,-609627.0,-104678.0,-186066.0,-186066.0,423663.0,1826919.0,-528300.0,2645963.0,436425.0,578397.0,-916856.0,1496580.0,-104678.0,,,,,50407691.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,7.58,1630520168,-0.059999943,7.58,7.58,7.4302,7166,HAIVISION SYSTEMS INC,PNK,PREPRE,0.08096074,0,False,False,-0.7853396,7.4302 - 7.58,7.64,finmb_10112680,Other OTC,Haivision Systems Inc.,CAD,11975,18873,1.1269999,0.17464742,6.453 - 7.9112,-0.33120012,-0.04186471,6.453,7.9112,1623268800,1623268800,1623268800,2,7.114575,0.465425,0.06541853,7.0122805,0.56771946,201718960,15,America/New_York,EDT,-14400000,,,,7.91,6.45,7.11,7.01,11.97k,18.87k,26.61M,,15.63M,42.12%,3.26%,,,,,,,,,,,0.00%,,,,,"Oct 30, 2020","Apr 29, 2021",-8.36%,-4.96%,,,87.31M,4.46,2.90%,63.75M,-3.78M,-7.3M,,-47.70%,47.64M,1.79,7.36M,10.83,3.51,,11.83M,,Value,H4S 0A9,Technology,250,"Haivision Systems Inc. provides infrastructure solutions for the video streaming market, and servicing enterprises and governments worldwide. It offers cloud series products; video encoders and decoders; transcoders and gateways; players and set-top boxes; enterprise video and signage solutions; recording and low latency viewing products; and Haivision Media Platform, an enterprise video solution, which provides tools for securely distribute internet protocol television channels. The company deployed approximately 70,000 systems to blue-chip end-clients through a combination of its direct sales force and channel partners. It serves broadcast, enterprise, government, house of worship, medical, and military and defense industries. The company was formerly known as Hajtek Vision Inc. and changed its name to Haivision Systems Inc. in June 2004. Haivision Systems Inc. was founded in 2004 and is headquartered in Montreal, Canada.",Montreal,514 334 5445,QC,Canada,http://www.haivision.com,86400,2600 Alfred-Nobel Boulevard,Software—Infrastructure,5th Floor
t-1,HAIVF,50051569.0,26612000,4879239,,-11421296,,-12085676,9536760,17552526,-11312060,-11312060,,-116607,,,,664380,22985475,34297535,5432949,-109236,,-12085676,-12085676,2145024.0,28472689.0,66452169.0,11876594.0,94924858.0,71096268.0,-6304605.0,1672744.0,14255576.0,1660506.0,5865358.0,45812338.0,21126326.0,1616964.0,1086300.0,1660506.0,3925010.0,68733890.0,15624038.0,2683800.0,4927179.0,4479093.0,-4861448.0,-104649.0,-215732.0,33089267.0,-1462649.0,30096815.0,-574193.0,-2313610.0,426667.0,1060613.0,-585633.0,15194516.0,-104649.0,39352795.0,-1532180.0,-4515616.0,,47607564.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,7.58,1630520168,-0.059999943,7.58,7.58,7.4302,7166,HAIVISION SYSTEMS INC,PNK,PREPRE,0.08096074,0,False,False,-0.7853396,7.4302 - 7.58,7.64,finmb_10112680,Other OTC,Haivision Systems Inc.,CAD,11975,18873,1.1269999,0.17464742,6.453 - 7.9112,-0.33120012,-0.04186471,6.453,7.9112,1623268800,1623268800,1623268800,2,7.114575,0.465425,0.06541853,7.0122805,0.56771946,201718960,15,America/New_York,EDT,-14400000,,,,7.91,6.45,7.11,7.01,11.97k,18.87k,26.61M,,15.63M,42.12%,3.26%,,,,,,,,,,,0.00%,,,,,"Oct 30, 2020","Apr 29, 2021",-8.36%,-4.96%,,,87.31M,4.46,2.90%,63.75M,-3.78M,-7.3M,,-47.70%,47.64M,1.79,7.36M,10.83,3.51,,11.83M,,Value,H4S 0A9,Technology,250,"Haivision Systems Inc. provides infrastructure solutions for the video streaming market, and servicing enterprises and governments worldwide. It offers cloud series products; video encoders and decoders; transcoders and gateways; players and set-top boxes; enterprise video and signage solutions; recording and low latency viewing products; and Haivision Media Platform, an enterprise video solution, which provides tools for securely distribute internet protocol television channels. The company deployed approximately 70,000 systems to blue-chip end-clients through a combination of its direct sales force and channel partners. It serves broadcast, enterprise, government, house of worship, medical, and military and defense industries. The company was formerly known as Hajtek Vision Inc. and changed its name to Haivision Systems Inc. in June 2004. Haivision Systems Inc. was founded in 2004 and is headquartered in Montreal, Canada.",Montreal,514 334 5445,QC,Canada,http://www.haivision.com,86400,2600 Alfred-Nobel Boulevard,Software—Infrastructure,5th Floor
t-2,HAIVF,13045590.0,26612000,4594087,,1336166,,1486102,10903793,16912270,1414390,1414390,,-78224,,,,-149936,22124252,20709862,5211982,-78224,,1486102,1486102,2283093.0,32693509.0,30073823.0,10585948.0,62767332.0,20933848.0,7313251.0,1641292.0,14745140.0,1826724.0,4008368.0,15715523.0,25228335.0,147148.0,1180124.0,1826724.0,4081325.0,37649406.0,15038405.0,2748688.0,5987792.0,5501397.0,4542679.0,-758042.0,1776172.0,1776172.0,75718.0,5891130.0,-12887.0,4885887.0,-25262.0,-572453.0,-174319.0,-909178.0,3708.0,39352795.0,-1532180.0,-4515616.0,-761750.0,12421071.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,7.58,1630520168,-0.059999943,7.58,7.58,7.4302,7166,HAIVISION SYSTEMS INC,PNK,PREPRE,0.08096074,0,False,False,-0.7853396,7.4302 - 7.58,7.64,finmb_10112680,Other OTC,Haivision Systems Inc.,CAD,11975,18873,1.1269999,0.17464742,6.453 - 7.9112,-0.33120012,-0.04186471,6.453,7.9112,1623268800,1623268800,1623268800,2,7.114575,0.465425,0.06541853,7.0122805,0.56771946,201718960,15,America/New_York,EDT,-14400000,,,,7.91,6.45,7.11,7.01,11.97k,18.87k,26.61M,,15.63M,42.12%,3.26%,,,,,,,,,,,0.00%,,,,,"Oct 30, 2020","Apr 29, 2021",-8.36%,-4.96%,,,87.31M,4.46,2.90%,63.75M,-3.78M,-7.3M,,-47.70%,47.64M,1.79,7.36M,10.83,3.51,,11.83M,,Value,H4S 0A9,Technology,250,"Haivision Systems Inc. provides infrastructure solutions for the video streaming market, and servicing enterprises and governments worldwide. It offers cloud series products; video encoders and decoders; transcoders and gateways; players and set-top boxes; enterprise video and signage solutions; recording and low latency viewing products; and Haivision Media Platform, an enterprise video solution, which provides tools for securely distribute internet protocol television channels. The company deployed approximately 70,000 systems to blue-chip end-clients through a combination of its direct sales force and channel partners. It serves broadcast, enterprise, government, house of worship, medical, and military and defense industries. The company was formerly known as Hajtek Vision Inc. and changed its name to Haivision Systems Inc. in June 2004. Haivision Systems Inc. was founded in 2004 and is headquartered in Montreal, Canada.",Montreal,514 334 5445,QC,Canada,http://www.haivision.com,86400,2600 Alfred-Nobel Boulevard,Software—Infrastructure,5th Floor
t-3,HAIVF,11421420.0,26612000,4479026,,3055092,,2059495,8025749,15636556,3131781,3131781,,-76689,,,,995597,20346087,17214306,4709531,-76689,,2059495,2059495,2421161.0,27256450.0,28665979.0,10155525.0,55922429.0,20933848.0,5827149.0,2254979.0,14823398.0,1904982.0,3414186.0,9824393.0,20713455.0,,863813.0,1904982.0,4351462.0,30912222.0,14689086.0,1079767.0,5415339.0,3692776.0,0.0,-758042.0,1776172.0,1776172.0,75718.0,5891130.0,-12887.0,4885887.0,-25262.0,-572453.0,-174319.0,-909178.0,3708.0,39352795.0,-1532180.0,-4515616.0,-761750.0,10198767.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,7.58,1630520168,-0.059999943,7.58,7.58,7.4302,7166,HAIVISION SYSTEMS INC,PNK,PREPRE,0.08096074,0,False,False,-0.7853396,7.4302 - 7.58,7.64,finmb_10112680,Other OTC,Haivision Systems Inc.,CAD,11975,18873,1.1269999,0.17464742,6.453 - 7.9112,-0.33120012,-0.04186471,6.453,7.9112,1623268800,1623268800,1623268800,2,7.114575,0.465425,0.06541853,7.0122805,0.56771946,201718960,15,America/New_York,EDT,-14400000,,,,7.91,6.45,7.11,7.01,11.97k,18.87k,26.61M,,15.63M,42.12%,3.26%,,,,,,,,,,,0.00%,,,,,"Oct 30, 2020","Apr 29, 2021",-8.36%,-4.96%,,,87.31M,4.46,2.90%,63.75M,-3.78M,-7.3M,,-47.70%,47.64M,1.79,7.36M,10.83,3.51,,11.83M,,Value,H4S 0A9,Technology,250,"Haivision Systems Inc. provides infrastructure solutions for the video streaming market, and servicing enterprises and governments worldwide. It offers cloud series products; video encoders and decoders; transcoders and gateways; players and set-top boxes; enterprise video and signage solutions; recording and low latency viewing products; and Haivision Media Platform, an enterprise video solution, which provides tools for securely distribute internet protocol television channels. The company deployed approximately 70,000 systems to blue-chip end-clients through a combination of its direct sales force and channel partners. It serves broadcast, enterprise, government, house of worship, medical, and military and defense industries. The company was formerly known as Hajtek Vision Inc. and changed its name to Haivision Systems Inc. in June 2004. Haivision Systems Inc. was founded in 2004 and is headquartered in Montreal, Canada.",Montreal,514 334 5445,QC,Canada,http://www.haivision.com,86400,2600 Alfred-Nobel Boulevard,Software—Infrastructure,5th Floor
