Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,otherAssets,otherLiab,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,JKSM,-4699018.0,69452800,,,-8682,,-8682,510243,513993,3750,3750,,-348651,,,,0,1770966,1767216,1256973,-12432,,-8682,-8682,5854132.0,6159861.0,-4699018.0,2775196.0,1460843.0,72548.0,-33.0,-11134015.0,508317.0,941413.0,6012728.0,649731.0,508317.0,2844.0,1457999.0,311745.0,147133.0,173274.0,501584.0,,,-184453.0,324023.0,574023.0,116859.0,250000.0,451853.0,-122170.0,504.0,16182.0,-18910.0,-336219.0,,-4554729.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0359,0.718,0.05 - 0.81,-0.7241,-0.8939506,0.05,0.81,1592942400,1592942400,1592942400,-0.048,-0.9227205,0.07 - 0.0894,0.0867,0.0,0.0,0,0,finmb_418637867,Other OTC,Jacksam Corporation,USD,72793,129470,-0.086,0.100070834,-0.014170833,-0.14160803,0.15403609,-0.06813609,-0.44233847,5965995,-0.9988372,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JACKSAM CORPORATION,0.0859,1630521825,-0.00079999864,0.07,0.0894,0.07,81142,,,,0.81,0.05,0.1001,0.154,72.79k,129.47k,69.45M,,29.09M,57.60%,0.00%,,,,,,,,,,,0.00%,,,1:20,"Nov 16, 2009","Dec 30, 2020","Mar 30, 2021",49.90%,-7.32%,-17.11%,,4.4M,0.07,171.10%,1.49M,-311.97k,2.2M,-0.0480,,941.41k,0.01,1.19M,,0.24,-0.09,-805.83k,-2.18M,Value,92688,Industrials,12,"Jacksam Corporation, a technology company, focuses on developing and commercializing products of vaporizer cartridge filling and capping, pre-roll filling, and automation systems. It offers its products for the medical and recreational cannabis, hemp, and CBD segments of the e-cigarette, vaporizer, and pre-roll markets. The company's principal products include eShark cartridge filling machines, 710 Shark cartridge filling machines, 710 Captain cartridge capping machines, PreRoll-ER pre-roll filling machines, and C-Cell cartridges. It serves medical and recreational dispensaries, large and small-scale processors and growers, multi-state operators, and distributors. The company sells its products through direct sales force, independent sales representatives, strategic partners' sales force, and a range of referral network, as well as through its Website. Jacksam Corporation is based in Rancho Santa Margarita, California.",Rancho Santa Margarita,800 605 3580,CA,1609372800,United States,http://www.jacksamcorp.com,86400,30191 Avenida De Las Banderas,Specialty Industrial Machinery,Suite B
t-1,JKSM,-5705450.0,69452800,,,2337317,,2337317,534637,350448,-184189,-184189,,-66853,,,,0,1259628,1443817,909180,2521506,,2337317,2337317,4708323.0,6829077.0,-5705450.0,3461875.0,1123627.0,66366.0,,-11125331.0,645192.0,489560.0,6681135.0,918346.0,645192.0,3348.0,1120277.0,292835.0,147942.0,189423.0,279207.0,2.0,,102082.0,-514741.0,77159.0,-23952.0,591900.0,-109404.0,-186563.0,504.0,-37697.0,16995.0,-2641513.0,,-5560858.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0359,0.718,0.05 - 0.81,-0.7241,-0.8939506,0.05,0.81,1592942400,1592942400,1592942400,-0.048,-0.9227205,0.07 - 0.0894,0.0867,0.0,0.0,0,0,finmb_418637867,Other OTC,Jacksam Corporation,USD,72793,129470,-0.086,0.100070834,-0.014170833,-0.14160803,0.15403609,-0.06813609,-0.44233847,5965995,-0.9988372,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JACKSAM CORPORATION,0.0859,1630521825,-0.00079999864,0.07,0.0894,0.07,81142,,,,0.81,0.05,0.1001,0.154,72.79k,129.47k,69.45M,,29.09M,57.60%,0.00%,,,,,,,,,,,0.00%,,,1:20,"Nov 16, 2009","Dec 30, 2020","Mar 30, 2021",49.90%,-7.32%,-17.11%,,4.4M,0.07,171.10%,1.49M,-311.97k,2.2M,-0.0480,,941.41k,0.01,1.19M,,0.24,-0.09,-805.83k,-2.18M,Value,92688,Industrials,12,"Jacksam Corporation, a technology company, focuses on developing and commercializing products of vaporizer cartridge filling and capping, pre-roll filling, and automation systems. It offers its products for the medical and recreational cannabis, hemp, and CBD segments of the e-cigarette, vaporizer, and pre-roll markets. The company's principal products include eShark cartridge filling machines, 710 Shark cartridge filling machines, 710 Captain cartridge capping machines, PreRoll-ER pre-roll filling machines, and C-Cell cartridges. It serves medical and recreational dispensaries, large and small-scale processors and growers, multi-state operators, and distributors. The company sells its products through direct sales force, independent sales representatives, strategic partners' sales force, and a range of referral network, as well as through its Website. Jacksam Corporation is based in Rancho Santa Margarita, California.",Rancho Santa Margarita,800 605 3580,CA,1609372800,United States,http://www.jacksamcorp.com,86400,30191 Avenida De Las Banderas,Specialty Industrial Machinery,Suite B
t-2,JKSM,-7178982.0,69452800,,,-2165693,,-2165693,500623,403741,-96882,-96882,,-62945,,,,0,735604,832486,331863,-2068811,,-2165693,-2165693,4240896.0,8367861.0,-7178982.0,6258010.0,1188879.0,64247.0,,-13462650.0,1978525.0,598964.0,8063245.0,783666.0,1978525.0,3852.0,1185027.0,309830.0,304616.0,151726.0,256384.0,,,86806.0,100659.0,271559.0,-153229.0,183600.0,47769.0,-223790.0,504.0,38772.0,-72835.0,2001017.0,-12700.0,-6878218.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0359,0.718,0.05 - 0.81,-0.7241,-0.8939506,0.05,0.81,1592942400,1592942400,1592942400,-0.048,-0.9227205,0.07 - 0.0894,0.0867,0.0,0.0,0,0,finmb_418637867,Other OTC,Jacksam Corporation,USD,72793,129470,-0.086,0.100070834,-0.014170833,-0.14160803,0.15403609,-0.06813609,-0.44233847,5965995,-0.9988372,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JACKSAM CORPORATION,0.0859,1630521825,-0.00079999864,0.07,0.0894,0.07,81142,,,,0.81,0.05,0.1001,0.154,72.79k,129.47k,69.45M,,29.09M,57.60%,0.00%,,,,,,,,,,,0.00%,,,1:20,"Nov 16, 2009","Dec 30, 2020","Mar 30, 2021",49.90%,-7.32%,-17.11%,,4.4M,0.07,171.10%,1.49M,-311.97k,2.2M,-0.0480,,941.41k,0.01,1.19M,,0.24,-0.09,-805.83k,-2.18M,Value,92688,Industrials,12,"Jacksam Corporation, a technology company, focuses on developing and commercializing products of vaporizer cartridge filling and capping, pre-roll filling, and automation systems. It offers its products for the medical and recreational cannabis, hemp, and CBD segments of the e-cigarette, vaporizer, and pre-roll markets. The company's principal products include eShark cartridge filling machines, 710 Shark cartridge filling machines, 710 Captain cartridge capping machines, PreRoll-ER pre-roll filling machines, and C-Cell cartridges. It serves medical and recreational dispensaries, large and small-scale processors and growers, multi-state operators, and distributors. The company sells its products through direct sales force, independent sales representatives, strategic partners' sales force, and a range of referral network, as well as through its Website. Jacksam Corporation is based in Rancho Santa Margarita, California.",Rancho Santa Margarita,800 605 3580,CA,1609372800,United States,http://www.jacksamcorp.com,86400,30191 Avenida De Las Banderas,Specialty Industrial Machinery,Suite B
t-3,JKSM,-5134082.0,69452800,,,2032362,,2032362,438547,393725,-44822,-44822,,-159268,,,,0,633481,678303,239756,2077184,,2032362,2032362,4240745.0,6215274.0,-5134082.0,4179234.0,1081192.0,64247.0,-270.0,-11296957.0,1857883.0,551195.0,5733471.0,657068.0,1857883.0,4356.0,1076836.0,236995.0,371803.0,190498.0,272445.0,,110000.0,-78693.0,187715.0,389915.0,-1415.0,232800.0,116604.0,-273311.0,8657.0,-33756.0,-97677.0,-2230147.0,-30600.0,-4656635.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0359,0.718,0.05 - 0.81,-0.7241,-0.8939506,0.05,0.81,1592942400,1592942400,1592942400,-0.048,-0.9227205,0.07 - 0.0894,0.0867,0.0,0.0,0,0,finmb_418637867,Other OTC,Jacksam Corporation,USD,72793,129470,-0.086,0.100070834,-0.014170833,-0.14160803,0.15403609,-0.06813609,-0.44233847,5965995,-0.9988372,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JACKSAM CORPORATION,0.0859,1630521825,-0.00079999864,0.07,0.0894,0.07,81142,,,,0.81,0.05,0.1001,0.154,72.79k,129.47k,69.45M,,29.09M,57.60%,0.00%,,,,,,,,,,,0.00%,,,1:20,"Nov 16, 2009","Dec 30, 2020","Mar 30, 2021",49.90%,-7.32%,-17.11%,,4.4M,0.07,171.10%,1.49M,-311.97k,2.2M,-0.0480,,941.41k,0.01,1.19M,,0.24,-0.09,-805.83k,-2.18M,Value,92688,Industrials,12,"Jacksam Corporation, a technology company, focuses on developing and commercializing products of vaporizer cartridge filling and capping, pre-roll filling, and automation systems. It offers its products for the medical and recreational cannabis, hemp, and CBD segments of the e-cigarette, vaporizer, and pre-roll markets. The company's principal products include eShark cartridge filling machines, 710 Shark cartridge filling machines, 710 Captain cartridge capping machines, PreRoll-ER pre-roll filling machines, and C-Cell cartridges. It serves medical and recreational dispensaries, large and small-scale processors and growers, multi-state operators, and distributors. The company sells its products through direct sales force, independent sales representatives, strategic partners' sales force, and a range of referral network, as well as through its Website. Jacksam Corporation is based in Rancho Santa Margarita, California.",Rancho Santa Margarita,800 605 3580,CA,1609372800,United States,http://www.jacksamcorp.com,86400,30191 Avenida De Las Banderas,Specialty Industrial Machinery,Suite B
