Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry
t0,NB2.DE,-46542748.0,16443700,,,-21026178,,-20704295,,-80623,-4287199,-4287199,2169072,-16523486,,,,-321884,737065,5024264,817688,-16738979,,-20704295,-20704295,104567739.0,143145827.0,97742513.0,21523252.0,240888340.0,11847250.0,207335.0,-57553581.0,106329169.0,39717522.0,143448844.0,47260679.0,24480558.0,27891871.0,359680.0,143448844.0,19603663.0,29735237.0,3500.0,4989774.0,57570.0,2828116.0,,1938000,-9142000,-1997000,23008000,8500,15070000,10616500,506000,-5292500,2037500,-5311000,9935000,16738795,-9142000,1843366.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,NORTHERN DATA AG INH O.N.,de_market,2,XETRA,Northern Data AG,EUR,42519,17407,36.6,0.91499996,40.0 - 143.0,-66.4,-0.46433568,40.0,143.0,0.44,0.0059863944,-3.91,0,8.25,71.97143,4.6285706,0.06431122,89.50634,-12.906342,-0.14419472,1296140928,9.284848,15,Europe/Berlin,CEST,7200000,False,False,4.217685,73.2 - 77.2,73.5,76.6,76.9,0,0,finmb_253416425,76.6,1630578380,3.0999985,73.6,77.2,73.2,16759,0.57,,,143.0,40.0,71.97,89.51,42.52k,17.41k,16.44M,,8.33M,24.89%,3.70%,,,,,,,,0.44,0.60%,,0.00%,,,,,"Dec 31, 2019","Jun 30, 2020",0.00%,-133.79%,-6.75%,-94.78%,10.12M,0.85,-1.10%,-5.1M,-12.41M,-46.32M,-3.91,,24.48M,2.07,12.47M,12.75,1.07,8.25,,,Value,60322,Technology,8,"Northern Data AG develops, builds, and provides infrastructure solutions in the field of high-performance computing solutions worldwide. It offers solutions in the fields of blockchain applications, machine learning and artificial intelligence, big data analytics, game streaming, crypto mining, and others. The company was formerly known as Northern Bitcoin AG and changed its name to Northern Data AG in January 2020. Northern Data AG is headquartered in Frankfurt am Main, Germany.",Frankfurt am Main,49 69 34 87 52 25,Germany,http://www.northerndata.de,86400,An der Welle 3,Software—Application
t-1,NB2.DE,-46542748.0,16443700,,,-21026178,,-20704295,,-80623,-4287199,-4287199,2169072,-16523486,,,,-321884,737065,5024264,817688,-16738979,,-20704295,-20704295,104567739.0,143145827.0,97742513.0,21523252.0,240888340.0,11847250.0,207335.0,-57553581.0,106329169.0,39717522.0,143448844.0,47260679.0,24480558.0,27891871.0,359680.0,143448844.0,19603663.0,29735237.0,3500.0,4989774.0,57570.0,2828116.0,,1938000,-9142000,-1997000,23008000,8500,15070000,10616500,506000,-5292500,2037500,-5311000,9935000,16738795,-9142000,1843366.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,NORTHERN DATA AG INH O.N.,de_market,2,XETRA,Northern Data AG,EUR,42519,17407,36.6,0.91499996,40.0 - 143.0,-66.4,-0.46433568,40.0,143.0,0.44,0.0059863944,-3.91,0,8.25,71.97143,4.6285706,0.06431122,89.50634,-12.906342,-0.14419472,1296140928,9.284848,15,Europe/Berlin,CEST,7200000,False,False,4.217685,73.2 - 77.2,73.5,76.6,76.9,0,0,finmb_253416425,76.6,1630578380,3.0999985,73.6,77.2,73.2,16759,0.57,,,143.0,40.0,71.97,89.51,42.52k,17.41k,16.44M,,8.33M,24.89%,3.70%,,,,,,,,0.44,0.60%,,0.00%,,,,,"Dec 31, 2019","Jun 30, 2020",0.00%,-133.79%,-6.75%,-94.78%,10.12M,0.85,-1.10%,-5.1M,-12.41M,-46.32M,-3.91,,24.48M,2.07,12.47M,12.75,1.07,8.25,,,Value,60322,Technology,8,"Northern Data AG develops, builds, and provides infrastructure solutions in the field of high-performance computing solutions worldwide. It offers solutions in the fields of blockchain applications, machine learning and artificial intelligence, big data analytics, game streaming, crypto mining, and others. The company was formerly known as Northern Bitcoin AG and changed its name to Northern Data AG in January 2020. Northern Data AG is headquartered in Frankfurt am Main, Germany.",Frankfurt am Main,49 69 34 87 52 25,Germany,http://www.northerndata.de,86400,An der Welle 3,Software—Application
t-2,NB2.DE,-7850.0,16443700,,,-2585517,,-2585517,407831.0,-1208417,-2532559,-2532559,646252,-50989,,,,0,4320708,6853267,5529126,-52957,,-2585517,-2585517,7850.0,18008609.0,,40499.0,18008609.0,7441500.0,168894.0,-17660073.0,389215.0,,10218573.0,9501351.0,3247693.0,1022020.0,,10218573.0,5017085.0,3478823.0,3500.0,50.0,62186.0,979941.0,16597374.0,0,-9142000,-1997000,23008000,8500,15070000,10616500,506000,-5292500,2037500,-5311000,9935000,16738795,-9142000,2456803.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,NORTHERN DATA AG INH O.N.,de_market,2,XETRA,Northern Data AG,EUR,42519,17407,36.6,0.91499996,40.0 - 143.0,-66.4,-0.46433568,40.0,143.0,0.44,0.0059863944,-3.91,0,8.25,71.97143,4.6285706,0.06431122,89.50634,-12.906342,-0.14419472,1296140928,9.284848,15,Europe/Berlin,CEST,7200000,False,False,4.217685,73.2 - 77.2,73.5,76.6,76.9,0,0,finmb_253416425,76.6,1630578380,3.0999985,73.6,77.2,73.2,16759,0.57,,,143.0,40.0,71.97,89.51,42.52k,17.41k,16.44M,,8.33M,24.89%,3.70%,,,,,,,,0.44,0.60%,,0.00%,,,,,"Dec 31, 2019","Jun 30, 2020",0.00%,-133.79%,-6.75%,-94.78%,10.12M,0.85,-1.10%,-5.1M,-12.41M,-46.32M,-3.91,,24.48M,2.07,12.47M,12.75,1.07,8.25,,,Value,60322,Technology,8,"Northern Data AG develops, builds, and provides infrastructure solutions in the field of high-performance computing solutions worldwide. It offers solutions in the fields of blockchain applications, machine learning and artificial intelligence, big data analytics, game streaming, crypto mining, and others. The company was formerly known as Northern Bitcoin AG and changed its name to Northern Data AG in January 2020. Northern Data AG is headquartered in Frankfurt am Main, Germany.",Frankfurt am Main,49 69 34 87 52 25,Germany,http://www.northerndata.de,86400,An der Welle 3,Software—Application
t-3,NB2.DE,-7850.0,16443700,,,-2585517,,-2585517,407831.0,-1208417,-2532559,-2532559,646252,-50989,,,,0,4320708,6853267,5529126,-52957,,-2585517,-2585517,7850.0,18008609.0,,40499.0,18008609.0,7441500.0,168894.0,-17660073.0,389215.0,,10218573.0,9501351.0,3247693.0,1022020.0,,10218573.0,5017085.0,3478823.0,3500.0,50.0,62186.0,979941.0,16597374.0,0,-9142000,-1997000,23008000,8500,15070000,10616500,506000,-5292500,2037500,-5311000,9935000,16738795,-9142000,2456803.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,NORTHERN DATA AG INH O.N.,de_market,2,XETRA,Northern Data AG,EUR,42519,17407,36.6,0.91499996,40.0 - 143.0,-66.4,-0.46433568,40.0,143.0,0.44,0.0059863944,-3.91,0,8.25,71.97143,4.6285706,0.06431122,89.50634,-12.906342,-0.14419472,1296140928,9.284848,15,Europe/Berlin,CEST,7200000,False,False,4.217685,73.2 - 77.2,73.5,76.6,76.9,0,0,finmb_253416425,76.6,1630578380,3.0999985,73.6,77.2,73.2,16759,0.57,,,143.0,40.0,71.97,89.51,42.52k,17.41k,16.44M,,8.33M,24.89%,3.70%,,,,,,,,0.44,0.60%,,0.00%,,,,,"Dec 31, 2019","Jun 30, 2020",0.00%,-133.79%,-6.75%,-94.78%,10.12M,0.85,-1.10%,-5.1M,-12.41M,-46.32M,-3.91,,24.48M,2.07,12.47M,12.75,1.07,8.25,,,Value,60322,Technology,8,"Northern Data AG develops, builds, and provides infrastructure solutions in the field of high-performance computing solutions worldwide. It offers solutions in the fields of blockchain applications, machine learning and artificial intelligence, big data analytics, game streaming, crypto mining, and others. The company was formerly known as Northern Bitcoin AG and changed its name to Northern Data AG in January 2020. Northern Data AG is headquartered in Frankfurt am Main, Germany.",Frankfurt am Main,49 69 34 87 52 25,Germany,http://www.northerndata.de,86400,An der Welle 3,Software—Application
