Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry,address2
t0,JBFCY,8543549000,277271008,,,999062000,-1243130000,152648000,3732940000,5202575000,1469635000,1469635000,,-594386000,,,,949902000,34680629000,33210994000,29478054000,-470573000,,49160000,152648000,46423762000,9964972000,137048091000,69150242000,75585000,4297037000,204955203000,1122361000,3507771000,29739397000,8011381000,14182931000,28323512000,11297270000,21764620000,54852753000,5538181000,4557415000,28504023000,51291326000,75997753000,5762161000,324280000,5777240000,42749999000,7920793000,10744427000,3360931000.0,-3099370000.0,1402058000.0,-2952926000.0,-4131510000.0,-252374000.0,16858000.0,403134000.0,6782000.0,3125804000.0,3177156000.0,-445971000.0,-5634000.0,439198000.0,1062429000.0,-1189808000.0,1606695000.0,-1599945000.0,,21145000000,en-US,US,EQUITY,False,Delayed Quote,USD,0.62,0.038822792,-0.72,249.696,15.761429,0.16857147,0.01069519,15.463478,0.46652222,0.030169293,4592443904,0.06379758,15,America/New_York,EDT,-14400000,2,-0.2504694,15.93 - 15.93,15.97,0.0,0.0,0,0,finmb_881056,PRE,JOLLIBEE FOODS CORP,us_market,0,PNK,False,False,15.93,1630508377,-0.03999996,15.93,15.93,15.93,294,Other OTC,Jollibee Foods Corporation,PHP,595,28,5.3600006,0.50709563,10.57 - 17.95,-2.0200005,-0.11253484,10.57,17.95,1622073600,1.36,,,17.95,10.57,15.76,15.46,595,28,277.27M,,119.3M,0.00%,0.00%,,,,,,0.12,0.74%,0.62,3.88%,0.98,,"May 26, 2021","Apr 21, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,451.32,-12.00%,10.63B,-521.69M,-9.68B,-0.72,,54.67B,197.42,101.07B,148.84,1.38,249.70,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
t-1,JBFCY,8416822000,277271008,,,2974940000,-1095395000,2033059000,4910287000,4753279000,-157008000,-157008000,,-1061269000,,,,1155883000,36583775000,36740783000,31830496000,3131948000,,1819057000,2033059000,46613155000,9913890000,142778265000,69127260000,76052000,5489360000,210810130000,1122257000,3702956000,29869889000,7936609000,14097283000,28221224000,11838493000,21361486000,58928475000,6114384000,4720096000,28401735000,52486413000,80040557000,5734229000,441000000,6828889000,43308596000,8357745000,11665921000,320375000.0,2877556000.0,-588072000.0,-1530328000.0,-2742813000.0,-122378000.0,17578000.0,1333254000.0,412000.0,4663727000.0,3846228000.0,753846000.0,-5634000.0,250166000.0,-1511758000.0,-479501000.0,-2760947000.0,-1867908000.0,,21112082000,en-US,US,EQUITY,False,Delayed Quote,USD,0.62,0.038822792,-0.72,249.696,15.761429,0.16857147,0.01069519,15.463478,0.46652222,0.030169293,4592443904,0.06379758,15,America/New_York,EDT,-14400000,2,-0.2504694,15.93 - 15.93,15.97,0.0,0.0,0,0,finmb_881056,PRE,JOLLIBEE FOODS CORP,us_market,0,PNK,False,False,15.93,1630508377,-0.03999996,15.93,15.93,15.93,294,Other OTC,Jollibee Foods Corporation,PHP,595,28,5.3600006,0.50709563,10.57 - 17.95,-2.0200005,-0.11253484,10.57,17.95,1622073600,1.36,,,17.95,10.57,15.76,15.46,595,28,277.27M,,119.3M,0.00%,0.00%,,,,,,0.12,0.74%,0.62,3.88%,0.98,,"May 26, 2021","Apr 21, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,451.32,-12.00%,10.63B,-521.69M,-9.68B,-0.72,,54.67B,197.42,101.07B,148.84,1.38,249.70,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
t-2,JBFCY,7186972000,277271008,,,-3094647000,-1219006000,-1580347000,6165912000,2792842000,-3373070000,-3373070000,,-1106871000,,,,-1212510000,29964993000,33338063000,27172151000,278423000,,-1882137000,-1580347000,46819118000,10257259000,146386352000,68068491000,105356000,8204273000,213235837000,1122139000,3574183000,28207143000,7601128000,14062401000,28481950000,12730475000,20028232000,56606410000,6659453000,4414784000,28662461000,57037680000,78319623000,4266540000,85320000,5528561000,45037608000,8728812000,9998631000,-35594384000.0,-1518735000.0,-37033610000.0,216413000.0,-723249000.0,88335000.0,17578000.0,-37885723000.0,-126183000.0,-2681000.0,3372962000.0,-67063000.0,-2011000.0,1405501000.0,-645433000.0,-937651000.0,-1166035000.0,-1230073000.0,,21713213000,en-US,US,EQUITY,False,Delayed Quote,USD,0.62,0.038822792,-0.72,249.696,15.761429,0.16857147,0.01069519,15.463478,0.46652222,0.030169293,4592443904,0.06379758,15,America/New_York,EDT,-14400000,2,-0.2504694,15.93 - 15.93,15.97,0.0,0.0,0,0,finmb_881056,PRE,JOLLIBEE FOODS CORP,us_market,0,PNK,False,False,15.93,1630508377,-0.03999996,15.93,15.93,15.93,294,Other OTC,Jollibee Foods Corporation,PHP,595,28,5.3600006,0.50709563,10.57 - 17.95,-2.0200005,-0.11253484,10.57,17.95,1622073600,1.36,,,17.95,10.57,15.76,15.46,595,28,277.27M,,119.3M,0.00%,0.00%,,,,,,0.12,0.74%,0.62,3.88%,0.98,,"May 26, 2021","Apr 21, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,451.32,-12.00%,10.63B,-521.69M,-9.68B,-0.72,,54.67B,197.42,101.07B,148.84,1.38,249.70,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
t-3,JBFCY,9081689000,277271008,,,-11354932000,-934198000,-10171224000,4941913000,-111188000,-5053101000,-5053101000,,-860405000,,,,-857906000,23331447000,28384548000,23442635000,-6301831000,,-10497026000,-10171224000,47324578000,10184216000,149777014000,70663112000,108536000,10831922000,219505928000,1122139000,3748236000,30365177000,7371289000,14256845000,28991580000,12481569000,57913955000,56964005000,5136000000,3734590000,29172091000,59779146000,81400506000,4263284000,1410960000,4878070000,47530180000,10159533000,11063706000,-27850000.0,-2423226000.0,-893979000.0,35101252000.0,35353877000.0,-132555000.0,17578000.0,31443035000.0,-8465000.0,-3008398000.0,3871848000.0,83857000.0,-676114000.0,840539000.0,-722219000.0,30256517000.0,5694388000.0,-991316000.0,-29327778000.0,24436501000,en-US,US,EQUITY,False,Delayed Quote,USD,0.62,0.038822792,-0.72,249.696,15.761429,0.16857147,0.01069519,15.463478,0.46652222,0.030169293,4592443904,0.06379758,15,America/New_York,EDT,-14400000,2,-0.2504694,15.93 - 15.93,15.97,0.0,0.0,0,0,finmb_881056,PRE,JOLLIBEE FOODS CORP,us_market,0,PNK,False,False,15.93,1630508377,-0.03999996,15.93,15.93,15.93,294,Other OTC,Jollibee Foods Corporation,PHP,595,28,5.3600006,0.50709563,10.57 - 17.95,-2.0200005,-0.11253484,10.57,17.95,1622073600,1.36,,,17.95,10.57,15.76,15.46,595,28,277.27M,,119.3M,0.00%,0.00%,,,,,,0.12,0.74%,0.62,3.88%,0.98,,"May 26, 2021","Apr 21, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,451.32,-12.00%,10.63B,-521.69M,-9.68B,-0.72,,54.67B,197.42,101.07B,148.84,1.38,249.70,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
