Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,dividendDate,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Aug 12, 2021) 4","Short Ratio (Aug 12, 2021) 4","Short % of Float (Aug 12, 2021) 4","Short % of Shares Outstanding (Aug 12, 2021) 4","Shares Short (prior month Jul 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,JACK,-859019000,22827900,,,52019000,,40028000,21796000,100020000,67213000,67213000,622000,-15206000,,,,11991000,269458000,202245000,169438000,-15194000,,40028000,40028000,256000,499668000,2599075000,-811602000,22722000,1787473000,825000,25599000,1734976000,203217000,47161000,-3047071000,295190000,84220000,325650000,72419000,-107798000,1255659000,189207000,68278000,1272405000,2120000,34557000,4793000.0,-10322000.0,-225000.0,-67348000.0,3416000.0,2306000.0,-6333000.0,-59673000.0,71337000.0,11185000.0,-9756000.0,38000.0,18975000.0,-8389000.0,-12229000.0,,-136443000,en-US,US,EQUITY,True,Delayed Quote,USD,2,NMS,106.35,1630526402,0.3899994,106.29,107.99,105.835,225145,0,Jack In The Box Inc.,PRE,us_market,0.36806285,105.835 - 107.99,105.96,0.0,0.0,9,8,finmb_316829,NasdaqGS,Jack in the Box Inc.,USD,333000,280557,28.659996,0.368902,77.69 - 124.53,-18.18,-0.14598893,1630627200,77.69,124.53,1620849600,1637060340,1637582400,1.2,18.463541,0.011325029,0.014162399,110.71783,-4.3678284,-0.03945009,16.040724,5.76,6.63,7.22,14.729918,-32.933,104.86486,1.4851379,2427747072,-3.2292838,15,America/New_York,EDT,-14400000,False,False,1.83,,,124.53,77.69,104.86,110.72,333k,280.56k,22.83M,,21.4M,2.02%,103.56%,985.95k,3.21,5.10%,4.55%,1.18M,1.76,1.66%,1.20,1.13%,1.76,22.78%,"Sep 02, 2021","Aug 16, 2021",2:1,"Oct 15, 2007","Sep 26, 2020","Jul 03, 2021",14.69%,25.21%,9.61%,,1.12B,49.27,11.20%,312.75M,332.74M,164.68M,5.76,23.00%,84.22M,3.89,2.22B,,0.58,-32.93,203.24M,200.28M,Value,92123,Consumer Cyclical,5200,4,9,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. As of September 27, 2020, it operated and franchised 2,241 Jack in the Box quick-service restaurants primarily in the western and southern United States, including one in Guam. The company was founded in 1951 and is headquartered in San Diego, California.",San Diego,858 571 2121,CA,5,1609372800,1625097600,1,United States,http://www.jackintheboxinc.com,86400,3,9357 Spectrum Center Boulevard,Restaurants
t-1,JACK,-827980000,22827900,,,49458000,,35934000,18861000,93938000,63940000,63940000,441000,-15241000,,,,13524000,257217000,193277000,163279000,-14482000,,35934000,35934000,262000,496798000,2571332000,-780557000,4999000,1790775000,825000,25723000,1704766000,205345000,47161000,-2982946000,285305000,90637000,302392000,71167000,-108640000,1246024000,212023000,86721000,1271412000,2158000,24695000,8029000.0,-15081000.0,-108079000.0,-181013000.0,-1049000.0,4226000.0,-179801000.0,-68119000.0,16293000.0,11369000.0,-9041000.0,-155000.0,-29153000.0,-9973000.0,-15852000.0,-61000.0,-90369000,en-US,US,EQUITY,True,Delayed Quote,USD,2,NMS,106.35,1630526402,0.3899994,106.29,107.99,105.835,225145,0,Jack In The Box Inc.,PRE,us_market,0.36806285,105.835 - 107.99,105.96,0.0,0.0,9,8,finmb_316829,NasdaqGS,Jack in the Box Inc.,USD,333000,280557,28.659996,0.368902,77.69 - 124.53,-18.18,-0.14598893,1630627200,77.69,124.53,1620849600,1637060340,1637582400,1.2,18.463541,0.011325029,0.014162399,110.71783,-4.3678284,-0.03945009,16.040724,5.76,6.63,7.22,14.729918,-32.933,104.86486,1.4851379,2427747072,-3.2292838,15,America/New_York,EDT,-14400000,False,False,1.83,,,124.53,77.69,104.86,110.72,333k,280.56k,22.83M,,21.4M,2.02%,103.56%,985.95k,3.21,5.10%,4.55%,1.18M,1.76,1.66%,1.20,1.13%,1.76,22.78%,"Sep 02, 2021","Aug 16, 2021",2:1,"Oct 15, 2007","Sep 26, 2020","Jul 03, 2021",14.69%,25.21%,9.61%,,1.12B,49.27,11.20%,312.75M,332.74M,164.68M,5.76,23.00%,84.22M,3.89,2.22B,,0.58,-32.93,203.24M,200.28M,Value,92123,Consumer Cyclical,5200,4,9,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. As of September 27, 2020, it operated and franchised 2,241 Jack in the Box quick-service restaurants primarily in the western and southern United States, including one in Guam. The company was founded in 1951 and is headquartered in San Diego, California.",San Diego,858 571 2121,CA,5,1609372800,1625097600,1,United States,http://www.jackintheboxinc.com,86400,3,9357 Spectrum Center Boulevard,Restaurants
t-2,JACK,-796552000,22827900,,,67920000,,50859000,20499000,121990000,85897000,85897000,1023000,-20739000,,,,17061000,338541000,252644000,216551000,-17977000,,50859000,50859000,268000,490913000,2662697000,-749123000,7588000,1913574000,824000,44122000,1677928000,208542000,47161000,-2918788000,280775000,251324000,297129000,68982000,-109482000,1225533000,359837000,54702000,1378317000,2003000,16049000,-22643000.0,-637000.0,-211000.0,-9959000.0,5690000.0,114000.0,51655000.0,-773000.0,62251000.0,15432000.0,-9089000.0,-133000.0,24663000.0,-13339000.0,-7076000.0,2677000.0,62708000,en-US,US,EQUITY,True,Delayed Quote,USD,2,NMS,106.35,1630526402,0.3899994,106.29,107.99,105.835,225145,0,Jack In The Box Inc.,PRE,us_market,0.36806285,105.835 - 107.99,105.96,0.0,0.0,9,8,finmb_316829,NasdaqGS,Jack in the Box Inc.,USD,333000,280557,28.659996,0.368902,77.69 - 124.53,-18.18,-0.14598893,1630627200,77.69,124.53,1620849600,1637060340,1637582400,1.2,18.463541,0.011325029,0.014162399,110.71783,-4.3678284,-0.03945009,16.040724,5.76,6.63,7.22,14.729918,-32.933,104.86486,1.4851379,2427747072,-3.2292838,15,America/New_York,EDT,-14400000,False,False,1.83,,,124.53,77.69,104.86,110.72,333k,280.56k,22.83M,,21.4M,2.02%,103.56%,985.95k,3.21,5.10%,4.55%,1.18M,1.76,1.66%,1.20,1.13%,1.76,22.78%,"Sep 02, 2021","Aug 16, 2021",2:1,"Oct 15, 2007","Sep 26, 2020","Jul 03, 2021",14.69%,25.21%,9.61%,,1.12B,49.27,11.20%,312.75M,332.74M,164.68M,5.76,23.00%,84.22M,3.89,2.22B,,0.58,-32.93,203.24M,200.28M,Value,92123,Consumer Cyclical,5200,4,9,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. As of September 27, 2020, it operated and franchised 2,241 Jack in the Box quick-service restaurants primarily in the western and southern United States, including one in Guam. The company was founded in 1951 and is headquartered in San Diego, California.",San Diego,858 571 2121,CA,5,1609372800,1625097600,1,United States,http://www.jackintheboxinc.com,86400,3,9357 Spectrum Center Boulevard,Restaurants
t-3,JACK,-840799000,22827900,,,49562000,,37849000,14710000,92319000,65412000,65412000,550000,-15693000,,,,11704000,255401000,189989000,163082000,-15850000,-9000.0,37858000,37849000,277000,489515000,2699855000,-793361000,7129000,1906494000,824000,45580000,1636211000,206494000,47161000,-2919911000,282945000,199662000,340354000,72322000,-110605000,1240530000,335581000,78417000,1374797000,1808000,31105000,4774000.0,-420000.0,-3442000.0,-12930000.0,-6993000.0,1088000.0,40007000.0,-1504000.0,53357000.0,12292000.0,-9072000.0,27000.0,10474000.0,-6357000.0,-2792000.0,1618000.0,-4773000,en-US,US,EQUITY,True,Delayed Quote,USD,2,NMS,106.35,1630526402,0.3899994,106.29,107.99,105.835,225145,0,Jack In The Box Inc.,PRE,us_market,0.36806285,105.835 - 107.99,105.96,0.0,0.0,9,8,finmb_316829,NasdaqGS,Jack in the Box Inc.,USD,333000,280557,28.659996,0.368902,77.69 - 124.53,-18.18,-0.14598893,1630627200,77.69,124.53,1620849600,1637060340,1637582400,1.2,18.463541,0.011325029,0.014162399,110.71783,-4.3678284,-0.03945009,16.040724,5.76,6.63,7.22,14.729918,-32.933,104.86486,1.4851379,2427747072,-3.2292838,15,America/New_York,EDT,-14400000,False,False,1.83,,,124.53,77.69,104.86,110.72,333k,280.56k,22.83M,,21.4M,2.02%,103.56%,985.95k,3.21,5.10%,4.55%,1.18M,1.76,1.66%,1.20,1.13%,1.76,22.78%,"Sep 02, 2021","Aug 16, 2021",2:1,"Oct 15, 2007","Sep 26, 2020","Jul 03, 2021",14.69%,25.21%,9.61%,,1.12B,49.27,11.20%,312.75M,332.74M,164.68M,5.76,23.00%,84.22M,3.89,2.22B,,0.58,-32.93,203.24M,200.28M,Value,92123,Consumer Cyclical,5200,4,9,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. As of September 27, 2020, it operated and franchised 2,241 Jack in the Box quick-service restaurants primarily in the western and southern United States, including one in Guam. The company was founded in 1951 and is headquartered in San Diego, California.",San Diego,858 571 2121,CA,5,1609372800,1625097600,1,United States,http://www.jackintheboxinc.com,86400,3,9357 Spectrum Center Boulevard,Restaurants
