Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GDPEF,12704639.0,174791008,,,131213,150000,131213,196474,0,185659,185659,1832,-94156,,,,0,0,-185659,0,-54446,,131213,131213,20022436.0,12704639.0,3426014.0,32877075.0,33237178.0,1492711.0,-23917450.0,2714703.0,3384911.0,1070000.0,3271.0,17132410.0,7242400.0,3384911.0,30126787.0,1680288.0,40790.0,69353.0,6042464.0,,71069.0,243952.0,14792.0,14792.0,-36454.0,-37406.0,-296150.0,3362.0,941147.0,-38590.0,-426750.0,-697195.0,,,-15452122.0,en-US,US,EQUITY,False,Delayed Quote,0.0005,1629997717,0.0,0.0005,0.0005,0.0005,76,0.00039007093,3.5483866,6548550,0.0068493155,15,America/New_York,EDT,-14400000,False,False,USD,4,RESOURCE CAPITAL GOLD CORP,PNK,0.073,0.0001388889,0.00036111113,2.6,0.0001099291,0,finmb_115333305,Other OTC,Resource Capital Gold Corp.,CAD,527,5051,0.00040000002,4.0000005,1.0E-4 - 0.0062,-0.0057,-0.91935486,0.0001,0.0062,-0.021,POST,0.0,5.0E-4 - 5.0E-4,0.0005,us_market,1.45,,,0.0062,0.0001,0.0001,0.0001,527,5.05k,174.79M,,130.6M,25.28%,0.40%,,,,,,,,,,,,,,,,"Jun 29, 2018","Sep 29, 2018",0.00%,0.00%,-4.12%,-32.96%,,,,,-1.61M,-4.21M,-0.0210,-30.60%,44.06k,0,7.79M,60.58,0.10,0.07,-456.63k,-8.37M,Value,V6C 3P3,,"Resource Capital Gold Corp. engages in the exploration, development, and production of precious metal properties in North America. The company primarily develops and produces gold and silver assets. It holds 90% interest in the Tangier Gold mine, Forest Hill mine, and Dufferin Gold mine located in Nova Scotia. The company was formerly known as Reliance Resources Limited and changed its name to Resource Capital Gold Corp. in February 2016. Resource Capital Gold Corp. was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604-642-6114,BC,1546214400,Canada,http://www.rcgcorp.ca,86400,666 Burrard Street,,Suite 500
t-1,GDPEF,12958921.0,174791008,,,-4005648,150000,-6152648,15541,0,-715317,-715317,7329,-2395834,,,,2147000,0,715317,0,-3290331,,-6152648,-6152648,19979343.0,12958921.0,3447736.0,33088264.0,33237178.0,1496056.0,-24048663.0,2712871.0,3770406.0,1070000.0,40677.0,17005941.0,7242400.0,3770406.0,30372269.0,1645995.0,40790.0,30763.0,6056000.0,,-506108.0,1327970.0,-532647.0,-443935.0,34805.0,-196412.0,-1080446.0,111542.0,1870118.0,667120.0,4764843.0,-542148.0,88712.0,,-15359946.0,en-US,US,EQUITY,False,Delayed Quote,0.0005,1629997717,0.0,0.0005,0.0005,0.0005,76,0.00039007093,3.5483866,6548550,0.0068493155,15,America/New_York,EDT,-14400000,False,False,USD,4,RESOURCE CAPITAL GOLD CORP,PNK,0.073,0.0001388889,0.00036111113,2.6,0.0001099291,0,finmb_115333305,Other OTC,Resource Capital Gold Corp.,CAD,527,5051,0.00040000002,4.0000005,1.0E-4 - 0.0062,-0.0057,-0.91935486,0.0001,0.0062,-0.021,POST,0.0,5.0E-4 - 5.0E-4,0.0005,us_market,1.45,,,0.0062,0.0001,0.0001,0.0001,527,5.05k,174.79M,,130.6M,25.28%,0.40%,,,,,,,,,,,,,,,,"Jun 29, 2018","Sep 29, 2018",0.00%,0.00%,-4.12%,-32.96%,,,,,-1.61M,-4.21M,-0.0210,-30.60%,44.06k,0,7.79M,60.58,0.10,0.07,-456.63k,-8.37M,Value,V6C 3P3,,"Resource Capital Gold Corp. engages in the exploration, development, and production of precious metal properties in North America. The company primarily develops and produces gold and silver assets. It holds 90% interest in the Tangier Gold mine, Forest Hill mine, and Dufferin Gold mine located in Nova Scotia. The company was formerly known as Reliance Resources Limited and changed its name to Resource Capital Gold Corp. in February 2016. Resource Capital Gold Corp. was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604-642-6114,BC,1546214400,Canada,http://www.rcgcorp.ca,86400,666 Burrard Street,,Suite 500
t-2,GDPEF,19810714.0,174791008,,,-522924,150000,-522924,265903,0,-50744,-50744,7329,-463952,,,,0,0,50744,0,-472180,,-522924,-522924,12591027.0,19810714.0,454083.0,32401741.0,34314912.0,,-17896015.0,617174.0,3391817.0,1050000.0,237089.0,7991753.0,1743533.0,3391817.0,30272465.0,1079276.0,70540.0,697883.0,5555385.0,3487067.0,0.0,-1868316.0,-532647.0,2850000.0,56475.0,259527.0,-722159.0,245211.0,1401519.0,-275674.0,-225247.0,-3269835.0,88712.0,2850000.0,-6912477.0,en-US,US,EQUITY,False,Delayed Quote,0.0005,1629997717,0.0,0.0005,0.0005,0.0005,76,0.00039007093,3.5483866,6548550,0.0068493155,15,America/New_York,EDT,-14400000,False,False,USD,4,RESOURCE CAPITAL GOLD CORP,PNK,0.073,0.0001388889,0.00036111113,2.6,0.0001099291,0,finmb_115333305,Other OTC,Resource Capital Gold Corp.,CAD,527,5051,0.00040000002,4.0000005,1.0E-4 - 0.0062,-0.0057,-0.91935486,0.0001,0.0062,-0.021,POST,0.0,5.0E-4 - 5.0E-4,0.0005,us_market,1.45,,,0.0062,0.0001,0.0001,0.0001,527,5.05k,174.79M,,130.6M,25.28%,0.40%,,,,,,,,,,,,,,,,"Jun 29, 2018","Sep 29, 2018",0.00%,0.00%,-4.12%,-32.96%,,,,,-1.61M,-4.21M,-0.0210,-30.60%,44.06k,0,7.79M,60.58,0.10,0.07,-456.63k,-8.37M,Value,V6C 3P3,,"Resource Capital Gold Corp. engages in the exploration, development, and production of precious metal properties in North America. The company primarily develops and produces gold and silver assets. It holds 90% interest in the Tangier Gold mine, Forest Hill mine, and Dufferin Gold mine located in Nova Scotia. The company was formerly known as Reliance Resources Limited and changed its name to Resource Capital Gold Corp. in February 2016. Resource Capital Gold Corp. was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604-642-6114,BC,1546214400,Canada,http://www.rcgcorp.ca,86400,666 Burrard Street,,Suite 500
t-3,GDPEF,17850904.0,174791008,,,2334455,150000,2334455,489238,0,-1451092,-1451092,7329,-126706,,,,0,0,1451092,0,3785547,,2334455,2334455,10389190.0,17850904.0,210637.0,28390094.0,31523700.0,,-17373091.0,587858.0,3700295.0,860000.0,,6085767.0,1672078.0,3700295.0,26907106.0,622988.0,70540.0,422209.0,3978180.0,3344157.0,1672597.0,-1870196.0,-532647.0,2850000.0,50952.0,-228069.0,1642128.0,61880.0,3392331.0,36115.0,-2513871.0,-5262527.0,88712.0,2850000.0,-5462779.0,en-US,US,EQUITY,False,Delayed Quote,0.0005,1629997717,0.0,0.0005,0.0005,0.0005,76,0.00039007093,3.5483866,6548550,0.0068493155,15,America/New_York,EDT,-14400000,False,False,USD,4,RESOURCE CAPITAL GOLD CORP,PNK,0.073,0.0001388889,0.00036111113,2.6,0.0001099291,0,finmb_115333305,Other OTC,Resource Capital Gold Corp.,CAD,527,5051,0.00040000002,4.0000005,1.0E-4 - 0.0062,-0.0057,-0.91935486,0.0001,0.0062,-0.021,POST,0.0,5.0E-4 - 5.0E-4,0.0005,us_market,1.45,,,0.0062,0.0001,0.0001,0.0001,527,5.05k,174.79M,,130.6M,25.28%,0.40%,,,,,,,,,,,,,,,,"Jun 29, 2018","Sep 29, 2018",0.00%,0.00%,-4.12%,-32.96%,,,,,-1.61M,-4.21M,-0.0210,-30.60%,44.06k,0,7.79M,60.58,0.10,0.07,-456.63k,-8.37M,Value,V6C 3P3,,"Resource Capital Gold Corp. engages in the exploration, development, and production of precious metal properties in North America. The company primarily develops and produces gold and silver assets. It holds 90% interest in the Tangier Gold mine, Forest Hill mine, and Dufferin Gold mine located in Nova Scotia. The company was formerly known as Reliance Resources Limited and changed its name to Resource Capital Gold Corp. in February 2016. Resource Capital Gold Corp. was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604-642-6114,BC,1546214400,Canada,http://www.rcgcorp.ca,86400,666 Burrard Street,,Suite 500
