Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,accountsPayable,intangibleAssets,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,GEGP,-121090.0,9181500416,,,-22300,,-22300,3300,0,-4300,-4300,,,,,,0,0,4300,0,-18000,,-22300,-22300,2016394.0,121865.0,-121090.0,121745.0,775.0,918150.0,-3055634.0,775.0,121865.0,775.0,120.0,,-17500,7700,7700,10000,-3100,-10800,18000,-121090.0,en-US,US,EQUITY,False,Delayed Quote,0.0009,1630526395,0.0,0.0008,0.0009,0.0008,19368378,USD,PNK,8263350,-14400000,False,False,POST,4,0.0,8.0E-4 - 9.0E-4,us_market,0,GOLD ENTERTAINMENT GROUP INC,0.0009,0.0,0.0,0,0,finmb_2847123,Other OTC,"Gold Entertainment Group, Inc.",USD,52197647,124027589,0.00085,17.0,5.0E-5 - 0.0021,-0.0011999999,-0.57142854,5e-05,0.0021,-0.0,-0.0,0.0011825,-0.00028250006,-0.23890068,0.0009823239,-8.232391e-05,-0.08380526,15,America/New_York,EDT,24.49,,,0.0021,0.0,0.0012,0.001,52.2M,124.03M,9.18B,,,50.67%,0.00%,,,,,,,,,,,0.00%,,,,,"Jan 30, 2018","Oct 30, 2017",0.00%,0.00%,"-1,244.38%",,,,,,-37.6k,-40.94k,-0.0000,,775.0,0.0,,,0.02,-0.0,-10.94k,-12.84k,Value,89509,Financial Services,"Gold Entertainment Group, Inc. does not have significant operations. It intends to serve as a vehicle for the acquisition of, or merger or consolidation with another company. The company was incorporated in 1999 and is based in Reno, Nevada.",Reno,954 440 4678,NV,United States,http://www.goldentertainment.com,86400,429 West Plumb Lane,Shell Companies
t-1,GEGP,-117790.0,9181500416,,,-11496,,-11496,11496,0,-11496,-11496,,,,,,0,0,11496,0,0,,-11496,-11496,2016394.0,121665.0,-98790.0,119745.0,22875.0,918150.0,-3033334.0,3875.0,121665.0,3875.0,1920.0,19000.0,-8699,7700,7700,10000,-19196,-19196,18000,-117790.0,en-US,US,EQUITY,False,Delayed Quote,0.0009,1630526395,0.0,0.0008,0.0009,0.0008,19368378,USD,PNK,8263350,-14400000,False,False,POST,4,0.0,8.0E-4 - 9.0E-4,us_market,0,GOLD ENTERTAINMENT GROUP INC,0.0009,0.0,0.0,0,0,finmb_2847123,Other OTC,"Gold Entertainment Group, Inc.",USD,52197647,124027589,0.00085,17.0,5.0E-5 - 0.0021,-0.0011999999,-0.57142854,5e-05,0.0021,-0.0,-0.0,0.0011825,-0.00028250006,-0.23890068,0.0009823239,-8.232391e-05,-0.08380526,15,America/New_York,EDT,24.49,,,0.0021,0.0,0.0012,0.001,52.2M,124.03M,9.18B,,,50.67%,0.00%,,,,,,,,,,,0.00%,,,,,"Jan 30, 2018","Oct 30, 2017",0.00%,0.00%,"-1,244.38%",,,,,,-37.6k,-40.94k,-0.0000,,775.0,0.0,,,0.02,-0.0,-10.94k,-12.84k,Value,89509,Financial Services,"Gold Entertainment Group, Inc. does not have significant operations. It intends to serve as a vehicle for the acquisition of, or merger or consolidation with another company. The company was incorporated in 1999 and is based in Reno, Nevada.",Reno,954 440 4678,NV,United States,http://www.goldentertainment.com,86400,429 West Plumb Lane,Shell Companies
t-2,GEGP,-131293.0,9181500416,,,-3336,,-3336,3336,0,-3336,-3336,,,,,,0,0,3336,0,0,,-3336,-3336,1992394.0,154364.0,-111293.0,154244.0,43071.0,918150.0,-3021837.0,23071.0,154364.0,23071.0,120.0,20000.0,26219,7700,7700,10000,22883,22883,18000,-131293.0,en-US,US,EQUITY,False,Delayed Quote,0.0009,1630526395,0.0,0.0008,0.0009,0.0008,19368378,USD,PNK,8263350,-14400000,False,False,POST,4,0.0,8.0E-4 - 9.0E-4,us_market,0,GOLD ENTERTAINMENT GROUP INC,0.0009,0.0,0.0,0,0,finmb_2847123,Other OTC,"Gold Entertainment Group, Inc.",USD,52197647,124027589,0.00085,17.0,5.0E-5 - 0.0021,-0.0011999999,-0.57142854,5e-05,0.0021,-0.0,-0.0,0.0011825,-0.00028250006,-0.23890068,0.0009823239,-8.232391e-05,-0.08380526,15,America/New_York,EDT,24.49,,,0.0021,0.0,0.0012,0.001,52.2M,124.03M,9.18B,,,50.67%,0.00%,,,,,,,,,,,0.00%,,,,,"Jan 30, 2018","Oct 30, 2017",0.00%,0.00%,"-1,244.38%",,,,,,-37.6k,-40.94k,-0.0000,,775.0,0.0,,,0.02,-0.0,-10.94k,-12.84k,Value,89509,Financial Services,"Gold Entertainment Group, Inc. does not have significant operations. It intends to serve as a vehicle for the acquisition of, or merger or consolidation with another company. The company was incorporated in 1999 and is based in Reno, Nevada.",Reno,954 440 4678,NV,United States,http://www.goldentertainment.com,86400,429 West Plumb Lane,Shell Companies
t-3,GEGP,-127957.0,9181500416,,,-6326,,-6326,6326,0,-6326,-6326,,,,,,0,0,6326,0,0,,-6326,-6326,1992394.0,128145.0,-127957.0,128045.0,188.0,898150.0,-3018501.0,188.0,128145.0,188.0,100.0,,6000,7700,7700,10000,-326,-326,18000,-127957.0,en-US,US,EQUITY,False,Delayed Quote,0.0009,1630526395,0.0,0.0008,0.0009,0.0008,19368378,USD,PNK,8263350,-14400000,False,False,POST,4,0.0,8.0E-4 - 9.0E-4,us_market,0,GOLD ENTERTAINMENT GROUP INC,0.0009,0.0,0.0,0,0,finmb_2847123,Other OTC,"Gold Entertainment Group, Inc.",USD,52197647,124027589,0.00085,17.0,5.0E-5 - 0.0021,-0.0011999999,-0.57142854,5e-05,0.0021,-0.0,-0.0,0.0011825,-0.00028250006,-0.23890068,0.0009823239,-8.232391e-05,-0.08380526,15,America/New_York,EDT,24.49,,,0.0021,0.0,0.0012,0.001,52.2M,124.03M,9.18B,,,50.67%,0.00%,,,,,,,,,,,0.00%,,,,,"Jan 30, 2018","Oct 30, 2017",0.00%,0.00%,"-1,244.38%",,,,,,-37.6k,-40.94k,-0.0000,,775.0,0.0,,,0.02,-0.0,-10.94k,-12.84k,Value,89509,Financial Services,"Gold Entertainment Group, Inc. does not have significant operations. It intends to serve as a vehicle for the acquisition of, or merger or consolidation with another company. The company was incorporated in 1999 and is based in Reno, Nevada.",Reno,954 440 4678,NV,United States,http://www.goldentertainment.com,86400,429 West Plumb Lane,Shell Companies
