Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,otherAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jul 11, 2004) 4","Short Ratio (Jul 11, 2004) 4","Short % of Float (Jul 11, 2004) 4","Short % of Shares Outstanding (Jul 11, 2004) 4","Shares Short (prior month May 10, 2004) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FTDL,3391375.0,1525480,22890,,117019,,117019,285253,424713,116570,116570,,,,,,0,1658748,1542178,1234035,449,,117019,117019,23357813.0,693967.0,3391375.0,4085342.0,106192.0,220252.0,-13346708.0,-6725922.0,502730.0,693967.0,50108.0,4035234.0,1654900.0,1571921.0,299469.0,,40419,-1,-76273,111729,-708193,-631919,5100,-76273,-637434,-275365,5474,-1,3341267.0,en-US,US,EQUITY,False,Delayed Quote,-1.6140319,14.02 - 14.02,14.25,0.0,0.0,0,0,finmb_253346,Other OTC,FirsTime Design Limited,USD,682,650,9.52,2.1155558,4.5 - 29.22,-15.199999,-0.5201916,4.5,29.22,1469750400,1567594740,1567594740,1567594740,0.05,-14400000,False,False,USD,POST,0.003508772,-0.42,2.223,18.256666,-4.2366657,-0.2320613,22.856739,-8.836739,-0.38661414,3341751,6.3067927,15,America/New_York,EDT,FIRSTIME DESIGN LIMITED,14.02,1630523773,-0.22999954,14.02,14.02,14.02,207,0,PNK,2,us_market,0.36,,,29.22,4.5,18.26,22.86,682,650,1.53M,,,0.00%,0.01%,,0,,0.00%,486,,,0.05,0.35%,,0.00%,"Jul 28, 2016","Jul 12, 2016",1:10,"Feb 21, 2011","Dec 30, 2011","Jun 29, 2012",-11.94%,-0.95%,-0.77%,-17.76%,5.6M,3.51,43.30%,971.77k,-29.54k,-668.52k,-0.42,,502.73k,0.33,,,5.82,2.22,-639.66k,-653.43k,Value,53072,Consumer Cyclical,"FirsTime Design Limited, through its subsidiaries, designs, imports, and distributes home goods and other sleep environment products in the United States. It provides clocks, headboards, tables, lamps, armoires, and folding beds. It sells its products through various retailers, as well as through a network of e-commerce channels. The company was formerly known as The Middleton Doll Company. FirsTime Design Limited was founded in 1980 and is based in Pewaukee, Wisconsin.",Pewaukee,262-364-5200,WI,1356912000,United States,http://www.firstime.com,86400,W237 N2889 Woodgate Road,"Furnishings, Fixtures & Appliances",Suite F
t-1,FTDL,3349490.0,1525480,24904,,114516,,114516,267849,407443,114690,114690,,,,,,0,1521932,1407242,1114489,-174,,114516,114516,23357813.0,553828.0,3349490.0,3903318.0,106192.0,295033.0,-13388593.0,-6725922.0,1210923.0,553828.0,55208.0,3848110.0,1382818.0,864806.0,259051.0,,-60428,450930,-76273,-38614,342423,-108507,5100,-76273,246934,-375510,-505,-4070,3294282.0,en-US,US,EQUITY,False,Delayed Quote,-1.6140319,14.02 - 14.02,14.25,0.0,0.0,0,0,finmb_253346,Other OTC,FirsTime Design Limited,USD,682,650,9.52,2.1155558,4.5 - 29.22,-15.199999,-0.5201916,4.5,29.22,1469750400,1567594740,1567594740,1567594740,0.05,-14400000,False,False,USD,POST,0.003508772,-0.42,2.223,18.256666,-4.2366657,-0.2320613,22.856739,-8.836739,-0.38661414,3341751,6.3067927,15,America/New_York,EDT,FIRSTIME DESIGN LIMITED,14.02,1630523773,-0.22999954,14.02,14.02,14.02,207,0,PNK,2,us_market,0.36,,,29.22,4.5,18.26,22.86,682,650,1.53M,,,0.00%,0.01%,,0,,0.00%,486,,,0.05,0.35%,,0.00%,"Jul 28, 2016","Jul 12, 2016",1:10,"Feb 21, 2011","Dec 30, 2011","Jun 29, 2012",-11.94%,-0.95%,-0.77%,-17.76%,5.6M,3.51,43.30%,971.77k,-29.54k,-668.52k,-0.42,,502.73k,0.33,,,5.82,2.22,-639.66k,-653.43k,Value,53072,Consumer Cyclical,"FirsTime Design Limited, through its subsidiaries, designs, imports, and distributes home goods and other sleep environment products in the United States. It provides clocks, headboards, tables, lamps, armoires, and folding beds. It sells its products through various retailers, as well as through a network of e-commerce channels. The company was formerly known as The Middleton Doll Company. FirsTime Design Limited was founded in 1980 and is based in Pewaukee, Wisconsin.",Pewaukee,262-364-5200,WI,1356912000,United States,http://www.firstime.com,86400,W237 N2889 Woodgate Road,"Furnishings, Fixtures & Appliances",Suite F
t-2,FTDL,3234974.0,1525480,32043,,-802839,,-802839,351420,208352,-175111,-175111,,,,,,0,1271892,1447003,1063540,-627728,,-802839,-802839,23357813.0,640908.0,3234974.0,3875882.0,106192.0,397386.0,-13503109.0,-6725922.0,868500.0,640908.0,56238.0,3364644.0,1007683.0,1008507.0,319479.0,455000.0,206734,-6674,-76273,274704,-59968,-53294,7564,-76273,-253500,-104720,618763,-6674,2723736.0,en-US,US,EQUITY,False,Delayed Quote,-1.6140319,14.02 - 14.02,14.25,0.0,0.0,0,0,finmb_253346,Other OTC,FirsTime Design Limited,USD,682,650,9.52,2.1155558,4.5 - 29.22,-15.199999,-0.5201916,4.5,29.22,1469750400,1567594740,1567594740,1567594740,0.05,-14400000,False,False,USD,POST,0.003508772,-0.42,2.223,18.256666,-4.2366657,-0.2320613,22.856739,-8.836739,-0.38661414,3341751,6.3067927,15,America/New_York,EDT,FIRSTIME DESIGN LIMITED,14.02,1630523773,-0.22999954,14.02,14.02,14.02,207,0,PNK,2,us_market,0.36,,,29.22,4.5,18.26,22.86,682,650,1.53M,,,0.00%,0.01%,,0,,0.00%,486,,,0.05,0.35%,,0.00%,"Jul 28, 2016","Jul 12, 2016",1:10,"Feb 21, 2011","Dec 30, 2011","Jun 29, 2012",-11.94%,-0.95%,-0.77%,-17.76%,5.6M,3.51,43.30%,971.77k,-29.54k,-668.52k,-0.42,,502.73k,0.33,,,5.82,2.22,-639.66k,-653.43k,Value,53072,Consumer Cyclical,"FirsTime Design Limited, through its subsidiaries, designs, imports, and distributes home goods and other sleep environment products in the United States. It provides clocks, headboards, tables, lamps, armoires, and folding beds. It sells its products through various retailers, as well as through a network of e-commerce channels. The company was formerly known as The Middleton Doll Company. FirsTime Design Limited was founded in 1980 and is based in Pewaukee, Wisconsin.",Pewaukee,262-364-5200,WI,1356912000,United States,http://www.firstime.com,86400,W237 N2889 Woodgate Road,"Furnishings, Fixtures & Appliances",Suite F
t-3,FTDL,4037813.0,1525480,50262,,-98356,,-98356,314859,255816,-109305,-109305,,,,,,0,1145496,1254801,889680,10949,,-98356,-98356,23357813.0,184336.0,4037813.0,4222149.0,106192.0,152485.0,-12700270.0,-6725922.0,928468.0,184336.0,57381.0,3081275.0,903338.0,989550.0,112745.0,1083493.0,-168289,-9568,-76273,55025,144487,154055,5850,-76273,453967,-60573,-33569,-9568,2896939.0,en-US,US,EQUITY,False,Delayed Quote,-1.6140319,14.02 - 14.02,14.25,0.0,0.0,0,0,finmb_253346,Other OTC,FirsTime Design Limited,USD,682,650,9.52,2.1155558,4.5 - 29.22,-15.199999,-0.5201916,4.5,29.22,1469750400,1567594740,1567594740,1567594740,0.05,-14400000,False,False,USD,POST,0.003508772,-0.42,2.223,18.256666,-4.2366657,-0.2320613,22.856739,-8.836739,-0.38661414,3341751,6.3067927,15,America/New_York,EDT,FIRSTIME DESIGN LIMITED,14.02,1630523773,-0.22999954,14.02,14.02,14.02,207,0,PNK,2,us_market,0.36,,,29.22,4.5,18.26,22.86,682,650,1.53M,,,0.00%,0.01%,,0,,0.00%,486,,,0.05,0.35%,,0.00%,"Jul 28, 2016","Jul 12, 2016",1:10,"Feb 21, 2011","Dec 30, 2011","Jun 29, 2012",-11.94%,-0.95%,-0.77%,-17.76%,5.6M,3.51,43.30%,971.77k,-29.54k,-668.52k,-0.42,,502.73k,0.33,,,5.82,2.22,-639.66k,-653.43k,Value,53072,Consumer Cyclical,"FirsTime Design Limited, through its subsidiaries, designs, imports, and distributes home goods and other sleep environment products in the United States. It provides clocks, headboards, tables, lamps, armoires, and folding beds. It sells its products through various retailers, as well as through a network of e-commerce channels. The company was formerly known as The Middleton Doll Company. FirsTime Design Limited was founded in 1980 and is based in Pewaukee, Wisconsin.",Pewaukee,262-364-5200,WI,1356912000,United States,http://www.firstime.com,86400,W237 N2889 Woodgate Road,"Furnishings, Fixtures & Appliances",Suite F
