Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,longTermDebt,changeToLiabilities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,netBorrowings,totalCashFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry
t0,IRCC,-280567.0,15086900,,,-39041,,-39041,12541,811,-21956,-21956,,-19685,,,,0,811,22767,0,-17085,,-39041,-39041,4486862.0,1057907.0,-280567.0,777340.0,15088.0,-4782517.0,25664.0,1057907.0,870525.0,750687.0,26653.0,989.0,146767.0,,8431.0,1500.0,4699.0,4699.0,10226.0,3899.0,19684.0,,,-1031254.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.3699,0.0,0.0,0,0,finmb_29759757,Other OTC,Indigenous Roots Corp.,USD,2466,7192,0.23000002,3.2857146,0.07 - 0.6,-0.3,-0.5,0.07,0.6,-0.008,-0.019,0.21264723,0.08735278,0.4107873,0.16155455,0.13844547,4526070,-15.7894745,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.85695803,INDIGENOUS ROOTS CORP,0.3,1630526249,-0.069899976,0.35,0.35,0.3,13373,us_market,4,-18.896994,0.3 - 0.35,4.57,,,0.6,0.07,0.2126,0.1616,2.47k,7.19k,15.09M,,12.18M,39.77%,0.00%,,,,,,,,,,,0.00%,,,1:40,"Jan 25, 2012","Aug 30, 2020","Feb 27, 2021",0.00%,-973.15%,-5.52%,,7.31k,0.00,-46.00%,7.63k,-29.84k,-120.56k,-0.0080,,25.66k,0,870.52k,,0.03,-0.02,-10.94k,-10.7k,Value,98388,Utilities,"Indigenous Roots Corp., through its subsidiary, owns and operates a 140 kW/h solar power generating facility in Georgetown, Delaware. The company was formerly known as American Paramount Gold Corp. and changed its name to Indigenous Roots Corp. in February 2018. Indigenous Roots Corp. was founded in 2006 and is based in Steilacoom, Washington.",Steilacoom,250 681 1010,WA,United States,86400,41 Puget Drive,Utilities—Renewable
t-1,IRCC,-241526.0,15086900,,,-28960,,-28960,2293,2003,-10630,-10630,,-17740,,,,0,2003,12633,0,-18330,,-28960,-28960,4486862.0,1028291.0,-241526.0,786765.0,15088.0,-4743476.0,20965.0,1028291.0,850840.0,760913.0,25852.0,4887.0,138336.0,,-767.0,1500.0,-2149.0,-2149.0,10340.0,-2003.0,17741.0,,,-1002439.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.3699,0.0,0.0,0,0,finmb_29759757,Other OTC,Indigenous Roots Corp.,USD,2466,7192,0.23000002,3.2857146,0.07 - 0.6,-0.3,-0.5,0.07,0.6,-0.008,-0.019,0.21264723,0.08735278,0.4107873,0.16155455,0.13844547,4526070,-15.7894745,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.85695803,INDIGENOUS ROOTS CORP,0.3,1630526249,-0.069899976,0.35,0.35,0.3,13373,us_market,4,-18.896994,0.3 - 0.35,4.57,,,0.6,0.07,0.2126,0.1616,2.47k,7.19k,15.09M,,12.18M,39.77%,0.00%,,,,,,,,,,,0.00%,,,1:40,"Jan 25, 2012","Aug 30, 2020","Feb 27, 2021",0.00%,-973.15%,-5.52%,,7.31k,0.00,-46.00%,7.63k,-29.84k,-120.56k,-0.0080,,25.66k,0,870.52k,,0.03,-0.02,-10.94k,-10.7k,Value,98388,Utilities,"Indigenous Roots Corp., through its subsidiary, owns and operates a 140 kW/h solar power generating facility in Georgetown, Delaware. The company was formerly known as American Paramount Gold Corp. and changed its name to Indigenous Roots Corp. in February 2018. Indigenous Roots Corp. was founded in 2006 and is based in Steilacoom, Washington.",Steilacoom,250 681 1010,WA,United States,86400,41 Puget Drive,Utilities—Renewable
t-2,IRCC,-212566.0,15086900,,,-26755,,-26755,5966,2480,-13851,-13851,,-17740,,,,0,2480,16331,0,-12904,,-26755,-26755,4486862.0,1009818.0,-212566.0,797252.0,15088.0,-4714516.0,23114.0,1009818.0,833100.0,771253.0,25999.0,2885.0,139103.0,,-37808.0,1500.0,-49838.0,-44221.0,10365.0,-784.0,9261.0,-5617.0,-5617.0,-983819.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.3699,0.0,0.0,0,0,finmb_29759757,Other OTC,Indigenous Roots Corp.,USD,2466,7192,0.23000002,3.2857146,0.07 - 0.6,-0.3,-0.5,0.07,0.6,-0.008,-0.019,0.21264723,0.08735278,0.4107873,0.16155455,0.13844547,4526070,-15.7894745,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.85695803,INDIGENOUS ROOTS CORP,0.3,1630526249,-0.069899976,0.35,0.35,0.3,13373,us_market,4,-18.896994,0.3 - 0.35,4.57,,,0.6,0.07,0.2126,0.1616,2.47k,7.19k,15.09M,,12.18M,39.77%,0.00%,,,,,,,,,,,0.00%,,,1:40,"Jan 25, 2012","Aug 30, 2020","Feb 27, 2021",0.00%,-973.15%,-5.52%,,7.31k,0.00,-46.00%,7.63k,-29.84k,-120.56k,-0.0080,,25.66k,0,870.52k,,0.03,-0.02,-10.94k,-10.7k,Value,98388,Utilities,"Indigenous Roots Corp., through its subsidiary, owns and operates a 140 kW/h solar power generating facility in Georgetown, Delaware. The company was formerly known as American Paramount Gold Corp. and changed its name to Indigenous Roots Corp. in February 2018. Indigenous Roots Corp. was founded in 2006 and is based in Steilacoom, Washington.",Steilacoom,250 681 1010,WA,United States,86400,41 Puget Drive,Utilities—Renewable
t-3,IRCC,-185811.0,15086900,,,-25809,,-25809,16348,2016,-24700,-24700,,-10733,,,,0,2016,26716,0,-1109,,-25809,-25809,4486862.0,1041473.0,-185811.0,855662.0,15088.0,-4687761.0,72952.0,279613.0,66586.0,780609.0,75053.0,2101.0,176912.0,761860.0,36866.0,5792.0,30736.0,30736.0,10368.0,3519.0,9261.0,-5617.0,-5617.0,-204560.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.3699,0.0,0.0,0,0,finmb_29759757,Other OTC,Indigenous Roots Corp.,USD,2466,7192,0.23000002,3.2857146,0.07 - 0.6,-0.3,-0.5,0.07,0.6,-0.008,-0.019,0.21264723,0.08735278,0.4107873,0.16155455,0.13844547,4526070,-15.7894745,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.85695803,INDIGENOUS ROOTS CORP,0.3,1630526249,-0.069899976,0.35,0.35,0.3,13373,us_market,4,-18.896994,0.3 - 0.35,4.57,,,0.6,0.07,0.2126,0.1616,2.47k,7.19k,15.09M,,12.18M,39.77%,0.00%,,,,,,,,,,,0.00%,,,1:40,"Jan 25, 2012","Aug 30, 2020","Feb 27, 2021",0.00%,-973.15%,-5.52%,,7.31k,0.00,-46.00%,7.63k,-29.84k,-120.56k,-0.0080,,25.66k,0,870.52k,,0.03,-0.02,-10.94k,-10.7k,Value,98388,Utilities,"Indigenous Roots Corp., through its subsidiary, owns and operates a 140 kW/h solar power generating facility in Georgetown, Delaware. The company was formerly known as American Paramount Gold Corp. and changed its name to Indigenous Roots Corp. in February 2018. Indigenous Roots Corp. was founded in 2006 and is based in Steilacoom, Washington.",Steilacoom,250 681 1010,WA,United States,86400,41 Puget Drive,Utilities—Renewable
