Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,accountsPayable,otherCurrentAssets,shortTermInvestments,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,HNTM,-4878680.0,76251400,,,-3451913,3556898,-3451913,563014,0,-1002282,-1002282,32290,-2355195,,,,0,0,1002282,0,-2449631,,-3451913,-3451913,58822183.0,6956172.0,-4878680.0,121934.0,5634390.0,76251.0,-63513531.0,-263583.0,975138.0,3040744.0,6956172.0,-263583.0,1225349.0,3266572.0,167331.0,221075.0,1557504.0,,,-14532,-198206,228522,415034,3309138,533850,2752973,-40285,-744401,108057,162628,2894104,-70434,-2028,-3689600.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.004,1629914351,0.0,0.004,0.004,0.004,10000,HUNTMOUNTAIN RESOURCES LTD,PNK,PRE,-0.5632188,0,False,False,0.0,0.004 - 0.004,0.004,finmb_3170046,Other OTC,HuntMountain Resources Ltd.,USD,3735,3750,0.0,0.0,0.004 - 0.03,-0.025999999,-0.8666666,0.004,0.03,-0.146,4,-0.064,0.0043430557,-0.00034305546,-0.078989424,0.009157903,-0.0051579024,48800,-0.0625,15,America/New_York,EDT,-14400000,-1.77,,,0.03,0.004,0.0043,0.0092,3.73k,3.75k,76.25M,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Dec 30, 2009",0.00%,0.00%,-48.38%,,,,,,-3.25M,-11.16M,-0.1460,,3.04M,0.04,4.8M,,0.47,-0.06,-3.62M,-411.04k,Value,99019,Basic Materials,4,"HuntMountain Resources Ltd. engages in the acquisition, exploration, and development of mineral properties. It primarily focuses on gold, silver, and associated base metals. The company primarily holds interests in the La Josefina property and the El Gateado Property, as well as three properties, known as El Overo, El Alazan, and El Tordillo located in Santa Cruz province of Argentina. HuntMountain Resources Ltd. was founded in 1927 and is based in Liberty Lake, Washington.",Liberty Lake,509-892-5287,WA,1262217600,United States,86400,1611 North Molter Road,Other Industrial Metals & Mining,Suite 201
t-1,HNTM,-1613226.0,76251400,,,-2512715,3556898,-2512715,420888,0,-597919,-597919,23234,-2039248,,,,0,0,597919,0,-1914796,,-2512715,-2512715,58478873.0,4945093.0,-1613226.0,58933.0,3331867.0,76251.0,-60061618.0,-106732.0,966141.0,287770.0,4945093.0,-106732.0,1264321.0,1094074.0,7331.0,159838.0,1851662.0,584000.0,,-14532,-179873,-986,824966,824966,134043,171785,-106567,-545629,21868,-45522,2894104,126711,-986,-3851019.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.004,1629914351,0.0,0.004,0.004,0.004,10000,HUNTMOUNTAIN RESOURCES LTD,PNK,PRE,-0.5632188,0,False,False,0.0,0.004 - 0.004,0.004,finmb_3170046,Other OTC,HuntMountain Resources Ltd.,USD,3735,3750,0.0,0.0,0.004 - 0.03,-0.025999999,-0.8666666,0.004,0.03,-0.146,4,-0.064,0.0043430557,-0.00034305546,-0.078989424,0.009157903,-0.0051579024,48800,-0.0625,15,America/New_York,EDT,-14400000,-1.77,,,0.03,0.004,0.0043,0.0092,3.73k,3.75k,76.25M,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Dec 30, 2009",0.00%,0.00%,-48.38%,,,,,,-3.25M,-11.16M,-0.1460,,3.04M,0.04,4.8M,,0.47,-0.06,-3.62M,-411.04k,Value,99019,Basic Materials,4,"HuntMountain Resources Ltd. engages in the acquisition, exploration, and development of mineral properties. It primarily focuses on gold, silver, and associated base metals. The company primarily holds interests in the La Josefina property and the El Gateado Property, as well as three properties, known as El Overo, El Alazan, and El Tordillo located in Santa Cruz province of Argentina. HuntMountain Resources Ltd. was founded in 1927 and is based in Liberty Lake, Washington.",Liberty Lake,509-892-5287,WA,1262217600,United States,86400,1611 North Molter Road,Other Industrial Metals & Mining,Suite 201
t-2,HNTM,146904.0,76251400,,,-4357126,3556898,-4357126,540633,0,-883892,-883892,49606,-635948,,,,0,0,883892,0,-3473234,,-4357126,-4357126,57770373.0,2953452.0,146904.0,80393.0,3100356.0,76251.0,-57548903.0,-150817.0,1607644.0,115987.0,2953452.0,-150817.0,575202.0,910179.0,7331.0,142645.0,1982170.0,584000.0,,-14532,-95172,-1577,862000,862000,137865,-54048,113685,-1028156,22312,-101505,2894104,2836487,-1577,-2043273.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.004,1629914351,0.0,0.004,0.004,0.004,10000,HUNTMOUNTAIN RESOURCES LTD,PNK,PRE,-0.5632188,0,False,False,0.0,0.004 - 0.004,0.004,finmb_3170046,Other OTC,HuntMountain Resources Ltd.,USD,3735,3750,0.0,0.0,0.004 - 0.03,-0.025999999,-0.8666666,0.004,0.03,-0.146,4,-0.064,0.0043430557,-0.00034305546,-0.078989424,0.009157903,-0.0051579024,48800,-0.0625,15,America/New_York,EDT,-14400000,-1.77,,,0.03,0.004,0.0043,0.0092,3.73k,3.75k,76.25M,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Dec 30, 2009",0.00%,0.00%,-48.38%,,,,,,-3.25M,-11.16M,-0.1460,,3.04M,0.04,4.8M,,0.47,-0.06,-3.62M,-411.04k,Value,99019,Basic Materials,4,"HuntMountain Resources Ltd. engages in the acquisition, exploration, and development of mineral properties. It primarily focuses on gold, silver, and associated base metals. The company primarily holds interests in the La Josefina property and the El Gateado Property, as well as three properties, known as El Overo, El Alazan, and El Tordillo located in Santa Cruz province of Argentina. HuntMountain Resources Ltd. was founded in 1927 and is based in Liberty Lake, Washington.",Liberty Lake,509-892-5287,WA,1262217600,United States,86400,1611 North Molter Road,Other Industrial Metals & Mining,Suite 201
t-3,HNTM,-2342117.0,76251400,,,-833645,3556898,-833645,560928,0,-911794,-911794,5445,-84990,,,,0,0,911794,0,78149,,-833645,-833645,50979078.0,5459530.0,-2342117.0,117319.0,3117413.0,76251.0,-53191777.0,-205669.0,826049.0,39957.0,5459530.0,-205669.0,1296524.0,987509.0,7331.0,160861.0,2036831.0,583999.0,130077.0,-14532,-348954,-3102,1218500,1218500,-122616,-80450,1027,-1296875,23310,-23914,2894104,8944,-3102,-4472021.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.004,1629914351,0.0,0.004,0.004,0.004,10000,HUNTMOUNTAIN RESOURCES LTD,PNK,PRE,-0.5632188,0,False,False,0.0,0.004 - 0.004,0.004,finmb_3170046,Other OTC,HuntMountain Resources Ltd.,USD,3735,3750,0.0,0.0,0.004 - 0.03,-0.025999999,-0.8666666,0.004,0.03,-0.146,4,-0.064,0.0043430557,-0.00034305546,-0.078989424,0.009157903,-0.0051579024,48800,-0.0625,15,America/New_York,EDT,-14400000,-1.77,,,0.03,0.004,0.0043,0.0092,3.73k,3.75k,76.25M,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Dec 30, 2009",0.00%,0.00%,-48.38%,,,,,,-3.25M,-11.16M,-0.1460,,3.04M,0.04,4.8M,,0.47,-0.06,-3.62M,-411.04k,Value,99019,Basic Materials,4,"HuntMountain Resources Ltd. engages in the acquisition, exploration, and development of mineral properties. It primarily focuses on gold, silver, and associated base metals. The company primarily holds interests in the La Josefina property and the El Gateado Property, as well as three properties, known as El Overo, El Alazan, and El Tordillo located in Santa Cruz province of Argentina. HuntMountain Resources Ltd. was founded in 1927 and is based in Liberty Lake, Washington.",Liberty Lake,509-892-5287,WA,1262217600,United States,86400,1611 North Molter Road,Other Industrial Metals & Mining,Suite 201
