Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,otherCurrentLiab,shortTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,changeToOperatingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,shortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,CXOXF,34008306.0,1174119936,,,-457490,,-457490,249319,0,-470187,-470187,132661,,,,,0,0,470187,0,12697,,-457490,-457490,1008777.0,34008306.0,35017083.0,51251237.0,83373.0,-17947697.0,50539.0,704766.0,527128.0,4530041.0,958238.0,704766.0,29832396.0,4657559.0,44145.0,854741.0,,,0.0,-2189302.0,-28180.0,603810.0,670779.0,-2089865.0,-504373.0,31781.0,-38789.0,-78664.0,-2189302.0,,,3699321.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.034,0.2276139,0.032386094,0.14228523,0.20047234,0.05952765,0.296937,305271168,7.647058,15,America/New_York,EDT,-14400000,False,False,0.26,1630438297,-0.04000002,0.26,0.3599,0.26,316795,REGULAR,PNK,4,-13.33334,0.26 - 0.3599,0.3,finmb_36740865,Other OTC,Core Lithium Ltd,AUD,41721,27400,0.24,12.0,0.02 - 4.0,-3.74,-0.935,0.02,4.0,-0.003,0,CORE LITHIUM LTD,2.14,,,4.0,0.02,0.2276,0.2005,41.72k,27.4k,1.17B,,788.99M,20.93%,0.08%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-7.11%,-11.60%,,0.00,,,-2.49M,-3.65M,-0.0030,,4.53M,0,,,4.86,0.03,-2.11M,-6.04M,Value,5000,Basic Materials,"Core Lithium Ltd engages in the exploration of lithium and base metals deposits in Australia. The company primarily explores for copper, gold, iron, silver, uranium, lead, and zinc deposits. It develops the Finniss Lithium project located to the south of Darwin port in the Northern Territory in Australia. The company was formerly known as Core Exploration Limited and changed its name to Core Lithium Ltd in November 2018. The company was incorporated in 2010 and is based in Adelaide, Australia.",Adelaide,61 8 8317 1700,SA,1609372800,Australia,http://corelithium.com.au,86400,366 King William Street,Other Industrial Metals & Mining,Level 1
t-1,CXOXF,34008306.0,1174119936,,,-457490,,-457490,249319,0,-470187,-470187,132661,,,,,0,0,470187,0,12697,,-457490,-457490,1008777.0,34008306.0,35017083.0,51251237.0,83373.0,-17947697.0,50539.0,704766.0,527128.0,4530041.0,958238.0,704766.0,29832396.0,4657559.0,44145.0,854741.0,,,0.0,-2189302.0,-28180.0,603810.0,670779.0,-2089865.0,-504373.0,31781.0,-38789.0,-78664.0,-2189302.0,,,3699321.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.034,0.2276139,0.032386094,0.14228523,0.20047234,0.05952765,0.296937,305271168,7.647058,15,America/New_York,EDT,-14400000,False,False,0.26,1630438297,-0.04000002,0.26,0.3599,0.26,316795,REGULAR,PNK,4,-13.33334,0.26 - 0.3599,0.3,finmb_36740865,Other OTC,Core Lithium Ltd,AUD,41721,27400,0.24,12.0,0.02 - 4.0,-3.74,-0.935,0.02,4.0,-0.003,0,CORE LITHIUM LTD,2.14,,,4.0,0.02,0.2276,0.2005,41.72k,27.4k,1.17B,,788.99M,20.93%,0.08%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-7.11%,-11.60%,,0.00,,,-2.49M,-3.65M,-0.0030,,4.53M,0,,,4.86,0.03,-2.11M,-6.04M,Value,5000,Basic Materials,"Core Lithium Ltd engages in the exploration of lithium and base metals deposits in Australia. The company primarily explores for copper, gold, iron, silver, uranium, lead, and zinc deposits. It develops the Finniss Lithium project located to the south of Darwin port in the Northern Territory in Australia. The company was formerly known as Core Exploration Limited and changed its name to Core Lithium Ltd in November 2018. The company was incorporated in 2010 and is based in Adelaide, Australia.",Adelaide,61 8 8317 1700,SA,1609372800,Australia,http://corelithium.com.au,86400,366 King William Street,Other Industrial Metals & Mining,Level 1
t-2,CXOXF,33567860.0,1174119936,,,-1366394,,-1366394,-176607,0,-1351380,-1351380,669570,-2224.0,,,,0,0,1351380,0,-15014,,-1366394,-1366394,2223016.0,33567860.0,35790876.0,49856210.0,,-17034886.0,32107.0,746536.0,421036.0,8709771.0,2181132.0,746536.0,26599763.0,8770077.0,37683.0,155854.0,1500000.0,4900.0,0.0,-758867.0,-21021.0,3642691.0,3764826.0,2354435.0,-529389.0,619394.0,-101114.0,159142.0,-824266.0,65399.0,58470.0,6588945.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.034,0.2276139,0.032386094,0.14228523,0.20047234,0.05952765,0.296937,305271168,7.647058,15,America/New_York,EDT,-14400000,False,False,0.26,1630438297,-0.04000002,0.26,0.3599,0.26,316795,REGULAR,PNK,4,-13.33334,0.26 - 0.3599,0.3,finmb_36740865,Other OTC,Core Lithium Ltd,AUD,41721,27400,0.24,12.0,0.02 - 4.0,-3.74,-0.935,0.02,4.0,-0.003,0,CORE LITHIUM LTD,2.14,,,4.0,0.02,0.2276,0.2005,41.72k,27.4k,1.17B,,788.99M,20.93%,0.08%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-7.11%,-11.60%,,0.00,,,-2.49M,-3.65M,-0.0030,,4.53M,0,,,4.86,0.03,-2.11M,-6.04M,Value,5000,Basic Materials,"Core Lithium Ltd engages in the exploration of lithium and base metals deposits in Australia. The company primarily explores for copper, gold, iron, silver, uranium, lead, and zinc deposits. It develops the Finniss Lithium project located to the south of Darwin port in the Northern Territory in Australia. The company was formerly known as Core Exploration Limited and changed its name to Core Lithium Ltd in November 2018. The company was incorporated in 2010 and is based in Adelaide, Australia.",Adelaide,61 8 8317 1700,SA,1609372800,Australia,http://corelithium.com.au,86400,366 King William Street,Other Industrial Metals & Mining,Level 1
t-3,CXOXF,33567860.0,1174119936,,,-1366394,,-1366394,-176607,0,-1351380,-1351380,669570,-2224.0,,,,0,0,1351380,0,-15014,,-1366394,-1366394,2223016.0,33567860.0,35790876.0,49856210.0,,-17034886.0,32107.0,746536.0,421036.0,8709771.0,2181132.0,746536.0,26599763.0,8770077.0,37683.0,155854.0,1500000.0,4900.0,0.0,-758867.0,-21021.0,3642691.0,3764826.0,2354435.0,-529389.0,619394.0,-101114.0,159142.0,-824266.0,65399.0,58470.0,6588945.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.034,0.2276139,0.032386094,0.14228523,0.20047234,0.05952765,0.296937,305271168,7.647058,15,America/New_York,EDT,-14400000,False,False,0.26,1630438297,-0.04000002,0.26,0.3599,0.26,316795,REGULAR,PNK,4,-13.33334,0.26 - 0.3599,0.3,finmb_36740865,Other OTC,Core Lithium Ltd,AUD,41721,27400,0.24,12.0,0.02 - 4.0,-3.74,-0.935,0.02,4.0,-0.003,0,CORE LITHIUM LTD,2.14,,,4.0,0.02,0.2276,0.2005,41.72k,27.4k,1.17B,,788.99M,20.93%,0.08%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-7.11%,-11.60%,,0.00,,,-2.49M,-3.65M,-0.0030,,4.53M,0,,,4.86,0.03,-2.11M,-6.04M,Value,5000,Basic Materials,"Core Lithium Ltd engages in the exploration of lithium and base metals deposits in Australia. The company primarily explores for copper, gold, iron, silver, uranium, lead, and zinc deposits. It develops the Finniss Lithium project located to the south of Darwin port in the Northern Territory in Australia. The company was formerly known as Core Exploration Limited and changed its name to Core Lithium Ltd in November 2018. The company was incorporated in 2010 and is based in Adelaide, Australia.",Adelaide,61 8 8317 1700,SA,1609372800,Australia,http://corelithium.com.au,86400,366 King William Street,Other Industrial Metals & Mining,Level 1
