Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,goodWill,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,otherCurrentAssets,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,repurchaseOfStock,WC,language,region,quoteType,quoteSourceName,triggerable,currency,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,exchange,longName,marketState,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,firstTradeDateMilliseconds,regularMarketVolume,priceHint,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,GLFH,-344638.0,95944200,,,-19704,,-19704,542496,497702,-124126,-124126,,-26035,,,,0,895722,1019848,398020,104422,,-19704,-48664,3709081.0,2313408.0,-58141.0,327144.0,2289915.0,72300.0,-3839522.0,286497.0,181645.0,2018843.0,316546.0,733379.0,1270039.0,108150.0,815266.0,294565.0,164978.0,492805.0,,95.0,-15638.0,95.0,-221083.0,-221083.0,14000.0,163846.0,384834.0,79332.0,-22461.0,521917.0,-174155.0,,,-748804.0,en-US,US,EQUITY,Delayed Quote,False,USD,finmb_551048914,America/New_York,EDT,-14400000,us_market,False,GALENFEHA INC,PNK,"Galenfeha, Inc.",PREPRE,0.004 - 0.165,-0.065000005,-0.3939394,0.004,0.165,1527001140,1527001140,1527001140,100.0,0.001,-0.001,0.119819164,-0.019819163,-0.16540895,0.092087135,0.007912867,0.08592804,9594420,-100.0,15,0,False,1411738200000,153050,4,-0.019999996,-16.666664,1630521885,0.1,0.1025,0.09 - 0.1025,0.09,0.12,0.0,0.0,0,0,Other OTC,USD,0.1,149120,129574,0.096,24.0,Galenfeha,0.71,488.24%,30.90%,0.1650,0.0040,0.1198,0.0921,149.12k,129.57k,95.94M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2018","Dec 30, 2018",6.45%,8.59%,10.89%,,3.75M,0.05,32.10%,2.58M,515.51k,84.46k,0.0010,,289.8k,0,1.49M,,0.63,-0.00,91.56k,367.79k,Value,76102,Energy,"Galenfeha, Inc. engages in the water, utility, and sewage construction activities. The company was incorporated in 2013 and is headquartered in Fort Worth, Texas.",Fort Worth,817-945-6448,TX,United States,http://www.galenfeha.com,86400,420 Throckmorton Street,Oil & Gas Equipment & Services,Suite 200
t-1,GLFH,-12597.0,95944200,,,344232,,344232,531022,907498,349766,349766,,-2535,,,,0,1109667,759901,202169,-5534,,344232,344232,3709081.0,2497134.0,199682.0,50000.0,2731464.0,72300.0,-3581699.0,212279.0,17799.0,2158181.0,,841571.0,1677614.0,134615.0,1352683.0,338953.0,172517.0,438752.0,,-164178.0,88389.0,-180788.0,45070.0,45070.0,-7000.0,-10963.0,124755.0,26710.0,-5939.0,-352168.0,29563.0,-16610.0,,-480567.0,en-US,US,EQUITY,Delayed Quote,False,USD,finmb_551048914,America/New_York,EDT,-14400000,us_market,False,GALENFEHA INC,PNK,"Galenfeha, Inc.",PREPRE,0.004 - 0.165,-0.065000005,-0.3939394,0.004,0.165,1527001140,1527001140,1527001140,100.0,0.001,-0.001,0.119819164,-0.019819163,-0.16540895,0.092087135,0.007912867,0.08592804,9594420,-100.0,15,0,False,1411738200000,153050,4,-0.019999996,-16.666664,1630521885,0.1,0.1025,0.09 - 0.1025,0.09,0.12,0.0,0.0,0,0,Other OTC,USD,0.1,149120,129574,0.096,24.0,Galenfeha,0.71,488.24%,30.90%,0.1650,0.0040,0.1198,0.0921,149.12k,129.57k,95.94M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2018","Dec 30, 2018",6.45%,8.59%,10.89%,,3.75M,0.05,32.10%,2.58M,515.51k,84.46k,0.0010,,289.8k,0,1.49M,,0.63,-0.00,91.56k,367.79k,Value,76102,Energy,"Galenfeha, Inc. engages in the water, utility, and sewage construction activities. The company was incorporated in 2013 and is headquartered in Fort Worth, Texas.",Fort Worth,817-945-6448,TX,United States,http://www.galenfeha.com,86400,420 Throckmorton Street,Oil & Gas Equipment & Services,Suite 200
t-2,GLFH,-356803.0,95944200,,,-172479,,-172479,456116,317737,-164836,-164836,,-36759,,,,0,621815,786651,304078,-7643,,-172479,-172479,3709081.0,2362681.0,-144524.0,,2252805.0,72300.0,-3925905.0,212279.0,28762.0,1978934.0,375881.0,851671.0,1188855.0,,993515.0,383747.0,166578.0,354616.0,,31249.0,-25111.0,31249.0,63527.0,63527.0,-9000.0,-328233.0,-423009.0,26456.0,-13809.0,-223977.0,-5089.0,-16610.0,,-790079.0,en-US,US,EQUITY,Delayed Quote,False,USD,finmb_551048914,America/New_York,EDT,-14400000,us_market,False,GALENFEHA INC,PNK,"Galenfeha, Inc.",PREPRE,0.004 - 0.165,-0.065000005,-0.3939394,0.004,0.165,1527001140,1527001140,1527001140,100.0,0.001,-0.001,0.119819164,-0.019819163,-0.16540895,0.092087135,0.007912867,0.08592804,9594420,-100.0,15,0,False,1411738200000,153050,4,-0.019999996,-16.666664,1630521885,0.1,0.1025,0.09 - 0.1025,0.09,0.12,0.0,0.0,0,0,Other OTC,USD,0.1,149120,129574,0.096,24.0,Galenfeha,0.71,488.24%,30.90%,0.1650,0.0040,0.1198,0.0921,149.12k,129.57k,95.94M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2018","Dec 30, 2018",6.45%,8.59%,10.89%,,3.75M,0.05,32.10%,2.58M,515.51k,84.46k,0.0010,,289.8k,0,1.49M,,0.63,-0.00,91.56k,367.79k,Value,76102,Energy,"Galenfeha, Inc. engages in the water, utility, and sewage construction activities. The company was incorporated in 2013 and is headquartered in Fort Worth, Texas.",Fort Worth,817-945-6448,TX,United States,http://www.galenfeha.com,86400,420 Throckmorton Street,Oil & Gas Equipment & Services,Suite 200
t-3,GLFH,-184323.0,95944200,,,89546,,89546,533281,855493,261147,261147,,-71561,,,,0,1120542,859395,265049,-171601,,89546,-38606,3709081.0,2324264.0,27956.0,,2386868.0,72300.0,-3753425.0,212279.0,356995.0,1896196.0,362662.0,878127.0,1296462.0,26160.0,760538.0,428068.0,90000.0,379726.0,62769.0,36765.0,48340.0,208468.0,293651.0,292738.0,16000.0,506188.0,4982.0,61065.0,-122769.0,-227201.0,109076.0,-16610.0,-913.0,-599734.0,en-US,US,EQUITY,Delayed Quote,False,USD,finmb_551048914,America/New_York,EDT,-14400000,us_market,False,GALENFEHA INC,PNK,"Galenfeha, Inc.",PREPRE,0.004 - 0.165,-0.065000005,-0.3939394,0.004,0.165,1527001140,1527001140,1527001140,100.0,0.001,-0.001,0.119819164,-0.019819163,-0.16540895,0.092087135,0.007912867,0.08592804,9594420,-100.0,15,0,False,1411738200000,153050,4,-0.019999996,-16.666664,1630521885,0.1,0.1025,0.09 - 0.1025,0.09,0.12,0.0,0.0,0,0,Other OTC,USD,0.1,149120,129574,0.096,24.0,Galenfeha,0.71,488.24%,30.90%,0.1650,0.0040,0.1198,0.0921,149.12k,129.57k,95.94M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2018","Dec 30, 2018",6.45%,8.59%,10.89%,,3.75M,0.05,32.10%,2.58M,515.51k,84.46k,0.0010,,289.8k,0,1.49M,,0.63,-0.00,91.56k,367.79k,Value,76102,Energy,"Galenfeha, Inc. engages in the water, utility, and sewage construction activities. The company was incorporated in 2013 and is headquartered in Fort Worth, Texas.",Fort Worth,817-945-6448,TX,United States,http://www.galenfeha.com,86400,420 Throckmorton Street,Oil & Gas Equipment & Services,Suite 200
