Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,issuanceOfStock,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,fax,industry,address2
t0,DSUS,7284233.0,0,,,-59477,,-59477,143966,285601,41495,41495,,-100972,,,,0,365262,323767,79661,-100972,,-59477,-59477,4750480.0,20264366.0,1183095.0,12034713.0,13219608.0,117025.0,-8346678.0,9063.0,1183095.0,7701075.0,768053.0,292323.0,122984.0,97757.0,196791.0,196791.0,501545.0,-21293.0,-218084.0,100140.0,-346002.0,-512048.0,,,,-415042.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1629988120,0.0,0.003,0.0001,0.0001,1,14.088,0.0001130556,-1.30556e-05,-0.11547947,0.004481135,-0.004381135,-0.97768426,15892299,7.098239e-06,15,America/New_York,EDT,False,False,USD,us_market,DRONE SERVICES USA INC,PNK,REGULAR,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_142625476,Other OTC,"Drone Services USA, Inc.",USD,28731,39946,0.0,0.0,1.0E-4 - 0.0172,-0.0171,-0.99418604,0.0001,0.0172,0,-0.778,-14400000,0.6,,,0.0172,0.0001,0.0001,0.0045,28.73k,39.95k,,,,,,,,,,,,0.57%,,,,,,,1:260,"Apr 28, 2015","Jun 29, 2012","Mar 30, 2012",-128.92%,-91.19%,-2.80%,-6.69%,535.27k,0.60,,535.27k,-287.85k,-690.1k,-0.7780,,9.06k,0.01,196.79k,1.63,1.82,14.09,-489.81k,-582.39k,Value,48430,Industrials,"Drone Services USA, Inc. manufactures and sells commercial duty aerial vehicle drones and related equipment. Its products are used in mission critical applications, such as search and rescue, law enforcement, fire services, agriculture, aerial inspection, pipelines, wildlife/livestock monitoring, anti-poaching, and 3D mapping. The company offers the ProSearch line and acts as dealer for drone industry. It also provides training, support, repair, and maintenance services. The company was formerly known as PV Enterprises International Inc. and changed its name to Drone Services USA, Inc. in April 2015. The company is headquartered in Fenton, Michigan.",Fenton,989-217-3070,MI,United States,86400,1421 North Leroy Street,989-217-3071,Aerospace & Defense,Suite 131
t-1,DSUS,8256654.0,0,,,-6776571,,-6776571,6693518,118070,-6675589,-6675589,,-100982,,,,0,118070,6793659,0,-100982,,-6776571,-6776571,4259536.0,20776366.0,429407.0,12516190.0,12947397.0,117025.0,-8377201.0,30356.0,429407.0,7801168.0,886693.0,347265.0,25227.0,12614.0,-14490.0,48010.0,87256.0,14972.0,-33039.0,100141.0,-35401.0,3414797.0,62500.0,,,457286.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1629988120,0.0,0.003,0.0001,0.0001,1,14.088,0.0001130556,-1.30556e-05,-0.11547947,0.004481135,-0.004381135,-0.97768426,15892299,7.098239e-06,15,America/New_York,EDT,False,False,USD,us_market,DRONE SERVICES USA INC,PNK,REGULAR,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_142625476,Other OTC,"Drone Services USA, Inc.",USD,28731,39946,0.0,0.0,1.0E-4 - 0.0172,-0.0171,-0.99418604,0.0001,0.0172,0,-0.778,-14400000,0.6,,,0.0172,0.0001,0.0001,0.0045,28.73k,39.95k,,,,,,,,,,,,0.57%,,,,,,,1:260,"Apr 28, 2015","Jun 29, 2012","Mar 30, 2012",-128.92%,-91.19%,-2.80%,-6.69%,535.27k,0.60,,535.27k,-287.85k,-690.1k,-0.7780,,9.06k,0.01,196.79k,1.63,1.82,14.09,-489.81k,-582.39k,Value,48430,Industrials,"Drone Services USA, Inc. manufactures and sells commercial duty aerial vehicle drones and related equipment. Its products are used in mission critical applications, such as search and rescue, law enforcement, fire services, agriculture, aerial inspection, pipelines, wildlife/livestock monitoring, anti-poaching, and 3D mapping. The company offers the ProSearch line and acts as dealer for drone industry. It also provides training, support, repair, and maintenance services. The company was formerly known as PV Enterprises International Inc. and changed its name to Drone Services USA, Inc. in April 2015. The company is headquartered in Fenton, Michigan.",Fenton,989-217-3070,MI,United States,86400,1421 North Leroy Street,989-217-3071,Aerospace & Defense,Suite 131
t-2,DSUS,,0,,,-3612444,,-3612444,3470353,59035,-3511459,-3511459,,-100986,,,,0,59035,3570494,0,-100986,,-3612444,-3612444,,,,,,,,,,,,,,12614.0,-14490.0,48010.0,87256.0,14972.0,-33039.0,100141.0,-35401.0,3414797.0,62500.0,,,,en-US,US,EQUITY,False,Delayed Quote,0.0001,1629988120,0.0,0.003,0.0001,0.0001,1,14.088,0.0001130556,-1.30556e-05,-0.11547947,0.004481135,-0.004381135,-0.97768426,15892299,7.098239e-06,15,America/New_York,EDT,False,False,USD,us_market,DRONE SERVICES USA INC,PNK,REGULAR,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_142625476,Other OTC,"Drone Services USA, Inc.",USD,28731,39946,0.0,0.0,1.0E-4 - 0.0172,-0.0171,-0.99418604,0.0001,0.0172,0,-0.778,-14400000,0.6,,,0.0172,0.0001,0.0001,0.0045,28.73k,39.95k,,,,,,,,,,,,0.57%,,,,,,,1:260,"Apr 28, 2015","Jun 29, 2012","Mar 30, 2012",-128.92%,-91.19%,-2.80%,-6.69%,535.27k,0.60,,535.27k,-287.85k,-690.1k,-0.7780,,9.06k,0.01,196.79k,1.63,1.82,14.09,-489.81k,-582.39k,Value,48430,Industrials,"Drone Services USA, Inc. manufactures and sells commercial duty aerial vehicle drones and related equipment. Its products are used in mission critical applications, such as search and rescue, law enforcement, fire services, agriculture, aerial inspection, pipelines, wildlife/livestock monitoring, anti-poaching, and 3D mapping. The company offers the ProSearch line and acts as dealer for drone industry. It also provides training, support, repair, and maintenance services. The company was formerly known as PV Enterprises International Inc. and changed its name to Drone Services USA, Inc. in April 2015. The company is headquartered in Fenton, Michigan.",Fenton,989-217-3070,MI,United States,86400,1421 North Leroy Street,989-217-3071,Aerospace & Defense,Suite 131
t-3,DSUS,,0,,,-352890,,-352890,136733,0,-349325,-349325,,-3565,,,,0,0,349325,0,-3565,,-352890,-352890,,,,,,,,,,,,,,0.0,83180.0,183180.0,327456.0,301310.0,119813.0,47.0,-35401.0,145200.0,100000.0,-1683.0,-1683.0,,en-US,US,EQUITY,False,Delayed Quote,0.0001,1629988120,0.0,0.003,0.0001,0.0001,1,14.088,0.0001130556,-1.30556e-05,-0.11547947,0.004481135,-0.004381135,-0.97768426,15892299,7.098239e-06,15,America/New_York,EDT,False,False,USD,us_market,DRONE SERVICES USA INC,PNK,REGULAR,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_142625476,Other OTC,"Drone Services USA, Inc.",USD,28731,39946,0.0,0.0,1.0E-4 - 0.0172,-0.0171,-0.99418604,0.0001,0.0172,0,-0.778,-14400000,0.6,,,0.0172,0.0001,0.0001,0.0045,28.73k,39.95k,,,,,,,,,,,,0.57%,,,,,,,1:260,"Apr 28, 2015","Jun 29, 2012","Mar 30, 2012",-128.92%,-91.19%,-2.80%,-6.69%,535.27k,0.60,,535.27k,-287.85k,-690.1k,-0.7780,,9.06k,0.01,196.79k,1.63,1.82,14.09,-489.81k,-582.39k,Value,48430,Industrials,"Drone Services USA, Inc. manufactures and sells commercial duty aerial vehicle drones and related equipment. Its products are used in mission critical applications, such as search and rescue, law enforcement, fire services, agriculture, aerial inspection, pipelines, wildlife/livestock monitoring, anti-poaching, and 3D mapping. The company offers the ProSearch line and acts as dealer for drone industry. It also provides training, support, repair, and maintenance services. The company was formerly known as PV Enterprises International Inc. and changed its name to Drone Services USA, Inc. in April 2015. The company is headquartered in Fenton, Michigan.",Fenton,989-217-3070,MI,United States,86400,1421 North Leroy Street,989-217-3071,Aerospace & Defense,Suite 131
