Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,netBorrowings,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry,address2
t0,ESQF,-14557.0,31128000,,,-12965,,-12965,12556,0,-12556,-12556,,-409,,,,0,0,12556,0,-409,,-12965,-12965,54206.0,24517.0,-14557.0,15000.0,9960.0,296275.0,-365038.0,5.0,24517.0,9960.0,9955.0,9417.0,,,-3762.0,15000.0,-6961.0,38.0,-34.0,-8073.0,15000.0,-6999.0,8654.0,,,-14557.0,en-US,US,EQUITY,False,Delayed Quote,0.0003,1630343854,0.0,0.0003,0.0003,0.0003,157,USD,PNK,9333,-14400000,False,False,REGULAR,4,0.0,3.0E-4 - 3.0E-4,us_market,0,ESECURESOFT CO,0.0003,0.0,0.0,0,0,finmb_23071648,Other OTC,"Vanguard Energy Group, Inc.",USD,155,0,0.00020000001,2.0000002,1.0E-4 - 7.0E-4,-0.00039999996,-0.57142854,0.0001,0.0007,-0.003,-0.0,0.00023030302,6.9696995e-05,0.3026317,0.00020073529,9.9264726e-05,0.4945056,15,America/New_York,EDT,-58.71,,,0.0007,0.0001,0.0002,0.0002,155,,31.13M,,,,,,,,,,,,,,,,,,,,"May 30, 2007","Feb 28, 2008",0.00%,0.00%,-713.52%,,,,,,,-100.68k,-0.0030,,5.0,0.0,100.0,,0.41,-0.0,49.09k,-29.73k,Value,33477,,"Vanguard Energy Group, Inc. engages in the distribution of digital encryption software products. The company was formerly known as eSecureSoft and changed its name to Vanguard Energy Group, Inc. in February 2008. Vanguard Energy Group, Inc. was founded in 2003 and is based in Jupiter, Florida. Vanguard Energy Group, Inc. operates independently of Green Energy Group, Inc. as of June 04, 2004.",Jupiter,561-249-1354,FL,United States,86400,1150 South US Highway 1,,Suite 302
t-1,ESQF,-6255.0,31128000,,,-15179,,-15179,15046,0,-15046,-15046,,-133,,,,0,0,15046,0,-133,,-15179,-15179,54206.0,13295.0,-6255.0,,7040.0,291612.0,-352073.0,40.0,13295.0,7040.0,7000.0,13179.0,,,487.0,15000.0,106.0,38.0,39.0,-67.0,15000.0,-6999.0,14625.0,106.0,,-6255.0,en-US,US,EQUITY,False,Delayed Quote,0.0003,1630343854,0.0,0.0003,0.0003,0.0003,157,USD,PNK,9333,-14400000,False,False,REGULAR,4,0.0,3.0E-4 - 3.0E-4,us_market,0,ESECURESOFT CO,0.0003,0.0,0.0,0,0,finmb_23071648,Other OTC,"Vanguard Energy Group, Inc.",USD,155,0,0.00020000001,2.0000002,1.0E-4 - 7.0E-4,-0.00039999996,-0.57142854,0.0001,0.0007,-0.003,-0.0,0.00023030302,6.9696995e-05,0.3026317,0.00020073529,9.9264726e-05,0.4945056,15,America/New_York,EDT,-58.71,,,0.0007,0.0001,0.0002,0.0002,155,,31.13M,,,,,,,,,,,,,,,,,,,,"May 30, 2007","Feb 28, 2008",0.00%,0.00%,-713.52%,,,,,,,-100.68k,-0.0030,,5.0,0.0,100.0,,0.41,-0.0,49.09k,-29.73k,Value,33477,,"Vanguard Energy Group, Inc. engages in the distribution of digital encryption software products. The company was formerly known as eSecureSoft and changed its name to Vanguard Energy Group, Inc. in February 2008. Vanguard Energy Group, Inc. was founded in 2003 and is based in Jupiter, Florida. Vanguard Energy Group, Inc. operates independently of Green Energy Group, Inc. as of June 04, 2004.",Jupiter,561-249-1354,FL,United States,86400,1150 South US Highway 1,,Suite 302
t-2,ESQF,-5720.0,31128000,,,-36353,,-36353,36110,0,-36110,-36110,,-243,,,,0,0,36110,0,-243,,-36353,-36353,54205.0,12721.0,-5720.0,,7001.0,276968.0,-336894.0,1.0,12721.0,7001.0,7000.0,12692.0,1.0,1.0,4643.0,15000.0,22.0,38.0,-63.0,-85.0,15000.0,-6999.0,31625.0,22.0,,-5720.0,en-US,US,EQUITY,False,Delayed Quote,0.0003,1630343854,0.0,0.0003,0.0003,0.0003,157,USD,PNK,9333,-14400000,False,False,REGULAR,4,0.0,3.0E-4 - 3.0E-4,us_market,0,ESECURESOFT CO,0.0003,0.0,0.0,0,0,finmb_23071648,Other OTC,"Vanguard Energy Group, Inc.",USD,155,0,0.00020000001,2.0000002,1.0E-4 - 7.0E-4,-0.00039999996,-0.57142854,0.0001,0.0007,-0.003,-0.0,0.00023030302,6.9696995e-05,0.3026317,0.00020073529,9.9264726e-05,0.4945056,15,America/New_York,EDT,-58.71,,,0.0007,0.0001,0.0002,0.0002,155,,31.13M,,,,,,,,,,,,,,,,,,,,"May 30, 2007","Feb 28, 2008",0.00%,0.00%,-713.52%,,,,,,,-100.68k,-0.0030,,5.0,0.0,100.0,,0.41,-0.0,49.09k,-29.73k,Value,33477,,"Vanguard Energy Group, Inc. engages in the distribution of digital encryption software products. The company was formerly known as eSecureSoft and changed its name to Vanguard Energy Group, Inc. in February 2008. Vanguard Energy Group, Inc. was founded in 2003 and is based in Jupiter, Florida. Vanguard Energy Group, Inc. operates independently of Green Energy Group, Inc. as of June 04, 2004.",Jupiter,561-249-1354,FL,United States,86400,1150 South US Highway 1,,Suite 302
t-3,ESQF,-1014.0,31128000,,,-36180,,-36180,36180,0,-36180,-36180,,-243,,,,0,0,36180,0,0,,-36180,-36180,53206.0,8078.0,-1014.0,,7064.0,246321.0,-300541.0,64.0,8078.0,7064.0,7000.0,8049.0,,,-32770.0,15000.0,-57786.0,38.0,-476.0,57310.0,15000.0,-200.0,126260.0,27055.0,-84641.0,-1014.0,en-US,US,EQUITY,False,Delayed Quote,0.0003,1630343854,0.0,0.0003,0.0003,0.0003,157,USD,PNK,9333,-14400000,False,False,REGULAR,4,0.0,3.0E-4 - 3.0E-4,us_market,0,ESECURESOFT CO,0.0003,0.0,0.0,0,0,finmb_23071648,Other OTC,"Vanguard Energy Group, Inc.",USD,155,0,0.00020000001,2.0000002,1.0E-4 - 7.0E-4,-0.00039999996,-0.57142854,0.0001,0.0007,-0.003,-0.0,0.00023030302,6.9696995e-05,0.3026317,0.00020073529,9.9264726e-05,0.4945056,15,America/New_York,EDT,-58.71,,,0.0007,0.0001,0.0002,0.0002,155,,31.13M,,,,,,,,,,,,,,,,,,,,"May 30, 2007","Feb 28, 2008",0.00%,0.00%,-713.52%,,,,,,,-100.68k,-0.0030,,5.0,0.0,100.0,,0.41,-0.0,49.09k,-29.73k,Value,33477,,"Vanguard Energy Group, Inc. engages in the distribution of digital encryption software products. The company was formerly known as eSecureSoft and changed its name to Vanguard Energy Group, Inc. in February 2008. Vanguard Energy Group, Inc. was founded in 2003 and is based in Jupiter, Florida. Vanguard Energy Group, Inc. operates independently of Green Energy Group, Inc. as of June 04, 2004.",Jupiter,561-249-1354,FL,United States,86400,1150 South US Highway 1,,Suite 302
