Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,goodWill,totalCurrentLiabilities,accountsPayable,otherCurrentAssets,totalCurrentAssets,shortTermInvestments,changeToLiabilities,totalCashFromOperatingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HZHI,-295731.0,0,,,-80553,,-80553,80553,0,-80553,-80553,,,,,,0,0,80553,0,0,,-80553,-80553,28498215.0,295731.0,-145731.0,150000.0,119844.0,-28763790.0,150000.0,295731.0,154461.0,,,,28038.0,-52515.0,52515.0,52515.0,,,,en-US,US,EQUITY,False,Delayed Quote,31439,0.0010000002,0.20000003,0.005 - 0.18,-0.17400001,-0.9666667,0.005,0.18,-0.243,0.045223333,-0.039223332,-0.8673251,0.08250148,-0.07650148,981378,4,-70.0,-0.024691358,15,America/New_York,EDT,-14400000,0.006 - 0.006,0.02,finmb_292705,Other OTC,"Horizons Holdings International, Corp.",USD,10484,USD,False,False,0.006,1630508965,-0.0139999995,0.006,0.006,0.006,500,PNK,HORIZONS HOLDINGS INTERNATIONAL,0,us_market,PRE,-0.478,-0.92727405,2.08,,,0.18,0.005,0.0452,0.0825,10.48k,31.44k,,,,,,,,,,,,5.88%,,,,0.00%,,,1:200,"Dec 15, 2010","Jun 29, 2010","Sep 29, 2010",0.00%,"-1,087.61%",,,19.69k,0.04,,7.11k,,-216.65k,-0.4780,,,,141.27k,,,-0.24,-55.85k,,Value,89103,Technology,1,"Horizons Holdings International, Corp. operates as a real estate holding, investment, and development company. It is primarily involved in the acquisition and management of mid-tier vacation properties in Central America and the Caribbean islands. The company was formerly known as Horizon Health International Corp. and changed its name to Horizons Holdings International, Corp. in April 2015. Horizons Holdings International, Corp. was founded in 1969 and is based in Las Vegas, Nevada.",Las Vegas,702-932-8627,NV,1135987200,United States,http://www.horizonsholdings.com,86400,3651 Lindell Road,Information Technology Services,Suite D459
t-1,HZHI,-65178.0,0,,,2307,,2307,-7251,7106,14357,14357,,-12050.0,,,,0,19692,5335,12586,-12050,,2307,2307,28498215.0,213178.0,-65178.0,150000.0,119844.0,-28683237.0,,213178.0,124423.0,150000.0,150000.0,,148728.0,-3337.0,3337.0,3337.0,639.0,-155011.0,-63178.0,en-US,US,EQUITY,False,Delayed Quote,31439,0.0010000002,0.20000003,0.005 - 0.18,-0.17400001,-0.9666667,0.005,0.18,-0.243,0.045223333,-0.039223332,-0.8673251,0.08250148,-0.07650148,981378,4,-70.0,-0.024691358,15,America/New_York,EDT,-14400000,0.006 - 0.006,0.02,finmb_292705,Other OTC,"Horizons Holdings International, Corp.",USD,10484,USD,False,False,0.006,1630508965,-0.0139999995,0.006,0.006,0.006,500,PNK,HORIZONS HOLDINGS INTERNATIONAL,0,us_market,PRE,-0.478,-0.92727405,2.08,,,0.18,0.005,0.0452,0.0825,10.48k,31.44k,,,,,,,,,,,,5.88%,,,,0.00%,,,1:200,"Dec 15, 2010","Jun 29, 2010","Sep 29, 2010",0.00%,"-1,087.61%",,,19.69k,0.04,,7.11k,,-216.65k,-0.4780,,,,141.27k,,,-0.24,-55.85k,,Value,89103,Technology,1,"Horizons Holdings International, Corp. operates as a real estate holding, investment, and development company. It is primarily involved in the acquisition and management of mid-tier vacation properties in Central America and the Caribbean islands. The company was formerly known as Horizon Health International Corp. and changed its name to Horizons Holdings International, Corp. in April 2015. Horizons Holdings International, Corp. was founded in 1969 and is based in Las Vegas, Nevada.",Las Vegas,702-932-8627,NV,1135987200,United States,http://www.horizonsholdings.com,86400,3651 Lindell Road,Information Technology Services,Suite D459
t-2,HZHI,106548.0,0,,,-53771,,-53771,53771,0,-53771,-53771,,-12050.0,,,,0,0,53771,0,0,,-53771,-53771,27471731.0,176200.0,106548.0,300638.0,998437.0,-28363620.0,,176200.0,143220.0,,300638.0,300638.0,53771.0,-3337.0,3337.0,3337.0,639.0,-155011.0,124438.0,en-US,US,EQUITY,False,Delayed Quote,31439,0.0010000002,0.20000003,0.005 - 0.18,-0.17400001,-0.9666667,0.005,0.18,-0.243,0.045223333,-0.039223332,-0.8673251,0.08250148,-0.07650148,981378,4,-70.0,-0.024691358,15,America/New_York,EDT,-14400000,0.006 - 0.006,0.02,finmb_292705,Other OTC,"Horizons Holdings International, Corp.",USD,10484,USD,False,False,0.006,1630508965,-0.0139999995,0.006,0.006,0.006,500,PNK,HORIZONS HOLDINGS INTERNATIONAL,0,us_market,PRE,-0.478,-0.92727405,2.08,,,0.18,0.005,0.0452,0.0825,10.48k,31.44k,,,,,,,,,,,,5.88%,,,,0.00%,,,1:200,"Dec 15, 2010","Jun 29, 2010","Sep 29, 2010",0.00%,"-1,087.61%",,,19.69k,0.04,,7.11k,,-216.65k,-0.4780,,,,141.27k,,,-0.24,-55.85k,,Value,89103,Technology,1,"Horizons Holdings International, Corp. operates as a real estate holding, investment, and development company. It is primarily involved in the acquisition and management of mid-tier vacation properties in Central America and the Caribbean islands. The company was formerly known as Horizon Health International Corp. and changed its name to Horizons Holdings International, Corp. in April 2015. Horizons Holdings International, Corp. was founded in 1969 and is based in Las Vegas, Nevada.",Las Vegas,702-932-8627,NV,1135987200,United States,http://www.horizonsholdings.com,86400,3651 Lindell Road,Information Technology Services,Suite D459
t-3,HZHI,160319.0,0,,,-58844,,-58844,58844,0,-58844,-58844,,-12050.0,,,,0,0,58844,0,0,,-58844,-58844,27471731.0,122429.0,160319.0,300638.0,998437.0,-28309849.0,,122429.0,89449.0,,300638.0,300638.0,58844.0,-3337.0,3337.0,3337.0,639.0,-155011.0,178209.0,en-US,US,EQUITY,False,Delayed Quote,31439,0.0010000002,0.20000003,0.005 - 0.18,-0.17400001,-0.9666667,0.005,0.18,-0.243,0.045223333,-0.039223332,-0.8673251,0.08250148,-0.07650148,981378,4,-70.0,-0.024691358,15,America/New_York,EDT,-14400000,0.006 - 0.006,0.02,finmb_292705,Other OTC,"Horizons Holdings International, Corp.",USD,10484,USD,False,False,0.006,1630508965,-0.0139999995,0.006,0.006,0.006,500,PNK,HORIZONS HOLDINGS INTERNATIONAL,0,us_market,PRE,-0.478,-0.92727405,2.08,,,0.18,0.005,0.0452,0.0825,10.48k,31.44k,,,,,,,,,,,,5.88%,,,,0.00%,,,1:200,"Dec 15, 2010","Jun 29, 2010","Sep 29, 2010",0.00%,"-1,087.61%",,,19.69k,0.04,,7.11k,,-216.65k,-0.4780,,,,141.27k,,,-0.24,-55.85k,,Value,89103,Technology,1,"Horizons Holdings International, Corp. operates as a real estate holding, investment, and development company. It is primarily involved in the acquisition and management of mid-tier vacation properties in Central America and the Caribbean islands. The company was formerly known as Horizon Health International Corp. and changed its name to Horizons Holdings International, Corp. in April 2015. Horizons Holdings International, Corp. was founded in 1969 and is based in Las Vegas, Nevada.",Las Vegas,702-932-8627,NV,1135987200,United States,http://www.horizonsholdings.com,86400,3651 Lindell Road,Information Technology Services,Suite D459
