Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,KGJI,952590957.0,11248300,,,-31849786,,-24004457,2286398,15407234,12789977,12789977,,-44911067,,,,-7845329,382790132,370000155,367382898,-44639763,,-24004457,-24004457,373324.0,224420422.0,2366697820.0,952964281.0,22727963.0,3319662101.0,11019.0,2337967838.0,349146177.0,127501207.0,379386663.0,269134052.0,651318.0,1536706539.0,809444914.0,379386663.0,4604739.0,3045549986.0,195062420.0,243279267.0,702335976.0,268214300.0,-202802400,3593155,-202804681,79673986,79588793,8646199,-113843752,-52988697,62360833,330859,86967151,-418530,-85193,-14322963,-2281,1508843447.0,en-US,US,EQUITY,False,PNK,USD,0.074,1630522888,-0.001000002,0.03,0.074,0.03,4899,0.075,0.0,0.0,8,22,finmb_72005078,Other OTC,"Kingold Jewelry, Inc.",USD,11303,9014,0.064,6.4000006,0.01 - 0.49,-0.416,-0.8489796,0.01,0.49,1571702400,1565380800,1593475200,1593561600,0.18271606,PRE,us_market,Kingold Jewelry Inc.,0,False,False,4,-1.333336,0.03 - 0.074,0.405,86.484,0.044285715,0.029714286,0.67096776,0.1392029,-0.06520289,-0.46840185,832366,0.0008556496,15,America/New_York,EDT,-14400000,-0.13,,,0.49,0.01,0.0443,0.1392,11.3k,9.01k,11.25M,,7.8M,31.36%,0.04%,,,,,,,,,,,,"Oct 21, 2019",,1:2,"Aug 09, 2010","Dec 30, 2018","Sep 29, 2019",0.22%,9.63%,4.31%,0.68%,2.07B,187.45,-38.90%,265.46M,200.46M,4.47M,0.4050,,195.71M,17.76,2.2B,230.51,1.98,86.48,-165.58M,-1.48B,Value,430023,Basic Materials,630,"Kingold Jewelry, Inc. designs, manufactures, and sells 24-karat gold jewelry and Chinese ornaments in the People's Republic of China. The company offers a range of in-house designed products, including gold necklaces, rings, earrings, bracelets, gold bars, and pendants. It also invests in gold. The company sells its products to wholesalers, distributors, and retailers under the Kingold brand. Kingold Jewelry, Inc. was founded in 2002 and is based in Wuhan, the People's Republic of China.",Wuhan,86 27 6569 4977,1546214400,China,http://www.kingoldjewelry.com,86400,No. 8 Han Huang Road,Gold,Jiangâan District
t-1,KGJI,809194529.0,11248300,,,16948741,,12589187,6754509,69774464,62691566,62691566,,-46041324,,,,4359554,598008324,535316758,528233860,-45742825,,12589187,12589187,390837.0,224298271.0,2311474652.0,809585366.0,23338324.0,3121060018.0,66113.0,2229786409.0,373150634.0,71400016.0,212070348.0,248983358.0,114723841.0,1645465755.0,878970256.0,212070348.0,5131212.0,2866554611.0,,259198112.0,594448691.0,262763620.0,-202802400,-843629,-261484,57308486,57320517,12590482,112516283,91001157,-35543907,172799,-60981874,-269833,12031,-2688462,-261484,1221088856.0,en-US,US,EQUITY,False,PNK,USD,0.074,1630522888,-0.001000002,0.03,0.074,0.03,4899,0.075,0.0,0.0,8,22,finmb_72005078,Other OTC,"Kingold Jewelry, Inc.",USD,11303,9014,0.064,6.4000006,0.01 - 0.49,-0.416,-0.8489796,0.01,0.49,1571702400,1565380800,1593475200,1593561600,0.18271606,PRE,us_market,Kingold Jewelry Inc.,0,False,False,4,-1.333336,0.03 - 0.074,0.405,86.484,0.044285715,0.029714286,0.67096776,0.1392029,-0.06520289,-0.46840185,832366,0.0008556496,15,America/New_York,EDT,-14400000,-0.13,,,0.49,0.01,0.0443,0.1392,11.3k,9.01k,11.25M,,7.8M,31.36%,0.04%,,,,,,,,,,,,"Oct 21, 2019",,1:2,"Aug 09, 2010","Dec 30, 2018","Sep 29, 2019",0.22%,9.63%,4.31%,0.68%,2.07B,187.45,-38.90%,265.46M,200.46M,4.47M,0.4050,,195.71M,17.76,2.2B,230.51,1.98,86.48,-165.58M,-1.48B,Value,430023,Basic Materials,630,"Kingold Jewelry, Inc. designs, manufactures, and sells 24-karat gold jewelry and Chinese ornaments in the People's Republic of China. The company offers a range of in-house designed products, including gold necklaces, rings, earrings, bracelets, gold bars, and pendants. It also invests in gold. The company sells its products to wholesalers, distributors, and retailers under the Kingold brand. Kingold Jewelry, Inc. was founded in 2002 and is based in Wuhan, the People's Republic of China.",Wuhan,86 27 6569 4977,1546214400,China,http://www.kingoldjewelry.com,86400,No. 8 Han Huang Road,Gold,Jiangâan District
t-2,KGJI,631553715.0,11248300,,,8609338,,6380579,2639530,55547206,52570830,52570830,,-44300105,,,,2228759,453539100,400968270,397991894,-43961492,,6380579,6380579,402673.0,224298271.0,2240839459.0,631956388.0,19608485.0,2872795847.0,66113.0,2189782428.0,360561447.0,12809830.0,47030557.0,234381603.0,926028.0,1712889680.0,891221674.0,47030557.0,5331229.0,2632680342.0,,277741555.0,514976062.0,163848955.0,-202802400,0,-62800,143166041,140965552,-14336976,5494191,-38694621,-96713940,487072,-89285287,459688,-2200489,-1528048,-62800,919790662.0,en-US,US,EQUITY,False,PNK,USD,0.074,1630522888,-0.001000002,0.03,0.074,0.03,4899,0.075,0.0,0.0,8,22,finmb_72005078,Other OTC,"Kingold Jewelry, Inc.",USD,11303,9014,0.064,6.4000006,0.01 - 0.49,-0.416,-0.8489796,0.01,0.49,1571702400,1565380800,1593475200,1593561600,0.18271606,PRE,us_market,Kingold Jewelry Inc.,0,False,False,4,-1.333336,0.03 - 0.074,0.405,86.484,0.044285715,0.029714286,0.67096776,0.1392029,-0.06520289,-0.46840185,832366,0.0008556496,15,America/New_York,EDT,-14400000,-0.13,,,0.49,0.01,0.0443,0.1392,11.3k,9.01k,11.25M,,7.8M,31.36%,0.04%,,,,,,,,,,,,"Oct 21, 2019",,1:2,"Aug 09, 2010","Dec 30, 2018","Sep 29, 2019",0.22%,9.63%,4.31%,0.68%,2.07B,187.45,-38.90%,265.46M,200.46M,4.47M,0.4050,,195.71M,17.76,2.2B,230.51,1.98,86.48,-165.58M,-1.48B,Value,430023,Basic Materials,630,"Kingold Jewelry, Inc. designs, manufactures, and sells 24-karat gold jewelry and Chinese ornaments in the People's Republic of China. The company offers a range of in-house designed products, including gold necklaces, rings, earrings, bracelets, gold bars, and pendants. It also invests in gold. The company sells its products to wholesalers, distributors, and retailers under the Kingold brand. Kingold Jewelry, Inc. was founded in 2002 and is based in Wuhan, the People's Republic of China.",Wuhan,86 27 6569 4977,1546214400,China,http://www.kingoldjewelry.com,86400,No. 8 Han Huang Road,Gold,Jiangâan District
t-3,KGJI,637939028.0,11248300,,,27498867,,9500489,3966740,75397356,70915385,70915385,,-43794691,,,,17998378,631174702,560259317,555777346,-43416518,,9500489,9500489,395719.0,224292907.0,2061478951.0,638334747.0,37786511.0,2699813698.0,66113.0,1598443166.0,354180868.0,24218911.0,59794859.0,708278036.0,233391.0,1148455158.0,920082122.0,59794859.0,5395330.0,1985744613.0,,260033383.0,888804882.0,127034673.0,-202802400,-4650583,345629,83622300,78242126,-6092425,-15942443,1151102,-95681300,498441,-115965532,-271631,-5380174,245895,345629,837289455.0,en-US,US,EQUITY,False,PNK,USD,0.074,1630522888,-0.001000002,0.03,0.074,0.03,4899,0.075,0.0,0.0,8,22,finmb_72005078,Other OTC,"Kingold Jewelry, Inc.",USD,11303,9014,0.064,6.4000006,0.01 - 0.49,-0.416,-0.8489796,0.01,0.49,1571702400,1565380800,1593475200,1593561600,0.18271606,PRE,us_market,Kingold Jewelry Inc.,0,False,False,4,-1.333336,0.03 - 0.074,0.405,86.484,0.044285715,0.029714286,0.67096776,0.1392029,-0.06520289,-0.46840185,832366,0.0008556496,15,America/New_York,EDT,-14400000,-0.13,,,0.49,0.01,0.0443,0.1392,11.3k,9.01k,11.25M,,7.8M,31.36%,0.04%,,,,,,,,,,,,"Oct 21, 2019",,1:2,"Aug 09, 2010","Dec 30, 2018","Sep 29, 2019",0.22%,9.63%,4.31%,0.68%,2.07B,187.45,-38.90%,265.46M,200.46M,4.47M,0.4050,,195.71M,17.76,2.2B,230.51,1.98,86.48,-165.58M,-1.48B,Value,430023,Basic Materials,630,"Kingold Jewelry, Inc. designs, manufactures, and sells 24-karat gold jewelry and Chinese ornaments in the People's Republic of China. The company offers a range of in-house designed products, including gold necklaces, rings, earrings, bracelets, gold bars, and pendants. It also invests in gold. The company sells its products to wholesalers, distributors, and retailers under the Kingold brand. Kingold Jewelry, Inc. was founded in 2002 and is based in Wuhan, the People's Republic of China.",Wuhan,86 27 6569 4977,1546214400,China,http://www.kingoldjewelry.com,86400,No. 8 Han Huang Road,Gold,Jiangâan District
