Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,intangibleAssets,otherCurrentLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,dividendDate,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,INOTF,-739638.0,78473000,,,-269142,,-269142,487182,-3493,-748067,-748067,,,,,,0,11109,759176,14602,478925,,-269142,-269142,3731875.0,1382725.0,-739638.0,643087.0,17025887.0,-22007988.0,916049.0,510588.0,119137.0,233232.0,426676.0,510588.0,4417.0,372565.0,146968.0,54082.0,40000.0,129600.0,,,226647.0,-178968.0,420176.0,22210.0,420176.0,60054.0,-201154.0,226.0,-171755.0,6541.0,-187636.0,-7213.0,,,-54111.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0233,1630524923,-0.005000001,0.028,0.028,0.0233,145701,0,PREDICTIV AI INC,PRE,us_market,-17.667849,0.0233 - 0.028,0.0283,finmb_3156611,Other OTC,Predictiv AI Inc.,CAD,23368,51251,0.008199999,0.5430463,0.0151 - 0.25,-0.22670001,-0.90680003,1598918400,0.0151,0.25,-0.33515635,0.08225169,-0.05895169,-0.71672314,-0.095,-0.026,0.035045832,-0.011745833,1889287,-0.8961538,15,America/New_York,EDT,-14400000,False,False,6.1,,,0.25,0.0151,0.035,0.0823,23.37k,51.25k,78.47M,,88.08M,3.44%,0.00%,,,,,,,,,,,0.00%,"Aug 31, 2020",,,,"Jan 30, 2021","Apr 29, 2021",0.00%,"-8,782.57%",-225.28%,,35.09k,0.00,-79.60%,-52.9k,-3.08M,-6.65M,-0.0950,,233.23k,0,40k,,0.87,-0.03,-1.48M,-981.77k,Value,M5S 1S4,Technology,"Predictiv AI Inc. provides software and solutions in the artificial intelligence and industrial internet of things markets in the United States, Europe, and Canada. It offers real-time advanced artificial intelligence based predictive road condition weather analytics for government, insurance, agriculture, public safety, fleet management, and outdoor event industries. Predictiv AI Inc. has a collaboration with the Waterloo Artificial Intelligence Institute at the University of Waterloo to pursue various innovations. The company was formerly known as Internet of Things Inc. and changed its name to Predictiv AI Inc. in August 2020. Predictiv AI Inc. is headquartered in Toronto, Canada.",Toronto,416 677 9277,ON,1609372800,Canada,http://www.predictiv.ai,86400,151 Bloor Street West,Software—Infrastructure,Suite 609
t-1,INOTF,-2050177.0,78473000,-191841.0,,-5040573,,-5040573,543377,-58169,-1005147,-1005147,,-1252.0,,,,0,4971,1010118,63140,-4035426,,-5040573,-5040573,3516760.0,2508007.0,-2050177.0,457830.0,15551714.0,-21738846.0,2267978.0,620195.0,111925.0,173178.0,200029.0,620195.0,4643.0,341262.0,,78109.0,40000.0,98194.0,,,-58895.0,-608074.0,-358149.0,538971.0,420176.0,-604526.0,361697.0,286.0,-498469.0,13570.0,4876924.0,-109605.0,301228.0,-659377.0,141233.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0233,1630524923,-0.005000001,0.028,0.028,0.0233,145701,0,PREDICTIV AI INC,PRE,us_market,-17.667849,0.0233 - 0.028,0.0283,finmb_3156611,Other OTC,Predictiv AI Inc.,CAD,23368,51251,0.008199999,0.5430463,0.0151 - 0.25,-0.22670001,-0.90680003,1598918400,0.0151,0.25,-0.33515635,0.08225169,-0.05895169,-0.71672314,-0.095,-0.026,0.035045832,-0.011745833,1889287,-0.8961538,15,America/New_York,EDT,-14400000,False,False,6.1,,,0.25,0.0151,0.035,0.0823,23.37k,51.25k,78.47M,,88.08M,3.44%,0.00%,,,,,,,,,,,0.00%,"Aug 31, 2020",,,,"Jan 30, 2021","Apr 29, 2021",0.00%,"-8,782.57%",-225.28%,,35.09k,0.00,-79.60%,-52.9k,-3.08M,-6.65M,-0.0950,,233.23k,0,40k,,0.87,-0.03,-1.48M,-981.77k,Value,M5S 1S4,Technology,"Predictiv AI Inc. provides software and solutions in the artificial intelligence and industrial internet of things markets in the United States, Europe, and Canada. It offers real-time advanced artificial intelligence based predictive road condition weather analytics for government, insurance, agriculture, public safety, fleet management, and outdoor event industries. Predictiv AI Inc. has a collaboration with the Waterloo Artificial Intelligence Institute at the University of Waterloo to pursue various innovations. The company was formerly known as Internet of Things Inc. and changed its name to Predictiv AI Inc. in August 2020. Predictiv AI Inc. is headquartered in Toronto, Canada.",Toronto,416 677 9277,ON,1609372800,Canada,http://www.predictiv.ai,86400,151 Bloor Street West,Software—Infrastructure,Suite 609
t-2,INOTF,980114.0,78473000,137413.0,,-935481,,-935481,551169,-15666,-931541,-931541,,-22372.0,,,,0,4879,936420,20545,-3940,,-935481,-935481,,525464.0,1307887.0,1833351.0,15969964.0,-16698273.0,14969.0,2036196.0,,777704.0,480495.0,2036196.0,7249.0,1498329.0,,126929.0,30000.0,378686.0,327773.0,19679.0,-175065.0,-2320.0,1797584.0,-267387.0,2068417.0,621337.0,-1173927.0,299.0,-498469.0,-13286.0,185578.0,-2320.0,-270833.0,-659377.0,1017834.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0233,1630524923,-0.005000001,0.028,0.028,0.0233,145701,0,PREDICTIV AI INC,PRE,us_market,-17.667849,0.0233 - 0.028,0.0283,finmb_3156611,Other OTC,Predictiv AI Inc.,CAD,23368,51251,0.008199999,0.5430463,0.0151 - 0.25,-0.22670001,-0.90680003,1598918400,0.0151,0.25,-0.33515635,0.08225169,-0.05895169,-0.71672314,-0.095,-0.026,0.035045832,-0.011745833,1889287,-0.8961538,15,America/New_York,EDT,-14400000,False,False,6.1,,,0.25,0.0151,0.035,0.0823,23.37k,51.25k,78.47M,,88.08M,3.44%,0.00%,,,,,,,,,,,0.00%,"Aug 31, 2020",,,,"Jan 30, 2021","Apr 29, 2021",0.00%,"-8,782.57%",-225.28%,,35.09k,0.00,-79.60%,-52.9k,-3.08M,-6.65M,-0.0950,,233.23k,0,40k,,0.87,-0.03,-1.48M,-981.77k,Value,M5S 1S4,Technology,"Predictiv AI Inc. provides software and solutions in the artificial intelligence and industrial internet of things markets in the United States, Europe, and Canada. It offers real-time advanced artificial intelligence based predictive road condition weather analytics for government, insurance, agriculture, public safety, fleet management, and outdoor event industries. Predictiv AI Inc. has a collaboration with the Waterloo Artificial Intelligence Institute at the University of Waterloo to pursue various innovations. The company was formerly known as Internet of Things Inc. and changed its name to Predictiv AI Inc. in August 2020. Predictiv AI Inc. is headquartered in Toronto, Canada.",Toronto,416 677 9277,ON,1609372800,Canada,http://www.predictiv.ai,86400,151 Bloor Street West,Software—Infrastructure,Suite 609
t-3,INOTF,-379814.0,78473000,90917.0,,-400835,,-400835,242446,-9307,-383498,-383498,,-18040.0,,,,0,14131,397629,23438,-17337,,-400835,-400835,,981363.0,-20626.0,960737.0,11867932.0,-15762792.0,14969.0,3874234.0,,156367.0,966394.0,3874234.0,5230.0,596319.0,,65634.0,,322318.0,359188.0,,44738.0,-2320.0,240833.0,-151510.0,120000.0,-222321.0,-463154.0,293.0,-498469.0,3625.0,9121.0,-2320.0,120833.0,-659377.0,-370075.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0233,1630524923,-0.005000001,0.028,0.028,0.0233,145701,0,PREDICTIV AI INC,PRE,us_market,-17.667849,0.0233 - 0.028,0.0283,finmb_3156611,Other OTC,Predictiv AI Inc.,CAD,23368,51251,0.008199999,0.5430463,0.0151 - 0.25,-0.22670001,-0.90680003,1598918400,0.0151,0.25,-0.33515635,0.08225169,-0.05895169,-0.71672314,-0.095,-0.026,0.035045832,-0.011745833,1889287,-0.8961538,15,America/New_York,EDT,-14400000,False,False,6.1,,,0.25,0.0151,0.035,0.0823,23.37k,51.25k,78.47M,,88.08M,3.44%,0.00%,,,,,,,,,,,0.00%,"Aug 31, 2020",,,,"Jan 30, 2021","Apr 29, 2021",0.00%,"-8,782.57%",-225.28%,,35.09k,0.00,-79.60%,-52.9k,-3.08M,-6.65M,-0.0950,,233.23k,0,40k,,0.87,-0.03,-1.48M,-981.77k,Value,M5S 1S4,Technology,"Predictiv AI Inc. provides software and solutions in the artificial intelligence and industrial internet of things markets in the United States, Europe, and Canada. It offers real-time advanced artificial intelligence based predictive road condition weather analytics for government, insurance, agriculture, public safety, fleet management, and outdoor event industries. Predictiv AI Inc. has a collaboration with the Waterloo Artificial Intelligence Institute at the University of Waterloo to pursue various innovations. The company was formerly known as Internet of Things Inc. and changed its name to Predictiv AI Inc. in August 2020. Predictiv AI Inc. is headquartered in Toronto, Canada.",Toronto,416 677 9277,ON,1609372800,Canada,http://www.predictiv.ai,86400,151 Bloor Street West,Software—Infrastructure,Suite 609
