Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,shortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Mar 13, 2008) 4","Short Ratio (Mar 13, 2008) 4","Short % of Float (Mar 13, 2008) 4","Short % of Shares Outstanding (Mar 13, 2008) 4","Shares Short (prior month Feb 14, 2008) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,fax,industry,address2
t0,EVCI,-3319715,0,,,-5748389,,-5748389,13024869,7187378,-5837491,-5837491,,-1494650,,,,0,12889237,18726728,5701859,89102,,-5748389,-5748389,11303892,61921301,44891198,13304298,2329000,21091784,58195496,1569,285655,-48618572,1515951,5320121,9390040,1741544,38584361,5557500,2387855,5294772,26886671,23516221,4748864,10133628,12439450.0,-379518.0,66289.0,-847350.0,148284.0,635910.0,1862778.0,969726.0,-123286.0,-7333487.0,-913639.0,1438401.0,-256232.0,,,-11697690,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,2.579,0.30200833,0.017991662,0.059573397,0.24516036,0.07483964,0.3052681,165105,0.1240791,15,America/New_York,EDT,-14400000,False,False,0.32,1630505707,0.0,0.32,0.32,0.32,250,REGULAR,PNK,4,0.0,0.32 - 0.32,0.32,0.0,0.0,0,0,finmb_397476,Other OTC,EVCI Career Colleges Holding Corp.,USD,16665,5435,0.3078,25.229507,0.0122 - 0.5,-0.18,-0.36,0.0122,0.5,-2.283,0,EVCI CAREER COLLEGES INCORPORAT,3.66,,,0.5,0.0122,0.302,0.2452,16.66k,5.43k,,,,0.00%,0.00%,4.69k,0.21,0.11%,0.09%,22.19k,,1.40%,,,,0.00%,,,1:3,"Aug 27, 2007","Dec 30, 2006","Sep 29, 2007",-15.94%,-8.35%,-5.78%,-75.44%,64.96M,14.32,4.90%,41.68M,-1.95M,-10.36M,-2.2830,,1.74M,0.34,12.15M,91.32,0.70,2.58,-3.2M,-446.54k,Value,10701,Consumer Defensive,483,"EVCI Career Colleges Holding Corp., through its subsidiaries, provides on-campus career college education in the United States. The company, through its subsidiary, Technical Career Institutes, Inc., offers college degree programs leading to the associate in applied sciences degree, as well as certain certificate programs. Its other subsidiary, Interboro Institute, Inc., provides college degree programs leading to the associate in occupational studies degree and associate in applied sciences degree. EVCI Career Colleges Holding Corp., through its subsidiary, Pennsylvania School of Business, Inc., offers two associate in specialized business degree programs and two diploma programs in information technology, as well as three business diploma programs. The company was founded in 1997 and is based in Yonkers, New York. On November 13, 2017, EVCI Career Colleges Holding Corp. filed a voluntary petition for liquidation under Chapter 7 in the US Bankruptcy Court for the Southern District of New York.",Yonkers,914-623-0700,NY,1167523200,United States,86400,1 Van Der Donck Street,914-964-8222,Education & Training Services,2nd Floor
t-1,EVCI,963616,0,,,-3421363,,-3421363,10854002,8424374,-2429628,-2429628,,-1008294,,,,0,14668629,17098257,6244255,-991735,,-3421363,-3421363,11522256,60674634,34101046,17805993,1448000,8499174,51907039,1542,234448,-42870183,2836281,5320121,9485174,1105634,27000772,5557500,3129964,5463892,20115596,17045635,4196370,10286786,2317888.0,347032.0,3633244.0,2798753.0,284505.0,-754305.0,-3900090.0,660248.0,206249.0,-4412681.0,-2198115.0,671313.0,140783.0,1363624.0,,-6885176,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,2.579,0.30200833,0.017991662,0.059573397,0.24516036,0.07483964,0.3052681,165105,0.1240791,15,America/New_York,EDT,-14400000,False,False,0.32,1630505707,0.0,0.32,0.32,0.32,250,REGULAR,PNK,4,0.0,0.32 - 0.32,0.32,0.0,0.0,0,0,finmb_397476,Other OTC,EVCI Career Colleges Holding Corp.,USD,16665,5435,0.3078,25.229507,0.0122 - 0.5,-0.18,-0.36,0.0122,0.5,-2.283,0,EVCI CAREER COLLEGES INCORPORAT,3.66,,,0.5,0.0122,0.302,0.2452,16.66k,5.43k,,,,0.00%,0.00%,4.69k,0.21,0.11%,0.09%,22.19k,,1.40%,,,,0.00%,,,1:3,"Aug 27, 2007","Dec 30, 2006","Sep 29, 2007",-15.94%,-8.35%,-5.78%,-75.44%,64.96M,14.32,4.90%,41.68M,-1.95M,-10.36M,-2.2830,,1.74M,0.34,12.15M,91.32,0.70,2.58,-3.2M,-446.54k,Value,10701,Consumer Defensive,483,"EVCI Career Colleges Holding Corp., through its subsidiaries, provides on-campus career college education in the United States. The company, through its subsidiary, Technical Career Institutes, Inc., offers college degree programs leading to the associate in applied sciences degree, as well as certain certificate programs. Its other subsidiary, Interboro Institute, Inc., provides college degree programs leading to the associate in occupational studies degree and associate in applied sciences degree. EVCI Career Colleges Holding Corp., through its subsidiary, Pennsylvania School of Business, Inc., offers two associate in specialized business degree programs and two diploma programs in information technology, as well as three business diploma programs. The company was founded in 1997 and is based in Yonkers, New York. On November 13, 2017, EVCI Career Colleges Holding Corp. filed a voluntary petition for liquidation under Chapter 7 in the US Bankruptcy Court for the Southern District of New York.",Yonkers,914-623-0700,NY,1167523200,United States,86400,1 Van Der Donck Street,914-964-8222,Education & Training Services,2nd Floor
t-2,EVCI,-3694928,0,,,-238239,,-238239,11839309,12202816,363507,363507,,-617533,,,,0,17929062,17565555,5726246,-601746,,-238239,-238239,11740621,52813344,33538792,13365814,1095000,6501901,46904606,1290,234448,-39448820,2883524,5320121,7974182,1859939,21568513,5557500,2545504,5852141,16017541,12994984,8989416,9966171,5819190.0,-103794.0,-776168.0,-776168.0,737343.0,-291299.0,588663.0,1035114.0,193515.0,-7878756.0,-2198115.0,1018473.0,-297309.0,1363624.0,,-5550972,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,2.579,0.30200833,0.017991662,0.059573397,0.24516036,0.07483964,0.3052681,165105,0.1240791,15,America/New_York,EDT,-14400000,False,False,0.32,1630505707,0.0,0.32,0.32,0.32,250,REGULAR,PNK,4,0.0,0.32 - 0.32,0.32,0.0,0.0,0,0,finmb_397476,Other OTC,EVCI Career Colleges Holding Corp.,USD,16665,5435,0.3078,25.229507,0.0122 - 0.5,-0.18,-0.36,0.0122,0.5,-2.283,0,EVCI CAREER COLLEGES INCORPORAT,3.66,,,0.5,0.0122,0.302,0.2452,16.66k,5.43k,,,,0.00%,0.00%,4.69k,0.21,0.11%,0.09%,22.19k,,1.40%,,,,0.00%,,,1:3,"Aug 27, 2007","Dec 30, 2006","Sep 29, 2007",-15.94%,-8.35%,-5.78%,-75.44%,64.96M,14.32,4.90%,41.68M,-1.95M,-10.36M,-2.2830,,1.74M,0.34,12.15M,91.32,0.70,2.58,-3.2M,-446.54k,Value,10701,Consumer Defensive,483,"EVCI Career Colleges Holding Corp., through its subsidiaries, provides on-campus career college education in the United States. The company, through its subsidiary, Technical Career Institutes, Inc., offers college degree programs leading to the associate in applied sciences degree, as well as certain certificate programs. Its other subsidiary, Interboro Institute, Inc., provides college degree programs leading to the associate in occupational studies degree and associate in applied sciences degree. EVCI Career Colleges Holding Corp., through its subsidiary, Pennsylvania School of Business, Inc., offers two associate in specialized business degree programs and two diploma programs in information technology, as well as three business diploma programs. The company was founded in 1997 and is based in Yonkers, New York. On November 13, 2017, EVCI Career Colleges Holding Corp. filed a voluntary petition for liquidation under Chapter 7 in the US Bankruptcy Court for the Southern District of New York.",Yonkers,914-623-0700,NY,1167523200,United States,86400,1 Van Der Donck Street,914-964-8222,Education & Training Services,2nd Floor
t-3,EVCI,-3810643,0,,,-949254,,-949254,11517784,13995594,2477810,2477810,,-518917,,,,0,19472221,16994411,5476627,-3427064,,-949254,-949254,11958985,52677754,28215834,13468463,435145,1316201,41684297,1290,329986,-39210581,2743671,5320121,8333491,2151238,15658846,5557500,2386232,6061555,10010145,6816240,9677697,2989500,-18658077.0,1122692.0,-1148017.0,-1148019.0,1515647.0,-1775438.0,-1750111.0,809346.0,8213.0,14815208.0,-2198115.0,717823.0,1114479.0,1363624.0,-2.0,-5648701,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,2.579,0.30200833,0.017991662,0.059573397,0.24516036,0.07483964,0.3052681,165105,0.1240791,15,America/New_York,EDT,-14400000,False,False,0.32,1630505707,0.0,0.32,0.32,0.32,250,REGULAR,PNK,4,0.0,0.32 - 0.32,0.32,0.0,0.0,0,0,finmb_397476,Other OTC,EVCI Career Colleges Holding Corp.,USD,16665,5435,0.3078,25.229507,0.0122 - 0.5,-0.18,-0.36,0.0122,0.5,-2.283,0,EVCI CAREER COLLEGES INCORPORAT,3.66,,,0.5,0.0122,0.302,0.2452,16.66k,5.43k,,,,0.00%,0.00%,4.69k,0.21,0.11%,0.09%,22.19k,,1.40%,,,,0.00%,,,1:3,"Aug 27, 2007","Dec 30, 2006","Sep 29, 2007",-15.94%,-8.35%,-5.78%,-75.44%,64.96M,14.32,4.90%,41.68M,-1.95M,-10.36M,-2.2830,,1.74M,0.34,12.15M,91.32,0.70,2.58,-3.2M,-446.54k,Value,10701,Consumer Defensive,483,"EVCI Career Colleges Holding Corp., through its subsidiaries, provides on-campus career college education in the United States. The company, through its subsidiary, Technical Career Institutes, Inc., offers college degree programs leading to the associate in applied sciences degree, as well as certain certificate programs. Its other subsidiary, Interboro Institute, Inc., provides college degree programs leading to the associate in occupational studies degree and associate in applied sciences degree. EVCI Career Colleges Holding Corp., through its subsidiary, Pennsylvania School of Business, Inc., offers two associate in specialized business degree programs and two diploma programs in information technology, as well as three business diploma programs. The company was founded in 1997 and is based in Yonkers, New York. On November 13, 2017, EVCI Career Colleges Holding Corp. filed a voluntary petition for liquidation under Chapter 7 in the US Bankruptcy Court for the Southern District of New York.",Yonkers,914-623-0700,NY,1167523200,United States,86400,1 Van Der Donck Street,914-964-8222,Education & Training Services,2nd Floor
