Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,investments,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,GMVHY,-2137300000,585484032,,,,52300000,0,,0,0,,,,,,,0,0,0,0,0,,,,2105400000,1206600000,4188200000,3029200000,779700000,7269700000,4800000,199100000,-901300000,360500000,3061100000,2719100000,197800000,706700000,1493800000,129800000,40200000,2719100000,470200000,1395200000,40000000,413300000,2085700000,47100000,0.0,,,,,,,,,,,,,,,-98600000,en-US,US,EQUITY,False,Delayed Quote,4.001505,26.9501 - 27.68,26.615,finmb_13759215,Other OTC,Entain Plc,GBP,50275,11900,18.076,1.8821324,9.604 - 27.68,0.0,0.0,9.604,27.68,-14400000,False,False,USD,PREPRE,25.787228,1.8927727,0.07339962,23.432493,4.247507,0.1812657,16289155072,15,America/New_York,EDT,ENTAIN PLC UNSPON ADS ECH REP 1,27.68,1630525597,1.0650005,27.0,27.68,26.9501,17120,0,PNK,2,us_market,1.21,,,27.68,9.6,25.79,23.43,50.27k,11.9k,585.48M,,581.58M,0.00%,0.03%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",1.62%,7.94%,2.48%,3.83%,3.56B,6.10,,3.01B,653.8M,92.2M,,,706.7M,1.21,2.46B,79.96,0.93,,710.3M,585.28M,Value,IM1 1JB,Consumer Cyclical,13849,3,10,"Entain PLC, together with its subsidiaries, operates as a sports-betting and gaming company in the United Kingdom and internationally. It operates through Online, UK Retail, European Retail, and Other segments. The company provides online betting, casino, poker, and bingo services through mobile and web under the Bwin brand; online and multi-channel betting services under the Ladbrokes brand; street and online betting under the Coral brand; sports betting, casinos, games, and poker under the Sportingbet brand; online bingo, sportsbook, casino, and poker access under the Betboo brand; peer-to-peer sports betting exchange under the Betdaq brand; Gamebookers, a full-service sportsbook; and sports betting, poker, and casino games under the Crystalbet brand. It also offers software and technology for race books and sportsbook under the Stadium brand; online sports betting, casino, and gaming products under the Eurobet brand; sports action and horse racing under the Neds brand; partypoker, which operates online poker services; PartyCasino that provides online casino services; online bingo under the Gala Bingo; casino and live casino under the Gala Casino brands; and Gala Spins, a gaming application. In addition, the company provides Foxy Bingo that provides online bingo services; Foxy Games, which offers slot games, jackpots, and various table games; casino and live casino games under the Casino Las Vegas brand; and playtech casino under the Casino King brand; and Danske Spil that provides online gaming services. Further, it operates an online casino website for German-speaking markets under the CasinoClub brand; Gioco Digitale, a gaming site; and Cheeky Bingo, a bingo platform. Additionally, the company offers InterTrader, which provides market financial derivatives, such as spread betting; PMU that offers online poker services; betting in the shop estates; and telephone betting services. The company was formerly known as GVC Holdings PLC and changed its name to Entain PLC in December 2020. Entain PLC was founded in 2004 and is headquartered in London, the United Kingdom.",London,44 350 2007 8700,1,1609372800,1622505600,4,United Kingdom,http://entaingroup.com,86400,7,One New Change,Resorts & Casinos
t-1,GMVHY,-2137300000,585484032,,,,52300000,0,,0,0,,,,,,,0,0,0,0,0,,,,2105400000,1206600000,4188200000,3029200000,779700000,7269700000,4800000,199100000,-901300000,360500000,3061100000,2719100000,197800000,706700000,1493800000,129800000,40200000,2719100000,470200000,1395200000,40000000,413300000,2085700000,47100000,0.0,,,,,,,,,,,,,,,-98600000,en-US,US,EQUITY,False,Delayed Quote,4.001505,26.9501 - 27.68,26.615,finmb_13759215,Other OTC,Entain Plc,GBP,50275,11900,18.076,1.8821324,9.604 - 27.68,0.0,0.0,9.604,27.68,-14400000,False,False,USD,PREPRE,25.787228,1.8927727,0.07339962,23.432493,4.247507,0.1812657,16289155072,15,America/New_York,EDT,ENTAIN PLC UNSPON ADS ECH REP 1,27.68,1630525597,1.0650005,27.0,27.68,26.9501,17120,0,PNK,2,us_market,1.21,,,27.68,9.6,25.79,23.43,50.27k,11.9k,585.48M,,581.58M,0.00%,0.03%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",1.62%,7.94%,2.48%,3.83%,3.56B,6.10,,3.01B,653.8M,92.2M,,,706.7M,1.21,2.46B,79.96,0.93,,710.3M,585.28M,Value,IM1 1JB,Consumer Cyclical,13849,3,10,"Entain PLC, together with its subsidiaries, operates as a sports-betting and gaming company in the United Kingdom and internationally. It operates through Online, UK Retail, European Retail, and Other segments. The company provides online betting, casino, poker, and bingo services through mobile and web under the Bwin brand; online and multi-channel betting services under the Ladbrokes brand; street and online betting under the Coral brand; sports betting, casinos, games, and poker under the Sportingbet brand; online bingo, sportsbook, casino, and poker access under the Betboo brand; peer-to-peer sports betting exchange under the Betdaq brand; Gamebookers, a full-service sportsbook; and sports betting, poker, and casino games under the Crystalbet brand. It also offers software and technology for race books and sportsbook under the Stadium brand; online sports betting, casino, and gaming products under the Eurobet brand; sports action and horse racing under the Neds brand; partypoker, which operates online poker services; PartyCasino that provides online casino services; online bingo under the Gala Bingo; casino and live casino under the Gala Casino brands; and Gala Spins, a gaming application. In addition, the company provides Foxy Bingo that provides online bingo services; Foxy Games, which offers slot games, jackpots, and various table games; casino and live casino games under the Casino Las Vegas brand; and playtech casino under the Casino King brand; and Danske Spil that provides online gaming services. Further, it operates an online casino website for German-speaking markets under the CasinoClub brand; Gioco Digitale, a gaming site; and Cheeky Bingo, a bingo platform. Additionally, the company offers InterTrader, which provides market financial derivatives, such as spread betting; PMU that offers online poker services; betting in the shop estates; and telephone betting services. The company was formerly known as GVC Holdings PLC and changed its name to Entain PLC in December 2020. Entain PLC was founded in 2004 and is headquartered in London, the United Kingdom.",London,44 350 2007 8700,1,1609372800,1622505600,4,United Kingdom,http://entaingroup.com,86400,7,One New Change,Resorts & Casinos
t-2,GMVHY,-2375300000,585484032,,,12400000.0,43700000,-2900000,474200000.0,515850000,41650000,41650000.0,,-18700000.0,,,,11350000,791250000,749600000,275400000,-29250000,,1050000.0,-2900000.0,2282900000,1201500000,4339300000,2992200000,630000000,7375200000,4800000,28000000,-965500000,414600000,3084600000,2751400000,184700000,469400000,1476300000,103900000,26100000,2751400000,447100000,1320400000,55500000,823000000,2172900000,754500000,46250000.0,-11650000.0,-49650000.0,-41150000.0,-36300000.0,3500000.0,1750000.0,39650000.0,-600000.0,126200000.0,135300000.0,-146850000.0,3100000.0,90900000.0,-15000000.0,-155900000,en-US,US,EQUITY,False,Delayed Quote,4.001505,26.9501 - 27.68,26.615,finmb_13759215,Other OTC,Entain Plc,GBP,50275,11900,18.076,1.8821324,9.604 - 27.68,0.0,0.0,9.604,27.68,-14400000,False,False,USD,PREPRE,25.787228,1.8927727,0.07339962,23.432493,4.247507,0.1812657,16289155072,15,America/New_York,EDT,ENTAIN PLC UNSPON ADS ECH REP 1,27.68,1630525597,1.0650005,27.0,27.68,26.9501,17120,0,PNK,2,us_market,1.21,,,27.68,9.6,25.79,23.43,50.27k,11.9k,585.48M,,581.58M,0.00%,0.03%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",1.62%,7.94%,2.48%,3.83%,3.56B,6.10,,3.01B,653.8M,92.2M,,,706.7M,1.21,2.46B,79.96,0.93,,710.3M,585.28M,Value,IM1 1JB,Consumer Cyclical,13849,3,10,"Entain PLC, together with its subsidiaries, operates as a sports-betting and gaming company in the United Kingdom and internationally. It operates through Online, UK Retail, European Retail, and Other segments. The company provides online betting, casino, poker, and bingo services through mobile and web under the Bwin brand; online and multi-channel betting services under the Ladbrokes brand; street and online betting under the Coral brand; sports betting, casinos, games, and poker under the Sportingbet brand; online bingo, sportsbook, casino, and poker access under the Betboo brand; peer-to-peer sports betting exchange under the Betdaq brand; Gamebookers, a full-service sportsbook; and sports betting, poker, and casino games under the Crystalbet brand. It also offers software and technology for race books and sportsbook under the Stadium brand; online sports betting, casino, and gaming products under the Eurobet brand; sports action and horse racing under the Neds brand; partypoker, which operates online poker services; PartyCasino that provides online casino services; online bingo under the Gala Bingo; casino and live casino under the Gala Casino brands; and Gala Spins, a gaming application. In addition, the company provides Foxy Bingo that provides online bingo services; Foxy Games, which offers slot games, jackpots, and various table games; casino and live casino games under the Casino Las Vegas brand; and playtech casino under the Casino King brand; and Danske Spil that provides online gaming services. Further, it operates an online casino website for German-speaking markets under the CasinoClub brand; Gioco Digitale, a gaming site; and Cheeky Bingo, a bingo platform. Additionally, the company offers InterTrader, which provides market financial derivatives, such as spread betting; PMU that offers online poker services; betting in the shop estates; and telephone betting services. The company was formerly known as GVC Holdings PLC and changed its name to Entain PLC in December 2020. Entain PLC was founded in 2004 and is headquartered in London, the United Kingdom.",London,44 350 2007 8700,1,1609372800,1622505600,4,United Kingdom,http://entaingroup.com,86400,7,One New Change,Resorts & Casinos
t-3,GMVHY,-2375300000,585484032,,,12400000.0,43700000,-2900000,474200000.0,515850000,41650000,41650000.0,,-18700000.0,,,,11350000,791250000,749600000,275400000,-29250000,,1050000.0,-2900000.0,2282900000,1201500000,4339300000,2992200000,630000000,7375200000,4800000,28000000,-965500000,414600000,3084600000,2751400000,184700000,469400000,1476300000,103900000,26100000,2751400000,447100000,1320400000,55500000,823000000,2172900000,754500000,46250000.0,-11650000.0,-49650000.0,-41150000.0,-36300000.0,3500000.0,1750000.0,39650000.0,-600000.0,126200000.0,135300000.0,-146850000.0,3100000.0,90900000.0,-15000000.0,-155900000,en-US,US,EQUITY,False,Delayed Quote,4.001505,26.9501 - 27.68,26.615,finmb_13759215,Other OTC,Entain Plc,GBP,50275,11900,18.076,1.8821324,9.604 - 27.68,0.0,0.0,9.604,27.68,-14400000,False,False,USD,PREPRE,25.787228,1.8927727,0.07339962,23.432493,4.247507,0.1812657,16289155072,15,America/New_York,EDT,ENTAIN PLC UNSPON ADS ECH REP 1,27.68,1630525597,1.0650005,27.0,27.68,26.9501,17120,0,PNK,2,us_market,1.21,,,27.68,9.6,25.79,23.43,50.27k,11.9k,585.48M,,581.58M,0.00%,0.03%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",1.62%,7.94%,2.48%,3.83%,3.56B,6.10,,3.01B,653.8M,92.2M,,,706.7M,1.21,2.46B,79.96,0.93,,710.3M,585.28M,Value,IM1 1JB,Consumer Cyclical,13849,3,10,"Entain PLC, together with its subsidiaries, operates as a sports-betting and gaming company in the United Kingdom and internationally. It operates through Online, UK Retail, European Retail, and Other segments. The company provides online betting, casino, poker, and bingo services through mobile and web under the Bwin brand; online and multi-channel betting services under the Ladbrokes brand; street and online betting under the Coral brand; sports betting, casinos, games, and poker under the Sportingbet brand; online bingo, sportsbook, casino, and poker access under the Betboo brand; peer-to-peer sports betting exchange under the Betdaq brand; Gamebookers, a full-service sportsbook; and sports betting, poker, and casino games under the Crystalbet brand. It also offers software and technology for race books and sportsbook under the Stadium brand; online sports betting, casino, and gaming products under the Eurobet brand; sports action and horse racing under the Neds brand; partypoker, which operates online poker services; PartyCasino that provides online casino services; online bingo under the Gala Bingo; casino and live casino under the Gala Casino brands; and Gala Spins, a gaming application. In addition, the company provides Foxy Bingo that provides online bingo services; Foxy Games, which offers slot games, jackpots, and various table games; casino and live casino games under the Casino Las Vegas brand; and playtech casino under the Casino King brand; and Danske Spil that provides online gaming services. Further, it operates an online casino website for German-speaking markets under the CasinoClub brand; Gioco Digitale, a gaming site; and Cheeky Bingo, a bingo platform. Additionally, the company offers InterTrader, which provides market financial derivatives, such as spread betting; PMU that offers online poker services; betting in the shop estates; and telephone betting services. The company was formerly known as GVC Holdings PLC and changed its name to Entain PLC in December 2020. Entain PLC was founded in 2004 and is headquartered in London, the United Kingdom.",London,44 350 2007 8700,1,1609372800,1622505600,4,United Kingdom,http://entaingroup.com,86400,7,One New Change,Resorts & Casinos
