Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,intangibleAssets,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,ERDCF,41382982.0,268550016,,,-617084,,-617084,394604,0,-628847,-628847,,-1866,,,,0,0,628847,0,11763,,-617084,-617084,26013522.0,1070996.0,41382982.0,42453978.0,136650386.0,-118090249.0,-3190677.0,10057045.0,992591.0,-3190677.0,31783997.0,10669981.0,8666.0,964209.0,,,0.0,-2296020.0,-6765.0,23235.0,68613.0,30000.0,-2743683.0,-3607.0,-467291.0,16654.0,21073.0,64526.0,-2317093.0,,9677390.0,en-US,US,EQUITY,False,Delayed Quote,USD,ERDENE RESOURCE DEVELOPMENT COR,0.02339595,85855440,2.075974,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.3197,1630508560,2.1010637e-05,0.34,0.34,0.31645,157571,PNK,us_market,0.0065724174,0.31645 - 0.34,0.319679,finmb_8572775,Other OTC,Erdene Resource Development Corporation,CAD,43140,65983,0.059700012,0.22961544,0.26 - 0.42,-0.100299984,-0.2388095,0.26,0.42,1621249140,1621249140,1621249140,-0.044,0.154,0.32472223,-0.0050222278,-0.015466227,0.3123913,0.0073086917,1.36,,,0.42,0.26,0.3247,0.3124,43.14k,65.98k,268.55M,,190.21M,18.19%,13.97%,,,,,,,,,,,0.00%,,,1:2,"Nov 08, 2012","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.90%,-41.34%,,,,,-3.3M,-12.69M,-0.0440,,10.06M,0.04,106.79k,0.26,10.75,0.15,-2.18M,-11.6M,Value,B3A 4S5,Basic Materials,"Erdene Resource Development Corporation focuses in the acquisition, exploration, and development of precious and base mineral deposits in Mongolia. It explores for copper, molybdenum, gold, silver, lead, and zinc deposits. The company principally holds a 100% interest in the Bayan Khundii Gold Project comprising 2,309 hectares located in the Bayankhongor province in Mongolia. It also holds interests in three mining licenses and two exploration licenses located in southwest Mongolia. The company was formerly known as Erdene Gold Inc. and changed its name to Erdene Resource Development Corporation in May 2008. Erdene Resource Development Corporation was incorporated in 2000 and is based in Dartmouth, Canada.",Dartmouth,902 423 6419,NS,1609372800,Canada,http://www.erdene.com,86400,Metropolitan Place,902 423 6432,Other Industrial Metals & Mining,Suite 1480 99 Wyse Road
t-1,ERDCF,42093229.0,268550016,,,-1525044,,-1525044,272972,0,-547360,-547360,,-49664,,,,0,0,547360,0,-977684,,-1525044,-1525044,25937667.0,695908.0,42117922.0,42813830.0,136618086.0,-117473165.0,-2964666.0,12800728.0,610209.0,-2964666.0,29686586.0,13102551.0,89344.0,582356.0,24693.0,,0.0,-2859990.0,-6631.0,-511789.0,-555566.0,1168766.0,-4407087.0,-27134.0,-1008174.0,15851.0,26579.0,1056585.0,-2874999.0,-1673924.0,12492342.0,en-US,US,EQUITY,False,Delayed Quote,USD,ERDENE RESOURCE DEVELOPMENT COR,0.02339595,85855440,2.075974,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.3197,1630508560,2.1010637e-05,0.34,0.34,0.31645,157571,PNK,us_market,0.0065724174,0.31645 - 0.34,0.319679,finmb_8572775,Other OTC,Erdene Resource Development Corporation,CAD,43140,65983,0.059700012,0.22961544,0.26 - 0.42,-0.100299984,-0.2388095,0.26,0.42,1621249140,1621249140,1621249140,-0.044,0.154,0.32472223,-0.0050222278,-0.015466227,0.3123913,0.0073086917,1.36,,,0.42,0.26,0.3247,0.3124,43.14k,65.98k,268.55M,,190.21M,18.19%,13.97%,,,,,,,,,,,0.00%,,,1:2,"Nov 08, 2012","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.90%,-41.34%,,,,,-3.3M,-12.69M,-0.0440,,10.06M,0.04,106.79k,0.26,10.75,0.15,-2.18M,-11.6M,Value,B3A 4S5,Basic Materials,"Erdene Resource Development Corporation focuses in the acquisition, exploration, and development of precious and base mineral deposits in Mongolia. It explores for copper, molybdenum, gold, silver, lead, and zinc deposits. The company principally holds a 100% interest in the Bayan Khundii Gold Project comprising 2,309 hectares located in the Bayankhongor province in Mongolia. It also holds interests in three mining licenses and two exploration licenses located in southwest Mongolia. The company was formerly known as Erdene Gold Inc. and changed its name to Erdene Resource Development Corporation in May 2008. Erdene Resource Development Corporation was incorporated in 2000 and is based in Dartmouth, Canada.",Dartmouth,902 423 6419,NS,1609372800,Canada,http://www.erdene.com,86400,Metropolitan Place,902 423 6432,Other Industrial Metals & Mining,Suite 1480 99 Wyse Road
t-2,ERDCF,28340928.0,268550016,,,-3871340,,-3871340,869876,0,-1657058,-1657058,,-498035,,,,0,0,1657058,0,-2214282,,-3871340,-3871340,25914848.0,16577175.0,28340928.0,44918103.0,120687927.0,-115948121.0,-2313726.0,17207815.0,1067160.0,-2313726.0,27498032.0,17420071.0,132942.0,1039836.0,,15417155.0,0.0,-2902172.0,-6492.0,18996540.0,-82814.0,19003032.0,15292462.0,-5547.0,-796359.0,12571.0,18940.0,3145224.0,-2932682.0,-1673924.0,16352911.0,en-US,US,EQUITY,False,Delayed Quote,USD,ERDENE RESOURCE DEVELOPMENT COR,0.02339595,85855440,2.075974,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.3197,1630508560,2.1010637e-05,0.34,0.34,0.31645,157571,PNK,us_market,0.0065724174,0.31645 - 0.34,0.319679,finmb_8572775,Other OTC,Erdene Resource Development Corporation,CAD,43140,65983,0.059700012,0.22961544,0.26 - 0.42,-0.100299984,-0.2388095,0.26,0.42,1621249140,1621249140,1621249140,-0.044,0.154,0.32472223,-0.0050222278,-0.015466227,0.3123913,0.0073086917,1.36,,,0.42,0.26,0.3247,0.3124,43.14k,65.98k,268.55M,,190.21M,18.19%,13.97%,,,,,,,,,,,0.00%,,,1:2,"Nov 08, 2012","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.90%,-41.34%,,,,,-3.3M,-12.69M,-0.0440,,10.06M,0.04,106.79k,0.26,10.75,0.15,-2.18M,-11.6M,Value,B3A 4S5,Basic Materials,"Erdene Resource Development Corporation focuses in the acquisition, exploration, and development of precious and base mineral deposits in Mongolia. It explores for copper, molybdenum, gold, silver, lead, and zinc deposits. The company principally holds a 100% interest in the Bayan Khundii Gold Project comprising 2,309 hectares located in the Bayankhongor province in Mongolia. It also holds interests in three mining licenses and two exploration licenses located in southwest Mongolia. The company was formerly known as Erdene Gold Inc. and changed its name to Erdene Resource Development Corporation in May 2008. Erdene Resource Development Corporation was incorporated in 2000 and is based in Dartmouth, Canada.",Dartmouth,902 423 6419,NS,1609372800,Canada,http://www.erdene.com,86400,Metropolitan Place,902 423 6432,Other Industrial Metals & Mining,Suite 1480 99 Wyse Road
t-3,ERDCF,12757767.0,268550016,,,-6677985,,-6677985,351984,0,-486030,-486030,,-502991,,,,0,0,486030,0,-6191955,,-6677985,-6677985,16804518.0,14397565.0,12757767.0,27155332.0,109862154.0,-112076782.0,-1832123.0,1915353.0,1112225.0,-1832123.0,25070849.0,2084483.0,118414.0,1085439.0,,13185450.0,0.0,-1903514.0,-6353.0,166147.0,438243.0,172500.0,-1761896.0,-120593.0,96064.0,12945.0,343.0,6322861.0,-1903857.0,-1673924.0,972258.0,en-US,US,EQUITY,False,Delayed Quote,USD,ERDENE RESOURCE DEVELOPMENT COR,0.02339595,85855440,2.075974,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.3197,1630508560,2.1010637e-05,0.34,0.34,0.31645,157571,PNK,us_market,0.0065724174,0.31645 - 0.34,0.319679,finmb_8572775,Other OTC,Erdene Resource Development Corporation,CAD,43140,65983,0.059700012,0.22961544,0.26 - 0.42,-0.100299984,-0.2388095,0.26,0.42,1621249140,1621249140,1621249140,-0.044,0.154,0.32472223,-0.0050222278,-0.015466227,0.3123913,0.0073086917,1.36,,,0.42,0.26,0.3247,0.3124,43.14k,65.98k,268.55M,,190.21M,18.19%,13.97%,,,,,,,,,,,0.00%,,,1:2,"Nov 08, 2012","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.90%,-41.34%,,,,,-3.3M,-12.69M,-0.0440,,10.06M,0.04,106.79k,0.26,10.75,0.15,-2.18M,-11.6M,Value,B3A 4S5,Basic Materials,"Erdene Resource Development Corporation focuses in the acquisition, exploration, and development of precious and base mineral deposits in Mongolia. It explores for copper, molybdenum, gold, silver, lead, and zinc deposits. The company principally holds a 100% interest in the Bayan Khundii Gold Project comprising 2,309 hectares located in the Bayankhongor province in Mongolia. It also holds interests in three mining licenses and two exploration licenses located in southwest Mongolia. The company was formerly known as Erdene Gold Inc. and changed its name to Erdene Resource Development Corporation in May 2008. Erdene Resource Development Corporation was incorporated in 2000 and is based in Dartmouth, Canada.",Dartmouth,902 423 6419,NS,1609372800,Canada,http://www.erdene.com,86400,Metropolitan Place,902 423 6432,Other Industrial Metals & Mining,Suite 1480 99 Wyse Road
