Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToNetincome,capitalExpenditures,changeToOperatingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,gmtOffSetMilliseconds,esgPopulated,tradeable,market,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,priceHint,marketState,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FMZNF,22230123,134950000,,,-4666205,,-4666205,4504930,331036,-4684023,-4684023,-957522,-12535,,,,0,2194372,6878394,1863336,17818,,-4666205,-4666205,13120,10243213,22243243,3353267,32486456,82794879,23703,-72034626,2285664,11482990,25879861,7703719,11482990,2589853,29748381,135102,3205033,321312,1897404,0.0,-422976.0,-735877.0,12244246.0,12980123.0,10036334.0,-32487.0,-1752450.0,827786.0,2085969.0,-422976.0,,,,,22044662,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.505 - 0.505,0.505,finmb_374294576,Other OTC,Family Zone Cyber Safety Limited,AUD,511,0,-14400000,False,False,us_market,PNK,-0.036,0.058,0.3,0.20499998,0.6833333,0.33192593,0.17307407,0.52142376,91998880,8.706897,15,America/New_York,EDT,0.505,1629470823,0.0,0.505,0.505,0.505,1000,FAMILY ZONE CYBER SAFETY LTD,4,POST,0,0.475,15.833333,0.03 - 0.505,0.0,0.0,0.03,0.505,1.6,,,0.505,0.03,0.3,0.3319,511,,134.95M,,230.62M,29.39%,10.98%,,,,,,,,,,,,,,,,"Jun 29, 2020","Dec 30, 2020",-262.39%,-263.73%,-53.08%,-134.24%,7.11M,0.02,85.00%,2.84M,-15.59M,-18.65M,-0.0360,,25.88M,0.07,500.23k,2.25,3.86,0.06,-7.71M,-4.04M,Value,6000,,"Family Zone Cyber Safety Limited develops, markets, distributes, and sells cyber safety products and services in Australia, the United States, and New Zealand. The company offers Family Zone platform that delivers cyber safety settings, advice, and support to parents and schools across various networks and devices to keep children safe at home and school, as well as permits telecommunication service providers and device manufacturers to embed cyber safety practices into their offerings. It provides solutions for school homes and leaders, IT leaders, educators, residential managers, and pastoral care, as well as for hot spotting, VPNs, and mobiles. The company was incorporated in 2014 and is based in Perth, Australia.",Perth,1300 398 326,WA,1609372800,Australia,http://www.familyzone.com/anz/about-us,86400,Citibank House,,Level 17 37 St George Terrace
t-1,FMZNF,22230123,134950000,,,-4666205,,-4666205,4504930,331036,-4684023,-4684023,-957522,-12535,,,,0,2194372,6878394,1863336,17818,,-4666205,-4666205,13120,10243213,22243243,3353267,32486456,82794879,23703,-72034626,2285664,11482990,25879861,7703719,11482990,2589853,29748381,135102,3205033,321312,1897404,0.0,-422976.0,-735877.0,12244246.0,12980123.0,10036334.0,-32487.0,-1752450.0,827786.0,2085969.0,-422976.0,,,,,22044662,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.505 - 0.505,0.505,finmb_374294576,Other OTC,Family Zone Cyber Safety Limited,AUD,511,0,-14400000,False,False,us_market,PNK,-0.036,0.058,0.3,0.20499998,0.6833333,0.33192593,0.17307407,0.52142376,91998880,8.706897,15,America/New_York,EDT,0.505,1629470823,0.0,0.505,0.505,0.505,1000,FAMILY ZONE CYBER SAFETY LTD,4,POST,0,0.475,15.833333,0.03 - 0.505,0.0,0.0,0.03,0.505,1.6,,,0.505,0.03,0.3,0.3319,511,,134.95M,,230.62M,29.39%,10.98%,,,,,,,,,,,,,,,,"Jun 29, 2020","Dec 30, 2020",-262.39%,-263.73%,-53.08%,-134.24%,7.11M,0.02,85.00%,2.84M,-15.59M,-18.65M,-0.0360,,25.88M,0.07,500.23k,2.25,3.86,0.06,-7.71M,-4.04M,Value,6000,,"Family Zone Cyber Safety Limited develops, markets, distributes, and sells cyber safety products and services in Australia, the United States, and New Zealand. The company offers Family Zone platform that delivers cyber safety settings, advice, and support to parents and schools across various networks and devices to keep children safe at home and school, as well as permits telecommunication service providers and device manufacturers to embed cyber safety practices into their offerings. It provides solutions for school homes and leaders, IT leaders, educators, residential managers, and pastoral care, as well as for hot spotting, VPNs, and mobiles. The company was incorporated in 2014 and is based in Perth, Australia.",Perth,1300 398 326,WA,1609372800,Australia,http://www.familyzone.com/anz/about-us,86400,Citibank House,,Level 17 37 St George Terrace
t-2,FMZNF,3155469,134950000,,,-4657035,,-4657035,4133157,671818,-4215335,-4215335,-1278385,-90555,,,,0,1358809,5574144,686990,-441700,,-4657035,-4657035,1251177,9788907,4406646,2814320,14195553,56673575,23702,-62702217,2043475,10435288,5807193,7588807,10435288,1906305,10984915,53156,4715416,249993,1243818,1604329.0,-432340.0,214637.0,3190254.0,3340397.0,642256.0,-14085.0,-2101575.0,914231.0,407389.0,-432340.0,103472.0,-46421.0,-427540.0,-364780.0,3396108,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.505 - 0.505,0.505,finmb_374294576,Other OTC,Family Zone Cyber Safety Limited,AUD,511,0,-14400000,False,False,us_market,PNK,-0.036,0.058,0.3,0.20499998,0.6833333,0.33192593,0.17307407,0.52142376,91998880,8.706897,15,America/New_York,EDT,0.505,1629470823,0.0,0.505,0.505,0.505,1000,FAMILY ZONE CYBER SAFETY LTD,4,POST,0,0.475,15.833333,0.03 - 0.505,0.0,0.0,0.03,0.505,1.6,,,0.505,0.03,0.3,0.3319,511,,134.95M,,230.62M,29.39%,10.98%,,,,,,,,,,,,,,,,"Jun 29, 2020","Dec 30, 2020",-262.39%,-263.73%,-53.08%,-134.24%,7.11M,0.02,85.00%,2.84M,-15.59M,-18.65M,-0.0360,,25.88M,0.07,500.23k,2.25,3.86,0.06,-7.71M,-4.04M,Value,6000,,"Family Zone Cyber Safety Limited develops, markets, distributes, and sells cyber safety products and services in Australia, the United States, and New Zealand. The company offers Family Zone platform that delivers cyber safety settings, advice, and support to parents and schools across various networks and devices to keep children safe at home and school, as well as permits telecommunication service providers and device manufacturers to embed cyber safety practices into their offerings. It provides solutions for school homes and leaders, IT leaders, educators, residential managers, and pastoral care, as well as for hot spotting, VPNs, and mobiles. The company was incorporated in 2014 and is based in Perth, Australia.",Perth,1300 398 326,WA,1609372800,Australia,http://www.familyzone.com/anz/about-us,86400,Citibank House,,Level 17 37 St George Terrace
t-3,FMZNF,3155469,134950000,,,-4657035,,-4657035,4133157,671818,-4215335,-4215335,-1278385,-90555,,,,0,1358809,5574144,686990,-441700,,-4657035,-4657035,1251177,9788907,4406646,2814320,14195553,56673575,23702,-62702217,2043475,10435288,5807193,7588807,10435288,1906305,10984915,53156,4715416,249993,1243818,1604329.0,-432340.0,214637.0,3190254.0,3340397.0,642256.0,-14085.0,-2101575.0,914231.0,407389.0,-432340.0,103472.0,-46421.0,-427540.0,-364780.0,3396108,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.505 - 0.505,0.505,finmb_374294576,Other OTC,Family Zone Cyber Safety Limited,AUD,511,0,-14400000,False,False,us_market,PNK,-0.036,0.058,0.3,0.20499998,0.6833333,0.33192593,0.17307407,0.52142376,91998880,8.706897,15,America/New_York,EDT,0.505,1629470823,0.0,0.505,0.505,0.505,1000,FAMILY ZONE CYBER SAFETY LTD,4,POST,0,0.475,15.833333,0.03 - 0.505,0.0,0.0,0.03,0.505,1.6,,,0.505,0.03,0.3,0.3319,511,,134.95M,,230.62M,29.39%,10.98%,,,,,,,,,,,,,,,,"Jun 29, 2020","Dec 30, 2020",-262.39%,-263.73%,-53.08%,-134.24%,7.11M,0.02,85.00%,2.84M,-15.59M,-18.65M,-0.0360,,25.88M,0.07,500.23k,2.25,3.86,0.06,-7.71M,-4.04M,Value,6000,,"Family Zone Cyber Safety Limited develops, markets, distributes, and sells cyber safety products and services in Australia, the United States, and New Zealand. The company offers Family Zone platform that delivers cyber safety settings, advice, and support to parents and schools across various networks and devices to keep children safe at home and school, as well as permits telecommunication service providers and device manufacturers to embed cyber safety practices into their offerings. It provides solutions for school homes and leaders, IT leaders, educators, residential managers, and pastoral care, as well as for hot spotting, VPNs, and mobiles. The company was incorporated in 2014 and is based in Perth, Australia.",Perth,1300 398 326,WA,1609372800,Australia,http://www.familyzone.com/anz/about-us,86400,Citibank House,,Level 17 37 St George Terrace
