Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,epsForward,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Aug 12, 2021) 4","Short Ratio (Aug 12, 2021) 4","Short % of Float (Aug 12, 2021) 4","Short % of Shares Outstanding (Aug 12, 2021) 4","Shares Short (prior month Jul 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,JVA,23446929,5708600,,,436507,1254250,357044,3315324,3769468,454144,454144,,-16839,,,,129086,14468558,14014414,10699090,-17637,,307421,357044,1996845,18309261,7648310,27932559,260982,36835119,6634,160704,14250224,1276508,2488785,-4633560,1130552,3528137,4771326,714076,2568,4442758,26218690,557489,6699429,19792,15166997,4006972,261946.0,-531293.0,-951493.0,-951493.0,-502749.0,799356.0,2282142.0,282730.0,532302.0,1109024.0,95076.0,-531293.0,,21447364,en-US,US,EQUITY,True,Delayed Quote,USD,"Coffee Holding Co., Inc.",-0.041178744,28828432,13.648649,1.0527414,15,America/New_York,EDT,-14400000,False,False,PRE,0,2,5.05,1630526402,0.0800004,4.98,5.11,4.98,33402,NCM,us_market,1.6096661,4.98 - 5.11,4.97,0.0,0.0,10,9,finmb_1002679,NasdaqCM,"Coffee Holding Co., Inc.",USD,57106,76871,1.9500003,0.6290324,3.1 - 6.48,-1.4299998,-0.22067899,3.1,6.48,1356652800,1615971600,1631185140,1631534400,23.933651,0.211,0.37,4.797,5.403143,-0.35314274,-0.065358765,5.266884,-0.21688366,1.36,,,6.48,3.1,5.4,5.27,57.11k,76.87k,5.71M,,4.57M,11.94%,29.01%,45.45k,0.62,0.83%,0.80%,34.27k,,,,,,0.00%,"Dec 27, 2012","Dec 12, 2012",,,"Oct 30, 2020","Apr 29, 2021",1.54%,0.68%,0.74%,2.09%,67.56M,11.97,-28.00%,13.08M,1.16M,1.04M,0.21,-28.40%,3.53M,0.62,2.1M,7.21,5.49,4.80,6.99M,6.21M,Value,10314,Consumer Defensive,82,"Coffee Holding Co., Inc. manufactures, roasts, packages, markets, and distributes roasted and blended coffees in the United States, Australia, Canada, England, and China. The company offers wholesale green coffee products, which include unroasted raw beans of approximately 90 varieties that are sold to large, medium, and small roasters, as well as coffee shop operators. It also roasts, blends, packages, and sells coffee under private labels. As of October 31, 2020, the company supplied private label coffee under approximately 21 labels to wholesalers and retailers in cans, brick packages, and instants of various sizes. In addition, it roasts, blends, and packages company label branded coffee to supermarkets, wholesalers, and individually owned and multi-unit retail customers. Further, the company offers tabletop coffee roasting equipment, instant coffees, and tea products for its customers. Its coffee brands include Cafe Caribe, Don Manuel, S&W, Cafe Supremo, Via Roma, Premier Roasters, Harmony Bay, and Steep and Brew. The company was formerly known as Transpacific International Group Corp and changed its name to Coffee Holding Co., Inc. in April 1998. Coffee Holding Co., Inc. was founded in 1971 and is headquartered in Staten Island, New York.",Staten Island,718 832 0800,NY,1609372800,United States,http://coffeeholding.com,86400,3475 Victory Boulevard,718 832 0892,Packaged Foods
t-1,JVA,22884478,5708600,,,1137525,1303873,677312,3313286,4479668,1166382,1166382,,-26669,,,,381243,18133837,16967455,13654169,-28857,,756282,677312,2012483,18119492,8228765,27385746,158032,36918384,6634,60191,13893180,1211429,2488785,-4633560,939373,2728781,4267006,664276,3829,4112558,26806378,558807,7808453,970024,15699299,3745026,708929.0,-66151.0,-2845336.0,-2845336.0,-19408.0,-146339.0,2765148.0,280778.0,1403694.0,-399548.0,-87134.0,-66151.0,,22539372,en-US,US,EQUITY,True,Delayed Quote,USD,"Coffee Holding Co., Inc.",-0.041178744,28828432,13.648649,1.0527414,15,America/New_York,EDT,-14400000,False,False,PRE,0,2,5.05,1630526402,0.0800004,4.98,5.11,4.98,33402,NCM,us_market,1.6096661,4.98 - 5.11,4.97,0.0,0.0,10,9,finmb_1002679,NasdaqCM,"Coffee Holding Co., Inc.",USD,57106,76871,1.9500003,0.6290324,3.1 - 6.48,-1.4299998,-0.22067899,3.1,6.48,1356652800,1615971600,1631185140,1631534400,23.933651,0.211,0.37,4.797,5.403143,-0.35314274,-0.065358765,5.266884,-0.21688366,1.36,,,6.48,3.1,5.4,5.27,57.11k,76.87k,5.71M,,4.57M,11.94%,29.01%,45.45k,0.62,0.83%,0.80%,34.27k,,,,,,0.00%,"Dec 27, 2012","Dec 12, 2012",,,"Oct 30, 2020","Apr 29, 2021",1.54%,0.68%,0.74%,2.09%,67.56M,11.97,-28.00%,13.08M,1.16M,1.04M,0.21,-28.40%,3.53M,0.62,2.1M,7.21,5.49,4.80,6.99M,6.21M,Value,10314,Consumer Defensive,82,"Coffee Holding Co., Inc. manufactures, roasts, packages, markets, and distributes roasted and blended coffees in the United States, Australia, Canada, England, and China. The company offers wholesale green coffee products, which include unroasted raw beans of approximately 90 varieties that are sold to large, medium, and small roasters, as well as coffee shop operators. It also roasts, blends, packages, and sells coffee under private labels. As of October 31, 2020, the company supplied private label coffee under approximately 21 labels to wholesalers and retailers in cans, brick packages, and instants of various sizes. In addition, it roasts, blends, and packages company label branded coffee to supermarkets, wholesalers, and individually owned and multi-unit retail customers. Further, the company offers tabletop coffee roasting equipment, instant coffees, and tea products for its customers. Its coffee brands include Cafe Caribe, Don Manuel, S&W, Cafe Supremo, Via Roma, Premier Roasters, Harmony Bay, and Steep and Brew. The company was formerly known as Transpacific International Group Corp and changed its name to Coffee Holding Co., Inc. in April 1998. Coffee Holding Co., Inc. was founded in 1971 and is headquartered in Staten Island, New York.",Staten Island,718 832 0800,NY,1609372800,United States,http://coffeeholding.com,86400,3475 Victory Boulevard,718 832 0892,Packaged Foods
t-2,JVA,22001760,5708600,,,-1132961,1224903,-384295,3373560,1640701,-1732859,-1732859,,-34435,,,,-292517,17610429,19343288,15969728,599898,,-840444,-384295,2028121,17929724,10736581,26518666,457696,38480150,6634,145305,13215868,1159130,2488785,-4633560,1067723,2875120,3983031,782175,5075,4311547,28022569,561405,7408905,3814114,17102993,3036097,129511.0,-145812.0,-635630.0,-635630.0,236119.0,682342.0,1463784.0,249314.0,1438983.0,-575079.0,277706.0,-43907.0,-101905.0,24039538,en-US,US,EQUITY,True,Delayed Quote,USD,"Coffee Holding Co., Inc.",-0.041178744,28828432,13.648649,1.0527414,15,America/New_York,EDT,-14400000,False,False,PRE,0,2,5.05,1630526402,0.0800004,4.98,5.11,4.98,33402,NCM,us_market,1.6096661,4.98 - 5.11,4.97,0.0,0.0,10,9,finmb_1002679,NasdaqCM,"Coffee Holding Co., Inc.",USD,57106,76871,1.9500003,0.6290324,3.1 - 6.48,-1.4299998,-0.22067899,3.1,6.48,1356652800,1615971600,1631185140,1631534400,23.933651,0.211,0.37,4.797,5.403143,-0.35314274,-0.065358765,5.266884,-0.21688366,1.36,,,6.48,3.1,5.4,5.27,57.11k,76.87k,5.71M,,4.57M,11.94%,29.01%,45.45k,0.62,0.83%,0.80%,34.27k,,,,,,0.00%,"Dec 27, 2012","Dec 12, 2012",,,"Oct 30, 2020","Apr 29, 2021",1.54%,0.68%,0.74%,2.09%,67.56M,11.97,-28.00%,13.08M,1.16M,1.04M,0.21,-28.40%,3.53M,0.62,2.1M,7.21,5.49,4.80,6.99M,6.21M,Value,10314,Consumer Defensive,82,"Coffee Holding Co., Inc. manufactures, roasts, packages, markets, and distributes roasted and blended coffees in the United States, Australia, Canada, England, and China. The company offers wholesale green coffee products, which include unroasted raw beans of approximately 90 varieties that are sold to large, medium, and small roasters, as well as coffee shop operators. It also roasts, blends, packages, and sells coffee under private labels. As of October 31, 2020, the company supplied private label coffee under approximately 21 labels to wholesalers and retailers in cans, brick packages, and instants of various sizes. In addition, it roasts, blends, and packages company label branded coffee to supermarkets, wholesalers, and individually owned and multi-unit retail customers. Further, the company offers tabletop coffee roasting equipment, instant coffees, and tea products for its customers. Its coffee brands include Cafe Caribe, Don Manuel, S&W, Cafe Supremo, Via Roma, Premier Roasters, Harmony Bay, and Steep and Brew. The company was formerly known as Transpacific International Group Corp and changed its name to Coffee Holding Co., Inc. in April 1998. Coffee Holding Co., Inc. was founded in 1971 and is headquartered in Staten Island, New York.",Staten Island,718 832 0800,NY,1609372800,United States,http://coffeeholding.com,86400,3475 Victory Boulevard,718 832 0892,Packaged Foods
t-3,JVA,21700236,5708600,,,527709,1681052,391324,3252235,3826527,574292,574292,,-45283,,,,161454,17344009,16769717,13517482,-46583,,366255,391324,2043759,17259683,10966261,26232780,317,38880093,6494,687886,13600163,1256341,2488785,-4633560,800109,2192778,4008040,487500,2220,4501316,28964655,81469,6833826,3818199,18541976,2906586,-1780758.0,-259056.0,-678866.0,-678866.0,-312390.0,-454678.0,483244.0,295714.0,-175194.0,2416140.0,-342492.0,-259056.0,-101905.0,24956615,en-US,US,EQUITY,True,Delayed Quote,USD,"Coffee Holding Co., Inc.",-0.041178744,28828432,13.648649,1.0527414,15,America/New_York,EDT,-14400000,False,False,PRE,0,2,5.05,1630526402,0.0800004,4.98,5.11,4.98,33402,NCM,us_market,1.6096661,4.98 - 5.11,4.97,0.0,0.0,10,9,finmb_1002679,NasdaqCM,"Coffee Holding Co., Inc.",USD,57106,76871,1.9500003,0.6290324,3.1 - 6.48,-1.4299998,-0.22067899,3.1,6.48,1356652800,1615971600,1631185140,1631534400,23.933651,0.211,0.37,4.797,5.403143,-0.35314274,-0.065358765,5.266884,-0.21688366,1.36,,,6.48,3.1,5.4,5.27,57.11k,76.87k,5.71M,,4.57M,11.94%,29.01%,45.45k,0.62,0.83%,0.80%,34.27k,,,,,,0.00%,"Dec 27, 2012","Dec 12, 2012",,,"Oct 30, 2020","Apr 29, 2021",1.54%,0.68%,0.74%,2.09%,67.56M,11.97,-28.00%,13.08M,1.16M,1.04M,0.21,-28.40%,3.53M,0.62,2.1M,7.21,5.49,4.80,6.99M,6.21M,Value,10314,Consumer Defensive,82,"Coffee Holding Co., Inc. manufactures, roasts, packages, markets, and distributes roasted and blended coffees in the United States, Australia, Canada, England, and China. The company offers wholesale green coffee products, which include unroasted raw beans of approximately 90 varieties that are sold to large, medium, and small roasters, as well as coffee shop operators. It also roasts, blends, packages, and sells coffee under private labels. As of October 31, 2020, the company supplied private label coffee under approximately 21 labels to wholesalers and retailers in cans, brick packages, and instants of various sizes. In addition, it roasts, blends, and packages company label branded coffee to supermarkets, wholesalers, and individually owned and multi-unit retail customers. Further, the company offers tabletop coffee roasting equipment, instant coffees, and tea products for its customers. Its coffee brands include Cafe Caribe, Don Manuel, S&W, Cafe Supremo, Via Roma, Premier Roasters, Harmony Bay, and Steep and Brew. The company was formerly known as Transpacific International Group Corp and changed its name to Coffee Holding Co., Inc. in April 1998. Coffee Holding Co., Inc. was founded in 1971 and is headquartered in Staten Island, New York.",Staten Island,718 832 0800,NY,1609372800,United States,http://coffeeholding.com,86400,3475 Victory Boulevard,718 832 0892,Packaged Foods
