Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToNetincome,capitalExpenditures,changeToAccountReceivables,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,HEXPF,1140040.0,39597700,,,-258720,,-258720,245586,-12502,-258776,-258776,675,,,,,0,16601,275377,29103,56,,-258720,-258720,2207058.0,198513.0,1140040.0,61699.0,1338553.0,12637976.0,-13704994.0,87879.0,45862.0,946777.0,110634.0,75954.0,1216737.0,29411.0,44135.0,,,0.0,-42256.0,178000.0,-75086.0,178000.0,-197373.0,-333117.0,688.0,-56.0,1.0,-42200.0,,,1106103.0,en-US,US,EQUITY,False,Delayed Quote,0,0.136342,4.5447335,0.03 - 0.21166,-0.045317993,-0.2141075,0.03,0.21166,1560470400,0.025,0.15113637,0.015205637,0.10060872,0.07148622,0.094855785,4935450,4,0.0,6.6536803,15,America/New_York,EDT,-14400000,0.166342 - 0.166342,0.166342,0.0,0.0,0,0,finmb_880432,Other OTC,Huntington Exploration Inc.,CAD,382,USD,False,False,0.166342,1629727254,0.0,0.166342,0.166342,0.166342,2750,PNK,HUNTINGTON EXPLORATION INC,0,us_market,PRE,-0.012,1.32691,0.73,,,0.2117,0.03,0.1511,0.0715,382,,39.6M,,43.42M,12.78%,16.41%,,,,,,,,,,,,"Jun 13, 2019",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-758.59%,-28.07%,-57.10%,52.85k,0.00,24.70%,-50.57k,-387.37k,-400.66k,-0.0120,,946.78k,0.02,,,11.00,0.03,-674.61k,-545.1k,Value,T2P 3T3,,8,9,"Huntington Exploration Inc. engages in the mineral exploration activities. The company was formerly known as Goldust Mines Ltd. and changed its name to Huntington Exploration Inc. in July 1997. Huntington Exploration Inc. was incorporated in 1995 and is headquartered in Calgary, Canada.",Calgary,416 543 9945,AB,6,1577750400,1622505600,8,Canada,http://www.huntingtonexploration.ca,86400,8,Eau Claire Place II,,Suite 440 521 - 3rd Avenue SW Box 14
t-1,HEXPF,1220760.0,39597700,,,-85789,,-85789,28241,-45847,-85581,-85581,11470,,,,,0,13533,99114,59380,-208,,-85789,-85789,,229008.0,1220760.0,65395.0,1449768.0,12459976.0,-13446274.0,87204.0,45806.0,1144150.0,141804.0,33767.0,1370195.0,39835.0,22409.0,2207058.0,2207058.0,-6743.0,-430.0,1087863.0,-164085.0,1087226.0,828646.0,-258787.0,11493.0,-430.0,1.0,-42200.0,-13663.0,637.0,1228391.0,en-US,US,EQUITY,False,Delayed Quote,0,0.136342,4.5447335,0.03 - 0.21166,-0.045317993,-0.2141075,0.03,0.21166,1560470400,0.025,0.15113637,0.015205637,0.10060872,0.07148622,0.094855785,4935450,4,0.0,6.6536803,15,America/New_York,EDT,-14400000,0.166342 - 0.166342,0.166342,0.0,0.0,0,0,finmb_880432,Other OTC,Huntington Exploration Inc.,CAD,382,USD,False,False,0.166342,1629727254,0.0,0.166342,0.166342,0.166342,2750,PNK,HUNTINGTON EXPLORATION INC,0,us_market,PRE,-0.012,1.32691,0.73,,,0.2117,0.03,0.1511,0.0715,382,,39.6M,,43.42M,12.78%,16.41%,,,,,,,,,,,,"Jun 13, 2019",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-758.59%,-28.07%,-57.10%,52.85k,0.00,24.70%,-50.57k,-387.37k,-400.66k,-0.0120,,946.78k,0.02,,,11.00,0.03,-674.61k,-545.1k,Value,T2P 3T3,,8,9,"Huntington Exploration Inc. engages in the mineral exploration activities. The company was formerly known as Goldust Mines Ltd. and changed its name to Huntington Exploration Inc. in July 1997. Huntington Exploration Inc. was incorporated in 1995 and is headquartered in Calgary, Canada.",Calgary,416 543 9945,AB,6,1577750400,1622505600,8,Canada,http://www.huntingtonexploration.ca,86400,8,Eau Claire Place II,,Suite 440 521 - 3rd Avenue SW Box 14
t-2,HEXPF,207309.0,39597700,,,-26913,,-26913,25949,-478,-27113,-27113,664,,,,,0,12600,39713,13078,200,,-26913,-26913,,164404.0,207309.0,67851.0,371713.0,11360736.0,-13360485.0,75734.0,46013.0,315504.0,88670.0,154.0,325546.0,607.0,569.0,2207058.0,2207058.0,0.0,-430.0,-200.0,-1355.0,1087226.0,-27783.0,-27583.0,686.0,-430.0,1.0,-42200.0,-13663.0,-200.0,236876.0,en-US,US,EQUITY,False,Delayed Quote,0,0.136342,4.5447335,0.03 - 0.21166,-0.045317993,-0.2141075,0.03,0.21166,1560470400,0.025,0.15113637,0.015205637,0.10060872,0.07148622,0.094855785,4935450,4,0.0,6.6536803,15,America/New_York,EDT,-14400000,0.166342 - 0.166342,0.166342,0.0,0.0,0,0,finmb_880432,Other OTC,Huntington Exploration Inc.,CAD,382,USD,False,False,0.166342,1629727254,0.0,0.166342,0.166342,0.166342,2750,PNK,HUNTINGTON EXPLORATION INC,0,us_market,PRE,-0.012,1.32691,0.73,,,0.2117,0.03,0.1511,0.0715,382,,39.6M,,43.42M,12.78%,16.41%,,,,,,,,,,,,"Jun 13, 2019",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-758.59%,-28.07%,-57.10%,52.85k,0.00,24.70%,-50.57k,-387.37k,-400.66k,-0.0120,,946.78k,0.02,,,11.00,0.03,-674.61k,-545.1k,Value,T2P 3T3,,8,9,"Huntington Exploration Inc. engages in the mineral exploration activities. The company was formerly known as Goldust Mines Ltd. and changed its name to Huntington Exploration Inc. in July 1997. Huntington Exploration Inc. was incorporated in 1995 and is headquartered in Calgary, Canada.",Calgary,416 543 9945,AB,6,1577750400,1622505600,8,Canada,http://www.huntingtonexploration.ca,86400,8,Eau Claire Place II,,Suite 440 521 - 3rd Avenue SW Box 14
t-3,HEXPF,234223.0,39597700,,,-29241,,-29241,26181,-2589,-29451,-29451,659,,,,,0,10117,39568,12706,210,,-29241,-29241,2207058.0,157911.0,234223.0,69341.0,392134.0,11360736.0,-13333571.0,75070.0,45813.0,343287.0,82841.0,176.0,346145.0,1728.0,,,,0.0,-430.0,-210.0,-26559.0,1087226.0,-55330.0,-55119.0,681.0,-430.0,1.0,-42200.0,-13663.0,-210.0,263304.0,en-US,US,EQUITY,False,Delayed Quote,0,0.136342,4.5447335,0.03 - 0.21166,-0.045317993,-0.2141075,0.03,0.21166,1560470400,0.025,0.15113637,0.015205637,0.10060872,0.07148622,0.094855785,4935450,4,0.0,6.6536803,15,America/New_York,EDT,-14400000,0.166342 - 0.166342,0.166342,0.0,0.0,0,0,finmb_880432,Other OTC,Huntington Exploration Inc.,CAD,382,USD,False,False,0.166342,1629727254,0.0,0.166342,0.166342,0.166342,2750,PNK,HUNTINGTON EXPLORATION INC,0,us_market,PRE,-0.012,1.32691,0.73,,,0.2117,0.03,0.1511,0.0715,382,,39.6M,,43.42M,12.78%,16.41%,,,,,,,,,,,,"Jun 13, 2019",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-758.59%,-28.07%,-57.10%,52.85k,0.00,24.70%,-50.57k,-387.37k,-400.66k,-0.0120,,946.78k,0.02,,,11.00,0.03,-674.61k,-545.1k,Value,T2P 3T3,,8,9,"Huntington Exploration Inc. engages in the mineral exploration activities. The company was formerly known as Goldust Mines Ltd. and changed its name to Huntington Exploration Inc. in July 1997. Huntington Exploration Inc. was incorporated in 1995 and is headquartered in Calgary, Canada.",Calgary,416 543 9945,AB,6,1577750400,1622505600,8,Canada,http://www.huntingtonexploration.ca,86400,8,Eau Claire Place II,,Suite 440 521 - 3rd Avenue SW Box 14
