Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,totalCurrentAssets,accountsPayable,deferredLongTermLiab,changeToNetincome,changeToLiabilities,changeToOperatingActivities,totalCashFromOperatingActivities,changeInCash,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,HZAC,5000010.0,54398400,,,7673935,,7673935,962762,0,-962762,-962762,,,,,,0,0,962762,0,8636697,,7673935,7673935,14940305.0,540086821.0,5000010.0,545086831.0,1818.0,-9942113.0,538878852.0,544010831.0,798715.0,1207969.0,1076000.0,22850.0,,-8636457.0,-80974.0,900737.0,-142759.0,-142759.0,,,,,,,-131969.0,en-US,US,EQUITY,True,Delayed Quote,USD,False,False,0,0.6350002,0.0683899,9.285 - 11.34,-1.4200001,-0.12522046,9.285,11.34,-0.10070724,9.9 - 9.95,9.93,0.0,0.0,22,8,finmb_681798095,NYSE,Horizon Acquisition Corporation,USD,238471,33557,9.918543,0.0014572144,0.00014691819,10.031036,-0.1110363,-0.011069275,674540160,15,America/New_York,EDT,-14400000,2,NYQ,PRE,us_market,Horizon Acquisition Corporation,9.92,1630526393,-0.010000229,9.9,9.95,9.9,47268,,,,11.34,9.28,9.92,10.03,238.47k,33.56k,54.4M,,35M,0.00%,55.31%,63.64k,0.15,0.25%,0.09%,154.34k,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-30.2M,,,798.72k,0.01,,,2.87,,-835.53k,,Value,06830,Financial Services,"Horizon Acquisition Corporation does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It focuses on pursuing opportunities in financial, technology and business services sectors. The company was formerly known as EAC Holdings Inc. Horizon Acquisition Corporation was incorporated in 2020 and is based in Greenwich, Connecticut.",Greenwich,203 298 5300,CT,United States,http://www.horizonacquisitioncorp.com,86400,600 Steamboat Road,Shell Companies,Suite 200
t-1,HZAC,5000006.0,54398400,,,-30057461,,-30057461,779200,0,-779200,-779200,,,,,,0,0,779200,0,-29278261,,-30057461,-30057461,22614159.0,540277791.0,5000006.0,545277797.0,1895.0,-17616048.0,539833342.0,544002795.0,941474.0,444449.0,1275002.0,103824.0,,29293979.0,20201.0,356296.0,-386985.0,635774.0,-388558251.0,-132025.0,389581010.0,378780704.0,-388558251.0,10932331.0,830553.0,en-US,US,EQUITY,True,Delayed Quote,USD,False,False,0,0.6350002,0.0683899,9.285 - 11.34,-1.4200001,-0.12522046,9.285,11.34,-0.10070724,9.9 - 9.95,9.93,0.0,0.0,22,8,finmb_681798095,NYSE,Horizon Acquisition Corporation,USD,238471,33557,9.918543,0.0014572144,0.00014691819,10.031036,-0.1110363,-0.011069275,674540160,15,America/New_York,EDT,-14400000,2,NYQ,PRE,us_market,Horizon Acquisition Corporation,9.92,1630526393,-0.010000229,9.9,9.95,9.9,47268,,,,11.34,9.28,9.92,10.03,238.47k,33.56k,54.4M,,35M,0.00%,55.31%,63.64k,0.15,0.25%,0.09%,154.34k,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-30.2M,,,798.72k,0.01,,,2.87,,-835.53k,,Value,06830,Financial Services,"Horizon Acquisition Corporation does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It focuses on pursuing opportunities in financial, technology and business services sectors. The company was formerly known as EAC Holdings Inc. Horizon Acquisition Corporation was incorporated in 2020 and is based in Greenwich, Connecticut.",Greenwich,203 298 5300,CT,United States,http://www.horizonacquisitioncorp.com,86400,600 Steamboat Road,Shell Companies,Suite 200
t-2,HZAC,5000001.0,54398400,,,-124303,,-124303,126442,0,-126442,-126442,,,,,,0,0,126442,0,2139,,-124303,-124303,5139931.0,540356336.0,5000001.0,545356337.0,1553.0,-141483.0,540211712.0,543986470.0,978182.0,144624.0,1369867.0,12069.0,,29293979.0,0.0,356296.0,-386985.0,635774.0,-388558251.0,-132025.0,389581010.0,378780704.0,-388558251.0,10932331.0,1225243.0,en-US,US,EQUITY,True,Delayed Quote,USD,False,False,0,0.6350002,0.0683899,9.285 - 11.34,-1.4200001,-0.12522046,9.285,11.34,-0.10070724,9.9 - 9.95,9.93,0.0,0.0,22,8,finmb_681798095,NYSE,Horizon Acquisition Corporation,USD,238471,33557,9.918543,0.0014572144,0.00014691819,10.031036,-0.1110363,-0.011069275,674540160,15,America/New_York,EDT,-14400000,2,NYQ,PRE,us_market,Horizon Acquisition Corporation,9.92,1630526393,-0.010000229,9.9,9.95,9.9,47268,,,,11.34,9.28,9.92,10.03,238.47k,33.56k,54.4M,,35M,0.00%,55.31%,63.64k,0.15,0.25%,0.09%,154.34k,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-30.2M,,,798.72k,0.01,,,2.87,,-835.53k,,Value,06830,Financial Services,"Horizon Acquisition Corporation does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It focuses on pursuing opportunities in financial, technology and business services sectors. The company was formerly known as EAC Holdings Inc. Horizon Acquisition Corporation was incorporated in 2020 and is based in Greenwich, Connecticut.",Greenwich,203 298 5300,CT,United States,http://www.horizonacquisitioncorp.com,86400,600 Steamboat Road,Shell Companies,Suite 200
t-3,HZAC,7820.0,54398400,,,-17180,,-17180,17180,0,-17180,-17180,,,,,,0,0,17180,0,0,,-17180,-17180,23562.0,127130.0,7820.0,134950.0,1438.0,-17180.0,,127130.0,,127130.0,7820.0,,127130.0,29293979.0,0.0,17180.0,-386985.0,635774.0,-388558251.0,-132025.0,389581010.0,378780704.0,-388558251.0,10932331.0,-119310.0,en-US,US,EQUITY,True,Delayed Quote,USD,False,False,0,0.6350002,0.0683899,9.285 - 11.34,-1.4200001,-0.12522046,9.285,11.34,-0.10070724,9.9 - 9.95,9.93,0.0,0.0,22,8,finmb_681798095,NYSE,Horizon Acquisition Corporation,USD,238471,33557,9.918543,0.0014572144,0.00014691819,10.031036,-0.1110363,-0.011069275,674540160,15,America/New_York,EDT,-14400000,2,NYQ,PRE,us_market,Horizon Acquisition Corporation,9.92,1630526393,-0.010000229,9.9,9.95,9.9,47268,,,,11.34,9.28,9.92,10.03,238.47k,33.56k,54.4M,,35M,0.00%,55.31%,63.64k,0.15,0.25%,0.09%,154.34k,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-30.2M,,,798.72k,0.01,,,2.87,,-835.53k,,Value,06830,Financial Services,"Horizon Acquisition Corporation does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It focuses on pursuing opportunities in financial, technology and business services sectors. The company was formerly known as EAC Holdings Inc. Horizon Acquisition Corporation was incorporated in 2020 and is based in Greenwich, Connecticut.",Greenwich,203 298 5300,CT,United States,http://www.horizonacquisitioncorp.com,86400,600 Steamboat Road,Shell Companies,Suite 200
