Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,totalCurrentAssets,accountsPayable,deferredLongTermLiab,otherLiab,otherAssets,propertyPlantEquipment,netReceivables,longTermDebt,changeToLiabilities,totalCashFromOperatingActivities,changeInCash,depreciation,changeToOperatingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,IBGR,-151563.0,0,,,-175,,-175,,-175,-175,-175,,,,,,0,0,175,175,0,,-175,-175,8958629.0,151598.0,-151563.0,36.0,140343.0,-9250535.0,36.0,151598.0,129000.0,36.0,48.0,,,,,,,0.0,-175.0,-175.0,,,-151562.0,en-US,US,EQUITY,False,Delayed Quote,0.080097474,0.45 - 0.529,0.4994,0.0,0.0,0,0,finmb_303211206,Other OTC,"Nexus Energy Services, Inc.",USD,677554,576196,0.4883,42.46087,0.0115 - 0.55955,-0.05974999,-0.10678222,0.0115,0.55955,-0.0,USD,4,-0.001,0.24786806,0.25193194,1.0163953,0.1298749,0.36992508,2.8483186,9531286,-499.8,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.4998,1630526397,0.00040000677,0.529,0.529,0.45,693290,NEXUS ENERGY SERVICES INC NEW,us_market,PRE,-1.04,,,0.5595,0.0115,0.2479,0.1299,677.55k,576.2k,,,,0.00%,0.00%,,,,,,,,,,,,,,1:1000,"Oct 14, 2013","Sep 29, 2018","Mar 30, 2021",0.00%,0.00%,,,,,,,-57.57k,-28.57k,-0.0000,,36,0,129k,,0.01,-0.00,34.92k,,Value,89011,Technology,"Nexus Energy Services, Inc. operates as an application development company. The company was founded in 2014 and is based in Henderson, Nevada.",Henderson,347-770-2176,NV,United States,http://applicateinc.com,86400,613 Saddle Rider Court,Software—Application
t-1,IBGR,-151388.0,0,,,-20541,,-20541,6063.0,-6040,-16720,-16720,,-3773.0,,,,0,0,16720,6040,-3821,,-20541,-20541,8958629.0,151650.0,-151388.0,263.0,140343.0,-9250360.0,263.0,151650.0,129000.0,263.0,100.0,,,,,,,15976.0,52.0,52.0,4617.0,,-151387.0,en-US,US,EQUITY,False,Delayed Quote,0.080097474,0.45 - 0.529,0.4994,0.0,0.0,0,0,finmb_303211206,Other OTC,"Nexus Energy Services, Inc.",USD,677554,576196,0.4883,42.46087,0.0115 - 0.55955,-0.05974999,-0.10678222,0.0115,0.55955,-0.0,USD,4,-0.001,0.24786806,0.25193194,1.0163953,0.1298749,0.36992508,2.8483186,9531286,-499.8,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.4998,1630526397,0.00040000677,0.529,0.529,0.45,693290,NEXUS ENERGY SERVICES INC NEW,us_market,PRE,-1.04,,,0.5595,0.0115,0.2479,0.1299,677.55k,576.2k,,,,0.00%,0.00%,,,,,,,,,,,,,,1:1000,"Oct 14, 2013","Sep 29, 2018","Mar 30, 2021",0.00%,0.00%,,,,,,,-57.57k,-28.57k,-0.0000,,36,0,129k,,0.01,-0.00,34.92k,,Value,89011,Technology,"Nexus Energy Services, Inc. operates as an application development company. The company was founded in 2014 and is based in Henderson, Nevada.",Henderson,347-770-2176,NV,United States,http://applicateinc.com,86400,613 Saddle Rider Court,Software—Application
t-2,IBGR,1119175.0,0,,,-30369,,-30369,15973.0,-11706,-30019,-30019,1018.0,-318.0,,,,0,0,30019,11706,-351,,-30369,-30369,8958629.0,390426.0,1119175.0,1509602.0,140343.0,-7979797.0,55.0,178291.0,,1670.0,1447.0,7932.0,150000.0,7932.0,1500000.0,1615.0,62135.0,0.0,-33.0,-33.0,1323.0,29013.0,-176621.0,en-US,US,EQUITY,False,Delayed Quote,0.080097474,0.45 - 0.529,0.4994,0.0,0.0,0,0,finmb_303211206,Other OTC,"Nexus Energy Services, Inc.",USD,677554,576196,0.4883,42.46087,0.0115 - 0.55955,-0.05974999,-0.10678222,0.0115,0.55955,-0.0,USD,4,-0.001,0.24786806,0.25193194,1.0163953,0.1298749,0.36992508,2.8483186,9531286,-499.8,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.4998,1630526397,0.00040000677,0.529,0.529,0.45,693290,NEXUS ENERGY SERVICES INC NEW,us_market,PRE,-1.04,,,0.5595,0.0115,0.2479,0.1299,677.55k,576.2k,,,,0.00%,0.00%,,,,,,,,,,,,,,1:1000,"Oct 14, 2013","Sep 29, 2018","Mar 30, 2021",0.00%,0.00%,,,,,,,-57.57k,-28.57k,-0.0000,,36,0,129k,,0.01,-0.00,34.92k,,Value,89011,Technology,"Nexus Energy Services, Inc. operates as an application development company. The company was founded in 2014 and is based in Henderson, Nevada.",Henderson,347-770-2176,NV,United States,http://applicateinc.com,86400,613 Saddle Rider Court,Software—Application
t-3,IBGR,1119175.0,0,,,-30369,,-30369,15973.0,-11706,-30019,-30019,1018.0,-318.0,,,,0,0,30019,11706,-351,,-30369,-30369,8958629.0,390426.0,1119175.0,1509602.0,140343.0,-7979797.0,55.0,178291.0,,1670.0,1447.0,7932.0,150000.0,7932.0,1500000.0,1615.0,62135.0,0.0,-33.0,-33.0,1323.0,29013.0,-176621.0,en-US,US,EQUITY,False,Delayed Quote,0.080097474,0.45 - 0.529,0.4994,0.0,0.0,0,0,finmb_303211206,Other OTC,"Nexus Energy Services, Inc.",USD,677554,576196,0.4883,42.46087,0.0115 - 0.55955,-0.05974999,-0.10678222,0.0115,0.55955,-0.0,USD,4,-0.001,0.24786806,0.25193194,1.0163953,0.1298749,0.36992508,2.8483186,9531286,-499.8,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.4998,1630526397,0.00040000677,0.529,0.529,0.45,693290,NEXUS ENERGY SERVICES INC NEW,us_market,PRE,-1.04,,,0.5595,0.0115,0.2479,0.1299,677.55k,576.2k,,,,0.00%,0.00%,,,,,,,,,,,,,,1:1000,"Oct 14, 2013","Sep 29, 2018","Mar 30, 2021",0.00%,0.00%,,,,,,,-57.57k,-28.57k,-0.0000,,36,0,129k,,0.01,-0.00,34.92k,,Value,89011,Technology,"Nexus Energy Services, Inc. operates as an application development company. The company was founded in 2014 and is based in Henderson, Nevada.",Henderson,347-770-2176,NV,United States,http://applicateinc.com,86400,613 Saddle Rider Court,Software—Application
