Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,issuanceOfStock,otherCashflowsFromFinancingActivities,changeToOperatingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,IMTL,-1817360.0,65325300,,,-51001,,-51001,101536,51226,-50310,-50310,,-691,,,,0,64045,114355,12819,-691,,-51001,-51001,2561.0,2213685.0,-1814799.0,889746.0,398886.0,1089701.0,-2660237.0,272648.0,-244263.0,1747.0,10299.0,1941037.0,-244263.0,394578.0,354217.0,603161.0,-3048.0,57757.0,57757.0,-5942.0,-63699.0,-9650.0,,,,,-1546459.0,en-US,US,EQUITY,False,Delayed Quote,0.0025,1630526364,9.999983e-05,0.0023,0.0029,0.0022,116143776,USD,PNK,177514,-14400000,False,False,PRE,4,4.1666594,0.0022 - 0.0029,us_market,0,IMAGE PROTECT INC,0.0024,0.0,0.0,0,0,finmb_315521537,Other OTC,"Image Protect, Inc.",USD,72422745,77936884,0.0023999999,24.0,1.0E-4 - 0.019,-0.0165,-0.8684211,0.0001,0.019,-0.003,-0.013,0.0030972222,-0.00059722224,-0.19282512,0.0053858743,-0.0028858744,-0.5358228,-0.19230768,15,America/New_York,EDT,1.47,,,0.019,0.0001,0.0031,0.0054,72.42M,77.94M,65.33M,,246.29M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2017","Sep 29, 2018",-68.41%,-59.07%,,,636.01k,0.00,-38.90%,439.23k,,-435.09k,-0.0030,,10.3k,0,345.15k,,0.20,-0.01,-584.9k,,Value,10005,Technology,4,"Image Protect, Inc., a media company, focuses on microcap news, information, and disclosures. It produces, distributes, contracts, and publishes various content assets for microcap companies and investors, including CEO/exec interviews, press releases, disclosure statements, and video news under the Mcap MediaWire name. The company also engages in the crypto, blockchain, and streaming digital assets business. Image Protect, Inc. was incorporated in 1997 and is based in New York, New York.",New York,866 871 4347,NY,1546214400,United States,http://www.imageprotect.com,86400,30 Wall Street,Software—Application,8th Floor
t-1,IMTL,-1765117.0,65325300,,,-77242,,-77242,163322,126903,-36420,-36420,,-18741,,,,0,153676,190096,26774,-40823,,-77242,-77242,2561.0,2158000.0,-1762556.0,875094.0,395444.0,1089701.0,-2607994.0,229036.0,-244263.0,1747.0,16507.0,1928964.0,-244263.0,391136.0,344567.0,630768.0,19074.0,83945.0,141026.0,6734.0,-134293.0,-76125.0,35000.0,22082.0,,,-1537828.0,en-US,US,EQUITY,False,Delayed Quote,0.0025,1630526364,9.999983e-05,0.0023,0.0029,0.0022,116143776,USD,PNK,177514,-14400000,False,False,PRE,4,4.1666594,0.0022 - 0.0029,us_market,0,IMAGE PROTECT INC,0.0024,0.0,0.0,0,0,finmb_315521537,Other OTC,"Image Protect, Inc.",USD,72422745,77936884,0.0023999999,24.0,1.0E-4 - 0.019,-0.0165,-0.8684211,0.0001,0.019,-0.003,-0.013,0.0030972222,-0.00059722224,-0.19282512,0.0053858743,-0.0028858744,-0.5358228,-0.19230768,15,America/New_York,EDT,1.47,,,0.019,0.0001,0.0031,0.0054,72.42M,77.94M,65.33M,,246.29M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2017","Sep 29, 2018",-68.41%,-59.07%,,,636.01k,0.00,-38.90%,439.23k,,-435.09k,-0.0030,,10.3k,0,345.15k,,0.20,-0.01,-584.9k,,Value,10005,Technology,4,"Image Protect, Inc., a media company, focuses on microcap news, information, and disclosures. It produces, distributes, contracts, and publishes various content assets for microcap companies and investors, including CEO/exec interviews, press releases, disclosure statements, and video news under the Mcap MediaWire name. The company also engages in the crypto, blockchain, and streaming digital assets business. Image Protect, Inc. was incorporated in 1997 and is based in New York, New York.",New York,866 871 4347,NY,1546214400,United States,http://www.imageprotect.com,86400,30 Wall Street,Software—Application,8th Floor
t-2,IMTL,-1765117.0,65325300,,,-77242,,-77242,163322,126903,-36420,-36420,,-18741,,,,0,153676,190096,26774,-40823,,-77242,-77242,2561.0,2158000.0,-1762556.0,875094.0,395444.0,1089701.0,-2607994.0,229036.0,-244263.0,1747.0,16507.0,1928964.0,-244263.0,391136.0,344567.0,630768.0,19074.0,83945.0,141026.0,6734.0,-134293.0,-76125.0,35000.0,22082.0,,,-1537828.0,en-US,US,EQUITY,False,Delayed Quote,0.0025,1630526364,9.999983e-05,0.0023,0.0029,0.0022,116143776,USD,PNK,177514,-14400000,False,False,PRE,4,4.1666594,0.0022 - 0.0029,us_market,0,IMAGE PROTECT INC,0.0024,0.0,0.0,0,0,finmb_315521537,Other OTC,"Image Protect, Inc.",USD,72422745,77936884,0.0023999999,24.0,1.0E-4 - 0.019,-0.0165,-0.8684211,0.0001,0.019,-0.003,-0.013,0.0030972222,-0.00059722224,-0.19282512,0.0053858743,-0.0028858744,-0.5358228,-0.19230768,15,America/New_York,EDT,1.47,,,0.019,0.0001,0.0031,0.0054,72.42M,77.94M,65.33M,,246.29M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2017","Sep 29, 2018",-68.41%,-59.07%,,,636.01k,0.00,-38.90%,439.23k,,-435.09k,-0.0030,,10.3k,0,345.15k,,0.20,-0.01,-584.9k,,Value,10005,Technology,4,"Image Protect, Inc., a media company, focuses on microcap news, information, and disclosures. It produces, distributes, contracts, and publishes various content assets for microcap companies and investors, including CEO/exec interviews, press releases, disclosure statements, and video news under the Mcap MediaWire name. The company also engages in the crypto, blockchain, and streaming digital assets business. Image Protect, Inc. was incorporated in 1997 and is based in New York, New York.",New York,866 871 4347,NY,1546214400,United States,http://www.imageprotect.com,86400,30 Wall Street,Software—Application,8th Floor
t-3,IMTL,,65325300,,,-48572,,-48572,98194,51681,-46513,-46513,,-2059,,,,0,104821,151334,53140,-2059,,-48572,-48572,,,,,,,,,,,,,,,,,-91553.0,-85322.0,212185.0,-95624.0,-307809.0,220099.0,297507.0,22082.0,12062.0,-408404.0,,en-US,US,EQUITY,False,Delayed Quote,0.0025,1630526364,9.999983e-05,0.0023,0.0029,0.0022,116143776,USD,PNK,177514,-14400000,False,False,PRE,4,4.1666594,0.0022 - 0.0029,us_market,0,IMAGE PROTECT INC,0.0024,0.0,0.0,0,0,finmb_315521537,Other OTC,"Image Protect, Inc.",USD,72422745,77936884,0.0023999999,24.0,1.0E-4 - 0.019,-0.0165,-0.8684211,0.0001,0.019,-0.003,-0.013,0.0030972222,-0.00059722224,-0.19282512,0.0053858743,-0.0028858744,-0.5358228,-0.19230768,15,America/New_York,EDT,1.47,,,0.019,0.0001,0.0031,0.0054,72.42M,77.94M,65.33M,,246.29M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2017","Sep 29, 2018",-68.41%,-59.07%,,,636.01k,0.00,-38.90%,439.23k,,-435.09k,-0.0030,,10.3k,0,345.15k,,0.20,-0.01,-584.9k,,Value,10005,Technology,4,"Image Protect, Inc., a media company, focuses on microcap news, information, and disclosures. It produces, distributes, contracts, and publishes various content assets for microcap companies and investors, including CEO/exec interviews, press releases, disclosure statements, and video news under the Mcap MediaWire name. The company also engages in the crypto, blockchain, and streaming digital assets business. Image Protect, Inc. was incorporated in 1997 and is based in New York, New York.",New York,866 871 4347,NY,1546214400,United States,http://www.imageprotect.com,86400,30 Wall Street,Software—Application,8th Floor
