Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,repurchaseOfStock,changeToOperatingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,dividendDate,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,fiftyDayAverage,fiftyDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jul 14, 2021) 4","Short Ratio (Jul 14, 2021) 4","Short % of Float (Jul 14, 2021) 4","Short % of Shares Outstanding (Jul 14, 2021) 4","Shares Short (prior month Jun 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HPK,486976000.0,92675904,,,5859000,,4744000,2725000,21826000,5912000,5912000,35000,-54000,,,,1115000,25717000,19805000,3891000,-53000,,4744000,4744000,589432000.0,77351000.0,486976000.0,1198000.0,564327000.0,9000.0,50000.0,-102465000.0,42494000.0,374000.0,9638000.0,34805000.0,536425000.0,27528000.0,16915000.0,109000.0,12760000.0,677000.0,-31921000.0,10634000.0,10636000.0,-9914000.0,11373000.0,13047000.0,13263000.0,-12000.0,-9193000.0,-2000.0,2081000.0,-45184000.0,,,-7277000.0,en-US,US,EQUITY,True,Delayed Quote,USD,2,NGM,9.37,1630526402,-0.3000002,9.75,9.77,9.07,22806,0,"HighPeak Energy, Inc.",PRE,us_market,0.0,0.0,1630569600,9.37,-3.1023805,9.07 - 9.77,9.67,0.0,0.0,10,8,finmb_645795910,NasdaqGM,"HighPeak Energy, Inc.",USD,45382,101428,5.17,1.2309525,4.2 - 21.82,-12.45,-0.57057744,1627257600,4.2,21.82,-0.09083349,9.577355,-0.2073555,-0.021650601,10.306143,-0.9361429,868373184,15,America/New_York,EDT,-14400000,False,False,,,,21.82,4.2,10.31,9.58,45.38k,101.43k,92.68M,,4.86M,95.80%,2.33%,227.65k,3.95,5.13%,0.25%,53.04k,0.1,0.88%,,,,,"Jul 25, 2021","Jul 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",-34.75%,-41.43%,-2.24%,-3.44%,45.72M,0.49,456.30%,15.65M,11.97M,69.15M,,,9.64M,0.1,374k,0.08,0.79,,6.66M,-99.85M,Value,76102,Energy,25,"HighPeak Energy, Inc., an independent oil and natural gas company, engages in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids reserves in the Midland Basin in West Texas. As of December 31, 2020, the company had approximately 22,515 MBoe of proved reserves. HighPeak Energy, Inc. was founded in 2019 and is headquartered in Fort Worth, Texas.",Fort Worth,817 850 9200,TX,1609372800,United States,http://www.highpeakenergy.com,86400,421 West 3rd Street,Oil & Gas E&P,Suite 1000
t-1,HPK,474226000.0,92675904,,,-6827000,,-4913000,3227000,8955000,-6824000,-6824000,36000,-8000,,,,-1914000,11566000,18390000,2611000,-3000,,-4913000,-4913000,581426000.0,63704000.0,474226000.0,2050000.0,537930000.0,9000.0,50000.0,-107209000.0,41191000.0,401000.0,19552000.0,22435000.0,504234000.0,33295000.0,11318000.0,121000.0,7581000.0,-1560000.0,-29906000.0,-9675000.0,10636000.0,-35322000.0,4259000.0,12440000.0,19571000.0,-149000.0,-1773000.0,-136000.0,210000.0,-49477000.0,-9539000.0,,10860000.0,en-US,US,EQUITY,True,Delayed Quote,USD,2,NGM,9.37,1630526402,-0.3000002,9.75,9.77,9.07,22806,0,"HighPeak Energy, Inc.",PRE,us_market,0.0,0.0,1630569600,9.37,-3.1023805,9.07 - 9.77,9.67,0.0,0.0,10,8,finmb_645795910,NasdaqGM,"HighPeak Energy, Inc.",USD,45382,101428,5.17,1.2309525,4.2 - 21.82,-12.45,-0.57057744,1627257600,4.2,21.82,-0.09083349,9.577355,-0.2073555,-0.021650601,10.306143,-0.9361429,868373184,15,America/New_York,EDT,-14400000,False,False,,,,21.82,4.2,10.31,9.58,45.38k,101.43k,92.68M,,4.86M,95.80%,2.33%,227.65k,3.95,5.13%,0.25%,53.04k,0.1,0.88%,,,,,"Jul 25, 2021","Jul 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",-34.75%,-41.43%,-2.24%,-3.44%,45.72M,0.49,456.30%,15.65M,11.97M,69.15M,,,9.64M,0.1,374k,0.08,0.79,,6.66M,-99.85M,Value,76102,Energy,25,"HighPeak Energy, Inc., an independent oil and natural gas company, engages in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids reserves in the Midland Basin in West Texas. As of December 31, 2020, the company had approximately 22,515 MBoe of proved reserves. HighPeak Energy, Inc. was founded in 2019 and is headquartered in Fort Worth, Texas.",Fort Worth,817 850 9200,TX,1609372800,United States,http://www.highpeakenergy.com,86400,421 West 3rd Street,Oil & Gas E&P,Suite 1000
t-2,HPK,473452000.0,92675904,,,-13881000,,-11572000,15891000,5731000,-13882000,-13882000,35000,-8000,,,,-2309000,7490000,21372000,1759000,1000,,-11572000,-11516000,575739000.0,58050000.0,473452000.0,329000.0,531502000.0,9000.0,591000.0,-102296000.0,42895000.0,,54874000.0,15052000.0,466882000.0,64620000.0,5949000.0,405000.0,8971000.0,-2361000.0,-44300000.0,91030000.0,102093000.0,48594000.0,1864000.0,3656000.0,-19464000.0,-553000.0,-5446000.0,-11063000.0,14519000.0,-24836000.0,-9539000.0,3621000.0,49568000.0,en-US,US,EQUITY,True,Delayed Quote,USD,2,NGM,9.37,1630526402,-0.3000002,9.75,9.77,9.07,22806,0,"HighPeak Energy, Inc.",PRE,us_market,0.0,0.0,1630569600,9.37,-3.1023805,9.07 - 9.77,9.67,0.0,0.0,10,8,finmb_645795910,NasdaqGM,"HighPeak Energy, Inc.",USD,45382,101428,5.17,1.2309525,4.2 - 21.82,-12.45,-0.57057744,1627257600,4.2,21.82,-0.09083349,9.577355,-0.2073555,-0.021650601,10.306143,-0.9361429,868373184,15,America/New_York,EDT,-14400000,False,False,,,,21.82,4.2,10.31,9.58,45.38k,101.43k,92.68M,,4.86M,95.80%,2.33%,227.65k,3.95,5.13%,0.25%,53.04k,0.1,0.88%,,,,,"Jul 25, 2021","Jul 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",-34.75%,-41.43%,-2.24%,-3.44%,45.72M,0.49,456.30%,15.65M,11.97M,69.15M,,,9.64M,0.1,374k,0.08,0.79,,6.66M,-99.85M,Value,76102,Energy,25,"HighPeak Energy, Inc., an independent oil and natural gas company, engages in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids reserves in the Midland Basin in West Texas. As of December 31, 2020, the company had approximately 22,515 MBoe of proved reserves. HighPeak Energy, Inc. was founded in 2019 and is headquartered in Fort Worth, Texas.",Fort Worth,817 850 9200,TX,1609372800,United States,http://www.highpeakenergy.com,86400,421 West 3rd Street,Oil & Gas E&P,Suite 1000
t-3,HPK,433738000.0,92675904,,,-4147000,,-4147000,1412000,-1272000,-4147000,-4147000,-273000,-8000,,,,0,944000,5091000,2216000,0,,-4147000,80831000,,40246000.0,433738000.0,,473984000.0,433738000.0,3475000.0,,2378000.0,,6280000.0,37868000.0,453247000.0,20737000.0,10577000.0,405000.0,37868000.0,-7544000.0,-8529000.0,91030000.0,102093000.0,-19369000.0,-10840000.0,1770000.0,-1925000.0,-553000.0,1867000.0,-11063000.0,1000.0,-2604000.0,-9539000.0,-2787000.0,-17131000.0,en-US,US,EQUITY,True,Delayed Quote,USD,2,NGM,9.37,1630526402,-0.3000002,9.75,9.77,9.07,22806,0,"HighPeak Energy, Inc.",PRE,us_market,0.0,0.0,1630569600,9.37,-3.1023805,9.07 - 9.77,9.67,0.0,0.0,10,8,finmb_645795910,NasdaqGM,"HighPeak Energy, Inc.",USD,45382,101428,5.17,1.2309525,4.2 - 21.82,-12.45,-0.57057744,1627257600,4.2,21.82,-0.09083349,9.577355,-0.2073555,-0.021650601,10.306143,-0.9361429,868373184,15,America/New_York,EDT,-14400000,False,False,,,,21.82,4.2,10.31,9.58,45.38k,101.43k,92.68M,,4.86M,95.80%,2.33%,227.65k,3.95,5.13%,0.25%,53.04k,0.1,0.88%,,,,,"Jul 25, 2021","Jul 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",-34.75%,-41.43%,-2.24%,-3.44%,45.72M,0.49,456.30%,15.65M,11.97M,69.15M,,,9.64M,0.1,374k,0.08,0.79,,6.66M,-99.85M,Value,76102,Energy,25,"HighPeak Energy, Inc., an independent oil and natural gas company, engages in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids reserves in the Midland Basin in West Texas. As of December 31, 2020, the company had approximately 22,515 MBoe of proved reserves. HighPeak Energy, Inc. was founded in 2019 and is headquartered in Fort Worth, Texas.",Fort Worth,817 850 9200,TX,1609372800,United States,http://www.highpeakenergy.com,86400,421 West 3rd Street,Oil & Gas E&P,Suite 1000
