Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,otherCurrentLiab,otherAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DSVSF,122033432.0,324668992,,,-10965302,,-10965302,927933,0,-11023214,-11023214,984946,-953,,,,0,0,11023214,0,57912,,-10965302,-10965302,19455407.0,1633948.0,122033432.0,123667380.0,144653654.0,69834.0,-67006866.0,-1.0,24931237.0,79742626.0,1604846.0,24931237.0,28062120.0,95605260.0,15330000.0,448086.0,1443707.0,,,622122.0,-146647.0,-11522.0,19044033.0,-1205729.0,19055554.0,12194729.0,2119.0,-6704777.0,41952.0,1.0,4802180.0,-146647.0,,94000414.0,en-US,US,EQUITY,False,Delayed Quote,USD,1.38,finmb_28689431,Other OTC,Discovery Silver Corp.,CAD,215525,127366,0.26,0.24074072,1.08 - 2.23,-0.89,-0.39910313,1.08,2.23,1622145600,1622145600,1622145600,1.4465,-0.10649991,-0.07362594,1.7286015,-0.38860142,435056448,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.22480683,DISCOVERY SILVER CORP,1.34,1630504823,-0.03999996,1.4,1.4,1.34,53633,us_market,4,-2.898548,1.34 - 1.4,4.13,,,2.23,1.08,1.4465,1.7286,215.53k,127.37k,324.67M,,232.2M,28.19%,24.04%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-18.11%,-28.25%,,,,,-24.61M,-23.89M,,,95.07M,0.29,76.35k,0.06,59.57,,-18.36M,-10.51M,Value,M5J 2H7,Basic Materials,"Discovery Silver Corp., a mineral exploration company, engages in the exploration and development of polymetallic deposits. The company's flagship property is the 100% owned Cordero silver project, which covers an area of approximately 35,000 hectares located in the Chihuahua state, Mexico. It also focuses on the high-grade silver-zinc-lead deposits with a land package of approximately 150,000 hectares in northern Coahuila state, Mexico. The company was formerly known as Discovery Metals Corp. and changed its name to Discovery Silver Corp. Discovery Silver Corp. was incorporated in 1986 and is headquartered in Toronto, Canada.",Toronto,416 613 9410,ON,1609372800,Canada,http://discoverysilver.com,86400,55 University Avenue,Silver,Suite 701
t-1,DSVSF,110541532.0,324668992,,,-6054216,,-6054216,1423642,0,-6284912,-6284912,941338,-943,,,,0,0,6284912,0,230696,,-6054216,-6054216,14710821.0,1023349.0,110541532.0,111564881.0,125570547.0,,-56041564.0,,26301728.0,67547897.0,982260.0,26301728.0,28147575.0,83417306.0,15335000.0,435670.0,194932.0,,,-843739.0,-150143.0,-11410.0,4824144.0,-828202.0,7770560.0,-1662594.0,119135.0,-6455730.0,196158.0,-2935006.0,1074269.0,-150143.0,,82435046.0,en-US,US,EQUITY,False,Delayed Quote,USD,1.38,finmb_28689431,Other OTC,Discovery Silver Corp.,CAD,215525,127366,0.26,0.24074072,1.08 - 2.23,-0.89,-0.39910313,1.08,2.23,1622145600,1622145600,1622145600,1.4465,-0.10649991,-0.07362594,1.7286015,-0.38860142,435056448,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.22480683,DISCOVERY SILVER CORP,1.34,1630504823,-0.03999996,1.4,1.4,1.34,53633,us_market,4,-2.898548,1.34 - 1.4,4.13,,,2.23,1.08,1.4465,1.7286,215.53k,127.37k,324.67M,,232.2M,28.19%,24.04%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-18.11%,-28.25%,,,,,-24.61M,-23.89M,,,95.07M,0.29,76.35k,0.06,59.57,,-18.36M,-10.51M,Value,M5J 2H7,Basic Materials,"Discovery Silver Corp., a mineral exploration company, engages in the exploration and development of polymetallic deposits. The company's flagship property is the 100% owned Cordero silver project, which covers an area of approximately 35,000 hectares located in the Chihuahua state, Mexico. It also focuses on the high-grade silver-zinc-lead deposits with a land package of approximately 150,000 hectares in northern Coahuila state, Mexico. The company was formerly known as Discovery Metals Corp. and changed its name to Discovery Silver Corp. Discovery Silver Corp. was incorporated in 1986 and is headquartered in Toronto, Canada.",Toronto,416 613 9410,ON,1609372800,Canada,http://discoverysilver.com,86400,55 University Avenue,Silver,Suite 701
t-2,DSVSF,110786396.0,324668992,,,-5127665,,-5127665,785074,0,-5295385,-5295385,581405,-1055,,,,0,0,5295385,0,167720,,-5127665,-5127665,14025822.0,1878498.0,110786396.0,112664894.0,120593914.0,30154.0,-49987348.0,-1.0,26154008.0,69210491.0,1825541.0,26154008.0,27762064.0,84902831.0,15330000.0,278972.0,1018765.0,687636.0,-1.0,1304853.0,-54973.0,-11298.0,45684991.0,-463502.0,45696289.0,42297328.0,-141012.0,-3191678.0,33155.0,-2935006.0,1061481.0,-54973.0,,83077290.0,en-US,US,EQUITY,False,Delayed Quote,USD,1.38,finmb_28689431,Other OTC,Discovery Silver Corp.,CAD,215525,127366,0.26,0.24074072,1.08 - 2.23,-0.89,-0.39910313,1.08,2.23,1622145600,1622145600,1622145600,1.4465,-0.10649991,-0.07362594,1.7286015,-0.38860142,435056448,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.22480683,DISCOVERY SILVER CORP,1.34,1630504823,-0.03999996,1.4,1.4,1.34,53633,us_market,4,-2.898548,1.34 - 1.4,4.13,,,2.23,1.08,1.4465,1.7286,215.53k,127.37k,324.67M,,232.2M,28.19%,24.04%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-18.11%,-28.25%,,,,,-24.61M,-23.89M,,,95.07M,0.29,76.35k,0.06,59.57,,-18.36M,-10.51M,Value,M5J 2H7,Basic Materials,"Discovery Silver Corp., a mineral exploration company, engages in the exploration and development of polymetallic deposits. The company's flagship property is the 100% owned Cordero silver project, which covers an area of approximately 35,000 hectares located in the Chihuahua state, Mexico. It also focuses on the high-grade silver-zinc-lead deposits with a land package of approximately 150,000 hectares in northern Coahuila state, Mexico. The company was formerly known as Discovery Metals Corp. and changed its name to Discovery Silver Corp. Discovery Silver Corp. was incorporated in 1986 and is headquartered in Toronto, Canada.",Toronto,416 613 9410,ON,1609372800,Canada,http://discoverysilver.com,86400,55 University Avenue,Silver,Suite 701
t-3,DSVSF,69772507.0,324668992,,,-1747677,,-1747677,691956,0,-2259605,-2259605,276999,-1183,,,,0,0,2259605,0,511928,,-1747677,-1747677,14656592.0,584943.0,69772507.0,70357450.0,91387621.0,117517.0,-44859683.0,,8587977.0,26913163.0,520234.0,8587977.0,27670058.0,42687392.0,15435000.0,141014.0,473643.0,,,-247428.0,-15068168.0,-11187.0,23974618.0,-333157.0,23985805.0,6894689.0,-6189.0,-2005572.0,35494.0,-2935006.0,287196.0,-68168.0,-15000000.0,42167158.0,en-US,US,EQUITY,False,Delayed Quote,USD,1.38,finmb_28689431,Other OTC,Discovery Silver Corp.,CAD,215525,127366,0.26,0.24074072,1.08 - 2.23,-0.89,-0.39910313,1.08,2.23,1622145600,1622145600,1622145600,1.4465,-0.10649991,-0.07362594,1.7286015,-0.38860142,435056448,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.22480683,DISCOVERY SILVER CORP,1.34,1630504823,-0.03999996,1.4,1.4,1.34,53633,us_market,4,-2.898548,1.34 - 1.4,4.13,,,2.23,1.08,1.4465,1.7286,215.53k,127.37k,324.67M,,232.2M,28.19%,24.04%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-18.11%,-28.25%,,,,,-24.61M,-23.89M,,,95.07M,0.29,76.35k,0.06,59.57,,-18.36M,-10.51M,Value,M5J 2H7,Basic Materials,"Discovery Silver Corp., a mineral exploration company, engages in the exploration and development of polymetallic deposits. The company's flagship property is the 100% owned Cordero silver project, which covers an area of approximately 35,000 hectares located in the Chihuahua state, Mexico. It also focuses on the high-grade silver-zinc-lead deposits with a land package of approximately 150,000 hectares in northern Coahuila state, Mexico. The company was formerly known as Discovery Metals Corp. and changed its name to Discovery Silver Corp. Discovery Silver Corp. was incorporated in 1986 and is headquartered in Toronto, Canada.",Toronto,416 613 9410,ON,1609372800,Canada,http://discoverysilver.com,86400,55 University Avenue,Silver,Suite 701
