Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,longTermInvestments,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DTSRF,2371585,24376100,,,13052348,,13052348,31095,-171193,-202288,-202288,,,,,,0,0,202288,171193,13254636,,13052348,13052348,31554097,92538,33925682,34018220,46547115,-14270047,1648614,413742,92538,1648614,559123,1905000,145381,82943,20320,-25124,536640,536640,311568,-199948,-32278,-13240338,466585,en-US,US,EQUITY,False,Delayed Quote,USD,3.48,0.0,0.0,0,0,finmb_550973206,Other OTC,Ether Capital Corporation,CAD,28843,34166,3.161,8.125964,0.389 - 7.77,-4.2200003,-0.5431146,0.389,7.77,1524009600,1616761800,1616761800,1616761800,4.493671,0.79,1.392,2.7935,0.7565,0.27080724,2.8777246,0.6722753,88683968,2.5502875,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,0.23361349,ETHER CAPITAL CORPORATION,3.55,1630503842,0.06999993,3.3,3.62839,3.3,8319,us_market,4,2.0114923,3.3 - 3.62839,2.77,,,7.77,0.389,2.7935,2.8777,28.84k,34.17k,24.38M,,21.31M,10.82%,16.25%,,,,,,,,,,,0.00%,"Apr 17, 2018",,,,"Dec 30, 2020","Dec 30, 2020","3,195,457.03%","-130,772.08%",-2.65%,104.50%,702,0.00,-100.00%,-801.48k,,22.43M,0.7900,,413.74k,0.02,,,6.04,1.39,-1.01M,-110.18k,Value,M5H 3P5,Technology,"Ether Capital Corporation, a technology company, through its subsidiaries, provides access and exposure to the Ethereum and Web 3 ecosystem to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was founded in 2009 and is headquartered in Toronto, Canada.",Toronto,416 583 5541,ON,1577750400,Canada,http://www.ethcap.co,86400,130 Adelaide Street West,Software—Infrastructure,31st Floor
t-1,DTSRF,2138059,24376100,,,5533402,,5533402,27311,-166361,-193672,-193672,,,,,,0,0,193672,166361,5727074,,5533402,5533402,16615153,72218,18753212,18825430,45829934,-27322395,245673,102174,72218,245673,215277,1995000,113103,62623,2445,-25124,131040,131040,-40983,-172023,-24228,-5683642,143059,en-US,US,EQUITY,False,Delayed Quote,USD,3.48,0.0,0.0,0,0,finmb_550973206,Other OTC,Ether Capital Corporation,CAD,28843,34166,3.161,8.125964,0.389 - 7.77,-4.2200003,-0.5431146,0.389,7.77,1524009600,1616761800,1616761800,1616761800,4.493671,0.79,1.392,2.7935,0.7565,0.27080724,2.8777246,0.6722753,88683968,2.5502875,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,0.23361349,ETHER CAPITAL CORPORATION,3.55,1630503842,0.06999993,3.3,3.62839,3.3,8319,us_market,4,2.0114923,3.3 - 3.62839,2.77,,,7.77,0.389,2.7935,2.8777,28.84k,34.17k,24.38M,,21.31M,10.82%,16.25%,,,,,,,,,,,0.00%,"Apr 17, 2018",,,,"Dec 30, 2020","Dec 30, 2020","3,195,457.03%","-130,772.08%",-2.65%,104.50%,702,0.00,-100.00%,-801.48k,,22.43M,0.7900,,413.74k,0.02,,,6.04,1.39,-1.01M,-110.18k,Value,M5H 3P5,Technology,"Ether Capital Corporation, a technology company, through its subsidiaries, provides access and exposure to the Ethereum and Web 3 ecosystem to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was founded in 2009 and is headquartered in Toronto, Canada.",Toronto,416 583 5541,ON,1577750400,Canada,http://www.ethcap.co,86400,130 Adelaide Street West,Software—Infrastructure,31st Floor
t-2,DTSRF,2202259,24376100,,,3539552,,3539552,28053,-291843,-319896,-319896,,,,,,0,82,319978,291925,3859448,,3539552,3539552,10879676,69773,13081935,13151708,45611017,-32855797,326715,143157,69773,326715,232032,2040000,88875,60178,-129378,293012,131040,131040,20251,-272761,134833,-3817768,162259,en-US,US,EQUITY,False,Delayed Quote,USD,3.48,0.0,0.0,0,0,finmb_550973206,Other OTC,Ether Capital Corporation,CAD,28843,34166,3.161,8.125964,0.389 - 7.77,-4.2200003,-0.5431146,0.389,7.77,1524009600,1616761800,1616761800,1616761800,4.493671,0.79,1.392,2.7935,0.7565,0.27080724,2.8777246,0.6722753,88683968,2.5502875,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,0.23361349,ETHER CAPITAL CORPORATION,3.55,1630503842,0.06999993,3.3,3.62839,3.3,8319,us_market,4,2.0114923,3.3 - 3.62839,2.77,,,7.77,0.389,2.7935,2.8777,28.84k,34.17k,24.38M,,21.31M,10.82%,16.25%,,,,,,,,,,,0.00%,"Apr 17, 2018",,,,"Dec 30, 2020","Dec 30, 2020","3,195,457.03%","-130,772.08%",-2.65%,104.50%,702,0.00,-100.00%,-801.48k,,22.43M,0.7900,,413.74k,0.02,,,6.04,1.39,-1.01M,-110.18k,Value,M5H 3P5,Technology,"Ether Capital Corporation, a technology company, through its subsidiaries, provides access and exposure to the Ethereum and Web 3 ecosystem to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was founded in 2009 and is headquartered in Toronto, Canada.",Toronto,416 583 5541,ON,1577750400,Canada,http://www.ethcap.co,86400,130 Adelaide Street West,Software—Infrastructure,31st Floor
t-3,DTSRF,2095663,24376100,,,306807,,306807,62675,-139489,-202164,-202164,,,,,,0,620,202784,140109,508971,,306807,306807,7286486,199151,9382149,9581300,45834198,-36395349,-56700,122906,199151,-56700,346614,1948200,223708,189556,-117907,212075,131040,131040,-148488,-360563,-92812,-456651,147463,en-US,US,EQUITY,False,Delayed Quote,USD,3.48,0.0,0.0,0,0,finmb_550973206,Other OTC,Ether Capital Corporation,CAD,28843,34166,3.161,8.125964,0.389 - 7.77,-4.2200003,-0.5431146,0.389,7.77,1524009600,1616761800,1616761800,1616761800,4.493671,0.79,1.392,2.7935,0.7565,0.27080724,2.8777246,0.6722753,88683968,2.5502875,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,0.23361349,ETHER CAPITAL CORPORATION,3.55,1630503842,0.06999993,3.3,3.62839,3.3,8319,us_market,4,2.0114923,3.3 - 3.62839,2.77,,,7.77,0.389,2.7935,2.8777,28.84k,34.17k,24.38M,,21.31M,10.82%,16.25%,,,,,,,,,,,0.00%,"Apr 17, 2018",,,,"Dec 30, 2020","Dec 30, 2020","3,195,457.03%","-130,772.08%",-2.65%,104.50%,702,0.00,-100.00%,-801.48k,,22.43M,0.7900,,413.74k,0.02,,,6.04,1.39,-1.01M,-110.18k,Value,M5H 3P5,Technology,"Ether Capital Corporation, a technology company, through its subsidiaries, provides access and exposure to the Ethereum and Web 3 ecosystem to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was founded in 2009 and is headquartered in Toronto, Canada.",Toronto,416 583 5541,ON,1577750400,Canada,http://www.ethcap.co,86400,130 Adelaide Street West,Software—Infrastructure,31st Floor
