Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry
t0,D6H.DE,-6216234.0,8331000,,,6760984,,7386728,,19995787,7321051,7321051,4565607,-831931,,,,-625744,102057255,94736204,82061468,-560067,,7386728,7386728,24000274.0,302318406.0,80284912.0,17584314.0,69918142.0,382603312.0,8349000.0,28495432.0,43787741.0,77707095.0,62500872.0,28148171.0,58819747.0,61345653.0,105740268.0,14207383.0,27043889.0,28148171.0,68628546.0,166189826.0,2464047.0,12164766.0,60474292.0,118871043.0,3709683.0,8778237.0,-10440471,1586395,-17705825,-2257300,-2499675,6307842,652857,20858357,8109129,221639,-2475236,-242375,-56500,-525138,60449558.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,DATAGROUP SE  INH. O.N.,de_market,2,XETRA,DATAGROUP SE,EUR,7043,11071,39.6,1.0421052,38.0 - 78.7,-1.0999985,-0.013977109,38.0,78.7,1637665140,1637665140,1637665140,0.7,300.7752,0.009032258,0.258,0,9.637,66.66389,10.936111,0.16404851,64.03732,13.562675,0.21179329,649451456,8.052299,15,Europe/Berlin,CEST,7200000,False,False,0.12903029,77.0 - 78.7,77.5,77.2,77.8,272,569,finmb_28897332,77.6,1630501862,0.099998474,78.7,78.7,77.0,1245,1.01,,,78.7,38.0,66.66,64.04,7.04k,11.07k,8.33M,,3.49M,58.20%,12.47%,,,,,,,,0.70,0.90%,,0.00%,,"Mar 04, 2020",,,"Sep 30, 2020","Mar 31, 2021",0.53%,3.36%,2.24%,2.67%,404.4M,48.54,11.70%,60.09M,37.54M,2.15M,0.26,-1.90%,73.51M,8.82,145.91M,181.75,1.57,9.64,48.75M,31M,Value,72124,Technology,2822,"DATAGROUP SE provides information technology (IT) infrastructure, technology consulting, and IT development solutions primarily in Germany. The company operates in two segments Services, and Solutions and Consulting. It provides IT workplace services, including selection and procurement, on-site implementation, and exchange and disposal of old equipment, as well as data center services. The company also offers managed and private cloud, public cloud, application management, SAP, communication and collaboration, network, security, and end user services, as well as service desk services. In addition, it provides IT consulting, robotic process automation and AI, mobile and app, and industry solutions, as well as cloud, platform, application, and SAP transformation solutions. The company was formerly known as Datagroup AG and changed its name to DATAGROUP SE in November 2016. The company was founded in 2005 and is headquartered in Pliezhausen, Germany. DATAGROUP SE is a subsidiary of HHS Beteiligungsgesellschaft mbH.",Pliezhausen,49 7127 970 000,Germany,http://www.datagroup.de,86400,Wilhelm-Schickard-StraÃe 7,49 7127 970 033,Information Technology Services
t-1,D6H.DE,-21355636.0,8331000,,,5993587,,3440821,,19551153,6552537,6552537,4702698,-820652,,,,2552766,109618823,103066286,90067670,-558950,,3440821,3440821,25252545.0,317448599.0,66397781.0,18416881.0,66601015.0,383846376.0,8349000.0,30731603.0,38026392.0,88960734.0,62500872.0,20022389.0,61016496.0,60693385.0,107737373.0,13792312.0,27504321.0,20022389.0,73848309.0,158796957.0,2431197.0,,63191673.0,120750492.0,4180296.0,13632037.0,-1045150,-6669003,-2640433,-3287181,-3636951,-5804877,-3212792,3064592,8295918,208074,3364058,-349770,437676,-1134097,51059584.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,DATAGROUP SE  INH. O.N.,de_market,2,XETRA,DATAGROUP SE,EUR,7043,11071,39.6,1.0421052,38.0 - 78.7,-1.0999985,-0.013977109,38.0,78.7,1637665140,1637665140,1637665140,0.7,300.7752,0.009032258,0.258,0,9.637,66.66389,10.936111,0.16404851,64.03732,13.562675,0.21179329,649451456,8.052299,15,Europe/Berlin,CEST,7200000,False,False,0.12903029,77.0 - 78.7,77.5,77.2,77.8,272,569,finmb_28897332,77.6,1630501862,0.099998474,78.7,78.7,77.0,1245,1.01,,,78.7,38.0,66.66,64.04,7.04k,11.07k,8.33M,,3.49M,58.20%,12.47%,,,,,,,,0.70,0.90%,,0.00%,,"Mar 04, 2020",,,"Sep 30, 2020","Mar 31, 2021",0.53%,3.36%,2.24%,2.67%,404.4M,48.54,11.70%,60.09M,37.54M,2.15M,0.26,-1.90%,73.51M,8.82,145.91M,181.75,1.57,9.64,48.75M,31M,Value,72124,Technology,2822,"DATAGROUP SE provides information technology (IT) infrastructure, technology consulting, and IT development solutions primarily in Germany. The company operates in two segments Services, and Solutions and Consulting. It provides IT workplace services, including selection and procurement, on-site implementation, and exchange and disposal of old equipment, as well as data center services. The company also offers managed and private cloud, public cloud, application management, SAP, communication and collaboration, network, security, and end user services, as well as service desk services. In addition, it provides IT consulting, robotic process automation and AI, mobile and app, and industry solutions, as well as cloud, platform, application, and SAP transformation solutions. The company was formerly known as Datagroup AG and changed its name to DATAGROUP SE in November 2016. The company was founded in 2005 and is headquartered in Pliezhausen, Germany. DATAGROUP SE is a subsidiary of HHS Beteiligungsgesellschaft mbH.",Pliezhausen,49 7127 970 000,Germany,http://www.datagroup.de,86400,Wilhelm-Schickard-StraÃe 7,49 7127 970 033,Information Technology Services
t-2,D6H.DE,-22680039.0,8331000,,,4912289,,-1739879,4474565.0,18778241,17320240,17320240,-13954899,-309310,,,,6652168,102260060,84939820,83481819,-12407951,,-1739879,-1739879,26330764.0,319200238.0,66151597.0,17774913.0,48690609.0,385351832.0,8349000.0,19119941.0,32960194.0,85191912.0,62500872.0,24842403.0,61166900.0,63937088.0,113180999.0,11617131.0,12314275.0,24842403.0,72950135.0,161169664.0,1233497.0,,71160432.0,78163473.0,6952203.0,12491040.0,-443409,-3718183,-8257716,-1747318,-1933989,-648571,-2126319,8065384,10558422,-378715,1262653,-186671,1993714,-5363824,47988665.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,DATAGROUP SE  INH. O.N.,de_market,2,XETRA,DATAGROUP SE,EUR,7043,11071,39.6,1.0421052,38.0 - 78.7,-1.0999985,-0.013977109,38.0,78.7,1637665140,1637665140,1637665140,0.7,300.7752,0.009032258,0.258,0,9.637,66.66389,10.936111,0.16404851,64.03732,13.562675,0.21179329,649451456,8.052299,15,Europe/Berlin,CEST,7200000,False,False,0.12903029,77.0 - 78.7,77.5,77.2,77.8,272,569,finmb_28897332,77.6,1630501862,0.099998474,78.7,78.7,77.0,1245,1.01,,,78.7,38.0,66.66,64.04,7.04k,11.07k,8.33M,,3.49M,58.20%,12.47%,,,,,,,,0.70,0.90%,,0.00%,,"Mar 04, 2020",,,"Sep 30, 2020","Mar 31, 2021",0.53%,3.36%,2.24%,2.67%,404.4M,48.54,11.70%,60.09M,37.54M,2.15M,0.26,-1.90%,73.51M,8.82,145.91M,181.75,1.57,9.64,48.75M,31M,Value,72124,Technology,2822,"DATAGROUP SE provides information technology (IT) infrastructure, technology consulting, and IT development solutions primarily in Germany. The company operates in two segments Services, and Solutions and Consulting. It provides IT workplace services, including selection and procurement, on-site implementation, and exchange and disposal of old equipment, as well as data center services. The company also offers managed and private cloud, public cloud, application management, SAP, communication and collaboration, network, security, and end user services, as well as service desk services. In addition, it provides IT consulting, robotic process automation and AI, mobile and app, and industry solutions, as well as cloud, platform, application, and SAP transformation solutions. The company was formerly known as Datagroup AG and changed its name to DATAGROUP SE in November 2016. The company was founded in 2005 and is headquartered in Pliezhausen, Germany. DATAGROUP SE is a subsidiary of HHS Beteiligungsgesellschaft mbH.",Pliezhausen,49 7127 970 000,Germany,http://www.datagroup.de,86400,Wilhelm-Schickard-StraÃe 7,49 7127 970 033,Information Technology Services
t-3,D6H.DE,-18455467.0,8331000,,,-6774971,,-6935977,4474565.0,13166868,-17594790,-17594790,22883899,-935715,,,,161006,94324282,111919072,81157414,10819819,,-6935977,-6935977,24726340.0,315780351.0,70298125.0,,70755661.0,386078473.0,8349000.0,24882871.0,36325451.0,74077965.0,64027252.0,25623674.0,20900328.0,66096089.0,121513281.0,14006024.0,32875467.0,25623674.0,74239992.0,182104554.0,20080007.0,7189236.0,56536605.0,120189105.0,27399753.0,17882153.0,-1274999,16741102,-3857789,-41375,-1195949,-320977,11712816,16766556,7832340,169367,-645939,-1154574,96004,-2004726,60591273.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,EUR,GER,DATAGROUP SE  INH. O.N.,de_market,2,XETRA,DATAGROUP SE,EUR,7043,11071,39.6,1.0421052,38.0 - 78.7,-1.0999985,-0.013977109,38.0,78.7,1637665140,1637665140,1637665140,0.7,300.7752,0.009032258,0.258,0,9.637,66.66389,10.936111,0.16404851,64.03732,13.562675,0.21179329,649451456,8.052299,15,Europe/Berlin,CEST,7200000,False,False,0.12903029,77.0 - 78.7,77.5,77.2,77.8,272,569,finmb_28897332,77.6,1630501862,0.099998474,78.7,78.7,77.0,1245,1.01,,,78.7,38.0,66.66,64.04,7.04k,11.07k,8.33M,,3.49M,58.20%,12.47%,,,,,,,,0.70,0.90%,,0.00%,,"Mar 04, 2020",,,"Sep 30, 2020","Mar 31, 2021",0.53%,3.36%,2.24%,2.67%,404.4M,48.54,11.70%,60.09M,37.54M,2.15M,0.26,-1.90%,73.51M,8.82,145.91M,181.75,1.57,9.64,48.75M,31M,Value,72124,Technology,2822,"DATAGROUP SE provides information technology (IT) infrastructure, technology consulting, and IT development solutions primarily in Germany. The company operates in two segments Services, and Solutions and Consulting. It provides IT workplace services, including selection and procurement, on-site implementation, and exchange and disposal of old equipment, as well as data center services. The company also offers managed and private cloud, public cloud, application management, SAP, communication and collaboration, network, security, and end user services, as well as service desk services. In addition, it provides IT consulting, robotic process automation and AI, mobile and app, and industry solutions, as well as cloud, platform, application, and SAP transformation solutions. The company was formerly known as Datagroup AG and changed its name to DATAGROUP SE in November 2016. The company was founded in 2005 and is headquartered in Pliezhausen, Germany. DATAGROUP SE is a subsidiary of HHS Beteiligungsgesellschaft mbH.",Pliezhausen,49 7127 970 000,Germany,http://www.datagroup.de,86400,Wilhelm-Schickard-StraÃe 7,49 7127 970 033,Information Technology Services
