Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,totalCurrentLiabilities,propertyPlantEquipment,longTermDebt,accountsPayable,otherLiab,cash,totalCurrentAssets,changeToLiabilities,totalCashFromOperatingActivities,netBorrowings,totalCashFromFinancingActivities,changeInCash,changeToOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,JMTM,-7383231.0,0,,,-30,,-30,30,0,-30,-30,,,,,,0,0,30,0,0,,-30,-30,10178230.0,7494071.0,-7383231.0,226321.0,110840.0,207882.0,-17660937.0,-108406.0,48.0,3494071.0,110792.0,4000000.0,177201.0,,,,0.0,-30.0,500.0,500.0,470.0,,,,,,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.9399,1.6780931,0.5601 - 3.125,-1.625,-0.52,0.5601,3.125,-3.959,0.0,1.5 - 1.5,1.5,0.0,0.0,0,0,finmb_378656,Other OTC,"James Maritime Holdings, Inc.",USD,10,25,-72.046,2.6594443,-1.1594443,-0.4359724,2.67419,-1.17419,-0.4390825,20857,-0.020820033,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JAMES MARITIME HLDGS INC,1.5,1630071659,0.0,1.5,1.5,1.5,200,0.91,,,3.125,0.5601,2.6594,2.6742,10.0,25.0,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Dec 30, 2003",0.00%,0.00%,-72.64%,,,,,,-113.6k,-411.51k,-3.9590,,,,5.2M,,,-72.05,-167.07k,,Value,84111,Industrials,1,"James Maritime Holdings, Inc. manages transport carriers. It transports natural bulk cargo and gas related products, such as condensate, LPG, and LNG to Japan. The company was formerly known as Out-Takes, Inc. and changed its name to James Maritime Holdings, Inc. in February 2015. James Maritime Holdings, Inc. was founded in 1992 and is based in Salt Lake City, Utah.",Salt Lake City,801-706-9429,UT,United States,http://www.jamesmaritime.com,86400,66 Exchange Place,Marine Shipping,Suite A300
t-1,JMTM,-7383231.0,0,,,-33980,,-33980,33980,0,-33980,-33980,,,,,,0,0,33980,0,0,,-33980,-33980,10178230.0,7494071.0,-7383231.0,254501.0,110840.0,207882.0,-17660937.0,-108406.0,48.0,3522251.0,110792.0,4000000.0,177201.0,-28180.0,,,0.0,-30.0,500.0,500.0,470.0,33980.0,,,,,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.9399,1.6780931,0.5601 - 3.125,-1.625,-0.52,0.5601,3.125,-3.959,0.0,1.5 - 1.5,1.5,0.0,0.0,0,0,finmb_378656,Other OTC,"James Maritime Holdings, Inc.",USD,10,25,-72.046,2.6594443,-1.1594443,-0.4359724,2.67419,-1.17419,-0.4390825,20857,-0.020820033,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JAMES MARITIME HLDGS INC,1.5,1630071659,0.0,1.5,1.5,1.5,200,0.91,,,3.125,0.5601,2.6594,2.6742,10.0,25.0,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Dec 30, 2003",0.00%,0.00%,-72.64%,,,,,,-113.6k,-411.51k,-3.9590,,,,5.2M,,,-72.05,-167.07k,,Value,84111,Industrials,1,"James Maritime Holdings, Inc. manages transport carriers. It transports natural bulk cargo and gas related products, such as condensate, LPG, and LNG to Japan. The company was formerly known as Out-Takes, Inc. and changed its name to James Maritime Holdings, Inc. in February 2015. James Maritime Holdings, Inc. was founded in 1992 and is based in Salt Lake City, Utah.",Salt Lake City,801-706-9429,UT,United States,http://www.jamesmaritime.com,86400,66 Exchange Place,Marine Shipping,Suite A300
t-2,JMTM,-7377431.0,0,,,-30000,,-30000,30000,0,-30000,-30000,,,,,,0,0,30000,0,0,,-30000,-30000,10178230.0,7488271.0,-7377431.0,220521.0,110840.0,207882.0,-17655137.0,-108406.0,48.0,3488271.0,110792.0,4000000.0,177201.0,,,,0.0,-30.0,500.0,500.0,470.0,30000.0,,,,,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.9399,1.6780931,0.5601 - 3.125,-1.625,-0.52,0.5601,3.125,-3.959,0.0,1.5 - 1.5,1.5,0.0,0.0,0,0,finmb_378656,Other OTC,"James Maritime Holdings, Inc.",USD,10,25,-72.046,2.6594443,-1.1594443,-0.4359724,2.67419,-1.17419,-0.4390825,20857,-0.020820033,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JAMES MARITIME HLDGS INC,1.5,1630071659,0.0,1.5,1.5,1.5,200,0.91,,,3.125,0.5601,2.6594,2.6742,10.0,25.0,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Dec 30, 2003",0.00%,0.00%,-72.64%,,,,,,-113.6k,-411.51k,-3.9590,,,,5.2M,,,-72.05,-167.07k,,Value,84111,Industrials,1,"James Maritime Holdings, Inc. manages transport carriers. It transports natural bulk cargo and gas related products, such as condensate, LPG, and LNG to Japan. The company was formerly known as Out-Takes, Inc. and changed its name to James Maritime Holdings, Inc. in February 2015. James Maritime Holdings, Inc. was founded in 1992 and is based in Salt Lake City, Utah.",Salt Lake City,801-706-9429,UT,United States,http://www.jamesmaritime.com,86400,66 Exchange Place,Marine Shipping,Suite A300
t-3,JMTM,-7347431.0,0,,,-161224,,-161224,46787,0,-46787,-46787,,-114437.0,,,,0,0,46787,0,-114437,,-161224,-161224,10178230.0,7458271.0,-7347431.0,220521.0,110840.0,207882.0,-17625137.0,-108406.0,,3458271.0,110792.0,4000000.0,177201.0,,48.0,48.0,26195.0,-156279.0,186838.0,156838.0,559.0,16814.0,26936.0,-30000.0,-65000.0,-3458223.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.9399,1.6780931,0.5601 - 3.125,-1.625,-0.52,0.5601,3.125,-3.959,0.0,1.5 - 1.5,1.5,0.0,0.0,0,0,finmb_378656,Other OTC,"James Maritime Holdings, Inc.",USD,10,25,-72.046,2.6594443,-1.1594443,-0.4359724,2.67419,-1.17419,-0.4390825,20857,-0.020820033,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,JAMES MARITIME HLDGS INC,1.5,1630071659,0.0,1.5,1.5,1.5,200,0.91,,,3.125,0.5601,2.6594,2.6742,10.0,25.0,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Dec 30, 2003",0.00%,0.00%,-72.64%,,,,,,-113.6k,-411.51k,-3.9590,,,,5.2M,,,-72.05,-167.07k,,Value,84111,Industrials,1,"James Maritime Holdings, Inc. manages transport carriers. It transports natural bulk cargo and gas related products, such as condensate, LPG, and LNG to Japan. The company was formerly known as Out-Takes, Inc. and changed its name to James Maritime Holdings, Inc. in February 2015. James Maritime Holdings, Inc. was founded in 1992 and is based in Salt Lake City, Utah.",Salt Lake City,801-706-9429,UT,United States,http://www.jamesmaritime.com,86400,66 Exchange Place,Marine Shipping,Suite A300
