Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,accountsPayable,changeToNetincome,changeToLiabilities,totalCashFromOperatingActivities,changeInCash,netBorrowings,totalCashFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,CWNR,-65599.0,2495500032,,,-4523771,,-4523771,4523771,0,-4523771,-4523771,,,,,,0,0,4523771,0,0,,-4523771,-4523771,2866729.0,67158.0,-65599.0,1559.0,2495499.0,-5427827.0,1559.0,67158.0,1559.0,29117.0,4487725.0,29087.0,-6959.0,-6959.0,,,-65599.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0017000008,0.089005284,0.0191 - 5.81,-5.7892,-0.99641997,0.0191,5.81,-0.012,-16.8,0.0191 - 0.03,0.025,0.0,0.0,0,0,finmb_528382,Other OTC,Community Redevelopment Inc.,USD,883,1534,-0.0,2.5265715,-2.5057714,-0.99176747,2.692683,-2.6718829,-0.9922753,51906400,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,CROSSWIND RENEWABLE ENERGY CORP,0.0208,1628020783,-0.0042,0.025,0.03,0.0191,526515,2.08,,,5.81,0.0191,2.5266,2.6927,883,1.53k,2.5B,,728.84M,,,,,,,,,,,,,0.00%,,,1:100,"Aug 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-4.56M,-0.0120,,1.56k,0,38.04k,,0.02,-0.00,-42.89k,,Value,33180,Real Estate,"Community Redevelopment Inc. operates as a developer of mixed use commercial and multifamily residential communities in the continental United States. The company was formerly known as Crosswind Renewable Energy Corp. and changed its name to Community Redevelopment Inc. in June 2020. Community Redevelopment Inc. was incorporated in 2010 and is based in Aventura, Florida.",Aventura,866 692 6847,FL,United States,http://comredev.com,86400,20295 North East 29th Place,Real Estate—Diversified,Suite 200
t-1,CWNR,-778008.0,2495500032,,,-18771,,-18771,18771,0,-18771,-18771,,,,,,0,0,18771,0,0,,-18771,-18771,,786526.0,-778008.0,8518.0,125048.0,-903056.0,8518.0,786526.0,8518.0,,1000.0,3305.0,-14466.0,8018.0,22484.0,22484.0,-778008.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0017000008,0.089005284,0.0191 - 5.81,-5.7892,-0.99641997,0.0191,5.81,-0.012,-16.8,0.0191 - 0.03,0.025,0.0,0.0,0,0,finmb_528382,Other OTC,Community Redevelopment Inc.,USD,883,1534,-0.0,2.5265715,-2.5057714,-0.99176747,2.692683,-2.6718829,-0.9922753,51906400,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,CROSSWIND RENEWABLE ENERGY CORP,0.0208,1628020783,-0.0042,0.025,0.03,0.0191,526515,2.08,,,5.81,0.0191,2.5266,2.6927,883,1.53k,2.5B,,728.84M,,,,,,,,,,,,,0.00%,,,1:100,"Aug 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-4.56M,-0.0120,,1.56k,0,38.04k,,0.02,-0.00,-42.89k,,Value,33180,Real Estate,"Community Redevelopment Inc. operates as a developer of mixed use commercial and multifamily residential communities in the continental United States. The company was formerly known as Crosswind Renewable Energy Corp. and changed its name to Community Redevelopment Inc. in June 2020. Community Redevelopment Inc. was incorporated in 2010 and is based in Aventura, Florida.",Aventura,866 692 6847,FL,United States,http://comredev.com,86400,20295 North East 29th Place,Real Estate—Diversified,Suite 200
t-2,CWNR,-732854.0,2495500032,,,-5918,,-5918,5918,0,-5918,-5918,,,,,,0,0,5918,0,0,,-5918,-5918,,,-732854.0,,,,,,,,1000.0,0.0,-5918.0,8018.0,5918.0,5918.0,,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0017000008,0.089005284,0.0191 - 5.81,-5.7892,-0.99641997,0.0191,5.81,-0.012,-16.8,0.0191 - 0.03,0.025,0.0,0.0,0,0,finmb_528382,Other OTC,Community Redevelopment Inc.,USD,883,1534,-0.0,2.5265715,-2.5057714,-0.99176747,2.692683,-2.6718829,-0.9922753,51906400,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,CROSSWIND RENEWABLE ENERGY CORP,0.0208,1628020783,-0.0042,0.025,0.03,0.0191,526515,2.08,,,5.81,0.0191,2.5266,2.6927,883,1.53k,2.5B,,728.84M,,,,,,,,,,,,,0.00%,,,1:100,"Aug 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-4.56M,-0.0120,,1.56k,0,38.04k,,0.02,-0.00,-42.89k,,Value,33180,Real Estate,"Community Redevelopment Inc. operates as a developer of mixed use commercial and multifamily residential communities in the continental United States. The company was formerly known as Crosswind Renewable Energy Corp. and changed its name to Community Redevelopment Inc. in June 2020. Community Redevelopment Inc. was incorporated in 2010 and is based in Aventura, Florida.",Aventura,866 692 6847,FL,United States,http://comredev.com,86400,20295 North East 29th Place,Real Estate—Diversified,Suite 200
t-3,CWNR,-732854.0,2495500032,,,-6578,,-6578,6578,0,-6578,-6578,,,,,,0,0,6578,0,0,,-6578,-6578,,732854.0,-732854.0,,125048.0,-857902.0,,732854.0,,,1000.0,0.0,-6578.0,8018.0,6578.0,6578.0,,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0017000008,0.089005284,0.0191 - 5.81,-5.7892,-0.99641997,0.0191,5.81,-0.012,-16.8,0.0191 - 0.03,0.025,0.0,0.0,0,0,finmb_528382,Other OTC,Community Redevelopment Inc.,USD,883,1534,-0.0,2.5265715,-2.5057714,-0.99176747,2.692683,-2.6718829,-0.9922753,51906400,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,CROSSWIND RENEWABLE ENERGY CORP,0.0208,1628020783,-0.0042,0.025,0.03,0.0191,526515,2.08,,,5.81,0.0191,2.5266,2.6927,883,1.53k,2.5B,,728.84M,,,,,,,,,,,,,0.00%,,,1:100,"Aug 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-4.56M,-0.0120,,1.56k,0,38.04k,,0.02,-0.00,-42.89k,,Value,33180,Real Estate,"Community Redevelopment Inc. operates as a developer of mixed use commercial and multifamily residential communities in the continental United States. The company was formerly known as Crosswind Renewable Energy Corp. and changed its name to Community Redevelopment Inc. in June 2020. Community Redevelopment Inc. was incorporated in 2010 and is based in Aventura, Florida.",Aventura,866 692 6847,FL,United States,http://comredev.com,86400,20295 North East 29th Place,Real Estate—Diversified,Suite 200
