Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,HLFGY,145311000.0,81952400,,,14995500,6556000,10759000,68340000,85306500,16966500,16966500,,-2794500,,,,3509500,754940500,737974000,669634000,-1971000,,11486000,10759000,22489000.0,65619000.0,833354000.0,215382000.0,4189000.0,1055292000.0,8194000.0,161607000.0,5702000.0,47582000.0,-20038000.0,6219000.0,123816000.0,382429000.0,6219000.0,39759000.0,-20038000.0,525981000.0,440399000.0,12622000.0,187779000.0,206228000.0,116941000.0,264023000.0,-1264000,-16411500,-2578000,-5640000,112500,6376000,297000,28130500,14253500,1080000,-2867500,-11606000,11497500,-307000,4338500,-16263000,57970000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,HILTON FOOD GROUP PLC SPON ADS ,False,False,PNK,15.75,1628176801,0.0,15.75,15.75,15.75,165,PRE,0,2,0.0,15.75 - 15.75,15.75,finmb_5542559,Hilton Food Group plc,Other OTC,GBP,2,0,1.25,0.0862069,14.5 - 15.75,0.0,0.0,14.5,15.75,1626652800,15.216666,0.5333338,0.03504932,14.719014,1.0309858,0.07004449,1333916416,15,America/New_York,EDT,-14400000,0.27,,,15.75,14.5,15.22,14.72,2,,81.95M,,67.12M,,,,,,,,0.35,2.43%,,,,15.05%,"Jul 18, 2021","Jun 02, 2021",,,"Jan 02, 2021","Jan 02, 2021",1.43%,2.23%,3.94%,20.32%,2.77B,33.90,67.30%,321.94M,101.58M,39.74M,,14.10%,123.82M,1.51,491.23M,221.34,1.15,,91.66M,-2.79M,Value,PE29 6YE,Consumer Defensive,5391,8,6,"Hilton Food Group plc, together with its subsidiaries, engages in the food packing business. The company offers a range of fresh items, such as roasting joints, steaks, chops, and minces. It also provides value-added products comprising barbecue ranges, marinated meats, meat cuts, serving sauces, and ready to cook products. The company supplies its products for international food retailers. It operates in the United Kingdom, the Netherlands, the Republic of Ireland, Sweden, Denmark, Poland, the Czech Republic, Hungary, Slovakia, Latvia, Lithuania, Estonia, Portugal, and Australia. Hilton Food Group plc was founded in 1994 and is based in Huntingdon, the United Kingdom.",Huntingdon,44 14 8038 7214,1,1609372800,1622505600,7,United Kingdom,http://www.hiltonfoodgroupplc.com,86400,8,2-8 The Interchange,Packaged Foods,Latham Road
t-1,HLFGY,145311000.0,81952400,,,14995500,6556000,10759000,68340000,85306500,16966500,16966500,,-2794500,,,,3509500,754940500,737974000,669634000,-1971000,,11486000,10759000,22489000.0,65619000.0,833354000.0,215382000.0,4189000.0,1055292000.0,8194000.0,161607000.0,5702000.0,47582000.0,-20038000.0,6219000.0,123816000.0,382429000.0,6219000.0,39759000.0,-20038000.0,525981000.0,440399000.0,12622000.0,187779000.0,206228000.0,116941000.0,264023000.0,-1264000,-16411500,-2578000,-5640000,112500,6376000,297000,28130500,14253500,1080000,-2867500,-11606000,11497500,-307000,4338500,-16263000,57970000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,HILTON FOOD GROUP PLC SPON ADS ,False,False,PNK,15.75,1628176801,0.0,15.75,15.75,15.75,165,PRE,0,2,0.0,15.75 - 15.75,15.75,finmb_5542559,Hilton Food Group plc,Other OTC,GBP,2,0,1.25,0.0862069,14.5 - 15.75,0.0,0.0,14.5,15.75,1626652800,15.216666,0.5333338,0.03504932,14.719014,1.0309858,0.07004449,1333916416,15,America/New_York,EDT,-14400000,0.27,,,15.75,14.5,15.22,14.72,2,,81.95M,,67.12M,,,,,,,,0.35,2.43%,,,,15.05%,"Jul 18, 2021","Jun 02, 2021",,,"Jan 02, 2021","Jan 02, 2021",1.43%,2.23%,3.94%,20.32%,2.77B,33.90,67.30%,321.94M,101.58M,39.74M,,14.10%,123.82M,1.51,491.23M,221.34,1.15,,91.66M,-2.79M,Value,PE29 6YE,Consumer Defensive,5391,8,6,"Hilton Food Group plc, together with its subsidiaries, engages in the food packing business. The company offers a range of fresh items, such as roasting joints, steaks, chops, and minces. It also provides value-added products comprising barbecue ranges, marinated meats, meat cuts, serving sauces, and ready to cook products. The company supplies its products for international food retailers. It operates in the United Kingdom, the Netherlands, the Republic of Ireland, Sweden, Denmark, Poland, the Czech Republic, Hungary, Slovakia, Latvia, Lithuania, Estonia, Portugal, and Australia. Hilton Food Group plc was founded in 1994 and is based in Huntingdon, the United Kingdom.",Huntingdon,44 14 8038 7214,1,1609372800,1622505600,7,United Kingdom,http://www.hiltonfoodgroupplc.com,86400,8,2-8 The Interchange,Packaged Foods,Latham Road
t-2,HLFGY,127581000.0,81952400,,,12018500,5640000,9109000,61712500,75665000,13952500,13952500,,-3636000,,,,2484500,632077500,618125000,556412500,-1934000,,9534000,9109000,68578000.0,65397000.0,775862000.0,196159000.0,,977661000.0,8191000.0,145824000.0,6443000.0,,-23253000.0,2643000.0,111064000.0,411390000.0,2467000.0,27372000.0,-23253000.0,420897000.0,472364000.0,13179000.0,253867000.0,215383000.0,107433000.0,372941000.0,0,-29128000,16883500,10591500,582000,275000,1114000,17697500,14795000,1066500,-6293000,-11606000,11497500,-581000,-6206500,-30138500,60974000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,HILTON FOOD GROUP PLC SPON ADS ,False,False,PNK,15.75,1628176801,0.0,15.75,15.75,15.75,165,PRE,0,2,0.0,15.75 - 15.75,15.75,finmb_5542559,Hilton Food Group plc,Other OTC,GBP,2,0,1.25,0.0862069,14.5 - 15.75,0.0,0.0,14.5,15.75,1626652800,15.216666,0.5333338,0.03504932,14.719014,1.0309858,0.07004449,1333916416,15,America/New_York,EDT,-14400000,0.27,,,15.75,14.5,15.22,14.72,2,,81.95M,,67.12M,,,,,,,,0.35,2.43%,,,,15.05%,"Jul 18, 2021","Jun 02, 2021",,,"Jan 02, 2021","Jan 02, 2021",1.43%,2.23%,3.94%,20.32%,2.77B,33.90,67.30%,321.94M,101.58M,39.74M,,14.10%,123.82M,1.51,491.23M,221.34,1.15,,91.66M,-2.79M,Value,PE29 6YE,Consumer Defensive,5391,8,6,"Hilton Food Group plc, together with its subsidiaries, engages in the food packing business. The company offers a range of fresh items, such as roasting joints, steaks, chops, and minces. It also provides value-added products comprising barbecue ranges, marinated meats, meat cuts, serving sauces, and ready to cook products. The company supplies its products for international food retailers. It operates in the United Kingdom, the Netherlands, the Republic of Ireland, Sweden, Denmark, Poland, the Czech Republic, Hungary, Slovakia, Latvia, Lithuania, Estonia, Portugal, and Australia. Hilton Food Group plc was founded in 1994 and is based in Huntingdon, the United Kingdom.",Huntingdon,44 14 8038 7214,1,1609372800,1622505600,7,United Kingdom,http://www.hiltonfoodgroupplc.com,86400,8,2-8 The Interchange,Packaged Foods,Latham Road
t-3,HLFGY,127581000.0,81952400,,,12018500,5640000,9109000,61712500,75665000,13952500,13952500,,-3636000,,,,2484500,632077500,618125000,556412500,-1934000,,9534000,9109000,68578000.0,65397000.0,775862000.0,196159000.0,,977661000.0,8191000.0,145824000.0,6443000.0,,-23253000.0,2643000.0,111064000.0,411390000.0,2467000.0,27372000.0,-23253000.0,420897000.0,472364000.0,13179000.0,253867000.0,215383000.0,107433000.0,372941000.0,0,-29128000,16883500,10591500,582000,275000,1114000,17697500,14795000,1066500,-6293000,-11606000,11497500,-581000,-6206500,-30138500,60974000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,HILTON FOOD GROUP PLC SPON ADS ,False,False,PNK,15.75,1628176801,0.0,15.75,15.75,15.75,165,PRE,0,2,0.0,15.75 - 15.75,15.75,finmb_5542559,Hilton Food Group plc,Other OTC,GBP,2,0,1.25,0.0862069,14.5 - 15.75,0.0,0.0,14.5,15.75,1626652800,15.216666,0.5333338,0.03504932,14.719014,1.0309858,0.07004449,1333916416,15,America/New_York,EDT,-14400000,0.27,,,15.75,14.5,15.22,14.72,2,,81.95M,,67.12M,,,,,,,,0.35,2.43%,,,,15.05%,"Jul 18, 2021","Jun 02, 2021",,,"Jan 02, 2021","Jan 02, 2021",1.43%,2.23%,3.94%,20.32%,2.77B,33.90,67.30%,321.94M,101.58M,39.74M,,14.10%,123.82M,1.51,491.23M,221.34,1.15,,91.66M,-2.79M,Value,PE29 6YE,Consumer Defensive,5391,8,6,"Hilton Food Group plc, together with its subsidiaries, engages in the food packing business. The company offers a range of fresh items, such as roasting joints, steaks, chops, and minces. It also provides value-added products comprising barbecue ranges, marinated meats, meat cuts, serving sauces, and ready to cook products. The company supplies its products for international food retailers. It operates in the United Kingdom, the Netherlands, the Republic of Ireland, Sweden, Denmark, Poland, the Czech Republic, Hungary, Slovakia, Latvia, Lithuania, Estonia, Portugal, and Australia. Hilton Food Group plc was founded in 1994 and is based in Huntingdon, the United Kingdom.",Huntingdon,44 14 8038 7214,1,1609372800,1622505600,7,United Kingdom,http://www.hiltonfoodgroupplc.com,86400,8,2-8 The Interchange,Packaged Foods,Latham Road
