Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,ITEX,6241000.0,2055070,,,327000,,117000,223000,545000,319000,319000,,-34000,,,,210000,2479000,2160000,1934000,8000,,117000,117000,29000.0,22447000.0,1276000.0,7711000.0,158000.0,8987000.0,19000.0,21000.0,-14755000.0,38000.0,1441000.0,2538000.0,4259000.0,1238000.0,2159000.0,3000.0,4976000.0,579000.0,48000.0,,,-6000.0,-3000.0,-238000.0,-60000.0,431000.0,-28000.0,672000.0,3000.0,15000.0,-210000.0,385000.0,233000.0,1000.0,,3738000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,4.35 - 4.35,4.35,0.0,0.0,0,0,finmb_355415,Other OTC,ITEX Corporation,USD,112,214,0.8499999,0.24285711,3.5 - 5.5,-1.1500001,-0.20909093,3.5,5.5,1623715200,0.0,4349.9995,0.0,0.001,USD,4,3.989,4.364857,-0.014857292,-0.0034038438,4.2828984,0.06710148,0.015667306,9339232,1.0904988,15,America/New_York,EDT,-14400000,PNK,0,False,False,4.35,1630335041,0.0,4.35,4.35,4.35,200,ITEX CORP,us_market,PRE,0.29,,,5.5,3.5,4.3649,4.2829,112,214,2.06M,,339.73M,,,,,,,,0.2,4.71%,0.00,0.00%,5.09,,"Jun 14, 2021","May 27, 2021",1:5,"May 03, 2010","Jul 30, 2017","Jul 30, 2017",5.88%,10.49%,7.49%,7.85%,10.21M,0.01,-7.80%,2.19M,1.12M,600k,0.0010,,4.26M,0,,,4.02,3.99,1.26M,884.38k,Value,98008,Financial Services,"ITEX Corporation operates a marketplace in which products and services are exchanged by marketplace members without exchanging cash in the United States. The company's marketplace provides a forum for members to purchase from and sell their products and services to other members using ITEX dollars instead of United States dollars. It also administers the marketplace, as well as provides record-keeping and payment transaction processing services. In addition, the company services its member businesses through its independent licensed brokers and franchise network. ITEX Corporation was founded in 1982 and is headquartered in Bellevue, Washington.",Bellevue,425-463-4000,WA,1483142400,United States,http://www.itex.com,86400,15900 SE Eastgate Way,425-463-4040,Capital Markets,Suite 100
t-1,ITEX,6355000.0,2055070,,,276000,,170000,239000,521000,267000,267000,,-34000,,,,106000,2369000,2102000,1848000,9000,,170000,170000,13000.0,22452000.0,1374000.0,7809000.0,132000.0,9183000.0,19000.0,446000.0,-14662000.0,39000.0,1441000.0,2307000.0,3828000.0,1335000.0,1930000.0,4000.0,5418000.0,1007000.0,51000.0,,,8000.0,60000.0,-75000.0,-45000.0,170000.0,-76000.0,185000.0,15000.0,61000.0,-210000.0,-137000.0,175000.0,-1000.0,1000.0,4083000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,4.35 - 4.35,4.35,0.0,0.0,0,0,finmb_355415,Other OTC,ITEX Corporation,USD,112,214,0.8499999,0.24285711,3.5 - 5.5,-1.1500001,-0.20909093,3.5,5.5,1623715200,0.0,4349.9995,0.0,0.001,USD,4,3.989,4.364857,-0.014857292,-0.0034038438,4.2828984,0.06710148,0.015667306,9339232,1.0904988,15,America/New_York,EDT,-14400000,PNK,0,False,False,4.35,1630335041,0.0,4.35,4.35,4.35,200,ITEX CORP,us_market,PRE,0.29,,,5.5,3.5,4.3649,4.2829,112,214,2.06M,,339.73M,,,,,,,,0.2,4.71%,0.00,0.00%,5.09,,"Jun 14, 2021","May 27, 2021",1:5,"May 03, 2010","Jul 30, 2017","Jul 30, 2017",5.88%,10.49%,7.49%,7.85%,10.21M,0.01,-7.80%,2.19M,1.12M,600k,0.0010,,4.26M,0,,,4.02,3.99,1.26M,884.38k,Value,98008,Financial Services,"ITEX Corporation operates a marketplace in which products and services are exchanged by marketplace members without exchanging cash in the United States. The company's marketplace provides a forum for members to purchase from and sell their products and services to other members using ITEX dollars instead of United States dollars. It also administers the marketplace, as well as provides record-keeping and payment transaction processing services. In addition, the company services its member businesses through its independent licensed brokers and franchise network. ITEX Corporation was founded in 1982 and is headquartered in Bellevue, Washington.",Bellevue,425-463-4000,WA,1483142400,United States,http://www.itex.com,86400,15900 SE Eastgate Way,425-463-4040,Capital Markets,Suite 100
t-2,ITEX,6233000.0,2055070,,,289000,,178000,247000,539000,277000,277000,,-34000,,,,111000,2799000,2522000,2260000,12000,,178000,178000,23000.0,22509000.0,1375000.0,7697000.0,121000.0,9072000.0,20000.0,438000.0,-14831000.0,32000.0,1441000.0,2458000.0,3658000.0,1343000.0,2032000.0,8000.0,5142000.0,949000.0,54000.0,-1000.0,-1000.0,-27000.0,187000.0,-223000.0,-104000.0,3000.0,-16000.0,39000.0,15000.0,187000.0,-208000.0,-209000.0,186000.0,-1000.0,1000.0,3799000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,4.35 - 4.35,4.35,0.0,0.0,0,0,finmb_355415,Other OTC,ITEX Corporation,USD,112,214,0.8499999,0.24285711,3.5 - 5.5,-1.1500001,-0.20909093,3.5,5.5,1623715200,0.0,4349.9995,0.0,0.001,USD,4,3.989,4.364857,-0.014857292,-0.0034038438,4.2828984,0.06710148,0.015667306,9339232,1.0904988,15,America/New_York,EDT,-14400000,PNK,0,False,False,4.35,1630335041,0.0,4.35,4.35,4.35,200,ITEX CORP,us_market,PRE,0.29,,,5.5,3.5,4.3649,4.2829,112,214,2.06M,,339.73M,,,,,,,,0.2,4.71%,0.00,0.00%,5.09,,"Jun 14, 2021","May 27, 2021",1:5,"May 03, 2010","Jul 30, 2017","Jul 30, 2017",5.88%,10.49%,7.49%,7.85%,10.21M,0.01,-7.80%,2.19M,1.12M,600k,0.0010,,4.26M,0,,,4.02,3.99,1.26M,884.38k,Value,98008,Financial Services,"ITEX Corporation operates a marketplace in which products and services are exchanged by marketplace members without exchanging cash in the United States. The company's marketplace provides a forum for members to purchase from and sell their products and services to other members using ITEX dollars instead of United States dollars. It also administers the marketplace, as well as provides record-keeping and payment transaction processing services. In addition, the company services its member businesses through its independent licensed brokers and franchise network. ITEX Corporation was founded in 1982 and is headquartered in Bellevue, Washington.",Bellevue,425-463-4000,WA,1483142400,United States,http://www.itex.com,86400,15900 SE Eastgate Way,425-463-4040,Capital Markets,Suite 100
t-3,ITEX,6250000.0,2055070,,,221000,,136000,364000,590000,208000,208000,,-34000,,,,85000,2564000,2356000,1974000,13000,,136000,136000,34000.0,22508000.0,1465000.0,7725000.0,137000.0,9190000.0,20000.0,435000.0,-14801000.0,13000.0,1441000.0,2702000.0,3655000.0,1452000.0,2139000.0,12000.0,5001000.0,848000.0,65000.0,-2000.0,-2000.0,26000.0,63000.0,-6000.0,219000.0,420000.0,-7000.0,363000.0,18000.0,63000.0,-208000.0,-180000.0,144000.0,-1000.0,1000.0,3549000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,4.35 - 4.35,4.35,0.0,0.0,0,0,finmb_355415,Other OTC,ITEX Corporation,USD,112,214,0.8499999,0.24285711,3.5 - 5.5,-1.1500001,-0.20909093,3.5,5.5,1623715200,0.0,4349.9995,0.0,0.001,USD,4,3.989,4.364857,-0.014857292,-0.0034038438,4.2828984,0.06710148,0.015667306,9339232,1.0904988,15,America/New_York,EDT,-14400000,PNK,0,False,False,4.35,1630335041,0.0,4.35,4.35,4.35,200,ITEX CORP,us_market,PRE,0.29,,,5.5,3.5,4.3649,4.2829,112,214,2.06M,,339.73M,,,,,,,,0.2,4.71%,0.00,0.00%,5.09,,"Jun 14, 2021","May 27, 2021",1:5,"May 03, 2010","Jul 30, 2017","Jul 30, 2017",5.88%,10.49%,7.49%,7.85%,10.21M,0.01,-7.80%,2.19M,1.12M,600k,0.0010,,4.26M,0,,,4.02,3.99,1.26M,884.38k,Value,98008,Financial Services,"ITEX Corporation operates a marketplace in which products and services are exchanged by marketplace members without exchanging cash in the United States. The company's marketplace provides a forum for members to purchase from and sell their products and services to other members using ITEX dollars instead of United States dollars. It also administers the marketplace, as well as provides record-keeping and payment transaction processing services. In addition, the company services its member businesses through its independent licensed brokers and franchise network. ITEX Corporation was founded in 1982 and is headquartered in Bellevue, Washington.",Bellevue,425-463-4000,WA,1483142400,United States,http://www.itex.com,86400,15900 SE Eastgate Way,425-463-4040,Capital Markets,Suite 100
