Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,changeToInventory,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,PER.DE,-1518000000,260895008,,,639000000,244000000,483000000,718500000,1510500000,792500000,792500000,-500000,-75500000,,,,147000000,2492500000,1700000000,982000000,-153500000,,492000000,483000000,10552000000,3052000000,17093000000,14435000000,606000000,31772000000,406000000,53000000,966000000,3425000000,5401000000,10011000000,1912000000,1955000000,4497000000,1578000000,744000000,10155000000,3051000000,10374000000,482000000,2157000000,8762000000,6139000000,2345000000,-16500000.0,259500000.0,-93000000.0,-26000000.0,-388000000.0,20000000.0,10000000.0,-12500000.0,-3000000.0,494000000.0,89500000.0,-349500000.0,-461500000.0,103500000.0,-87000000.0,,,,5877000000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,187.25,1630574267,2.449997,185.25,187.35,185.25,225,184.8,186.15,186.45,finmb_874314,XETRA,Pernod Ricard SA,EUR,39,83,55.100006,0.4169505,132.15 - 189.0,-1.75,-0.009259259,132.15,189.0,2.81,186.68993,0.015205627,REGULAR,de_market,PERNOD-RICARD  O.N.,0,False,False,2,1.325756,185.25 - 187.35,1.003,55.343,183.42714,3.8228607,0.020841304,174.27534,12.974655,0.074449174,48852590592,3.3834453,15,Europe/Berlin,CEST,7200000,0.53,,,189.0,132.15,183.43,174.28,39,83,260.9M,,202.73M,23.54%,49.22%,,,,,,2.66,1.42%,2.81,1.52%,,252.74%,,"Jul 07, 2021",,,"Jun 30, 2020","Dec 31, 2020",3.30%,25.86%,3.99%,1.88%,7.96B,30.47,-8.90%,5.09B,2.29B,262M,1.00,-6.40%,1.96B,7.49,10.02B,68.25,2.31,55.34,1.44B,1.21B,Value,75380,Consumer Defensive,18776,2,2,"Pernod Ricard SA produces and sells wines and spirits worldwide. Its brands include Absolut Vodka, Ricard pastis, Ballantine's, Chivas Regal, Royal Salute, The Glenlivet Scotch whiskies, Jameson Irish whiskey, Martell cognac, Havana Club rum, Beefeater gin, Malibu liqueur, Mumm, and Perrier-JouÃ«t champagnes, as well Jacob's Creek, Brancott Estate, Campo Viejo, and Kenwood wines. The company was founded in 1805 and is headquartered in Paris, France.",Paris,33 1 70 93 16 00,10,1609372800,1625097600,8,France,http://www.pernod-ricard.com,86400,8,"5, Cours Paul Ricard",Beverages—Wineries & Distilleries,Cedex 08
t-1,PER.DE,-1518000000,260895008,,,639000000,244000000,483000000,718500000,1510500000,792500000,792500000,-500000,-75500000,,,,147000000,2492500000,1700000000,982000000,-153500000,,492000000,483000000,10552000000,3052000000,17093000000,14435000000,606000000,31772000000,406000000,53000000,966000000,3425000000,5401000000,10011000000,1912000000,1955000000,4497000000,1578000000,744000000,10155000000,3051000000,10374000000,482000000,2157000000,8762000000,6139000000,2345000000,-16500000.0,259500000.0,-93000000.0,-26000000.0,-388000000.0,20000000.0,10000000.0,-12500000.0,-3000000.0,494000000.0,89500000.0,-349500000.0,-461500000.0,103500000.0,-87000000.0,,,,5877000000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,187.25,1630574267,2.449997,185.25,187.35,185.25,225,184.8,186.15,186.45,finmb_874314,XETRA,Pernod Ricard SA,EUR,39,83,55.100006,0.4169505,132.15 - 189.0,-1.75,-0.009259259,132.15,189.0,2.81,186.68993,0.015205627,REGULAR,de_market,PERNOD-RICARD  O.N.,0,False,False,2,1.325756,185.25 - 187.35,1.003,55.343,183.42714,3.8228607,0.020841304,174.27534,12.974655,0.074449174,48852590592,3.3834453,15,Europe/Berlin,CEST,7200000,0.53,,,189.0,132.15,183.43,174.28,39,83,260.9M,,202.73M,23.54%,49.22%,,,,,,2.66,1.42%,2.81,1.52%,,252.74%,,"Jul 07, 2021",,,"Jun 30, 2020","Dec 31, 2020",3.30%,25.86%,3.99%,1.88%,7.96B,30.47,-8.90%,5.09B,2.29B,262M,1.00,-6.40%,1.96B,7.49,10.02B,68.25,2.31,55.34,1.44B,1.21B,Value,75380,Consumer Defensive,18776,2,2,"Pernod Ricard SA produces and sells wines and spirits worldwide. Its brands include Absolut Vodka, Ricard pastis, Ballantine's, Chivas Regal, Royal Salute, The Glenlivet Scotch whiskies, Jameson Irish whiskey, Martell cognac, Havana Club rum, Beefeater gin, Malibu liqueur, Mumm, and Perrier-JouÃ«t champagnes, as well Jacob's Creek, Brancott Estate, Campo Viejo, and Kenwood wines. The company was founded in 1805 and is headquartered in Paris, France.",Paris,33 1 70 93 16 00,10,1609372800,1625097600,8,France,http://www.pernod-ricard.com,86400,8,"5, Cours Paul Ricard",Beverages—Wineries & Distilleries,Cedex 08
t-2,PER.DE,-2607000000,260895008,,,-431000000,243000000,-351500000,597500000,834000000,236500000,236500000,-500000,-89000000,,,,-82500000,1487000000,1250500000,653000000,-667500000,500000.0,-348500000,-351500000,10965000000,3052000000,17313000000,13969000000,882000000,31525000000,411000000,139000000,329000000,3511000000,5611000000,10177000000,2177000000,1935000000,4578000000,1678000000,804000000,10861000000,3071000000,9572000000,129000000,1265000000,8791000000,6167000000,1877000000,-23000000.0,-243500000.0,-117000000.0,466500000.0,315000000.0,-46000000.0,391500000.0,-149000000.0,-30000000.0,223500000.0,88000000.0,-3000000.0,596000000.0,319500000.0,-95000000.0,-500000.0,-139000000.0,500000.0,4994000000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,187.25,1630574267,2.449997,185.25,187.35,185.25,225,184.8,186.15,186.45,finmb_874314,XETRA,Pernod Ricard SA,EUR,39,83,55.100006,0.4169505,132.15 - 189.0,-1.75,-0.009259259,132.15,189.0,2.81,186.68993,0.015205627,REGULAR,de_market,PERNOD-RICARD  O.N.,0,False,False,2,1.325756,185.25 - 187.35,1.003,55.343,183.42714,3.8228607,0.020841304,174.27534,12.974655,0.074449174,48852590592,3.3834453,15,Europe/Berlin,CEST,7200000,0.53,,,189.0,132.15,183.43,174.28,39,83,260.9M,,202.73M,23.54%,49.22%,,,,,,2.66,1.42%,2.81,1.52%,,252.74%,,"Jul 07, 2021",,,"Jun 30, 2020","Dec 31, 2020",3.30%,25.86%,3.99%,1.88%,7.96B,30.47,-8.90%,5.09B,2.29B,262M,1.00,-6.40%,1.96B,7.49,10.02B,68.25,2.31,55.34,1.44B,1.21B,Value,75380,Consumer Defensive,18776,2,2,"Pernod Ricard SA produces and sells wines and spirits worldwide. Its brands include Absolut Vodka, Ricard pastis, Ballantine's, Chivas Regal, Royal Salute, The Glenlivet Scotch whiskies, Jameson Irish whiskey, Martell cognac, Havana Club rum, Beefeater gin, Malibu liqueur, Mumm, and Perrier-JouÃ«t champagnes, as well Jacob's Creek, Brancott Estate, Campo Viejo, and Kenwood wines. The company was founded in 1805 and is headquartered in Paris, France.",Paris,33 1 70 93 16 00,10,1609372800,1625097600,8,France,http://www.pernod-ricard.com,86400,8,"5, Cours Paul Ricard",Beverages—Wineries & Distilleries,Cedex 08
t-3,PER.DE,-2607000000,260895008,,,-431000000,243000000,-351500000,597500000,834000000,236500000,236500000,-500000,-89000000,,,,-82500000,1487000000,1250500000,653000000,-667500000,500000.0,-348500000,-351500000,10965000000,3052000000,17313000000,13969000000,882000000,31525000000,411000000,139000000,329000000,3511000000,5611000000,10177000000,2177000000,1935000000,4578000000,1678000000,804000000,10861000000,3071000000,9572000000,129000000,1265000000,8791000000,6167000000,1877000000,-23000000.0,-243500000.0,-117000000.0,466500000.0,315000000.0,-46000000.0,391500000.0,-149000000.0,-30000000.0,223500000.0,88000000.0,-3000000.0,596000000.0,319500000.0,-95000000.0,-500000.0,-139000000.0,500000.0,4994000000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,187.25,1630574267,2.449997,185.25,187.35,185.25,225,184.8,186.15,186.45,finmb_874314,XETRA,Pernod Ricard SA,EUR,39,83,55.100006,0.4169505,132.15 - 189.0,-1.75,-0.009259259,132.15,189.0,2.81,186.68993,0.015205627,REGULAR,de_market,PERNOD-RICARD  O.N.,0,False,False,2,1.325756,185.25 - 187.35,1.003,55.343,183.42714,3.8228607,0.020841304,174.27534,12.974655,0.074449174,48852590592,3.3834453,15,Europe/Berlin,CEST,7200000,0.53,,,189.0,132.15,183.43,174.28,39,83,260.9M,,202.73M,23.54%,49.22%,,,,,,2.66,1.42%,2.81,1.52%,,252.74%,,"Jul 07, 2021",,,"Jun 30, 2020","Dec 31, 2020",3.30%,25.86%,3.99%,1.88%,7.96B,30.47,-8.90%,5.09B,2.29B,262M,1.00,-6.40%,1.96B,7.49,10.02B,68.25,2.31,55.34,1.44B,1.21B,Value,75380,Consumer Defensive,18776,2,2,"Pernod Ricard SA produces and sells wines and spirits worldwide. Its brands include Absolut Vodka, Ricard pastis, Ballantine's, Chivas Regal, Royal Salute, The Glenlivet Scotch whiskies, Jameson Irish whiskey, Martell cognac, Havana Club rum, Beefeater gin, Malibu liqueur, Mumm, and Perrier-JouÃ«t champagnes, as well Jacob's Creek, Brancott Estate, Campo Viejo, and Kenwood wines. The company was founded in 1805 and is headquartered in Paris, France.",Paris,33 1 70 93 16 00,10,1609372800,1625097600,8,France,http://www.pernod-ricard.com,86400,8,"5, Cours Paul Ricard",Beverages—Wineries & Distilleries,Cedex 08
