Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,goodWill,longTermInvestments,shortTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,changeToOperatingActivities,repurchaseOfStock,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,JDEPF,-6406000000.0,501447008,,,235500000,126000000,191000000,451500000,712000000,260500000,260500000,,-40500000,,,,46000000,1627000000,1366500000,915000000,-25000000,,189500000,191000000,16821000000.0,9961000000.0,10540000000.0,10415000000.0,282000000.0,21081000000.0,5000000.0,43000000.0,1009000000.0,1609000000.0,-560000000.0,502000000.0,578000000.0,3790000000.0,70000000.0,68000000.0,-560000000.0,1609000000.0,2149000000.0,717000000.0,4917000000.0,811000000.0,3440000000.0,,,,51000000.0,-47500000.0,-168500000.0,-204500000.0,2000000.0,82000000.0,7000000.0,327000000.0,97000000.0,3000000.0,-39500000.0,-17500000.0,-38000000.0,45000000.0,-48000000.0,,,,-1641000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,JDE PEETS N.V.,False,False,PNK,35.025,1629489102,0.0,35.025,35.025,35.025,58,PRE,0,2,0.0,35.025 - 35.025,35.025,finmb_655267841,JDE Peet's N.V.,Other OTC,EUR,221,871,2.9350014,0.091461554,32.09 - 43.8,-8.774998,-0.20034242,32.09,43.8,35.048313,-0.023311615,-0.000665128,37.826687,-2.8016853,-0.07406637,17563183104,15,America/New_York,EDT,-14400000,,,,43.8,32.09,35.05,37.83,221,871,501.45M,,85.05M,79.87%,11.81%,,,,,,0.83,2.38%,,,,0.00%,,"Jan 23, 2022",,,"Dec 30, 2020","Jun 29, 2021",8.56%,16.24%,3.20%,5.42%,6.67B,13.32,4.40%,2.83B,1.38B,571M,,"1,264.30%",578M,1.15,5.21B,49.42,0.57,,1.27B,1.24B,Value,1011 DK,Consumer Defensive,19000,6,6,"JDE Peet's N.V., together with its subsidiaries, provides various coffee and tea products and solutions to serve consumer needs worldwide. The company operates through CPG Europe, CPG LARMEA, CPG APAC, Out-of-Home, and Peet's segments. It provides multi-serve coffee, single-serve and double-shot coffee capsules, pads and pods, instant coffee and instant mixes, whole beans, ready-to-drink coffee beverages, professional coffee systems and solutions, and various tea products. The company sells its products under the Douwe Egberts, Kenco, Peet's, L'OR, Stumptown, TiOra, Gevalia, Pickwick, PILAO, Intelligentsia, Senseo, Jacobs, Moccona, Super, OldTown, Of̤ay, Harris, Mighty Leaf Tea, and Tassimo brands through CPG and out-of-home sales channels. As of December 31, 2020, it operated 520 coffee stores under the Peet's, Intelligentsia, Stumptown, OldTown, Coffee Company, and 12Oz brands in the United States, China, Malaysia, the Netherlands, and Italy, as well as online direct to consumers through third-party online marketplaces and web shops. The company serves various businesses, such as hotels, hospitals, restaurants, cruise liners, and retirement homes, as well as distributors for distribution to the customer. JDE Peet's N.V. was incorporated in 2018 and is headquartered in Amsterdam, the Netherlands.",Amsterdam,31 20 558 1753,1,1625097600,5,Netherlands,http://www.jdepeets.com,86400,5,Oosterdoksstraat 80,Packaged Foods
t-1,JDEPF,-6406000000.0,501447008,,,235500000,126000000,191000000,451500000,712000000,260500000,260500000,,-40500000,,,,46000000,1627000000,1366500000,915000000,-25000000,,189500000,191000000,16821000000.0,9961000000.0,10540000000.0,10415000000.0,282000000.0,21081000000.0,5000000.0,43000000.0,1009000000.0,1609000000.0,-560000000.0,502000000.0,578000000.0,3790000000.0,70000000.0,68000000.0,-560000000.0,1609000000.0,2149000000.0,717000000.0,4917000000.0,811000000.0,3440000000.0,,,,51000000.0,-47500000.0,-168500000.0,-204500000.0,2000000.0,82000000.0,7000000.0,327000000.0,97000000.0,3000000.0,-39500000.0,-17500000.0,-38000000.0,45000000.0,-48000000.0,,,,-1641000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,JDE PEETS N.V.,False,False,PNK,35.025,1629489102,0.0,35.025,35.025,35.025,58,PRE,0,2,0.0,35.025 - 35.025,35.025,finmb_655267841,JDE Peet's N.V.,Other OTC,EUR,221,871,2.9350014,0.091461554,32.09 - 43.8,-8.774998,-0.20034242,32.09,43.8,35.048313,-0.023311615,-0.000665128,37.826687,-2.8016853,-0.07406637,17563183104,15,America/New_York,EDT,-14400000,,,,43.8,32.09,35.05,37.83,221,871,501.45M,,85.05M,79.87%,11.81%,,,,,,0.83,2.38%,,,,0.00%,,"Jan 23, 2022",,,"Dec 30, 2020","Jun 29, 2021",8.56%,16.24%,3.20%,5.42%,6.67B,13.32,4.40%,2.83B,1.38B,571M,,"1,264.30%",578M,1.15,5.21B,49.42,0.57,,1.27B,1.24B,Value,1011 DK,Consumer Defensive,19000,6,6,"JDE Peet's N.V., together with its subsidiaries, provides various coffee and tea products and solutions to serve consumer needs worldwide. The company operates through CPG Europe, CPG LARMEA, CPG APAC, Out-of-Home, and Peet's segments. It provides multi-serve coffee, single-serve and double-shot coffee capsules, pads and pods, instant coffee and instant mixes, whole beans, ready-to-drink coffee beverages, professional coffee systems and solutions, and various tea products. The company sells its products under the Douwe Egberts, Kenco, Peet's, L'OR, Stumptown, TiOra, Gevalia, Pickwick, PILAO, Intelligentsia, Senseo, Jacobs, Moccona, Super, OldTown, Of̤ay, Harris, Mighty Leaf Tea, and Tassimo brands through CPG and out-of-home sales channels. As of December 31, 2020, it operated 520 coffee stores under the Peet's, Intelligentsia, Stumptown, OldTown, Coffee Company, and 12Oz brands in the United States, China, Malaysia, the Netherlands, and Italy, as well as online direct to consumers through third-party online marketplaces and web shops. The company serves various businesses, such as hotels, hospitals, restaurants, cruise liners, and retirement homes, as well as distributors for distribution to the customer. JDE Peet's N.V. was incorporated in 2018 and is headquartered in Amsterdam, the Netherlands.",Amsterdam,31 20 558 1753,1,1625097600,5,Netherlands,http://www.jdepeets.com,86400,5,Oosterdoksstraat 80,Packaged Foods
t-2,JDEPF,-6623000000.0,501447008,,,210000000,129000000,94500000,475000000,747000000,272000000,272000000,,-33500000,,,,116000000,1707500000,1435500000,960500000,-62000000,,94000000,94500000,4821000000.0,9907000000.0,10405000000.0,10202000000.0,376000000.0,20736000000.0,5000000.0,20000000.0,984000000.0,1535000000.0,-694000000.0,476000000.0,414000000.0,3332000000.0,77000000.0,86000000.0,-694000000.0,1600000000.0,1819000000.0,501000000.0,5310000000.0,732000000.0,2271000000.0,12004000000.0,16000000.0,5000000.0,55500000.0,-73000000.0,-263000000.0,-289500000.0,2000000.0,-59000000.0,-5000000.0,308500000.0,87000000.0,1500000.0,18500000.0,1000000.0,-16500000.0,39000000.0,-63000000.0,-1500000.0,-4500000.0,-5500000.0,-1513000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,JDE PEETS N.V.,False,False,PNK,35.025,1629489102,0.0,35.025,35.025,35.025,58,PRE,0,2,0.0,35.025 - 35.025,35.025,finmb_655267841,JDE Peet's N.V.,Other OTC,EUR,221,871,2.9350014,0.091461554,32.09 - 43.8,-8.774998,-0.20034242,32.09,43.8,35.048313,-0.023311615,-0.000665128,37.826687,-2.8016853,-0.07406637,17563183104,15,America/New_York,EDT,-14400000,,,,43.8,32.09,35.05,37.83,221,871,501.45M,,85.05M,79.87%,11.81%,,,,,,0.83,2.38%,,,,0.00%,,"Jan 23, 2022",,,"Dec 30, 2020","Jun 29, 2021",8.56%,16.24%,3.20%,5.42%,6.67B,13.32,4.40%,2.83B,1.38B,571M,,"1,264.30%",578M,1.15,5.21B,49.42,0.57,,1.27B,1.24B,Value,1011 DK,Consumer Defensive,19000,6,6,"JDE Peet's N.V., together with its subsidiaries, provides various coffee and tea products and solutions to serve consumer needs worldwide. The company operates through CPG Europe, CPG LARMEA, CPG APAC, Out-of-Home, and Peet's segments. It provides multi-serve coffee, single-serve and double-shot coffee capsules, pads and pods, instant coffee and instant mixes, whole beans, ready-to-drink coffee beverages, professional coffee systems and solutions, and various tea products. The company sells its products under the Douwe Egberts, Kenco, Peet's, L'OR, Stumptown, TiOra, Gevalia, Pickwick, PILAO, Intelligentsia, Senseo, Jacobs, Moccona, Super, OldTown, Of̤ay, Harris, Mighty Leaf Tea, and Tassimo brands through CPG and out-of-home sales channels. As of December 31, 2020, it operated 520 coffee stores under the Peet's, Intelligentsia, Stumptown, OldTown, Coffee Company, and 12Oz brands in the United States, China, Malaysia, the Netherlands, and Italy, as well as online direct to consumers through third-party online marketplaces and web shops. The company serves various businesses, such as hotels, hospitals, restaurants, cruise liners, and retirement homes, as well as distributors for distribution to the customer. JDE Peet's N.V. was incorporated in 2018 and is headquartered in Amsterdam, the Netherlands.",Amsterdam,31 20 558 1753,1,1625097600,5,Netherlands,http://www.jdepeets.com,86400,5,Oosterdoksstraat 80,Packaged Foods
t-3,JDEPF,-6623000000.0,501447008,,,210000000,129000000,94500000,475000000,747000000,272000000,272000000,,-33500000,,,,116000000,1707500000,1435500000,960500000,-62000000,,94000000,94500000,4821000000.0,9907000000.0,10405000000.0,10202000000.0,376000000.0,20736000000.0,5000000.0,20000000.0,984000000.0,1535000000.0,-694000000.0,476000000.0,414000000.0,3332000000.0,77000000.0,86000000.0,-694000000.0,1600000000.0,1819000000.0,501000000.0,5310000000.0,732000000.0,2271000000.0,12004000000.0,16000000.0,5000000.0,55500000.0,-73000000.0,-263000000.0,-289500000.0,2000000.0,-59000000.0,-5000000.0,308500000.0,87000000.0,1500000.0,18500000.0,1000000.0,-16500000.0,39000000.0,-63000000.0,-1500000.0,-4500000.0,-5500000.0,-1513000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,JDE PEETS N.V.,False,False,PNK,35.025,1629489102,0.0,35.025,35.025,35.025,58,PRE,0,2,0.0,35.025 - 35.025,35.025,finmb_655267841,JDE Peet's N.V.,Other OTC,EUR,221,871,2.9350014,0.091461554,32.09 - 43.8,-8.774998,-0.20034242,32.09,43.8,35.048313,-0.023311615,-0.000665128,37.826687,-2.8016853,-0.07406637,17563183104,15,America/New_York,EDT,-14400000,,,,43.8,32.09,35.05,37.83,221,871,501.45M,,85.05M,79.87%,11.81%,,,,,,0.83,2.38%,,,,0.00%,,"Jan 23, 2022",,,"Dec 30, 2020","Jun 29, 2021",8.56%,16.24%,3.20%,5.42%,6.67B,13.32,4.40%,2.83B,1.38B,571M,,"1,264.30%",578M,1.15,5.21B,49.42,0.57,,1.27B,1.24B,Value,1011 DK,Consumer Defensive,19000,6,6,"JDE Peet's N.V., together with its subsidiaries, provides various coffee and tea products and solutions to serve consumer needs worldwide. The company operates through CPG Europe, CPG LARMEA, CPG APAC, Out-of-Home, and Peet's segments. It provides multi-serve coffee, single-serve and double-shot coffee capsules, pads and pods, instant coffee and instant mixes, whole beans, ready-to-drink coffee beverages, professional coffee systems and solutions, and various tea products. The company sells its products under the Douwe Egberts, Kenco, Peet's, L'OR, Stumptown, TiOra, Gevalia, Pickwick, PILAO, Intelligentsia, Senseo, Jacobs, Moccona, Super, OldTown, Of̤ay, Harris, Mighty Leaf Tea, and Tassimo brands through CPG and out-of-home sales channels. As of December 31, 2020, it operated 520 coffee stores under the Peet's, Intelligentsia, Stumptown, OldTown, Coffee Company, and 12Oz brands in the United States, China, Malaysia, the Netherlands, and Italy, as well as online direct to consumers through third-party online marketplaces and web shops. The company serves various businesses, such as hotels, hospitals, restaurants, cruise liners, and retirement homes, as well as distributors for distribution to the customer. JDE Peet's N.V. was incorporated in 2018 and is headquartered in Amsterdam, the Netherlands.",Amsterdam,31 20 558 1753,1,1625097600,5,Netherlands,http://www.jdepeets.com,86400,5,Oosterdoksstraat 80,Packaged Foods
