Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,totalCurrentAssets,longTermDebt,otherCurrentLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,changeToNetincome,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,GNRS,5000008.0,21892500,,,-1348378,,-1348378,1198324,0,-1198324,-1198324,,-552973,,,,0,0,1198324,0,-150054,,-1348378,-1348378,8744751.0,168777625.0,5000008.0,173777633.0,568.0,-3745311.0,164350007.0,173452529.0,253115.0,1531989.0,300000.0,325104.0,2895629.0,,0.0,74980.0,300000.0,300000.0,304938.0,-518406.0,-893386.0,74980.0,150054.0,,-1206885.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,Greenrose Acquisition Corp.,us_market,2,Other OTC,Greenrose Acquisition Corp.,USD,70179,60728,0.34000015,0.03497944,9.72 - 11.46,-1.3999996,-0.12216402,9.72,11.46,0,10.004828,0.055171967,0.005514534,10.027819,0.03218174,0.0032092463,220238560,15,America/New_York,EDT,-14400000,False,False,-0.19840777,10.04 - 10.07,10.08,0.0,0.0,13,8,finmb_639567053,10.06,1630526046,-0.019999504,10.05,10.07,10.04,10706,,,,11.46,9.72,10.0,10.03,70.18k,60.73k,21.89M,,21.89M,19.70%,29.60%,290.74k,2.8,1.67%,1.33%,130.84k,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,,,,,,,,-5.43M,,,253.12k,0.01,3.2M,63.91,0.21,,-2.36M,,Value,11701,Financial Services,"Greenrose Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2019 and is based in Amityville, New York.",Amityville,516 346 5270,NY,United States,http://www.greenrosecorp.com,86400,111 Broadway,Shell Companies
t-1,GNRS,5000007.0,21892500,,,-784951,,-784951,1176187,0,-1176187,-1176187,,-486338,,,,0,0,1176187,0,391236,,-784951,-784951,7396384.0,169337342.0,5000007.0,174337349.0,556.0,-2396933.0,165916186.0,173473184.0,771521.0,897706.0,,864165.0,2523450.0,,0.0,187700.0,1000000.0,1000000.0,450159.0,461672.0,-726028.0,187700.0,-391236.0,,-33541.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,Greenrose Acquisition Corp.,us_market,2,Other OTC,Greenrose Acquisition Corp.,USD,70179,60728,0.34000015,0.03497944,9.72 - 11.46,-1.3999996,-0.12216402,9.72,11.46,0,10.004828,0.055171967,0.005514534,10.027819,0.03218174,0.0032092463,220238560,15,America/New_York,EDT,-14400000,False,False,-0.19840777,10.04 - 10.07,10.08,0.0,0.0,13,8,finmb_639567053,10.06,1630526046,-0.019999504,10.05,10.07,10.04,10706,,,,11.46,9.72,10.0,10.03,70.18k,60.73k,21.89M,,21.89M,19.70%,29.60%,290.74k,2.8,1.67%,1.33%,130.84k,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,,,,,,,,-5.43M,,,253.12k,0.01,3.2M,63.91,0.21,,-2.36M,,Value,11701,Financial Services,"Greenrose Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2019 and is based in Amityville, New York.",Amityville,516 346 5270,NY,United States,http://www.greenrosecorp.com,86400,111 Broadway,Shell Companies
t-2,GNRS,5000007.0,21892500,,,-1776915,,-1741169,613488,0,-613488,-613488,,-272884,,,,-35746,0,613488,0,-1163427,,-1741169,-1741169,6611441.0,169011541.0,5000007.0,174011548.0,548.0,-1611982.0,167017937.0,173656603.0,309849.0,399999.0,,354945.0,1593605.0,,0.0,187700.0,1000000.0,1000000.0,154086.0,-459402.0,-459402.0,187700.0,1163427.0,,-45054.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,Greenrose Acquisition Corp.,us_market,2,Other OTC,Greenrose Acquisition Corp.,USD,70179,60728,0.34000015,0.03497944,9.72 - 11.46,-1.3999996,-0.12216402,9.72,11.46,0,10.004828,0.055171967,0.005514534,10.027819,0.03218174,0.0032092463,220238560,15,America/New_York,EDT,-14400000,False,False,-0.19840777,10.04 - 10.07,10.08,0.0,0.0,13,8,finmb_639567053,10.06,1630526046,-0.019999504,10.05,10.07,10.04,10706,,,,11.46,9.72,10.0,10.03,70.18k,60.73k,21.89M,,21.89M,19.70%,29.60%,290.74k,2.8,1.67%,1.33%,130.84k,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,,,,,,,,-5.43M,,,253.12k,0.01,3.2M,63.91,0.21,,-2.36M,,Value,11701,Financial Services,"Greenrose Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2019 and is based in Amityville, New York.",Amityville,516 346 5270,NY,United States,http://www.greenrosecorp.com,86400,111 Broadway,Shell Companies
t-3,GNRS,5000001.0,21892500,,,-431685,,-341347,436062,0,-436062,-436062,,-272884,,,,-90338,0,436062,0,4377,,-341347,-341347,4870297.0,169456646.0,5000001.0,174456647.0,517.0,129187.0,168184912.0,173652225.0,769251.0,271734.0,,804422.0,1000000.0,35746.0,-97880.0,187700.0,1000000.0,-13459.0,251189.0,-296212.0,-282753.0,187700.0,-4377.0,-13459.0,532688.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,Greenrose Acquisition Corp.,us_market,2,Other OTC,Greenrose Acquisition Corp.,USD,70179,60728,0.34000015,0.03497944,9.72 - 11.46,-1.3999996,-0.12216402,9.72,11.46,0,10.004828,0.055171967,0.005514534,10.027819,0.03218174,0.0032092463,220238560,15,America/New_York,EDT,-14400000,False,False,-0.19840777,10.04 - 10.07,10.08,0.0,0.0,13,8,finmb_639567053,10.06,1630526046,-0.019999504,10.05,10.07,10.04,10706,,,,11.46,9.72,10.0,10.03,70.18k,60.73k,21.89M,,21.89M,19.70%,29.60%,290.74k,2.8,1.67%,1.33%,130.84k,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,,,,,,,,-5.43M,,,253.12k,0.01,3.2M,63.91,0.21,,-2.36M,,Value,11701,Financial Services,"Greenrose Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2019 and is based in Amityville, New York.",Amityville,516 346 5270,NY,United States,http://www.greenrosecorp.com,86400,111 Broadway,Shell Companies
