Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GBRCF,16980974,67544400,,,-1290901,,-1290901,558548,-1643,-1156833,-1156833,,,,,,0,0,1156833,1643,-134068,,-1290901,-1290901,314275,16980974,17295249,91703243,-83082394,8360125,1160581,2856273,314275,8360125,12577392,3557276,22828,272025,29138.0,-1168959.0,85543.0,-392133.0,85543.0,-2130856.0,-1047440.0,314288.0,11107.0,9814.0,282354.0,-1180066.0,,,3243001,en-US,US,EQUITY,False,Delayed Quote,0.1821,1630520985,0.0011000037,0.1821,0.1821,0.1821,1800,USD,PNK,12348655,-14400000,False,False,POST,4,0.6077369,0.1821 - 0.1821,us_market,0,GOLD BULL RESOURCES CORP,0.181,finmb_314745295,Other OTC,Gold Bull Resources Corp.,CAD,13078,11250,0.017099991,0.10363631,0.165 - 0.525,-0.34289998,-0.65314287,0.165,0.525,1550707200,0.23016667,-0.048066676,-0.20883422,0.32457247,-0.14247248,-0.43895426,15,America/New_York,EDT,1.56,,,0.525,0.165,0.2302,0.3246,13.08k,11.25k,67.54M,,63.62M,5.47%,0.86%,,,,,,,,,,,0.00%,"Feb 20, 2019",,1:3,"Feb 20, 2019","Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-19.21%,-36.47%,,,,,,-3.33M,,,2.86M,0.04,42.25k,0.25,11.32,,-2.5M,-7.88M,Value,V6E 2Y3,Basic Materials,"Gold Bull Resources Corp. operates as a gold focused exploration and development company. Its portfolio of prospective projects located in Nevada, the United States. The company's core asset is the Sandman Project that consists of 833 mineral claims within the 117 square kilometers total land package located East, Mount Diablo Meridian, Humboldt County, Nevada. It also holds 100% interest in the Big Balds Project that comprises 210 lode mining claims located south of Elko, Nevada. The company was formerly known as QX Metals Corp. and changed its name to Gold Bull Resources Corp. in August 2020. Gold Bull Resources Corp. was incorporated in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 628 5623,BC,1609372800,Canada,http://www.goldbull.ca,86400,1030 West Georgia Street,Gold,Suite 717
t-1,GBRCF,17903978,67544400,,,-1455195,,-1455195,456577,-51943,-1217022,-1217022,,-3976.0,,,,0,0,1217022,51943,-238173,,-1455195,-1455195,285137,17903978,18189115,91617700,-81791493,8077771,981893,4987129,285137,8077771,11711614,5495608,32642,242887,-157181.0,-6885510.0,12700489.0,-164899.0,12837989.0,4907088.0,-907891.0,1463.0,-900720.0,160882.0,707039.0,-5984790.0,-137500.0,,5210471,en-US,US,EQUITY,False,Delayed Quote,0.1821,1630520985,0.0011000037,0.1821,0.1821,0.1821,1800,USD,PNK,12348655,-14400000,False,False,POST,4,0.6077369,0.1821 - 0.1821,us_market,0,GOLD BULL RESOURCES CORP,0.181,finmb_314745295,Other OTC,Gold Bull Resources Corp.,CAD,13078,11250,0.017099991,0.10363631,0.165 - 0.525,-0.34289998,-0.65314287,0.165,0.525,1550707200,0.23016667,-0.048066676,-0.20883422,0.32457247,-0.14247248,-0.43895426,15,America/New_York,EDT,1.56,,,0.525,0.165,0.2302,0.3246,13.08k,11.25k,67.54M,,63.62M,5.47%,0.86%,,,,,,,,,,,0.00%,"Feb 20, 2019",,1:3,"Feb 20, 2019","Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-19.21%,-36.47%,,,,,,-3.33M,,,2.86M,0.04,42.25k,0.25,11.32,,-2.5M,-7.88M,Value,V6E 2Y3,Basic Materials,"Gold Bull Resources Corp. operates as a gold focused exploration and development company. Its portfolio of prospective projects located in Nevada, the United States. The company's core asset is the Sandman Project that consists of 833 mineral claims within the 117 square kilometers total land package located East, Mount Diablo Meridian, Humboldt County, Nevada. It also holds 100% interest in the Big Balds Project that comprises 210 lode mining claims located south of Elko, Nevada. The company was formerly known as QX Metals Corp. and changed its name to Gold Bull Resources Corp. in August 2020. Gold Bull Resources Corp. was incorporated in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 628 5623,BC,1609372800,Canada,http://www.goldbull.ca,86400,1030 West Georgia Street,Gold,Suite 717
t-2,GBRCF,1414145,67544400,,,-471604,,-471604,151175,-71744,-463934,-463934,,-5736.0,,,,0,0,463934,71744,-7670,,-471604,-471604,579818,1414145,1993963,74883055,-80336298,6867388,81173,80041,579818,6867388,1328287,584503,193524,278517,273764.0,-6885510.0,20000.0,-307338.0,20000.0,-435241.0,-455241.0,1463.0,-900720.0,-191078.0,241015.0,-5984790.0,-137500.0,,4685,en-US,US,EQUITY,False,Delayed Quote,0.1821,1630520985,0.0011000037,0.1821,0.1821,0.1821,1800,USD,PNK,12348655,-14400000,False,False,POST,4,0.6077369,0.1821 - 0.1821,us_market,0,GOLD BULL RESOURCES CORP,0.181,finmb_314745295,Other OTC,Gold Bull Resources Corp.,CAD,13078,11250,0.017099991,0.10363631,0.165 - 0.525,-0.34289998,-0.65314287,0.165,0.525,1550707200,0.23016667,-0.048066676,-0.20883422,0.32457247,-0.14247248,-0.43895426,15,America/New_York,EDT,1.56,,,0.525,0.165,0.2302,0.3246,13.08k,11.25k,67.54M,,63.62M,5.47%,0.86%,,,,,,,,,,,0.00%,"Feb 20, 2019",,1:3,"Feb 20, 2019","Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-19.21%,-36.47%,,,,,,-3.33M,,,2.86M,0.04,42.25k,0.25,11.32,,-2.5M,-7.88M,Value,V6E 2Y3,Basic Materials,"Gold Bull Resources Corp. operates as a gold focused exploration and development company. Its portfolio of prospective projects located in Nevada, the United States. The company's core asset is the Sandman Project that consists of 833 mineral claims within the 117 square kilometers total land package located East, Mount Diablo Meridian, Humboldt County, Nevada. It also holds 100% interest in the Big Balds Project that comprises 210 lode mining claims located south of Elko, Nevada. The company was formerly known as QX Metals Corp. and changed its name to Gold Bull Resources Corp. in August 2020. Gold Bull Resources Corp. was incorporated in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 628 5623,BC,1609372800,Canada,http://www.goldbull.ca,86400,1030 West Georgia Street,Gold,Suite 717
t-3,GBRCF,1624734,67544400,,,-111962,,-111962,65461,0,-62996,-62996,,-5482.0,,,,0,0,62996,0,-48966,,-111962,-111962,306054,1624734,1930788,74812055,-79864694,6677373,81173,515282,306054,6677373,1328287,521328,2446,10489,3266.0,38649.0,541532.0,1800.0,550000.0,493752.0,-86429.0,1463.0,-5726.0,20968.0,-501.0,-5984790.0,5100.0,-13568.0,215274,en-US,US,EQUITY,False,Delayed Quote,0.1821,1630520985,0.0011000037,0.1821,0.1821,0.1821,1800,USD,PNK,12348655,-14400000,False,False,POST,4,0.6077369,0.1821 - 0.1821,us_market,0,GOLD BULL RESOURCES CORP,0.181,finmb_314745295,Other OTC,Gold Bull Resources Corp.,CAD,13078,11250,0.017099991,0.10363631,0.165 - 0.525,-0.34289998,-0.65314287,0.165,0.525,1550707200,0.23016667,-0.048066676,-0.20883422,0.32457247,-0.14247248,-0.43895426,15,America/New_York,EDT,1.56,,,0.525,0.165,0.2302,0.3246,13.08k,11.25k,67.54M,,63.62M,5.47%,0.86%,,,,,,,,,,,0.00%,"Feb 20, 2019",,1:3,"Feb 20, 2019","Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-19.21%,-36.47%,,,,,,-3.33M,,,2.86M,0.04,42.25k,0.25,11.32,,-2.5M,-7.88M,Value,V6E 2Y3,Basic Materials,"Gold Bull Resources Corp. operates as a gold focused exploration and development company. Its portfolio of prospective projects located in Nevada, the United States. The company's core asset is the Sandman Project that consists of 833 mineral claims within the 117 square kilometers total land package located East, Mount Diablo Meridian, Humboldt County, Nevada. It also holds 100% interest in the Big Balds Project that comprises 210 lode mining claims located south of Elko, Nevada. The company was formerly known as QX Metals Corp. and changed its name to Gold Bull Resources Corp. in August 2020. Gold Bull Resources Corp. was incorporated in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 628 5623,BC,1609372800,Canada,http://www.goldbull.ca,86400,1030 West Georgia Street,Gold,Suite 717
