Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,shortTermInvestments,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,GRBMF,-37155858000.0,4504320000,,,5077285000,4180041000,3064502000,36286831000,45029089000,7057924000,7057924000,1684334000,-1947465000,,,,1721366000,83788817000,76730893000,38759728000,-1980639000,,3355919000,3064502000,54258405000.0,223086833000.0,85504318000.0,31371977000.0,312771192000.0,4058521000.0,1520712000.0,74072995000.0,48028097000.0,68401771000.0,7372802000.0,11494777000.0,11913346000.0,72031401000.0,7619536000.0,8681301000.0,7637876000.0,122371127000.0,52791562000.0,3453550000.0,25088755000.0,79780782000.0,12079307000.0,26649655000.0,,,-147136000.0,966227000.0,-6143751000.0,1940833000.0,-5467915000.0,1882947000.0,595517000.0,-1027960000.0,-312037000.0,12519220000.0,3971505000.0,-222640000.0,-4635622000.0,-1091079000.0,-199967000.0,-1745166000.0,3929794000.0,-4769190000.0,,-19239839000.0,en-US,US,EQUITY,False,Delayed Quote,USD,19.11111,0.135,20.197,2.3397143,0.24028563,0.102698706,2.1542754,0.4257245,0.19761842,11374935040,0.12774174,15,America/New_York,EDT,-14400000,4,0.0,2.58 - 2.58,2.58,0.0,0.0,0,0,finmb_877906,PREPRE,GRUPO BIMBO SAB DE CV,us_market,0,PNK,False,False,2.58,1630439987,0.0,2.58,2.58,2.58,105,Other OTC,"Grupo Bimbo, S.A.B. de C.V.",MXN,13195,3428,0.88999987,0.5266271,1.69 - 2.6,-0.01999998,-0.0076923007,1.69,2.6,1621209600,0.15,,,2.6,1.69,2.3397,2.1543,13.2k,3.43k,4.5B,,1.15B,72.13%,6.72%,,,,,,0.05,2.22%,,,,0.00%,"May 16, 2021","May 12, 2021",,,"Dec 30, 2020","Jun 29, 2021",4.09%,10.38%,6.71%,16.69%,333.44B,74.35,-2.90%,179.4B,45.98B,13.63B,0.1350,18.60%,11.91B,2.81,117.04B,130.50,0.73,20.20,45.36B,22.77B,Value,01210,Consumer Defensive,133407,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. The company offers fresh and frozen sliced bread, buns and rolls, cookies, snack cakes, English muffins, bagels, pre-packaged foods, tortillas, salted snacks, confectionery products, pastries, and other products. It provides its products under approximately 100 brands. The company has operations in 33 countries, including Mexico, the United States, Canada, Latin America, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",Mexico City,52 55 5268 6600,DF,Mexico,http://grupobimbo.com/es,86400,ProlongaciOn Ps de la Reforma No. 1000,Packaged Foods,Colonia PeNa Blanca Santa Fe DelegaciOn Alvaro ObregOn DelegaciOn Alvaro ObregOn
t-1,GRBMF,-34933745000.0,4504320000,,,6979429000,4562075000,4070130000,35233552000,42553097000,8922075000,8922075000,-1602530000,-1894767000,,,,2619051000,79161289000,70239214000,36608192000,-1942646000,,4360378000,4070130000,55958484000.0,220078825000.0,90933649000.0,29366716000.0,315574549000.0,1820649000.0,3497389000.0,76449226000.0,46997268000.0,69908910000.0,12663774000.0,11480070000.0,11317829000.0,78468868000.0,7168156000.0,17714726000.0,12691073000.0,122618862000.0,52252825000.0,3355398000.0,26277356000.0,70375817000.0,11160251000.0,26009761000.0,383856000.0,,-88431000.0,-999360000.0,-4243000000.0,-624849000.0,-3268923000.0,887775000.0,2050285000.0,-749160000.0,222166000.0,9340042000.0,3773132000.0,-66794000.0,-309599000.0,-118667000.0,35005000.0,-1585315000.0,1687318000.0,-2785986000.0,,-26216043000.0,en-US,US,EQUITY,False,Delayed Quote,USD,19.11111,0.135,20.197,2.3397143,0.24028563,0.102698706,2.1542754,0.4257245,0.19761842,11374935040,0.12774174,15,America/New_York,EDT,-14400000,4,0.0,2.58 - 2.58,2.58,0.0,0.0,0,0,finmb_877906,PREPRE,GRUPO BIMBO SAB DE CV,us_market,0,PNK,False,False,2.58,1630439987,0.0,2.58,2.58,2.58,105,Other OTC,"Grupo Bimbo, S.A.B. de C.V.",MXN,13195,3428,0.88999987,0.5266271,1.69 - 2.6,-0.01999998,-0.0076923007,1.69,2.6,1621209600,0.15,,,2.6,1.69,2.3397,2.1543,13.2k,3.43k,4.5B,,1.15B,72.13%,6.72%,,,,,,0.05,2.22%,,,,0.00%,"May 16, 2021","May 12, 2021",,,"Dec 30, 2020","Jun 29, 2021",4.09%,10.38%,6.71%,16.69%,333.44B,74.35,-2.90%,179.4B,45.98B,13.63B,0.1350,18.60%,11.91B,2.81,117.04B,130.50,0.73,20.20,45.36B,22.77B,Value,01210,Consumer Defensive,133407,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. The company offers fresh and frozen sliced bread, buns and rolls, cookies, snack cakes, English muffins, bagels, pre-packaged foods, tortillas, salted snacks, confectionery products, pastries, and other products. It provides its products under approximately 100 brands. The company has operations in 33 countries, including Mexico, the United States, Canada, Latin America, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",Mexico City,52 55 5268 6600,DF,Mexico,http://grupobimbo.com/es,86400,ProlongaciOn Ps de la Reforma No. 1000,Packaged Foods,Colonia PeNa Blanca Santa Fe DelegaciOn Alvaro ObregOn DelegaciOn Alvaro ObregOn
t-2,GRBMF,-38198000000.0,4504320000,,,5559643000,4298000000,2854816000,37146039000,46427296000,8325257000,8325257000,956000000,-2151974000,,,,2054158000,84523194000,76197937000,38095898000,-2765614000,,3505485000,2854816000,55007000000.0,219640000000.0,83713000000.0,3609000000.0,307651000000.0,4074000000.0,2955000000.0,64265000000.0,49787000000.0,66904000000.0,15374000000.0,11583000000.0,9268000000.0,61265000000.0,8733000000.0,600000000.0,15387000000.0,120411000000.0,50603000000.0,3143000000.0,27487000000.0,84652000000.0,10893000000.0,27791000000.0,,,-7788000.0,4030698000.0,-5754426000.0,-4091338000.0,-6732615000.0,-6003649000.0,-2763458000.0,-1087643000.0,-1301847000.0,11026430000.0,4501173000.0,-156464000.0,-2000.0,255841000.0,151610000.0,-1553632000.0,11024941000.0,-5271441000.0,,-10662000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,19.11111,0.135,20.197,2.3397143,0.24028563,0.102698706,2.1542754,0.4257245,0.19761842,11374935040,0.12774174,15,America/New_York,EDT,-14400000,4,0.0,2.58 - 2.58,2.58,0.0,0.0,0,0,finmb_877906,PREPRE,GRUPO BIMBO SAB DE CV,us_market,0,PNK,False,False,2.58,1630439987,0.0,2.58,2.58,2.58,105,Other OTC,"Grupo Bimbo, S.A.B. de C.V.",MXN,13195,3428,0.88999987,0.5266271,1.69 - 2.6,-0.01999998,-0.0076923007,1.69,2.6,1621209600,0.15,,,2.6,1.69,2.3397,2.1543,13.2k,3.43k,4.5B,,1.15B,72.13%,6.72%,,,,,,0.05,2.22%,,,,0.00%,"May 16, 2021","May 12, 2021",,,"Dec 30, 2020","Jun 29, 2021",4.09%,10.38%,6.71%,16.69%,333.44B,74.35,-2.90%,179.4B,45.98B,13.63B,0.1350,18.60%,11.91B,2.81,117.04B,130.50,0.73,20.20,45.36B,22.77B,Value,01210,Consumer Defensive,133407,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. The company offers fresh and frozen sliced bread, buns and rolls, cookies, snack cakes, English muffins, bagels, pre-packaged foods, tortillas, salted snacks, confectionery products, pastries, and other products. It provides its products under approximately 100 brands. The company has operations in 33 countries, including Mexico, the United States, Canada, Latin America, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",Mexico City,52 55 5268 6600,DF,Mexico,http://grupobimbo.com/es,86400,ProlongaciOn Ps de la Reforma No. 1000,Packaged Foods,Colonia PeNa Blanca Santa Fe DelegaciOn Alvaro ObregOn DelegaciOn Alvaro ObregOn
t-3,GRBMF,-45462441000.0,4504320000,,,5895533000,4559735000,3579475000,36631725000,46190620000,9558895000,9558895000,956000000,-2251615000,,,,2024909000,85800332000,76241437000,39609712000,-3663362000,,3870624000,3579475000,58116886000.0,237870778000.0,88936722000.0,32280682000.0,331367235000.0,4226510000.0,176437000.0,71226536000.0,53476633000.0,76282277000.0,13483676000.0,11248399000.0,12031743000.0,63792143000.0,8221192000.0,961235000.0,13639382000.0,125111692000.0,54835479000.0,5772502000.0,27847178000.0,95739413000.0,11789929000.0,25216712000.0,,808564000.0,-52790000.0,88720000.0,-2623602000.0,-5959535000.0,-8057958000.0,3239801000.0,1695633000.0,-193869000.0,-100153000.0,12477346000.0,3951266000.0,275668000.0,-2000.0,37582000.0,-1421337000.0,-2552500000.0,2951415000.0,-2702428000.0,647946000.0,-8956664000.0,en-US,US,EQUITY,False,Delayed Quote,USD,19.11111,0.135,20.197,2.3397143,0.24028563,0.102698706,2.1542754,0.4257245,0.19761842,11374935040,0.12774174,15,America/New_York,EDT,-14400000,4,0.0,2.58 - 2.58,2.58,0.0,0.0,0,0,finmb_877906,PREPRE,GRUPO BIMBO SAB DE CV,us_market,0,PNK,False,False,2.58,1630439987,0.0,2.58,2.58,2.58,105,Other OTC,"Grupo Bimbo, S.A.B. de C.V.",MXN,13195,3428,0.88999987,0.5266271,1.69 - 2.6,-0.01999998,-0.0076923007,1.69,2.6,1621209600,0.15,,,2.6,1.69,2.3397,2.1543,13.2k,3.43k,4.5B,,1.15B,72.13%,6.72%,,,,,,0.05,2.22%,,,,0.00%,"May 16, 2021","May 12, 2021",,,"Dec 30, 2020","Jun 29, 2021",4.09%,10.38%,6.71%,16.69%,333.44B,74.35,-2.90%,179.4B,45.98B,13.63B,0.1350,18.60%,11.91B,2.81,117.04B,130.50,0.73,20.20,45.36B,22.77B,Value,01210,Consumer Defensive,133407,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. The company offers fresh and frozen sliced bread, buns and rolls, cookies, snack cakes, English muffins, bagels, pre-packaged foods, tortillas, salted snacks, confectionery products, pastries, and other products. It provides its products under approximately 100 brands. The company has operations in 33 countries, including Mexico, the United States, Canada, Latin America, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",Mexico City,52 55 5268 6600,DF,Mexico,http://grupobimbo.com/es,86400,ProlongaciOn Ps de la Reforma No. 1000,Packaged Foods,Colonia PeNa Blanca Santa Fe DelegaciOn Alvaro ObregOn DelegaciOn Alvaro ObregOn
