Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,shortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,fax,industry,address2
t0,CYIO,311180.0,78005200,,,-31631,,-31631,155387,119749,-35638,-35638,,-380,,,,0,243051,278689,123302,4007,,-31631,-31631,24496376.0,69615.0,311180.0,1.0,380825.0,36311.0,-24221507.0,275864.0,2472.0,69615.0,104961.0,101189.0,10433.0,6946.0,-1700.0,-1700.0,6772.0,-21174.0,-19474.0,-1636.0,,35346.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.009,0.15961055,8.945167e-05,0.00056043704,0.28561655,-0.12591654,-0.4408587,12457431,17.744446,15,America/New_York,EDT,-14400000,False,False,0.1597,1630439698,-0.004799992,0.167,0.176,0.151,191225,REGULAR,PNK,4,-2.9179282,0.151 - 0.176,0.1648,0.0,0.0,0,0,finmb_13220326,Other OTC,CYIOS Corporation,USD,520341,225425,0.1487,13.518182,0.011 - 0.845,-0.6853,-0.8110059,0.011,0.845,-0.002,0,CYIOS CORPORATION,0.83,,,0.845,0.011,0.1596,0.2856,520.34k,225.43k,78.01M,,,,,,,,,,,,,,,0.00%,,,1:30,"May 16, 2005","Dec 30, 2011","Sep 29, 2012",-4.11%,-5.62%,-12.33%,-17.91%,1.49M,0.04,-49.70%,910.96k,,-61.22k,-0.0020,,2.47k,0,29.55k,9.50,1.51,0.01,-29.34k,42.62k,Value,20004,Financial Services,15,"CYIOS Corporation, through its subsidiaries, operates as a systems integrator and knowledge management solutions provider supporting the United States army, Department of Defense, and federal government agencies. The company builds knowledge management solutions, which support organizations with business continuity and information technology services, as well as offers the U.S. Army Knowledge Online, a knowledge management portal that supports approximately 1.8 million soldiers and civilians worldwide. It also markets and sells CYIPRO, a Web-based business transformation tool that provides a virtual work space for collaboration, project management, and document management to help manage people, processes, and information. The CYIPRO tool suite includes e-mail, document and file management, calendar, tasks, meetings, contacts, project management, reporting, and timesheet management. The CYIPRO tool also offers solutions for compliance with Securities and Exchange Commission Sarbanes-Oxley regulations, compliance with Defense Contract Audit Agency, and performance based contracting for government contractors. CYIOS Corporation was founded in 1994 and is headquartered in Washington, District Of Columbia.",Washington,202-204-3006,DC,United States,http://www.cyios.com,86400,1300 Pennsylvania Avenue NW,202-315-3458,Credit Services,Suite 700 The Ronald Reagan Building
t-1,CYIO,342736.0,78005200,,,-44522,,-44522,169430,122008,-47422,-47422,,-1486,,,,0,305810,353232,183802,2900,,-44522,-44522,24496376.0,53586.0,342736.0,,396352.0,36311.0,-24189951.0,219284.0,23646.0,53586.0,177068.0,151747.0,3487.0,-5453.0,-932.0,-932.0,-25525.0,9265.0,10197.0,85634.0,,123482.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.009,0.15961055,8.945167e-05,0.00056043704,0.28561655,-0.12591654,-0.4408587,12457431,17.744446,15,America/New_York,EDT,-14400000,False,False,0.1597,1630439698,-0.004799992,0.167,0.176,0.151,191225,REGULAR,PNK,4,-2.9179282,0.151 - 0.176,0.1648,0.0,0.0,0,0,finmb_13220326,Other OTC,CYIOS Corporation,USD,520341,225425,0.1487,13.518182,0.011 - 0.845,-0.6853,-0.8110059,0.011,0.845,-0.002,0,CYIOS CORPORATION,0.83,,,0.845,0.011,0.1596,0.2856,520.34k,225.43k,78.01M,,,,,,,,,,,,,,,0.00%,,,1:30,"May 16, 2005","Dec 30, 2011","Sep 29, 2012",-4.11%,-5.62%,-12.33%,-17.91%,1.49M,0.04,-49.70%,910.96k,,-61.22k,-0.0020,,2.47k,0,29.55k,9.50,1.51,0.01,-29.34k,42.62k,Value,20004,Financial Services,15,"CYIOS Corporation, through its subsidiaries, operates as a systems integrator and knowledge management solutions provider supporting the United States army, Department of Defense, and federal government agencies. The company builds knowledge management solutions, which support organizations with business continuity and information technology services, as well as offers the U.S. Army Knowledge Online, a knowledge management portal that supports approximately 1.8 million soldiers and civilians worldwide. It also markets and sells CYIPRO, a Web-based business transformation tool that provides a virtual work space for collaboration, project management, and document management to help manage people, processes, and information. The CYIPRO tool suite includes e-mail, document and file management, calendar, tasks, meetings, contacts, project management, reporting, and timesheet management. The CYIPRO tool also offers solutions for compliance with Securities and Exchange Commission Sarbanes-Oxley regulations, compliance with Defense Contract Audit Agency, and performance based contracting for government contractors. CYIOS Corporation was founded in 1994 and is headquartered in Washington, District Of Columbia.",Washington,202-204-3006,DC,United States,http://www.cyios.com,86400,1300 Pennsylvania Avenue NW,202-315-3458,Credit Services,Suite 700 The Ronald Reagan Building
t-2,CYIO,387195.0,78005200,,,246,,246,214005,211613,-2392,-2392,,-1736,,,,0,468587,470979,256974,2638,,246,246,24496376.0,79985.0,387195.0,,467210.0,36311.0,-24145492.0,219284.0,14381.0,79985.0,247926.0,232995.0,8940.0,-8335.0,-741.0,-741.0,15072.0,-2294.0,-1553.0,-8536.0,,167941.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.009,0.15961055,8.945167e-05,0.00056043704,0.28561655,-0.12591654,-0.4408587,12457431,17.744446,15,America/New_York,EDT,-14400000,False,False,0.1597,1630439698,-0.004799992,0.167,0.176,0.151,191225,REGULAR,PNK,4,-2.9179282,0.151 - 0.176,0.1648,0.0,0.0,0,0,finmb_13220326,Other OTC,CYIOS Corporation,USD,520341,225425,0.1487,13.518182,0.011 - 0.845,-0.6853,-0.8110059,0.011,0.845,-0.002,0,CYIOS CORPORATION,0.83,,,0.845,0.011,0.1596,0.2856,520.34k,225.43k,78.01M,,,,,,,,,,,,,,,0.00%,,,1:30,"May 16, 2005","Dec 30, 2011","Sep 29, 2012",-4.11%,-5.62%,-12.33%,-17.91%,1.49M,0.04,-49.70%,910.96k,,-61.22k,-0.0020,,2.47k,0,29.55k,9.50,1.51,0.01,-29.34k,42.62k,Value,20004,Financial Services,15,"CYIOS Corporation, through its subsidiaries, operates as a systems integrator and knowledge management solutions provider supporting the United States army, Department of Defense, and federal government agencies. The company builds knowledge management solutions, which support organizations with business continuity and information technology services, as well as offers the U.S. Army Knowledge Online, a knowledge management portal that supports approximately 1.8 million soldiers and civilians worldwide. It also markets and sells CYIPRO, a Web-based business transformation tool that provides a virtual work space for collaboration, project management, and document management to help manage people, processes, and information. The CYIPRO tool suite includes e-mail, document and file management, calendar, tasks, meetings, contacts, project management, reporting, and timesheet management. The CYIPRO tool also offers solutions for compliance with Securities and Exchange Commission Sarbanes-Oxley regulations, compliance with Defense Contract Audit Agency, and performance based contracting for government contractors. CYIOS Corporation was founded in 1994 and is headquartered in Washington, District Of Columbia.",Washington,202-204-3006,DC,United States,http://www.cyios.com,86400,1300 Pennsylvania Avenue NW,202-315-3458,Credit Services,Suite 700 The Ronald Reagan Building
t-3,CYIO,386949.0,78005200,,,14546,,14546,225657,196229,-29428,-29428,,-1245,,,,0,473193,502621,276964,43974,,14546,14546,24496376.0,74187.0,386949.0,,461166.0,36311.0,-24145738.0,219284.0,16675.0,74187.0,241882.0,220085.0,17275.0,-27452.0,-1512.0,-1512.0,-59757.0,-20019.0,-18507.0,-3011.0,57167.0,167695.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.009,0.15961055,8.945167e-05,0.00056043704,0.28561655,-0.12591654,-0.4408587,12457431,17.744446,15,America/New_York,EDT,-14400000,False,False,0.1597,1630439698,-0.004799992,0.167,0.176,0.151,191225,REGULAR,PNK,4,-2.9179282,0.151 - 0.176,0.1648,0.0,0.0,0,0,finmb_13220326,Other OTC,CYIOS Corporation,USD,520341,225425,0.1487,13.518182,0.011 - 0.845,-0.6853,-0.8110059,0.011,0.845,-0.002,0,CYIOS CORPORATION,0.83,,,0.845,0.011,0.1596,0.2856,520.34k,225.43k,78.01M,,,,,,,,,,,,,,,0.00%,,,1:30,"May 16, 2005","Dec 30, 2011","Sep 29, 2012",-4.11%,-5.62%,-12.33%,-17.91%,1.49M,0.04,-49.70%,910.96k,,-61.22k,-0.0020,,2.47k,0,29.55k,9.50,1.51,0.01,-29.34k,42.62k,Value,20004,Financial Services,15,"CYIOS Corporation, through its subsidiaries, operates as a systems integrator and knowledge management solutions provider supporting the United States army, Department of Defense, and federal government agencies. The company builds knowledge management solutions, which support organizations with business continuity and information technology services, as well as offers the U.S. Army Knowledge Online, a knowledge management portal that supports approximately 1.8 million soldiers and civilians worldwide. It also markets and sells CYIPRO, a Web-based business transformation tool that provides a virtual work space for collaboration, project management, and document management to help manage people, processes, and information. The CYIPRO tool suite includes e-mail, document and file management, calendar, tasks, meetings, contacts, project management, reporting, and timesheet management. The CYIPRO tool also offers solutions for compliance with Securities and Exchange Commission Sarbanes-Oxley regulations, compliance with Defense Contract Audit Agency, and performance based contracting for government contractors. CYIOS Corporation was founded in 1994 and is headquartered in Washington, District Of Columbia.",Washington,202-204-3006,DC,United States,http://www.cyios.com,86400,1300 Pennsylvania Avenue NW,202-315-3458,Credit Services,Suite 700 The Ronald Reagan Building
