Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FRMA,-1184687.0,119321000,,,-990595,3177122,-990352,885515,-76649,-1010032,-1010032,43940,-24599,,,,0,243064,1253096,319713,19437,,-990595,-990352,2745229.0,44473407.0,9854685.0,3221272.0,16253079.0,119321.0,21844.0,-41325057.0,1660730.0,-46399.0,25582.0,294391.0,7553496.0,4214459.0,-46399.0,8867452.0,2954086.0,1859587.0,2301189.0,460917.0,3079037.0,-517630,1272398,842784,988803,-286394,145000,213764,-69400,-1978037,47111,-109345,-126475,1019,5048,-4599410.0,en-US,US,EQUITY,False,Delayed Quote,-2.4390292,0.04 - 0.0425,0.0,0.0,0.041,0,0,finmb_33353980,Other OTC,Firma Holdings Corp.,USD,234949,98490,0.0363,9.810811,0.0037 - 0.195,-0.155,-0.7948718,0.0037,0.195,USD,POST,0.04,1630524872,-0.001000002,0.04,0.0425,0.04,310200,us_market,4,0,-0.6038808,FIRMA HOLDINGS CORP,PNK,-0.041,0.027,0.091471665,-0.051471666,-0.5627061,0.100979716,-0.060979716,4867160,1.4814814,15,America/New_York,EDT,-14400000,False,False,-1.46,,,0.195,0.0037,0.0915,0.101,234.95k,98.49k,119.32M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2014","Jun 29, 2015",0.00%,"-1,449.77%",-16.70%,-357.06%,243.06k,0.00,,105.32k,-3.26M,-19.36M,-0.0410,,294.39k,0,6.78M,105.90,0.39,0.03,-3.6M,-2.8M,Value,89074,Basic Materials,7,"Firma Holdings Corp., a diversified holding company, focus on emerging and middle market domestic and international investment opportunities. It is evaluating the acquisition of other interests, joint ventures, and licensing agreements with qualified companies within the consumer and industrial products industries, including qualified CBD products. Previously, the company was engaged in mining, packaging technology, and food manufacturing businesses. The company was formerly known as Tara Minerals Corp. and changed its name to Firma Holdings Corp. in June 2014. Firma Holdings Corp. was founded in 2006 and is based in Henderson, Nevada.",Henderson,888-901-4550,NV,1419984000,United States,http://www.firmaholdingscorp.com,86400,181 North Arroyo Grande Boulevard,Other Industrial Metals & Mining,Suite 140B
t-1,FRMA,-265341.0,119321000,,,-559083,3177365,5426034,733728,0,-734425,-734425,43940,-12505,,,,0,0,734425,0,175342,5978575.0,-559083,5426034,2745229.0,42340746.0,5944995.0,2479888.0,11602248.0,100846.0,1308470.0,-40334705.0,,373001.0,,80627.0,4053250.0,2065500.0,373001.0,6031721.0,2825298.0,1231702.0,1891745.0,92412.0,1727750.0,280627,-1270209,-69215,975989,-29063,1045000,-657983,49252,-413015,78201,-109345,41644,204,-6210458,-1227952.0,en-US,US,EQUITY,False,Delayed Quote,-2.4390292,0.04 - 0.0425,0.0,0.0,0.041,0,0,finmb_33353980,Other OTC,Firma Holdings Corp.,USD,234949,98490,0.0363,9.810811,0.0037 - 0.195,-0.155,-0.7948718,0.0037,0.195,USD,POST,0.04,1630524872,-0.001000002,0.04,0.0425,0.04,310200,us_market,4,0,-0.6038808,FIRMA HOLDINGS CORP,PNK,-0.041,0.027,0.091471665,-0.051471666,-0.5627061,0.100979716,-0.060979716,4867160,1.4814814,15,America/New_York,EDT,-14400000,False,False,-1.46,,,0.195,0.0037,0.0915,0.101,234.95k,98.49k,119.32M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2014","Jun 29, 2015",0.00%,"-1,449.77%",-16.70%,-357.06%,243.06k,0.00,,105.32k,-3.26M,-19.36M,-0.0410,,294.39k,0,6.78M,105.90,0.39,0.03,-3.6M,-2.8M,Value,89074,Basic Materials,7,"Firma Holdings Corp., a diversified holding company, focus on emerging and middle market domestic and international investment opportunities. It is evaluating the acquisition of other interests, joint ventures, and licensing agreements with qualified companies within the consumer and industrial products industries, including qualified CBD products. Previously, the company was engaged in mining, packaging technology, and food manufacturing businesses. The company was formerly known as Tara Minerals Corp. and changed its name to Firma Holdings Corp. in June 2014. Firma Holdings Corp. was founded in 2006 and is based in Henderson, Nevada.",Henderson,888-901-4550,NV,1419984000,United States,http://www.firmaholdingscorp.com,86400,181 North Arroyo Grande Boulevard,Other Industrial Metals & Mining,Suite 140B
t-2,FRMA,-6605454.0,119321000,,,-559083,8890003,0,733728,0,0,-734425,43940,-12505,,,,0,0,0,0,0,5978575.0,-559083,5426034,2745229.0,40984888.0,5974003.0,-3860225.0,11003781.0,94032.0,558036.0,-45760739.0,,821594.0,,738610.0,4063508.0,2123100.0,821594.0,6107441.0,2151111.0,719799.0,1910495.0,,1680408.0,0,-1270209,-69215,975989,-29063,1045000,-657983,49252,-413015,78201,-109345,41644,204,-6210458,-1912397.0,en-US,US,EQUITY,False,Delayed Quote,-2.4390292,0.04 - 0.0425,0.0,0.0,0.041,0,0,finmb_33353980,Other OTC,Firma Holdings Corp.,USD,234949,98490,0.0363,9.810811,0.0037 - 0.195,-0.155,-0.7948718,0.0037,0.195,USD,POST,0.04,1630524872,-0.001000002,0.04,0.0425,0.04,310200,us_market,4,0,-0.6038808,FIRMA HOLDINGS CORP,PNK,-0.041,0.027,0.091471665,-0.051471666,-0.5627061,0.100979716,-0.060979716,4867160,1.4814814,15,America/New_York,EDT,-14400000,False,False,-1.46,,,0.195,0.0037,0.0915,0.101,234.95k,98.49k,119.32M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2014","Jun 29, 2015",0.00%,"-1,449.77%",-16.70%,-357.06%,243.06k,0.00,,105.32k,-3.26M,-19.36M,-0.0410,,294.39k,0,6.78M,105.90,0.39,0.03,-3.6M,-2.8M,Value,89074,Basic Materials,7,"Firma Holdings Corp., a diversified holding company, focus on emerging and middle market domestic and international investment opportunities. It is evaluating the acquisition of other interests, joint ventures, and licensing agreements with qualified companies within the consumer and industrial products industries, including qualified CBD products. Previously, the company was engaged in mining, packaging technology, and food manufacturing businesses. The company was formerly known as Tara Minerals Corp. and changed its name to Firma Holdings Corp. in June 2014. Firma Holdings Corp. was founded in 2006 and is based in Henderson, Nevada.",Henderson,888-901-4550,NV,1419984000,United States,http://www.firmaholdingscorp.com,86400,181 North Arroyo Grande Boulevard,Other Industrial Metals & Mining,Suite 140B
t-3,FRMA,-208528.0,119321000,,,-905227,3183830,-900172,926385,0,-940795,-940795,43940,-21269,,,,0,0,940795,0,35568,5978575.0,-905227,-900172,2745229.0,40984888.0,5519365.0,2536701.0,11239896.0,94032.0,50268.0,-38408815.0,,-133404.0,,764578.0,4283736.0,1094785.0,-133404.0,6913128.0,1581539.0,657557.0,1235629.0,,1619772.0,-8759,3695,-48395,1632351,-542681,1776002,632662,49333,-1052717,74349,-109345,48506,-95256,267608,-2702197.0,en-US,US,EQUITY,False,Delayed Quote,-2.4390292,0.04 - 0.0425,0.0,0.0,0.041,0,0,finmb_33353980,Other OTC,Firma Holdings Corp.,USD,234949,98490,0.0363,9.810811,0.0037 - 0.195,-0.155,-0.7948718,0.0037,0.195,USD,POST,0.04,1630524872,-0.001000002,0.04,0.0425,0.04,310200,us_market,4,0,-0.6038808,FIRMA HOLDINGS CORP,PNK,-0.041,0.027,0.091471665,-0.051471666,-0.5627061,0.100979716,-0.060979716,4867160,1.4814814,15,America/New_York,EDT,-14400000,False,False,-1.46,,,0.195,0.0037,0.0915,0.101,234.95k,98.49k,119.32M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2014","Jun 29, 2015",0.00%,"-1,449.77%",-16.70%,-357.06%,243.06k,0.00,,105.32k,-3.26M,-19.36M,-0.0410,,294.39k,0,6.78M,105.90,0.39,0.03,-3.6M,-2.8M,Value,89074,Basic Materials,7,"Firma Holdings Corp., a diversified holding company, focus on emerging and middle market domestic and international investment opportunities. It is evaluating the acquisition of other interests, joint ventures, and licensing agreements with qualified companies within the consumer and industrial products industries, including qualified CBD products. Previously, the company was engaged in mining, packaging technology, and food manufacturing businesses. The company was formerly known as Tara Minerals Corp. and changed its name to Firma Holdings Corp. in June 2014. Firma Holdings Corp. was founded in 2006 and is based in Henderson, Nevada.",Henderson,888-901-4550,NV,1419984000,United States,http://www.firmaholdingscorp.com,86400,181 North Arroyo Grande Boulevard,Other Industrial Metals & Mining,Suite 140B
