Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,treasuryStock,otherStockholderEquity,otherCurrentLiab,changeToLiabilities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,fax,industry,address2
t0,HDUP,127196.0,88208000,,,-76337,,-76337,80817,13586,-67231,-67231,,,,,,0,45617,112848,32031,-9106,,-76337,-76337,963706.0,127196.0,1090902.0,1818248.0,-1691052.0,566575.0,497729.0,60.0,393131.0,593173.0,585030.0,4000.0,393131.0,,,,0,200042.0,en-US,US,EQUITY,False,Delayed Quote,7.758623,0.02 - 0.026,0.0232,0.0,0.0,0,0,finmb_39144789,Other OTC,HeadsUp Entertainment International Inc.,USD,348895,79489,0.0051000006,0.25628144,0.0199 - 0.196,-0.17099999,-0.8724489,0.0199,0.196,-14400000,False,False,USD,PRE,-0.004,0.001,0.028685555,-0.0036855545,-0.1284812,0.06825552,-0.043255523,-0.6337293,2205195,25.0,15,America/New_York,EDT,HEADSUP ENTERTAINMENT INTL INC,0.025,1630525877,0.0018000007,0.0232,0.026,0.02,272000,0,PNK,4,us_market,1.25,,,0.196,0.0199,0.0287,0.0683,348.89k,79.49k,88.21M,,,,,,,,,,,,,,,,,,,,"Jan 30, 2011","Oct 30, 2011",0.00%,-443.68%,-21.53%,-158.43%,86.64k,0.00,-83.10%,182.11k,,-386k,-0.0040,,60,0,4k,3.14,1.51,0.00,,,Value,T3H 3C8,Communication Services,"HeadsUp Entertainment International Inc. offers the development, production, marketing, and licensing of televised programming based on poker and other entertainment themes. The company is based in Calgary, Canada.",Calgary,403-269-9039,AB,Canada,http://www.headsupentertainment.com,86400,246 Stewart Green SW,403-269-9060,Entertainment,Suite 1739
t-1,HDUP,211296.0,88208000,,,-99201,,-99201,86778,-21423,-108201,-108201,,,,,,0,0,108201,21423,9000,,-99201,-99201,902635.0,211296.0,1113931.0,1818957.0,-1607378.0,571322.0,497729.0,-153.0,316555.0,616202.0,608272.0,14758.0,316555.0,-283.0,-283.0,,0,299647.0,en-US,US,EQUITY,False,Delayed Quote,7.758623,0.02 - 0.026,0.0232,0.0,0.0,0,0,finmb_39144789,Other OTC,HeadsUp Entertainment International Inc.,USD,348895,79489,0.0051000006,0.25628144,0.0199 - 0.196,-0.17099999,-0.8724489,0.0199,0.196,-14400000,False,False,USD,PRE,-0.004,0.001,0.028685555,-0.0036855545,-0.1284812,0.06825552,-0.043255523,-0.6337293,2205195,25.0,15,America/New_York,EDT,HEADSUP ENTERTAINMENT INTL INC,0.025,1630525877,0.0018000007,0.0232,0.026,0.02,272000,0,PNK,4,us_market,1.25,,,0.196,0.0199,0.0287,0.0683,348.89k,79.49k,88.21M,,,,,,,,,,,,,,,,,,,,"Jan 30, 2011","Oct 30, 2011",0.00%,-443.68%,-21.53%,-158.43%,86.64k,0.00,-83.10%,182.11k,,-386k,-0.0040,,60,0,4k,3.14,1.51,0.00,,,Value,T3H 3C8,Communication Services,"HeadsUp Entertainment International Inc. offers the development, production, marketing, and licensing of televised programming based on poker and other entertainment themes. The company is based in Calgary, Canada.",Calgary,403-269-9039,AB,Canada,http://www.headsupentertainment.com,86400,246 Stewart Green SW,403-269-9060,Entertainment,Suite 1739
t-2,HDUP,167083.0,88208000,,,-34606,,-34606,57982,23429,-34553,-34553,,,,,,0,37218,71771,13789,-53,,-34606,-34606,946936.0,167083.0,1114019.0,1818957.0,-1501179.0,571442.0,497729.0,-65.0,306736.0,616290.0,608272.0,68758.0,306736.0,-150695.0,-150695.0,,0,309554.0,en-US,US,EQUITY,False,Delayed Quote,7.758623,0.02 - 0.026,0.0232,0.0,0.0,0,0,finmb_39144789,Other OTC,HeadsUp Entertainment International Inc.,USD,348895,79489,0.0051000006,0.25628144,0.0199 - 0.196,-0.17099999,-0.8724489,0.0199,0.196,-14400000,False,False,USD,PRE,-0.004,0.001,0.028685555,-0.0036855545,-0.1284812,0.06825552,-0.043255523,-0.6337293,2205195,25.0,15,America/New_York,EDT,HEADSUP ENTERTAINMENT INTL INC,0.025,1630525877,0.0018000007,0.0232,0.026,0.02,272000,0,PNK,4,us_market,1.25,,,0.196,0.0199,0.0287,0.0683,348.89k,79.49k,88.21M,,,,,,,,,,,,,,,,,,,,"Jan 30, 2011","Oct 30, 2011",0.00%,-443.68%,-21.53%,-158.43%,86.64k,0.00,-83.10%,182.11k,,-386k,-0.0040,,60,0,4k,3.14,1.51,0.00,,,Value,T3H 3C8,Communication Services,"HeadsUp Entertainment International Inc. offers the development, production, marketing, and licensing of televised programming based on poker and other entertainment themes. The company is based in Calgary, Canada.",Calgary,403-269-9039,AB,Canada,http://www.headsupentertainment.com,86400,246 Stewart Green SW,403-269-9060,Entertainment,Suite 1739
t-3,HDUP,201690.0,88208000,,,-175856,,-175856,82737,-91667,-174404,-174404,,,,,,0,3801,178205,95468,-1452,,-175856,-175856,902791.0,201690.0,1104481.0,1818957.0,-1617267.0,,497729.0,5.0,838733.0,606752.0,598664.0,64058.0,297599.0,,,541134.0,0,-231981.0,en-US,US,EQUITY,False,Delayed Quote,7.758623,0.02 - 0.026,0.0232,0.0,0.0,0,0,finmb_39144789,Other OTC,HeadsUp Entertainment International Inc.,USD,348895,79489,0.0051000006,0.25628144,0.0199 - 0.196,-0.17099999,-0.8724489,0.0199,0.196,-14400000,False,False,USD,PRE,-0.004,0.001,0.028685555,-0.0036855545,-0.1284812,0.06825552,-0.043255523,-0.6337293,2205195,25.0,15,America/New_York,EDT,HEADSUP ENTERTAINMENT INTL INC,0.025,1630525877,0.0018000007,0.0232,0.026,0.02,272000,0,PNK,4,us_market,1.25,,,0.196,0.0199,0.0287,0.0683,348.89k,79.49k,88.21M,,,,,,,,,,,,,,,,,,,,"Jan 30, 2011","Oct 30, 2011",0.00%,-443.68%,-21.53%,-158.43%,86.64k,0.00,-83.10%,182.11k,,-386k,-0.0040,,60,0,4k,3.14,1.51,0.00,,,Value,T3H 3C8,Communication Services,"HeadsUp Entertainment International Inc. offers the development, production, marketing, and licensing of televised programming based on poker and other entertainment themes. The company is based in Calgary, Canada.",Calgary,403-269-9039,AB,Canada,http://www.headsupentertainment.com,86400,246 Stewart Green SW,403-269-9060,Entertainment,Suite 1739
