Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,otherLiab,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,retainedEarnings,goodWill,treasuryStock,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,shortTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 29, 2016) 4","Short Ratio (Jun 29, 2016) 4","Short % of Float (Jun 29, 2016) 4","Short % of Shares Outstanding (Jun 29, 2016) 4","Shares Short (prior month May 30, 2016) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,ICAYY,-47637000000.0,152756992,,,1263000000,10830000000,64000000,520000000,761000000,174000000,174000000,67000000,-1815000000,,,,866000000,6145000000,5971000000,5384000000,1089000000,,397000000,64000000,40736000000.0,105059000000.0,-6901000000.0,26143000000.0,108988000000.0,-6901000000.0,6455000000.0,8631000000.0,28381000000.0,4099000000.0,63529000000.0,5223000000.0,29006000000.0,5642000000.0,16330000000.0,32899000000.0,2122000000.0,5133000000.0,,,,,,,,,0.0,-1447000000.0,489000000.0,-898000000.0,64000000.0,516000000.0,-16000000.0,2877000000.0,224000000.0,-1857000000.0,-1387000000.0,2525000000.0,-99000000.0,,,-34523000000.0,en-US,US,EQUITY,False,Delayed Quote,-31.740614,0.06 - 0.06,0.0879,0.0,0.0,0,0,finmb_326469,Other OTC,"Empresas ICA, S.A.B. de C.V.",MXN,2653,1488,0.053099997,7.695652,0.0069 - 0.329,-0.269,-0.81762916,0.0069,0.329,-2.372,USD,4,-45.176,0.058879167,0.0011208318,0.019036137,0.071974225,-0.011974227,-0.16636826,9165419,-0.0013281389,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.06,1630515613,-0.0279,0.06,0.06,0.06,1500,EMPRESAS ICAB SA DE CV,us_market,PRE,-0.93,,,0.329,0.0069,0.0589,0.072,2.65k,1.49k,152.76M,,117.88M,0.00%,0.00%,740.26k,5.29,,0.48%,1.06M,,,,,,0.00%,,"May 09, 1999",3:1,"Aug 30, 2007","Dec 30, 2016","Mar 30, 2017",-34.57%,3.84%,0.47%,-79.83%,21.51B,140.83,22.10%,4.13B,1.82B,-6.34B,-2.3720,,4.1B,26.83,65.15B,1658.23,0.46,-45.18,8.65B,61.89M,Value,11000,Industrials,7286,"Empresas ICA, S.A.B. de C.V., through its subsidiaries, engages in construction and related activities for the public and private sectors. The company operates through five segments: Civil Construction, Industrial Construction, Airports, Concessions, and Corporate and Other. The Civil Construction segment focuses on the construction of infrastructure projects, such as roads, highways, transportation facilities, bridges, dams, hydroelectric plants, prisons, tunnels, canals, airports, hospitals, and athletic complexes in Mexico, as well as in other parts of Latin America, the Caribbean, Asia, and the United States. This segment is also involved in the construction, development, and remodeling of multi-storied urban buildings comprising office buildings, multiple-dwelling housing developments, and shopping centers. The Industrial Construction segment focuses on the engineering, procurement, construction, design, and commissioning of manufacturing facilities, such as power plants, chemical plants, petrochemical plants, fertilizer plants, pharmaceutical plants, steel mills, paper mills, drilling platforms, and automobile and cement factories. The Airports segment operates 13 airports in the Central North region of Mexico pursuant to concessions granted by the Mexican government, including the Monterrey airport. The Concessions segment focuses on the construction, development, maintenance, and operation of long-term concessions of toll roads, tunnels, social infrastructure, and water projects for Mexican state and municipal governments, and the governments of foreign countries. The Corporate and Other segment is involved in real estate operations, including its affordable entry-level housing operations. Empresas ICA, S.A.B. de C.V. was founded in 1947 and is based in Mexico City, Mexico.",Mexico City,52 55 5272 9991,DF,Mexico,http://www.ica.com.mx,86400,Boulevard Manuel Avila Camacho 36,Engineering & Construction,Col. Lomas de Chapultepec Del. Miguel Hidalgo
t-1,ICAYY,-32948316000.0,152756992,,,-5218000000,10378926000,827000000,508000000,-321000000,-1642000000,-1642000000,813000000,-2187000000,,,,-6552000000,5820000000,7462000000,6141000000,-3576000000,-63000000.0,1334000000,827000000,25687860000.0,108492210000.0,-7126143000.0,14341817000.0,111744993000.0,8502719000.0,8794890000.0,8594278000.0,41730823000.0,4095786000.0,67802803000.0,5262834000.0,33231982000.0,5697181000.0,18190554000.0,32086996000.0,2146753000.0,7713892000.0,1903275000.0,-17620796000.0,134313000.0,1991934000.0,8777313000.0,33468537000.0,2073090000.0,3999000.0,0.0,-1094000000.0,440000000.0,-2360000000.0,907000000.0,146000000.0,19000000.0,3581000000.0,307000000.0,-1294000000.0,-2984000000.0,1541000000.0,-246000000.0,184000000.0,,-34570821000.0,en-US,US,EQUITY,False,Delayed Quote,-31.740614,0.06 - 0.06,0.0879,0.0,0.0,0,0,finmb_326469,Other OTC,"Empresas ICA, S.A.B. de C.V.",MXN,2653,1488,0.053099997,7.695652,0.0069 - 0.329,-0.269,-0.81762916,0.0069,0.329,-2.372,USD,4,-45.176,0.058879167,0.0011208318,0.019036137,0.071974225,-0.011974227,-0.16636826,9165419,-0.0013281389,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.06,1630515613,-0.0279,0.06,0.06,0.06,1500,EMPRESAS ICAB SA DE CV,us_market,PRE,-0.93,,,0.329,0.0069,0.0589,0.072,2.65k,1.49k,152.76M,,117.88M,0.00%,0.00%,740.26k,5.29,,0.48%,1.06M,,,,,,0.00%,,"May 09, 1999",3:1,"Aug 30, 2007","Dec 30, 2016","Mar 30, 2017",-34.57%,3.84%,0.47%,-79.83%,21.51B,140.83,22.10%,4.13B,1.82B,-6.34B,-2.3720,,4.1B,26.83,65.15B,1658.23,0.46,-45.18,8.65B,61.89M,Value,11000,Industrials,7286,"Empresas ICA, S.A.B. de C.V., through its subsidiaries, engages in construction and related activities for the public and private sectors. The company operates through five segments: Civil Construction, Industrial Construction, Airports, Concessions, and Corporate and Other. The Civil Construction segment focuses on the construction of infrastructure projects, such as roads, highways, transportation facilities, bridges, dams, hydroelectric plants, prisons, tunnels, canals, airports, hospitals, and athletic complexes in Mexico, as well as in other parts of Latin America, the Caribbean, Asia, and the United States. This segment is also involved in the construction, development, and remodeling of multi-storied urban buildings comprising office buildings, multiple-dwelling housing developments, and shopping centers. The Industrial Construction segment focuses on the engineering, procurement, construction, design, and commissioning of manufacturing facilities, such as power plants, chemical plants, petrochemical plants, fertilizer plants, pharmaceutical plants, steel mills, paper mills, drilling platforms, and automobile and cement factories. The Airports segment operates 13 airports in the Central North region of Mexico pursuant to concessions granted by the Mexican government, including the Monterrey airport. The Concessions segment focuses on the construction, development, maintenance, and operation of long-term concessions of toll roads, tunnels, social infrastructure, and water projects for Mexican state and municipal governments, and the governments of foreign countries. The Corporate and Other segment is involved in real estate operations, including its affordable entry-level housing operations. Empresas ICA, S.A.B. de C.V. was founded in 1947 and is based in Mexico City, Mexico.",Mexico City,52 55 5272 9991,DF,Mexico,http://www.ica.com.mx,86400,Boulevard Manuel Avila Camacho 36,Engineering & Construction,Col. Lomas de Chapultepec Del. Miguel Hidalgo
t-2,ICAYY,-46870000000.0,152756992,,,-3014000000,9873000000,-4970000000,408000000,1698000000,881000000,881000000,409000000,-2063000000,,,,633000000,5060000000,4179000000,3362000000,-3895000000,-884000000.0,-3647000000,-4970000000,37949000000.0,104427000000.0,-8921000000.0,3484000000.0,105379000000.0,-8921000000.0,9270000000.0,10094000000.0,21514000000.0,3607000000.0,61740000000.0,6279000000.0,35139000000.0,4498000000.0,18755000000.0,32593000000.0,3507000000.0,5447000000.0,,,,,,,,,0.0,-982000000.0,-751000000.0,-1466000000.0,1915000000.0,1220000000.0,4000000.0,3664000000.0,135000000.0,-987000000.0,5308000000.0,6584000000.0,147000000.0,184000000.0,-6023000000.0,-26601000000.0,en-US,US,EQUITY,False,Delayed Quote,-31.740614,0.06 - 0.06,0.0879,0.0,0.0,0,0,finmb_326469,Other OTC,"Empresas ICA, S.A.B. de C.V.",MXN,2653,1488,0.053099997,7.695652,0.0069 - 0.329,-0.269,-0.81762916,0.0069,0.329,-2.372,USD,4,-45.176,0.058879167,0.0011208318,0.019036137,0.071974225,-0.011974227,-0.16636826,9165419,-0.0013281389,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.06,1630515613,-0.0279,0.06,0.06,0.06,1500,EMPRESAS ICAB SA DE CV,us_market,PRE,-0.93,,,0.329,0.0069,0.0589,0.072,2.65k,1.49k,152.76M,,117.88M,0.00%,0.00%,740.26k,5.29,,0.48%,1.06M,,,,,,0.00%,,"May 09, 1999",3:1,"Aug 30, 2007","Dec 30, 2016","Mar 30, 2017",-34.57%,3.84%,0.47%,-79.83%,21.51B,140.83,22.10%,4.13B,1.82B,-6.34B,-2.3720,,4.1B,26.83,65.15B,1658.23,0.46,-45.18,8.65B,61.89M,Value,11000,Industrials,7286,"Empresas ICA, S.A.B. de C.V., through its subsidiaries, engages in construction and related activities for the public and private sectors. The company operates through five segments: Civil Construction, Industrial Construction, Airports, Concessions, and Corporate and Other. The Civil Construction segment focuses on the construction of infrastructure projects, such as roads, highways, transportation facilities, bridges, dams, hydroelectric plants, prisons, tunnels, canals, airports, hospitals, and athletic complexes in Mexico, as well as in other parts of Latin America, the Caribbean, Asia, and the United States. This segment is also involved in the construction, development, and remodeling of multi-storied urban buildings comprising office buildings, multiple-dwelling housing developments, and shopping centers. The Industrial Construction segment focuses on the engineering, procurement, construction, design, and commissioning of manufacturing facilities, such as power plants, chemical plants, petrochemical plants, fertilizer plants, pharmaceutical plants, steel mills, paper mills, drilling platforms, and automobile and cement factories. The Airports segment operates 13 airports in the Central North region of Mexico pursuant to concessions granted by the Mexican government, including the Monterrey airport. The Concessions segment focuses on the construction, development, maintenance, and operation of long-term concessions of toll roads, tunnels, social infrastructure, and water projects for Mexican state and municipal governments, and the governments of foreign countries. The Corporate and Other segment is involved in real estate operations, including its affordable entry-level housing operations. Empresas ICA, S.A.B. de C.V. was founded in 1947 and is based in Mexico City, Mexico.",Mexico City,52 55 5272 9991,DF,Mexico,http://www.ica.com.mx,86400,Boulevard Manuel Avila Camacho 36,Engineering & Construction,Col. Lomas de Chapultepec Del. Miguel Hidalgo
t-3,ICAYY,-42631000000.0,152756992,,,-2678000000,8420000000,-3357000000,528000000,1140000000,612000000,612000000,409000000,-1423000000,,,,321000000,5281000000,4669000000,4141000000,-3290000000,-884000000.0,-2999000000,-3357000000,38257000000.0,103455000000.0,-4374000000.0,3698000000.0,107501000000.0,-4374000000.0,6119000000.0,10745000000.0,24476000000.0,2944000000.0,59730000000.0,7539000000.0,31251000000.0,5978000000.0,20249000000.0,32980000000.0,1939000000.0,6139000000.0,,,,,,,,,0.0,-1038000000.0,1008000000.0,-510000000.0,66000000.0,-1359000000.0,35000000.0,155000000.0,299000000.0,-988000000.0,-7539000000.0,3147000000.0,-68000000.0,6021000000.0,-6023000000.0,-28479000000.0,en-US,US,EQUITY,False,Delayed Quote,-31.740614,0.06 - 0.06,0.0879,0.0,0.0,0,0,finmb_326469,Other OTC,"Empresas ICA, S.A.B. de C.V.",MXN,2653,1488,0.053099997,7.695652,0.0069 - 0.329,-0.269,-0.81762916,0.0069,0.329,-2.372,USD,4,-45.176,0.058879167,0.0011208318,0.019036137,0.071974225,-0.011974227,-0.16636826,9165419,-0.0013281389,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.06,1630515613,-0.0279,0.06,0.06,0.06,1500,EMPRESAS ICAB SA DE CV,us_market,PRE,-0.93,,,0.329,0.0069,0.0589,0.072,2.65k,1.49k,152.76M,,117.88M,0.00%,0.00%,740.26k,5.29,,0.48%,1.06M,,,,,,0.00%,,"May 09, 1999",3:1,"Aug 30, 2007","Dec 30, 2016","Mar 30, 2017",-34.57%,3.84%,0.47%,-79.83%,21.51B,140.83,22.10%,4.13B,1.82B,-6.34B,-2.3720,,4.1B,26.83,65.15B,1658.23,0.46,-45.18,8.65B,61.89M,Value,11000,Industrials,7286,"Empresas ICA, S.A.B. de C.V., through its subsidiaries, engages in construction and related activities for the public and private sectors. The company operates through five segments: Civil Construction, Industrial Construction, Airports, Concessions, and Corporate and Other. The Civil Construction segment focuses on the construction of infrastructure projects, such as roads, highways, transportation facilities, bridges, dams, hydroelectric plants, prisons, tunnels, canals, airports, hospitals, and athletic complexes in Mexico, as well as in other parts of Latin America, the Caribbean, Asia, and the United States. This segment is also involved in the construction, development, and remodeling of multi-storied urban buildings comprising office buildings, multiple-dwelling housing developments, and shopping centers. The Industrial Construction segment focuses on the engineering, procurement, construction, design, and commissioning of manufacturing facilities, such as power plants, chemical plants, petrochemical plants, fertilizer plants, pharmaceutical plants, steel mills, paper mills, drilling platforms, and automobile and cement factories. The Airports segment operates 13 airports in the Central North region of Mexico pursuant to concessions granted by the Mexican government, including the Monterrey airport. The Concessions segment focuses on the construction, development, maintenance, and operation of long-term concessions of toll roads, tunnels, social infrastructure, and water projects for Mexican state and municipal governments, and the governments of foreign countries. The Corporate and Other segment is involved in real estate operations, including its affordable entry-level housing operations. Empresas ICA, S.A.B. de C.V. was founded in 1947 and is based in Mexico City, Mexico.",Mexico City,52 55 5272 9991,DF,Mexico,http://www.ica.com.mx,86400,Boulevard Manuel Avila Camacho 36,Engineering & Construction,Col. Lomas de Chapultepec Del. Miguel Hidalgo
