Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jul 14, 2021) 4","Short Ratio (Jul 14, 2021) 4","Short % of Float (Jul 14, 2021) 4","Short % of Shares Outstanding (Jul 14, 2021) 4","Shares Short (prior month Jun 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HIL,57088000,56626200,,,-1499000,504000,-2691000,27686000,12554000,-455000,-455000,-14677000,-1368000,,,,1076000,72409000,72864000,59855000,-1044000,,-2575000,-2691000,2793000,215502000,170653000,105059000,13412000,276216000,6000,4460000,-82233000,16366000,45178000,-28216000,15126000,18935000,84139000,3612000,2165000,840000,29522000,180245000,3352000,145507000,50348000,18791000,-2724000,-812000,3371000,3382000,-3798000,11000,-14697000,-541000,-16726000,694000,-12234000,2110000,-812000,96106000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,2.48,1630526402,-0.01999998,2.5,2.505,2.48,200510,"Hill International, Inc.",NYQ,PRE,-0.048222892,0,False,False,-0.7999992,2.48 - 2.505,2.5,0.0,0.0,10,9,finmb_4291267,NYSE,"Hill International, Inc.",USD,237629,231085,1.23,0.984,1.25 - 3.38,-0.9000001,-0.26627222,1.25,3.38,1620676800,1620676800,1620676800,-0.145,0.26,4,1.92,2.3237143,0.15628576,0.067256875,2.605652,-0.12565207,140432976,9.538462,1.2916667,15,America/New_York,EDT,-14400000,2.03,,,3.38,1.25,2.3237,2.6057,237.63k,231.09k,56.63M,,44.77M,10.88%,54.37%,287.48k,0.94,0.66%,0.51%,287.19k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-1.47%,3.19%,2.12%,-3.57%,291.87M,5.15,-6.10%,47.44M,13.19M,-4.29M,-0.1450,,18.93M,0.33,77.53M,73.44,2.14,1.92,6.48M,3.2M,Value,19103,Industrials,2299,"Hill International, Inc. provides project and construction management, and other consulting services primarily for the buildings, transportation, environmental, energy, and industrial markets. The company offers program management, project management, construction management, project management oversight, troubled project turnaround, staff augmentation, project labor agreement consulting, commissioning, estimating and cost management, and labor compliance and facilities management services. It primarily serves the United States federal, state and local governments, other national governments, and the private sector customers. The company operates in the United States, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. Hill International, Inc. was founded in 1976 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 309 7700,PA,1609372800,United States,http://www.hillintl.com,86400,One Commerce Square,Engineering & Construction,17th Floor 2005 Market Street
t-1,HIL,59086000,56626200,,,2901000,1552000,-1761000,27202000,13067000,4113000,4113000,-19953000,-1393000,,,,4358000,72162000,68049000,59095000,-1212000,,-1457000,-1761000,2253000,215010000,162711000,107736000,10448000,271999000,6000,3752000,-79542000,16076000,46397000,-27738000,14794000,34229000,84971000,3698000,987000,1318000,22847000,182903000,2805000,135544000,48294000,20953000,-2537000,-1792000,-8573000,-8549000,2741000,24000,-692000,637000,9012000,2240000,10641000,-2241000,-742000,97932000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,2.48,1630526402,-0.01999998,2.5,2.505,2.48,200510,"Hill International, Inc.",NYQ,PRE,-0.048222892,0,False,False,-0.7999992,2.48 - 2.505,2.5,0.0,0.0,10,9,finmb_4291267,NYSE,"Hill International, Inc.",USD,237629,231085,1.23,0.984,1.25 - 3.38,-0.9000001,-0.26627222,1.25,3.38,1620676800,1620676800,1620676800,-0.145,0.26,4,1.92,2.3237143,0.15628576,0.067256875,2.605652,-0.12565207,140432976,9.538462,1.2916667,15,America/New_York,EDT,-14400000,2.03,,,3.38,1.25,2.3237,2.6057,237.63k,231.09k,56.63M,,44.77M,10.88%,54.37%,287.48k,0.94,0.66%,0.51%,287.19k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-1.47%,3.19%,2.12%,-3.57%,291.87M,5.15,-6.10%,47.44M,13.19M,-4.29M,-0.1450,,18.93M,0.33,77.53M,73.44,2.14,1.92,6.48M,3.2M,Value,19103,Industrials,2299,"Hill International, Inc. provides project and construction management, and other consulting services primarily for the buildings, transportation, environmental, energy, and industrial markets. The company offers program management, project management, construction management, project management oversight, troubled project turnaround, staff augmentation, project labor agreement consulting, commissioning, estimating and cost management, and labor compliance and facilities management services. It primarily serves the United States federal, state and local governments, other national governments, and the private sector customers. The company operates in the United States, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. Hill International, Inc. was founded in 1976 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 309 7700,PA,1609372800,United States,http://www.hillintl.com,86400,One Commerce Square,Engineering & Construction,17th Floor 2005 Market Street
t-2,HIL,64020000,56626200,,,3316000,1074000,2114000,25588000,11545000,3066000,3066000,-17109000,-1292000,,,,1071000,71543000,68477000,59998000,250000,,2245000,2114000,165000,214596000,171925000,109438000,17392000,282437000,6000,4680000,-77781000,7210000,45253000,-27383000,15892000,33270000,95938000,3104000,868000,1673000,23778000,194294000,3055000,144196000,54362000,21650000,-1095000,-129000,1984000,2004000,-1933000,20000,10444000,749000,7820000,705000,3807000,4226000,-129000,98356000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,2.48,1630526402,-0.01999998,2.5,2.505,2.48,200510,"Hill International, Inc.",NYQ,PRE,-0.048222892,0,False,False,-0.7999992,2.48 - 2.505,2.5,0.0,0.0,10,9,finmb_4291267,NYSE,"Hill International, Inc.",USD,237629,231085,1.23,0.984,1.25 - 3.38,-0.9000001,-0.26627222,1.25,3.38,1620676800,1620676800,1620676800,-0.145,0.26,4,1.92,2.3237143,0.15628576,0.067256875,2.605652,-0.12565207,140432976,9.538462,1.2916667,15,America/New_York,EDT,-14400000,2.03,,,3.38,1.25,2.3237,2.6057,237.63k,231.09k,56.63M,,44.77M,10.88%,54.37%,287.48k,0.94,0.66%,0.51%,287.19k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-1.47%,3.19%,2.12%,-3.57%,291.87M,5.15,-6.10%,47.44M,13.19M,-4.29M,-0.1450,,18.93M,0.33,77.53M,73.44,2.14,1.92,6.48M,3.2M,Value,19103,Industrials,2299,"Hill International, Inc. provides project and construction management, and other consulting services primarily for the buildings, transportation, environmental, energy, and industrial markets. The company offers program management, project management, construction management, project management oversight, troubled project turnaround, staff augmentation, project labor agreement consulting, commissioning, estimating and cost management, and labor compliance and facilities management services. It primarily serves the United States federal, state and local governments, other national governments, and the private sector customers. The company operates in the United States, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. Hill International, Inc. was founded in 1976 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 309 7700,PA,1609372800,United States,http://www.hillintl.com,86400,One Commerce Square,Engineering & Construction,17th Floor 2005 Market Street
t-3,HIL,61886000,56626200,,,-1834000,698000,-1954000,26857000,10728000,2560000,2560000,-18689000,-1328000,,,,102000,75760000,73200000,65032000,-4394000,,-1936000,-1954000,178000,214161000,167689000,106495000,15275000,274882000,6000,4423000,-79895000,7033000,44431000,-27777000,14892000,23198000,92107000,2929000,479000,1279000,25146000,187568000,2667000,147289000,53570000,21712000,1315000,-139000,2120000,2271000,-1278000,151000,8168000,-333000,6378000,251000,5270000,3932000,-139000,95461000,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,2.48,1630526402,-0.01999998,2.5,2.505,2.48,200510,"Hill International, Inc.",NYQ,PRE,-0.048222892,0,False,False,-0.7999992,2.48 - 2.505,2.5,0.0,0.0,10,9,finmb_4291267,NYSE,"Hill International, Inc.",USD,237629,231085,1.23,0.984,1.25 - 3.38,-0.9000001,-0.26627222,1.25,3.38,1620676800,1620676800,1620676800,-0.145,0.26,4,1.92,2.3237143,0.15628576,0.067256875,2.605652,-0.12565207,140432976,9.538462,1.2916667,15,America/New_York,EDT,-14400000,2.03,,,3.38,1.25,2.3237,2.6057,237.63k,231.09k,56.63M,,44.77M,10.88%,54.37%,287.48k,0.94,0.66%,0.51%,287.19k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-1.47%,3.19%,2.12%,-3.57%,291.87M,5.15,-6.10%,47.44M,13.19M,-4.29M,-0.1450,,18.93M,0.33,77.53M,73.44,2.14,1.92,6.48M,3.2M,Value,19103,Industrials,2299,"Hill International, Inc. provides project and construction management, and other consulting services primarily for the buildings, transportation, environmental, energy, and industrial markets. The company offers program management, project management, construction management, project management oversight, troubled project turnaround, staff augmentation, project labor agreement consulting, commissioning, estimating and cost management, and labor compliance and facilities management services. It primarily serves the United States federal, state and local governments, other national governments, and the private sector customers. The company operates in the United States, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. Hill International, Inc. was founded in 1976 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 309 7700,PA,1609372800,United States,http://www.hillintl.com,86400,One Commerce Square,Engineering & Construction,17th Floor 2005 Market Street
