Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,goodWill,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Apr 14, 2021) 4","Short Ratio (Apr 14, 2021) 4","Short % of Float (Apr 14, 2021) 4","Short % of Shares Outstanding (Apr 14, 2021) 4","Shares Short (prior month Mar 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,IZEA,25791398.0,61642000,,,-1040604,,-1040604,4290626,3651226,-1040667,-1040667,,-20470,,,,0,6394728,7435395,2743502,63,,-1040604,-1040604,1978240.0,102416131.0,12965711.0,31786360.0,7466719.0,44752071.0,5005.0,74467.0,-70634776.0,4016722.0,33045225.0,12462520.0,1507626.0,230918.0,38526191.0,5207205.0,503191.0,1880144.0,,698440.0,-100089.0,-28482.0,2625049.0,917091.0,2720124.0,2427304.0,-97656.0,295905.0,-1272268.0,-66593.0,198418.0,-2507.0,,26063671.0,en-US,US,EQUITY,True,Delayed Quote,USD,4,NCM,2.4,1630526402,-0.059999943,2.45,2.4803,2.365,1295592,0,"IZEA Worldwide, Inc.",PRE,us_market,-2.439022,2.365 - 2.4803,2.46,0.0,0.0,10,11,finmb_29390189,NasdaqCM,"IZEA Worldwide, Inc.",USD,1213295,950785,1.7370001,2.6199098,0.663 - 7.45,-5.0499997,-0.67785233,0.663,7.45,1620936000,1636578000,1637010000,0.10034065,3.1528986,-0.75289845,-0.23879565,120.00001,-0.248,0.02,-0.07,-34.285717,0.635,2.1811428,0.21885729,147940800,3.7795277,15,America/New_York,EDT,-14400000,False,False,2.76,,,7.45,0.663,2.1811,3.1529,1.21M,950.78k,61.64M,,56.07M,7.70%,2.88%,3.76M,0.9,6.38%,6.09%,1.21M,,,,,,0.00%,,,1:20,"Jan 10, 2016","Dec 30, 2020","Dec 30, 2020",-55.92%,-32.37%,-10.80%,-45.05%,18.33M,0.44,9.70%,10.33M,-4.69M,-10.25M,-0.2480,,33.05M,0.56,2.01M,6.33,3.09,0.63,-2.1M,-322.58k,Value,32789,Communication Services,104,"IZEA Worldwide, Inc., together with its subsidiaries, creates and operates online marketplaces that connect marketers and content creators. Its technology solutions enable the management of content workflow, creator search and targeting, bidding, analytics, and payment processing. The company engages creator for influencer marketing campaigns, and to create content for the marketers' use and distribution. It primarily sells influencer marketing and content campaigns through sales team, as well as IZEAx Exchnage, BrandGraph, Shake, and TapInfluence platforms. The company was formerly known as IZEA, Inc. and changed its name to IZEA Worldwide, Inc. in August 2018. IZEA Worldwide, Inc. was founded in 2006 and is headquartered in Winter Park, Florida.",Winter Park,407 674 6911,FL,1609372800,United States,http://www.izea.com,86400,501 North Orlando Avenue,Internet Content & Information,Suite 313
t-1,IZEA,23755146.0,61642000,,,-1254800,,-1254800,3230304,2334350,-1268437,-1268437,,-16448,,,,0,4036120,5304557,1701770,13637,,-1254800,-1254800,2249167.0,99610374.0,11630320.0,30021035.0,7182510.0,41651355.0,4833.0,140291.0,-69594172.0,4016722.0,30617921.0,10786624.0,1185706.0,260994.0,35124472.0,3981132.0,843696.0,1333281.0,,1497744.0,-292810.0,608.0,10156294.0,105633.0,10378440.0,9797648.0,-65836.0,269945.0,-929063.0,-222754.0,142167.0,-17290.0,-111421.0,24337848.0,en-US,US,EQUITY,True,Delayed Quote,USD,4,NCM,2.4,1630526402,-0.059999943,2.45,2.4803,2.365,1295592,0,"IZEA Worldwide, Inc.",PRE,us_market,-2.439022,2.365 - 2.4803,2.46,0.0,0.0,10,11,finmb_29390189,NasdaqCM,"IZEA Worldwide, Inc.",USD,1213295,950785,1.7370001,2.6199098,0.663 - 7.45,-5.0499997,-0.67785233,0.663,7.45,1620936000,1636578000,1637010000,0.10034065,3.1528986,-0.75289845,-0.23879565,120.00001,-0.248,0.02,-0.07,-34.285717,0.635,2.1811428,0.21885729,147940800,3.7795277,15,America/New_York,EDT,-14400000,False,False,2.76,,,7.45,0.663,2.1811,3.1529,1.21M,950.78k,61.64M,,56.07M,7.70%,2.88%,3.76M,0.9,6.38%,6.09%,1.21M,,,,,,0.00%,,,1:20,"Jan 10, 2016","Dec 30, 2020","Dec 30, 2020",-55.92%,-32.37%,-10.80%,-45.05%,18.33M,0.44,9.70%,10.33M,-4.69M,-10.25M,-0.2480,,33.05M,0.56,2.01M,6.33,3.09,0.63,-2.1M,-322.58k,Value,32789,Communication Services,104,"IZEA Worldwide, Inc., together with its subsidiaries, creates and operates online marketplaces that connect marketers and content creators. Its technology solutions enable the management of content workflow, creator search and targeting, bidding, analytics, and payment processing. The company engages creator for influencer marketing campaigns, and to create content for the marketers' use and distribution. It primarily sells influencer marketing and content campaigns through sales team, as well as IZEAx Exchnage, BrandGraph, Shake, and TapInfluence platforms. The company was formerly known as IZEA, Inc. and changed its name to IZEA Worldwide, Inc. in August 2018. IZEA Worldwide, Inc. was founded in 2006 and is headquartered in Winter Park, Florida.",Winter Park,407 674 6911,FL,1609372800,United States,http://www.izea.com,86400,501 North Orlando Avenue,Internet Content & Information,Suite 313
t-2,IZEA,14543153.0,61642000,,,-1791142,,-1791142,3149183,1720790,-1805500,-1805500,,-19476,,,,0,3135039,4940539,1414249,14358,,-1791142,-1791142,2420456.0,89315525.0,10152072.0,20980331.0,6006414.0,31132403.0,4178.0,130656.0,-68339372.0,4016722.0,20820273.0,8989741.0,866468.0,282082.0,24372761.0,3053135.0,1162331.0,1022960.0,40382.0,135954.0,88877.0,771663.0,15680123.0,-355773.0,15364166.0,15185832.0,-583168.0,411068.0,850426.0,-455706.0,200260.0,-17290.0,110802.0,15383020.0,en-US,US,EQUITY,True,Delayed Quote,USD,4,NCM,2.4,1630526402,-0.059999943,2.45,2.4803,2.365,1295592,0,"IZEA Worldwide, Inc.",PRE,us_market,-2.439022,2.365 - 2.4803,2.46,0.0,0.0,10,11,finmb_29390189,NasdaqCM,"IZEA Worldwide, Inc.",USD,1213295,950785,1.7370001,2.6199098,0.663 - 7.45,-5.0499997,-0.67785233,0.663,7.45,1620936000,1636578000,1637010000,0.10034065,3.1528986,-0.75289845,-0.23879565,120.00001,-0.248,0.02,-0.07,-34.285717,0.635,2.1811428,0.21885729,147940800,3.7795277,15,America/New_York,EDT,-14400000,False,False,2.76,,,7.45,0.663,2.1811,3.1529,1.21M,950.78k,61.64M,,56.07M,7.70%,2.88%,3.76M,0.9,6.38%,6.09%,1.21M,,,,,,0.00%,,,1:20,"Jan 10, 2016","Dec 30, 2020","Dec 30, 2020",-55.92%,-32.37%,-10.80%,-45.05%,18.33M,0.44,9.70%,10.33M,-4.69M,-10.25M,-0.2480,,33.05M,0.56,2.01M,6.33,3.09,0.63,-2.1M,-322.58k,Value,32789,Communication Services,104,"IZEA Worldwide, Inc., together with its subsidiaries, creates and operates online marketplaces that connect marketers and content creators. Its technology solutions enable the management of content workflow, creator search and targeting, bidding, analytics, and payment processing. The company engages creator for influencer marketing campaigns, and to create content for the marketers' use and distribution. It primarily sells influencer marketing and content campaigns through sales team, as well as IZEAx Exchnage, BrandGraph, Shake, and TapInfluence platforms. The company was formerly known as IZEA, Inc. and changed its name to IZEA Worldwide, Inc. in August 2018. IZEA Worldwide, Inc. was founded in 2006 and is headquartered in Winter Park, Florida.",Winter Park,407 674 6911,FL,1609372800,United States,http://www.izea.com,86400,501 North Orlando Avenue,Internet Content & Information,Suite 313
t-3,IZEA,979475.0,61642000,,,-6163461,,-6163461,3940981,2623151,-1819099,-1819099,,-6618,,,,0,4763668,6582767,2140517,-4344362,,-6163461,-6163461,2716860.0,74257810.0,9561391.0,7713057.0,5710154.0,17274448.0,3477.0,37097.0,-66548230.0,4016722.0,5634441.0,9495782.0,28603.0,317154.0,10072528.0,3977571.0,65609.0,1130791.0,151184.0,-1991032.0,-50385.0,1151514.0,1149188.0,224264.0,15364166.0,-250188.0,-1348991.0,264119.0,1585843.0,-2326.0,4494126.0,-17290.0,619.0,576746.0,en-US,US,EQUITY,True,Delayed Quote,USD,4,NCM,2.4,1630526402,-0.059999943,2.45,2.4803,2.365,1295592,0,"IZEA Worldwide, Inc.",PRE,us_market,-2.439022,2.365 - 2.4803,2.46,0.0,0.0,10,11,finmb_29390189,NasdaqCM,"IZEA Worldwide, Inc.",USD,1213295,950785,1.7370001,2.6199098,0.663 - 7.45,-5.0499997,-0.67785233,0.663,7.45,1620936000,1636578000,1637010000,0.10034065,3.1528986,-0.75289845,-0.23879565,120.00001,-0.248,0.02,-0.07,-34.285717,0.635,2.1811428,0.21885729,147940800,3.7795277,15,America/New_York,EDT,-14400000,False,False,2.76,,,7.45,0.663,2.1811,3.1529,1.21M,950.78k,61.64M,,56.07M,7.70%,2.88%,3.76M,0.9,6.38%,6.09%,1.21M,,,,,,0.00%,,,1:20,"Jan 10, 2016","Dec 30, 2020","Dec 30, 2020",-55.92%,-32.37%,-10.80%,-45.05%,18.33M,0.44,9.70%,10.33M,-4.69M,-10.25M,-0.2480,,33.05M,0.56,2.01M,6.33,3.09,0.63,-2.1M,-322.58k,Value,32789,Communication Services,104,"IZEA Worldwide, Inc., together with its subsidiaries, creates and operates online marketplaces that connect marketers and content creators. Its technology solutions enable the management of content workflow, creator search and targeting, bidding, analytics, and payment processing. The company engages creator for influencer marketing campaigns, and to create content for the marketers' use and distribution. It primarily sells influencer marketing and content campaigns through sales team, as well as IZEAx Exchnage, BrandGraph, Shake, and TapInfluence platforms. The company was formerly known as IZEA, Inc. and changed its name to IZEA Worldwide, Inc. in August 2018. IZEA Worldwide, Inc. was founded in 2006 and is headquartered in Winter Park, Florida.",Winter Park,407 674 6911,FL,1609372800,United States,http://www.izea.com,86400,501 North Orlando Avenue,Internet Content & Information,Suite 313
