Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,GPAEF,-224868000.0,525576000,,,1175161000,1072867000,1050155000,2386880000,3637996000,1255060000,1255060000,-3944000,-385005000,,,,137581000,3637996000,2382936000,741054000,-79899000,,1037580000,1050155000,22983805000.0,28096868000.0,22758937000.0,1349052000.0,51928672000.0,6185082000.0,1670000.0,17834971000.0,1224077000.0,-1261116000.0,6621142000.0,14728391000.0,5992768000.0,6063843000.0,3664838000.0,810442000.0,5114384000.0,17209309000.0,32000.0,2479248000.0,20866429000.0,482416000.0,-470496000,-826079000,-3561000,-680942000,412611000,283842000,-338184000,-18009000,1808872000,502745000,3205000,-73688000,-339197000,387545000,-829935000,11216541000.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,10.7013,1629472536,0.0,10.7013,10.7013,10.7013,1850,10.7013,0.0,0.0,0,0,finmb_10331338,Other OTC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",MXN,272,54,5.3321996,0.9931272,5.3691 - 12.6046,-1.9033003,-0.15100046,5.3691,12.6046,3.823,93.05478,0.3572463,PREPRE,us_market,GPO AEROPORTUARIO DEL PACIFICO ,0,False,False,2,0.0,10.7013 - 10.7013,0.115,43.43,10.749879,-0.048579216,-0.0045190477,9.127648,1.5736513,0.1724049,5581787136,0.2464034,15,America/New_York,EDT,-14400000,1.0,,,12.6,5.37,10.75,9.13,272,54,525.58M,,391.7M,15.61%,25.94%,,,,,,,,3.82,35.72%,,,,,,,"Dec 30, 2020","Mar 30, 2021",14.89%,32.90%,3.46%,4.82%,8.34B,15.88,-26.80%,6.75B,4.77B,1.24B,0.12,-40.90%,14.73B,28.11,24.55B,103.03,2.87,43.43,1.8B,-1.3B,Value,44530,,1677,"Grupo Aeroportuario del PacÃ­fico, S.A.B. de C.V., together with its subsidiaries, develops, manages, and operates airports primarily in Mexico's Pacific region. It has 12 airports in Guadalajara, Puerto Vallarta, Tijuana, San Jose del Cabo, Guanajuato (BajÃ­o), Hermosillo, Mexicali, Los Mochis, La Paz, Manzanillo, Morelia, and Aguascalientes, as well as two international airports in Jamaica. The company was incorporated in 1998 and is headquartered in Guadalajara, Mexico.",Guadalajara,52 33 3880 1100,JA,Mexico,http://www.aeropuertosgap.com.mx,86400,Avenida Mariano Otero No. 1249-B,,Torre PacIfico Piso 6 Col. Rinconada del Bosque
t-1,GPAEF,-3902050000.0,525576000,,,393636000,1059972000,360138000,-6960819000,-2773474000,1284691000,1284691000,902293000,-333075000,,,,53228000,151827000,-1132864000,2925301000,-891055000,,340408000,360138000,25694861000.0,28508390000.0,21792811000.0,159024000.0,51361173000.0,6185082000.0,263093000.0,13501442000.0,1534663000.0,2106287000.0,6650345000.0,14444549000.0,5262675000.0,5966363000.0,3410294000.0,3839661000.0,2169858000.0,16846109000.0,,2138467000.0,21695576000.0,1015024000.0,-13393000,-895252000,-97545000,-517214000,668767000,-775883000,-338184000,-140681000,777264000,506148000,287000,81986000,-419669000,-55363000,-898602000,11583434000.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,10.7013,1629472536,0.0,10.7013,10.7013,10.7013,1850,10.7013,0.0,0.0,0,0,finmb_10331338,Other OTC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",MXN,272,54,5.3321996,0.9931272,5.3691 - 12.6046,-1.9033003,-0.15100046,5.3691,12.6046,3.823,93.05478,0.3572463,PREPRE,us_market,GPO AEROPORTUARIO DEL PACIFICO ,0,False,False,2,0.0,10.7013 - 10.7013,0.115,43.43,10.749879,-0.048579216,-0.0045190477,9.127648,1.5736513,0.1724049,5581787136,0.2464034,15,America/New_York,EDT,-14400000,1.0,,,12.6,5.37,10.75,9.13,272,54,525.58M,,391.7M,15.61%,25.94%,,,,,,,,3.82,35.72%,,,,,,,"Dec 30, 2020","Mar 30, 2021",14.89%,32.90%,3.46%,4.82%,8.34B,15.88,-26.80%,6.75B,4.77B,1.24B,0.12,-40.90%,14.73B,28.11,24.55B,103.03,2.87,43.43,1.8B,-1.3B,Value,44530,,1677,"Grupo Aeroportuario del PacÃ­fico, S.A.B. de C.V., together with its subsidiaries, develops, manages, and operates airports primarily in Mexico's Pacific region. It has 12 airports in Guadalajara, Puerto Vallarta, Tijuana, San Jose del Cabo, Guanajuato (BajÃ­o), Hermosillo, Mexicali, Los Mochis, La Paz, Manzanillo, Morelia, and Aguascalientes, as well as two international airports in Jamaica. The company was incorporated in 1998 and is headquartered in Guadalajara, Mexico.",Guadalajara,52 33 3880 1100,JA,Mexico,http://www.aeropuertosgap.com.mx,86400,Avenida Mariano Otero No. 1249-B,,Torre PacIfico Piso 6 Col. Rinconada del Bosque
t-2,GPAEF,9538918000.0,525576000,,,345013000,1150074000,381173000,2489250000,3068071000,586213000,586213000,-7392000,-487480000,,,,-7432000,3068071000,2481858000,0,-241200000,,352445000,381173000,12471341000.0,29025457000.0,22010259000.0,609663000.0,52185790000.0,6185082000.0,1112000.0,16424678000.0,2332261000.0,-599501000.0,6247798000.0,15220432000.0,8344734000.0,6017493000.0,6788523000.0,1133873000.0,15953898000.0,17512719000.0,34000.0,2291175000.0,18329076000.0,663404000.0,79642000,-1023335000,650636000,271001000,-551804000,-528397000,-338184000,60178000,163759000,506982000,-9113000,-300072000,-379635000,47838000,-1017214000,9167985000.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,10.7013,1629472536,0.0,10.7013,10.7013,10.7013,1850,10.7013,0.0,0.0,0,0,finmb_10331338,Other OTC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",MXN,272,54,5.3321996,0.9931272,5.3691 - 12.6046,-1.9033003,-0.15100046,5.3691,12.6046,3.823,93.05478,0.3572463,PREPRE,us_market,GPO AEROPORTUARIO DEL PACIFICO ,0,False,False,2,0.0,10.7013 - 10.7013,0.115,43.43,10.749879,-0.048579216,-0.0045190477,9.127648,1.5736513,0.1724049,5581787136,0.2464034,15,America/New_York,EDT,-14400000,1.0,,,12.6,5.37,10.75,9.13,272,54,525.58M,,391.7M,15.61%,25.94%,,,,,,,,3.82,35.72%,,,,,,,"Dec 30, 2020","Mar 30, 2021",14.89%,32.90%,3.46%,4.82%,8.34B,15.88,-26.80%,6.75B,4.77B,1.24B,0.12,-40.90%,14.73B,28.11,24.55B,103.03,2.87,43.43,1.8B,-1.3B,Value,44530,,1677,"Grupo Aeroportuario del PacÃ­fico, S.A.B. de C.V., together with its subsidiaries, develops, manages, and operates airports primarily in Mexico's Pacific region. It has 12 airports in Guadalajara, Puerto Vallarta, Tijuana, San Jose del Cabo, Guanajuato (BajÃ­o), Hermosillo, Mexicali, Los Mochis, La Paz, Manzanillo, Morelia, and Aguascalientes, as well as two international airports in Jamaica. The company was incorporated in 1998 and is headquartered in Guadalajara, Mexico.",Guadalajara,52 33 3880 1100,JA,Mexico,http://www.aeropuertosgap.com.mx,86400,Avenida Mariano Otero No. 1249-B,,Torre PacIfico Piso 6 Col. Rinconada del Bosque
t-3,GPAEF,-4040483000.0,525576000,,,-679829000,1205380000,-549401000,1853768000,1485058000,-368657000,-368657000,-53000,-263023000,,,,-97616000,1485058000,1853715000,0,-311172000,,-582213000,-549401000,25723716000.0,28901087000.0,21683233000.0,1353263000.0,51789700000.0,6185082000.0,1137000.0,16043505000.0,1783935000.0,-545354000.0,6405378000.0,15748829000.0,6913896000.0,5855337000.0,4387557000.0,1188020000.0,2029614000.0,17630875000.0,117000.0,1880909000.0,20181811000.0,583762000.0,54263000,-646847000,6347426000,6090340000,-1668823000,4774939000,-338184000,277872000,-946426000,505174000,-40618000,711733000,-257086000,628000,-606257000,10716979000.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,10.7013,1629472536,0.0,10.7013,10.7013,10.7013,1850,10.7013,0.0,0.0,0,0,finmb_10331338,Other OTC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",MXN,272,54,5.3321996,0.9931272,5.3691 - 12.6046,-1.9033003,-0.15100046,5.3691,12.6046,3.823,93.05478,0.3572463,PREPRE,us_market,GPO AEROPORTUARIO DEL PACIFICO ,0,False,False,2,0.0,10.7013 - 10.7013,0.115,43.43,10.749879,-0.048579216,-0.0045190477,9.127648,1.5736513,0.1724049,5581787136,0.2464034,15,America/New_York,EDT,-14400000,1.0,,,12.6,5.37,10.75,9.13,272,54,525.58M,,391.7M,15.61%,25.94%,,,,,,,,3.82,35.72%,,,,,,,"Dec 30, 2020","Mar 30, 2021",14.89%,32.90%,3.46%,4.82%,8.34B,15.88,-26.80%,6.75B,4.77B,1.24B,0.12,-40.90%,14.73B,28.11,24.55B,103.03,2.87,43.43,1.8B,-1.3B,Value,44530,,1677,"Grupo Aeroportuario del PacÃ­fico, S.A.B. de C.V., together with its subsidiaries, develops, manages, and operates airports primarily in Mexico's Pacific region. It has 12 airports in Guadalajara, Puerto Vallarta, Tijuana, San Jose del Cabo, Guanajuato (BajÃ­o), Hermosillo, Mexicali, Los Mochis, La Paz, Manzanillo, Morelia, and Aguascalientes, as well as two international airports in Jamaica. The company was incorporated in 1998 and is headquartered in Guadalajara, Mexico.",Guadalajara,52 33 3880 1100,JA,Mexico,http://www.aeropuertosgap.com.mx,86400,Avenida Mariano Otero No. 1249-B,,Torre PacIfico Piso 6 Col. Rinconada del Bosque
