Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherAssets,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToNetincome,changeToAccountReceivables,totalCashflowsFromInvestingActivities,effectOfExchangeRate,depreciation,changeToInventory,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,GTGEF,327752.0,23376100,,,-303666,,-303666,272940,0,-272940,-272940,,-1976,,,,0,0,272940,0,-30726,,-303666,-303666,145677.0,327752.0,784.0,473429.0,12387401.0,-13796897.0,1737248.0,367201.0,114868.0,1737248.0,473429.0,7682.0,30809.0,106402.0,,-383679.0,-123278.0,1404497.0,-381788.0,1527775.0,366090.0,-1038407.0,30726.0,,,,,,,358561.0,en-US,US,EQUITY,False,Delayed Quote,0.058,1629748645,0.0,0.0496,0.058,0.058,125,0.014,0.06488472,-0.006884724,-0.10610701,0.10386007,-0.045860074,-0.44155633,1355813,4.142857,15,America/New_York,EDT,False,False,USD,us_market,G2 TECHNOLOGIES CORP,PNK,PREPRE,4,0.0,0.058 - 0.058,0.058,0.0,0.0,0,0,finmb_306352374,Other OTC,G2 Technologies Corp.,CAD,1648,62,0.056799997,47.33333,0.0012 - 1.1,-1.042,-0.9472728,0.0012,1.1,1609718400,0,-0.096,-14400000,-1.2,,,1.1,0.0012,0.0649,0.1039,1.65k,62,23.38M,,22.34M,3.79%,0.00%,,,,,,,,,,,0.00%,"Jan 03, 2021",,1:20,"Jan 03, 2021","Jun 29, 2020","Mar 30, 2021",0.00%,"-621,256.54%",-147.07%,,129,0.00,,56.51k,-648.79k,-962.96k,-0.0960,,367.2k,0.02,38.49k,11.74,4.12,0.01,-1.37M,-781.27k,Value,V6Z 2H2,Financial Services,"G2 Technologies Corp. does not have significant operations. It focuses on developing opportunities in clean tech and emerging technologies. The company was formerly known as Green 2 Blue Energy Corp. and changed its name to G2 Technologies Corp. in October 2020. G2 Technologies Corp. is headquartered in Vancouver, Canada.",Vancouver,778 775 4985,BC,1609372800,Canada,86400,808 Nelson Street,Shell Companies,Suite 1105 Box 12101
t-1,GTGEF,-950107.0,23376100,,,-54996,,-54996,173539,0,-173539,-173539,,-11228,,,,0,0,173539,0,118543,,-54996,-54996,1027892.0,-950107.0,40426.0,77785.0,10805876.0,-13493231.0,1737248.0,1111.0,997799.0,1737248.0,77785.0,76674.0,30093.0,515081.0,,14500.0,47000.0,47000.0,111159.0,1527775.0,-880.0,-47880.0,-118543.0,,,,,,,-920014.0,en-US,US,EQUITY,False,Delayed Quote,0.058,1629748645,0.0,0.0496,0.058,0.058,125,0.014,0.06488472,-0.006884724,-0.10610701,0.10386007,-0.045860074,-0.44155633,1355813,4.142857,15,America/New_York,EDT,False,False,USD,us_market,G2 TECHNOLOGIES CORP,PNK,PREPRE,4,0.0,0.058 - 0.058,0.058,0.0,0.0,0,0,finmb_306352374,Other OTC,G2 Technologies Corp.,CAD,1648,62,0.056799997,47.33333,0.0012 - 1.1,-1.042,-0.9472728,0.0012,1.1,1609718400,0,-0.096,-14400000,-1.2,,,1.1,0.0012,0.0649,0.1039,1.65k,62,23.38M,,22.34M,3.79%,0.00%,,,,,,,,,,,0.00%,"Jan 03, 2021",,1:20,"Jan 03, 2021","Jun 29, 2020","Mar 30, 2021",0.00%,"-621,256.54%",-147.07%,,129,0.00,,56.51k,-648.79k,-962.96k,-0.0960,,367.2k,0.02,38.49k,11.74,4.12,0.01,-1.37M,-781.27k,Value,V6Z 2H2,Financial Services,"G2 Technologies Corp. does not have significant operations. It focuses on developing opportunities in clean tech and emerging technologies. The company was formerly known as Green 2 Blue Energy Corp. and changed its name to G2 Technologies Corp. in October 2020. G2 Technologies Corp. is headquartered in Vancouver, Canada.",Vancouver,778 775 4985,BC,1609372800,Canada,86400,808 Nelson Street,Shell Companies,Suite 1105 Box 12101
t-2,GTGEF,-1334351.0,23376100,,,-227443,,-227443,216374,0,-216374,-216374,,-13611,,,,0,0,216374,0,-11069,,-227443,-227443,1408899.0,-1334351.0,,74548.0,10366636.0,-13435235.0,1734248.0,1991.0,1042389.0,1734248.0,74548.0,72557.0,366510.0,723959.0,,163093.0,51000.0,51000.0,11938.0,1527775.0,-1512.0,-52512.0,13094.0,-13194.0,,,,,,-967841.0,en-US,US,EQUITY,False,Delayed Quote,0.058,1629748645,0.0,0.0496,0.058,0.058,125,0.014,0.06488472,-0.006884724,-0.10610701,0.10386007,-0.045860074,-0.44155633,1355813,4.142857,15,America/New_York,EDT,False,False,USD,us_market,G2 TECHNOLOGIES CORP,PNK,PREPRE,4,0.0,0.058 - 0.058,0.058,0.0,0.0,0,0,finmb_306352374,Other OTC,G2 Technologies Corp.,CAD,1648,62,0.056799997,47.33333,0.0012 - 1.1,-1.042,-0.9472728,0.0012,1.1,1609718400,0,-0.096,-14400000,-1.2,,,1.1,0.0012,0.0649,0.1039,1.65k,62,23.38M,,22.34M,3.79%,0.00%,,,,,,,,,,,0.00%,"Jan 03, 2021",,1:20,"Jan 03, 2021","Jun 29, 2020","Mar 30, 2021",0.00%,"-621,256.54%",-147.07%,,129,0.00,,56.51k,-648.79k,-962.96k,-0.0960,,367.2k,0.02,38.49k,11.74,4.12,0.01,-1.37M,-781.27k,Value,V6Z 2H2,Financial Services,"G2 Technologies Corp. does not have significant operations. It focuses on developing opportunities in clean tech and emerging technologies. The company was formerly known as Green 2 Blue Energy Corp. and changed its name to G2 Technologies Corp. in October 2020. G2 Technologies Corp. is headquartered in Vancouver, Canada.",Vancouver,778 775 4985,BC,1609372800,Canada,86400,808 Nelson Street,Shell Companies,Suite 1105 Box 12101
t-3,GTGEF,-1106918.0,23376100,,,-373015,,-376861,74424,142512,-138568,-138568,121928.0,-14408,,,,0,129,138697,-142383,-234447,,-373015,-376861,1174757.0,-1106918.0,63351.0,67839.0,10366636.0,-13210802.0,1737248.0,3503.0,817981.0,1737248.0,65996.0,62493.0,354933.0,230866.0,1843.0,-348705.0,215352.0,215352.0,103709.0,1527775.0,1880.0,-229920.0,363485.0,-82389.0,2047.0,14401.0,108708.0,2133.0,2028.0,-751985.0,en-US,US,EQUITY,False,Delayed Quote,0.058,1629748645,0.0,0.0496,0.058,0.058,125,0.014,0.06488472,-0.006884724,-0.10610701,0.10386007,-0.045860074,-0.44155633,1355813,4.142857,15,America/New_York,EDT,False,False,USD,us_market,G2 TECHNOLOGIES CORP,PNK,PREPRE,4,0.0,0.058 - 0.058,0.058,0.0,0.0,0,0,finmb_306352374,Other OTC,G2 Technologies Corp.,CAD,1648,62,0.056799997,47.33333,0.0012 - 1.1,-1.042,-0.9472728,0.0012,1.1,1609718400,0,-0.096,-14400000,-1.2,,,1.1,0.0012,0.0649,0.1039,1.65k,62,23.38M,,22.34M,3.79%,0.00%,,,,,,,,,,,0.00%,"Jan 03, 2021",,1:20,"Jan 03, 2021","Jun 29, 2020","Mar 30, 2021",0.00%,"-621,256.54%",-147.07%,,129,0.00,,56.51k,-648.79k,-962.96k,-0.0960,,367.2k,0.02,38.49k,11.74,4.12,0.01,-1.37M,-781.27k,Value,V6Z 2H2,Financial Services,"G2 Technologies Corp. does not have significant operations. It focuses on developing opportunities in clean tech and emerging technologies. The company was formerly known as Green 2 Blue Energy Corp. and changed its name to G2 Technologies Corp. in October 2020. G2 Technologies Corp. is headquartered in Vancouver, Canada.",Vancouver,778 775 4985,BC,1609372800,Canada,86400,808 Nelson Street,Shell Companies,Suite 1105 Box 12101
