Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherCurrentAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,postMarketChangePercent,postMarketTime,postMarketPrice,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,currency,priceHint,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,FUBO,-9988000.0,140466000,11438000,,-70651000,-11170000,-70110000,40297000,-4138000,-65082000,-65082000,,-4966000,,,,-465000,119720000,184802000,123858000,-5569000,,-70186000,-70110000,207376000.0,1383029000.0,517535000.0,686477000.0,28229000.0,1192842000.0,14000.0,-696566000.0,4718000.0,489089000.0,5794000.0,459532000.0,204753000.0,17736000.0,6934000.0,483649000.0,17968000.0,304344000.0,22677000.0,,-5757000.0,-2379000.0,383372000.0,384960000.0,963000.0,1588000.0,328714000.0,-53867000.0,9460000.0,-473000.0,9538000.0,-639000.0,,278896000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.059999466,1.4065175,28.813 - 29.95,29.15,29.46,29.63,14,8,finmb_116393456,NYSE,fuboTV Inc.,USD,8783573,4471516,-0.2029752,1630532113,29.5,21.3,2.5786924,8.26 - 62.29,-32.730003,-0.5254455,8.26,62.29,1551312000,1620763200,1620763200,1620763200,USD,2,-2.53,-11.683794,26.999445,2.5605545,0.0948373,27.15029,2.40971,0.08875448,4152174848,15,America/New_York,EDT,-14400000,NYQ,0,False,False,29.56,1630526402,0.40999985,29.2,29.95,28.813,6483725,fuboTV Inc.,us_market,POST,2.83,,,62.29,8.26,27.0,27.15,8.78M,4.47M,140.47M,,127.21M,17.78%,31.04%,23.51M,1.57,18.05%,16.74%,18.01M,,,,,,0.00%,"Feb 27, 2019",,,,"Dec 30, 2020","Mar 30, 2021",-177.17%,-84.18%,-23.23%,-143.86%,330.17M,4.96,"1,541.10%",-16.04M,-245.11M,-584.97M,,,459.53M,3.27,331.21M,49.05,2.36,,-195.41M,60.09M,Value,10019,Communication Services,220,"fuboTV Inc. operates a live TV streaming platform for live sports events, news, and entertainment content in the United States and Europe. Its fuboTV platform allows customers to access content through streaming devices, as well as on SmartTVs, computers, mobile phones, and tablets. The company is headquartered in New York, New York.",New York,212 672 0055,NY,1609372800,United States,http://www.fubo.tv,86400,1330 Avenue of the Americas,Broadcasting
t-1,FUBO,-467478000.0,140466000,9912000,,-184399000,-11094000,-167824000,65120000,4880000,-80074000,-80074000,,-528000,,,,10929000,105077000,185151000,100197000,-104325000,,-195328000,-167995000,216449000.0,853824000.0,236401000.0,227377000.0,40114000.0,859349000.0,9000.0,-626456000.0,5228000.0,478406000.0,1370000.0,134942000.0,227314000.0,24255000.0,6410000.0,156714000.0,17495000.0,,31160000.0,,-45018000.0,-108000.0,-12522000.0,172758000.0,23251000.0,185280000.0,96082000.0,-76568000.0,5121000.0,-10520000.0,113318000.0,-63000.0,,-70600000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.059999466,1.4065175,28.813 - 29.95,29.15,29.46,29.63,14,8,finmb_116393456,NYSE,fuboTV Inc.,USD,8783573,4471516,-0.2029752,1630532113,29.5,21.3,2.5786924,8.26 - 62.29,-32.730003,-0.5254455,8.26,62.29,1551312000,1620763200,1620763200,1620763200,USD,2,-2.53,-11.683794,26.999445,2.5605545,0.0948373,27.15029,2.40971,0.08875448,4152174848,15,America/New_York,EDT,-14400000,NYQ,0,False,False,29.56,1630526402,0.40999985,29.2,29.95,28.813,6483725,fuboTV Inc.,us_market,POST,2.83,,,62.29,8.26,27.0,27.15,8.78M,4.47M,140.47M,,127.21M,17.78%,31.04%,23.51M,1.57,18.05%,16.74%,18.01M,,,,,,0.00%,"Feb 27, 2019",,,,"Dec 30, 2020","Mar 30, 2021",-177.17%,-84.18%,-23.23%,-143.86%,330.17M,4.96,"1,541.10%",-16.04M,-245.11M,-584.97M,,,459.53M,3.27,331.21M,49.05,2.36,,-195.41M,60.09M,Value,10019,Communication Services,220,"fuboTV Inc. operates a live TV streaming platform for live sports events, news, and entertainment content in the United States and Europe. Its fuboTV platform allows customers to access content through streaming devices, as well as on SmartTVs, computers, mobile phones, and tablets. The company is headquartered in New York, New York.",New York,212 672 0055,NY,1609372800,United States,http://www.fubo.tv,86400,1330 Avenue of the Americas,Broadcasting
t-2,FUBO,-805884000.0,140466000,10727000,,-290188000,16410000,-274117000,30539000,-9804000,-65483000,-65483000,,-2203000,,,,-16071000,61202000,126685000,71006000,-224705000,,-274117000,-274117000,238440000.0,385030000.0,290376000.0,-73597000.0,46393000.0,799313000.0,5000.0,-458632000.0,13396000.0,493847000.0,2284000.0,38864000.0,247078000.0,9696000.0,6726000.0,58016000.0,6975000.0,25905000.0,61679000.0,,13651000.0,-652000.0,-6027000.0,62241000.0,3928000.0,68540000.0,31453000.0,-30136000.0,9631000.0,-2863000.0,213295000.0,-33000.0,,-189062000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.059999466,1.4065175,28.813 - 29.95,29.15,29.46,29.63,14,8,finmb_116393456,NYSE,fuboTV Inc.,USD,8783573,4471516,-0.2029752,1630532113,29.5,21.3,2.5786924,8.26 - 62.29,-32.730003,-0.5254455,8.26,62.29,1551312000,1620763200,1620763200,1620763200,USD,2,-2.53,-11.683794,26.999445,2.5605545,0.0948373,27.15029,2.40971,0.08875448,4152174848,15,America/New_York,EDT,-14400000,NYQ,0,False,False,29.56,1630526402,0.40999985,29.2,29.95,28.813,6483725,fuboTV Inc.,us_market,POST,2.83,,,62.29,8.26,27.0,27.15,8.78M,4.47M,140.47M,,127.21M,17.78%,31.04%,23.51M,1.57,18.05%,16.74%,18.01M,,,,,,0.00%,"Feb 27, 2019",,,,"Dec 30, 2020","Mar 30, 2021",-177.17%,-84.18%,-23.23%,-143.86%,330.17M,4.96,"1,541.10%",-16.04M,-245.11M,-584.97M,,,459.53M,3.27,331.21M,49.05,2.36,,-195.41M,60.09M,Value,10019,Communication Services,220,"fuboTV Inc. operates a live TV streaming platform for live sports events, news, and entertainment content in the United States and Europe. Its fuboTV platform allows customers to access content through streaming devices, as well as on SmartTVs, computers, mobile phones, and tablets. The company is headquartered in New York, New York.",New York,212 672 0055,NY,1609372800,United States,http://www.fubo.tv,86400,1330 Avenue of the Americas,Broadcasting
t-3,FUBO,-946412000.0,140466000,9551000,,-77085000,16410000,-72922000,24915000,-18407000,-67290000,-67290000,,-13325000,,,,-3481000,44172000,111462000,62579000,-9795000,,-73604000,-72922000,340785000.0,289720000.0,422289000.0,105335000.0,123068000.0,1110366000.0,4000.0,-184389000.0,90795000.0,710962000.0,1733000.0,7356000.0,308108000.0,8154000.0,7085000.0,49801000.0,4112000.0,19197000.0,,35494000.0,-450000.0,1724000.0,15427000.0,41717000.0,9541000.0,26629000.0,8605000.0,-34836000.0,9523000.0,1719000.0,3388000.0,-70000.0,-7579000.0,-258307000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.059999466,1.4065175,28.813 - 29.95,29.15,29.46,29.63,14,8,finmb_116393456,NYSE,fuboTV Inc.,USD,8783573,4471516,-0.2029752,1630532113,29.5,21.3,2.5786924,8.26 - 62.29,-32.730003,-0.5254455,8.26,62.29,1551312000,1620763200,1620763200,1620763200,USD,2,-2.53,-11.683794,26.999445,2.5605545,0.0948373,27.15029,2.40971,0.08875448,4152174848,15,America/New_York,EDT,-14400000,NYQ,0,False,False,29.56,1630526402,0.40999985,29.2,29.95,28.813,6483725,fuboTV Inc.,us_market,POST,2.83,,,62.29,8.26,27.0,27.15,8.78M,4.47M,140.47M,,127.21M,17.78%,31.04%,23.51M,1.57,18.05%,16.74%,18.01M,,,,,,0.00%,"Feb 27, 2019",,,,"Dec 30, 2020","Mar 30, 2021",-177.17%,-84.18%,-23.23%,-143.86%,330.17M,4.96,"1,541.10%",-16.04M,-245.11M,-584.97M,,,459.53M,3.27,331.21M,49.05,2.36,,-195.41M,60.09M,Value,10019,Communication Services,220,"fuboTV Inc. operates a live TV streaming platform for live sports events, news, and entertainment content in the United States and Europe. Its fuboTV platform allows customers to access content through streaming devices, as well as on SmartTVs, computers, mobile phones, and tablets. The company is headquartered in New York, New York.",New York,212 672 0055,NY,1609372800,United States,http://www.fubo.tv,86400,1330 Avenue of the Americas,Broadcasting
