Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermDebt,accountsPayable,deferredLongTermLiab,treasuryStock,deferredLongTermAssetCharges,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingPE,epsTrailingTwelveMonths,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,HOOB,2875985.0,0,,,177868,,99748,210691,447123,236432,236432,,-65514,,,,78120,498113,261681,50990,-58564,,99748,99748,9053195.0,3441444.0,2875985.0,188158.0,6317429.0,26866.0,428687.0,-6204076.0,267150.0,838735.0,778671.0,888506.0,600149.0,4271336.0,1207358.0,2285788.0,4662.0,,,,,35361.0,-2086.0,-142034.0,-142034.0,-82863.0,516533.0,660653.0,63227.0,45066.0,428968.0,-2086.0,,318852.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,48.5,1630349335,0.0,48.5,48.5,48.5,413,HOLOBEAM INC,PNK,PRE,0.3781871,0,False,False,0.0,48.5 - 48.5,48.5,0.0,0.0,0,0,finmb_381839,Other OTC,"Holobeam, Inc.",USD,254,85,19.48,0.6712612,29.02 - 48.5,0.0,0.0,29.02,48.5,34.992783,1.386,2,10.705,33.593716,14.906284,0.4437224,35.19116,13.308842,4259415,4.5305934,15,America/New_York,EDT,-14400000,-0.24,,,48.5,29.02,33.59,35.19,254,85,,,,0.00%,4.88%,,,,,,,3.89%,,,,0.00%,,,,,"Sep 29, 2006","Dec 30, 2006",18.61%,41.32%,7.96%,14.16%,2M,7.45,-9.00%,1.79M,1.09M,372.95k,1.39,5.40%,778.67k,2.9,2.89M,100.35,1.36,10.70,422.18k,165.4k,Value,07423,Real Estate,2,"Holobeam, Inc. engages in the rental and development of real estate properties in New Jersey. As of September 30, 2006, it leased two buildings for retail use. The company was founded in 1967 and is headquartered in Ho-Ho-Kus, New Jersey.",Ho-Ho-Kus,201-445-2420,NJ,1167523200,United States,86400,217 First Street,Real Estate—Diversified,PO Box 287
t-1,HOOB,2776237.0,0,,,341054,,208293,47766,381032,333266,333266,,-68602,,,,132761,480297,147031,99265,7788,,208293,208293,9053195.0,3518597.0,2776237.0,140612.0,6294834.0,26866.0,387450.0,-6303824.0,285176.0,894051.0,262138.0,792652.0,587202.0,4322226.0,1078557.0,2440769.0,1907.0,181111.0,,,,56541.0,-28620.0,-138968.0,-138968.0,-477661.0,-130816.0,36772.0,66852.0,42859.0,221241.0,-28620.0,,285905.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,48.5,1630349335,0.0,48.5,48.5,48.5,413,HOLOBEAM INC,PNK,PRE,0.3781871,0,False,False,0.0,48.5 - 48.5,48.5,0.0,0.0,0,0,finmb_381839,Other OTC,"Holobeam, Inc.",USD,254,85,19.48,0.6712612,29.02 - 48.5,0.0,0.0,29.02,48.5,34.992783,1.386,2,10.705,33.593716,14.906284,0.4437224,35.19116,13.308842,4259415,4.5305934,15,America/New_York,EDT,-14400000,-0.24,,,48.5,29.02,33.59,35.19,254,85,,,,0.00%,4.88%,,,,,,,3.89%,,,,0.00%,,,,,"Sep 29, 2006","Dec 30, 2006",18.61%,41.32%,7.96%,14.16%,2M,7.45,-9.00%,1.79M,1.09M,372.95k,1.39,5.40%,778.67k,2.9,2.89M,100.35,1.36,10.70,422.18k,165.4k,Value,07423,Real Estate,2,"Holobeam, Inc. engages in the rental and development of real estate properties in New Jersey. As of September 30, 2006, it leased two buildings for retail use. The company was founded in 1967 and is headquartered in Ho-Ho-Kus, New Jersey.",Ho-Ho-Kus,201-445-2420,NJ,1167523200,United States,86400,217 First Street,Real Estate—Diversified,PO Box 287
t-2,HOOB,2346659.0,0,,,122372,,67185,280559,469878,189319,189319,,-71620,,,,55187,520856,331537,50978,-66947,,67185,67185,9110968.0,3900079.0,2346659.0,,6246738.0,27021.0,27352.0,-6512117.0,552667.0,1047482.0,392954.0,755006.0,574533.0,4350025.0,849231.0,2592406.0,115997.0,191544.0,-279213.0,100139.0,-221285.0,-101804.0,-28620.0,-135971.0,-180486.0,-87556.0,46896.0,227382.0,63807.0,42860.0,164708.0,-28620.0,-44515.0,94225.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,48.5,1630349335,0.0,48.5,48.5,48.5,413,HOLOBEAM INC,PNK,PRE,0.3781871,0,False,False,0.0,48.5 - 48.5,48.5,0.0,0.0,0,0,finmb_381839,Other OTC,"Holobeam, Inc.",USD,254,85,19.48,0.6712612,29.02 - 48.5,0.0,0.0,29.02,48.5,34.992783,1.386,2,10.705,33.593716,14.906284,0.4437224,35.19116,13.308842,4259415,4.5305934,15,America/New_York,EDT,-14400000,-0.24,,,48.5,29.02,33.59,35.19,254,85,,,,0.00%,4.88%,,,,,,,3.89%,,,,0.00%,,,,,"Sep 29, 2006","Dec 30, 2006",18.61%,41.32%,7.96%,14.16%,2M,7.45,-9.00%,1.79M,1.09M,372.95k,1.39,5.40%,778.67k,2.9,2.89M,100.35,1.36,10.70,422.18k,165.4k,Value,07423,Real Estate,2,"Holobeam, Inc. engages in the rental and development of real estate properties in New Jersey. As of September 30, 2006, it leased two buildings for retail use. The company was founded in 1967 and is headquartered in Ho-Ho-Kus, New Jersey.",Ho-Ho-Kus,201-445-2420,NJ,1167523200,United States,86400,217 First Street,Real Estate—Diversified,PO Box 287
t-3,HOOB,2390903.0,0,,,-914,,-2270,382967,452052,69085,69085,,-74576,,,,1356,504873,435788,52821,-69999,,-2270,-2270,9110968.0,4154998.0,2390903.0,,6545901.0,27021.0,102036.0,-6512388.0,569811.0,1100592.0,346058.0,844415.0,562138.0,4403582.0,1041727.0,2740772.0,116947.0,,-234698.0,100139.0,-221285.0,110751.0,-28620.0,-133037.0,-133037.0,-119096.0,-635662.0,-502625.0,63806.0,42860.0,-506493.0,-28620.0,-44515.0,197312.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,48.5,1630349335,0.0,48.5,48.5,48.5,413,HOLOBEAM INC,PNK,PRE,0.3781871,0,False,False,0.0,48.5 - 48.5,48.5,0.0,0.0,0,0,finmb_381839,Other OTC,"Holobeam, Inc.",USD,254,85,19.48,0.6712612,29.02 - 48.5,0.0,0.0,29.02,48.5,34.992783,1.386,2,10.705,33.593716,14.906284,0.4437224,35.19116,13.308842,4259415,4.5305934,15,America/New_York,EDT,-14400000,-0.24,,,48.5,29.02,33.59,35.19,254,85,,,,0.00%,4.88%,,,,,,,3.89%,,,,0.00%,,,,,"Sep 29, 2006","Dec 30, 2006",18.61%,41.32%,7.96%,14.16%,2M,7.45,-9.00%,1.79M,1.09M,372.95k,1.39,5.40%,778.67k,2.9,2.89M,100.35,1.36,10.70,422.18k,165.4k,Value,07423,Real Estate,2,"Holobeam, Inc. engages in the rental and development of real estate properties in New Jersey. As of September 30, 2006, it leased two buildings for retail use. The company was founded in 1967 and is headquartered in Ho-Ho-Kus, New Jersey.",Ho-Ho-Kus,201-445-2420,NJ,1167523200,United States,86400,217 First Street,Real Estate—Diversified,PO Box 287
