Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,otherCurrentLiab,shortTermInvestments,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,HWVI,308773.0,0,,,-216289,,-216289,211140,5346,-216363,-216363,,-863,,,,0,48799,265162,43453,74,,-216289,-216289,3848404.0,543517.0,308773.0,311423.0,852290.0,9548.0,66039.0,-3040100.0,-509079.0,311423.0,5174.0,511274.0,75000.0,-491969.0,216634.0,324233.0,38516.0,214504.0,190020.0,,,1,-29036,-51762,-73084,233257,11103,312416,-10383,-6307,-191877,10569,-49767,17003,9594,232,5513,-1996,-187041.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.116,0.032,0.0018694444,-0.0012694444,-0.679049,0.008551831,-0.007951831,-0.9298396,92137,0.01875,15,America/New_York,EDT,-14400000,4,0.0,6.0E-4 - 6.0E-4,0.0006,0.0,0.0,0,0,finmb_617177,PRE,HAWIIAN VINTAGE CHOC CO,us_market,0,PNK,False,False,0.0006,1630345952,0.0,0.0006,0.0006,0.0006,100,Other OTC,Hawaiian Vintage Chocolate Co.,USD,10481,2755,0.0003,1.0,3.0E-4 - 0.0195,-0.0189,-0.9692307,0.0003,0.0195,0.05,,,0.0195,0.0003,0.0019,0.0086,10.48k,2.75k,,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 1999","Sep 29, 2000",-182.41%,-183.99%,-76.15%,-222.66%,589.21k,0.06,-71.50%,316.31k,-1.02M,-1.07M,-0.1160,,5.17k,0,168.93k,54.71,0.63,0.03,-651.57k,-507.66k,Value,96813,Consumer Defensive,17,"Hawaiian Vintage Chocolate Co. develops and manufactures gourmet varietal and functional chocolates in the United States. It also sells its products through online. The company was founded in 1986 and is based in Honolulu, Hawaii.",Honolulu,808-735-8494,HI,United States,http://www.hawaiianchocolate.com,86400,1050 Bishop Street,Confectioners
t-1,HWVI,265917.0,0,,,-283660,,-283660,307931,41536,-276963,-276963,,-6877,,,,0,103592,380555,62056,-6697,,-283660,-283660,3533836.0,626401.0,265917.0,305053.0,892318.0,9185.0,57517.0,-2823811.0,-453293.0,305053.0,15557.0,587814.0,75000.0,-442490.0,231574.0,355691.0,51110.0,231507.0,219057.0,842.0,,-2224,82263,-18702,22137,180777,-42511,158872,-18348,-6307,-180424,10568,-49767,31580,-15847,-232,36849,-16478,-232123.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.116,0.032,0.0018694444,-0.0012694444,-0.679049,0.008551831,-0.007951831,-0.9298396,92137,0.01875,15,America/New_York,EDT,-14400000,4,0.0,6.0E-4 - 6.0E-4,0.0006,0.0,0.0,0,0,finmb_617177,PRE,HAWIIAN VINTAGE CHOC CO,us_market,0,PNK,False,False,0.0006,1630345952,0.0,0.0006,0.0006,0.0006,100,Other OTC,Hawaiian Vintage Chocolate Co.,USD,10481,2755,0.0003,1.0,3.0E-4 - 0.0195,-0.0189,-0.9692307,0.0003,0.0195,0.05,,,0.0195,0.0003,0.0019,0.0086,10.48k,2.75k,,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 1999","Sep 29, 2000",-182.41%,-183.99%,-76.15%,-222.66%,589.21k,0.06,-71.50%,316.31k,-1.02M,-1.07M,-0.1160,,5.17k,0,168.93k,54.71,0.63,0.03,-651.57k,-507.66k,Value,96813,Consumer Defensive,17,"Hawaiian Vintage Chocolate Co. develops and manufactures gourmet varietal and functional chocolates in the United States. It also sells its products through online. The company was founded in 1986 and is based in Honolulu, Hawaii.",Honolulu,808-735-8494,HI,United States,http://www.hawaiianchocolate.com,86400,1050 Bishop Street,Confectioners
t-2,HWVI,359188.0,0,3251.0,,-267744,,-267744,325691,47859,-291651,-291651,,-10022,,,,0,99874,391525,52015,23907,,-267744,-267744,3323482.0,560707.0,359188.0,293172.0,919895.0,8894.0,54046.0,-2540151.0,-433037.0,293172.0,33905.0,525496.0,75000.0,-422234.0,237548.0,389175.0,38137.0,263087.0,136794.0,43097.0,,32223,-54376,-5557,-64654,97526,9363,170024,-8701,-7844,-100670,10568,-49767,-30045,212418,-232,19146,-37780,-136321.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.116,0.032,0.0018694444,-0.0012694444,-0.679049,0.008551831,-0.007951831,-0.9298396,92137,0.01875,15,America/New_York,EDT,-14400000,4,0.0,6.0E-4 - 6.0E-4,0.0006,0.0,0.0,0,0,finmb_617177,PRE,HAWIIAN VINTAGE CHOC CO,us_market,0,PNK,False,False,0.0006,1630345952,0.0,0.0006,0.0006,0.0006,100,Other OTC,Hawaiian Vintage Chocolate Co.,USD,10481,2755,0.0003,1.0,3.0E-4 - 0.0195,-0.0189,-0.9692307,0.0003,0.0195,0.05,,,0.0195,0.0003,0.0019,0.0086,10.48k,2.75k,,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 1999","Sep 29, 2000",-182.41%,-183.99%,-76.15%,-222.66%,589.21k,0.06,-71.50%,316.31k,-1.02M,-1.07M,-0.1160,,5.17k,0,168.93k,54.71,0.63,0.03,-651.57k,-507.66k,Value,96813,Consumer Defensive,17,"Hawaiian Vintage Chocolate Co. develops and manufactures gourmet varietal and functional chocolates in the United States. It also sells its products through online. The company was founded in 1986 and is based in Honolulu, Hawaii.",Honolulu,808-735-8494,HI,United States,http://www.hawaiianchocolate.com,86400,1050 Bishop Street,Confectioners
t-3,HWVI,446383.0,0,3959.0,,-307105,,-307105,422885,151848,-299096,-299096,,-9334,,,,0,336942,636038,185094,-8009,,-307105,-307105,3145981.0,648484.0,446383.0,281012.0,1094867.0,8661.0,32156.0,-2272407.0,-435852.0,280562.0,42606.0,609897.0,75000.0,-432894.0,222946.0,591359.0,253555.0,233042.0,191170.0,,30000.0,-20636,80650,-121720,160521,270638,109290,113075,-29676,-2958,-178594,33100,-2661,-39003,-120437,-232,64911,-98423,-18538.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.116,0.032,0.0018694444,-0.0012694444,-0.679049,0.008551831,-0.007951831,-0.9298396,92137,0.01875,15,America/New_York,EDT,-14400000,4,0.0,6.0E-4 - 6.0E-4,0.0006,0.0,0.0,0,0,finmb_617177,PRE,HAWIIAN VINTAGE CHOC CO,us_market,0,PNK,False,False,0.0006,1630345952,0.0,0.0006,0.0006,0.0006,100,Other OTC,Hawaiian Vintage Chocolate Co.,USD,10481,2755,0.0003,1.0,3.0E-4 - 0.0195,-0.0189,-0.9692307,0.0003,0.0195,0.05,,,0.0195,0.0003,0.0019,0.0086,10.48k,2.75k,,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 1999","Sep 29, 2000",-182.41%,-183.99%,-76.15%,-222.66%,589.21k,0.06,-71.50%,316.31k,-1.02M,-1.07M,-0.1160,,5.17k,0,168.93k,54.71,0.63,0.03,-651.57k,-507.66k,Value,96813,Consumer Defensive,17,"Hawaiian Vintage Chocolate Co. develops and manufactures gourmet varietal and functional chocolates in the United States. It also sells its products through online. The company was founded in 1986 and is based in Honolulu, Hawaii.",Honolulu,808-735-8494,HI,United States,http://www.hawaiianchocolate.com,86400,1050 Bishop Street,Confectioners
