Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,accountsPayable,changeToLiabilities,WC,language,region,quoteType,triggerable,quoteSourceName,market,currency,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,marketState,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,priceHint,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,shortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry,address2
t0,HUYA,10040946000,236243008,199071000,,224948000,,185538000,228676000,513888000,162109000,162109000,-75968000,,,,,39410000,2604784000,2442675000,2090896000,62839000,,185538000,185538000,51090000,11549616000,2622462000,10092036000,708823000,12714498000,156000,660330000,-1575676000,197679000,117940000,444897000,3818698000,2374111000,83159000,117940000,162200000,11546621000,509690000,6832380000,235213000,7421000,0,9172510000,en-US,US,EQUITY,True,Nasdaq Real Time Price,us_market,USD,-0.35617507,0,PRE,NYQ,False,False,11.28,1630526402,0.59000015,10.7,11.51,10.7,4356261,11.873684,0.2640511,15,America/New_York,EDT,2,0.1800003,1.5957475,1630571992,11.46,5.5191784,10.7 - 11.51,10.69,0.0,0.0,9,40,finmb_431096194,NYSE,HUYA Inc.,CNY,3497846,3330142,2.4699993,0.28036314,8.81 - 36.33,-25.050003,-0.68951285,8.81,36.33,1621314010,1621314010,1621314010,19.448277,0.58,0.95,2.11,5.3459716,-14400000,42.719,11.838857,-0.55885696,-0.047205314,17.52029,-6.2402906,2664820992,HUYA Inc.,0.75,,,36.33,8.81,11.84,17.52,3.5M,3.33M,236.24M,,80.57M,2.36%,116.25%,25.25M,7.97,,10.69%,25.13M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",8.09%,6.79%,3.87%,9.39%,11.11B,48.03,8.00%,2.27B,866.6M,898.47M,0.58,8.40%,10.65B,45.08,81.39M,0.81,4.86,42.72,,,Value,511446,Communication Services,2075,"HUYA Inc., through its subsidiaries, operates game live streaming platforms in the People's Republic of China. Its platforms enable broadcasters and viewers to interact during live streaming. The company's live streaming content also covers other entertainment content, such as talent shows, anime, outdoor activities, live chats, online theatre, and other genres. In addition, it operates Nimo TV, a game live streaming platform primarily in Southeast Asia, the Middle East, and Latin America. Further, the company provides online advertising, software development, internet value added, and cultural and creative services. As of December 31, 2020, its live streaming content covered approximately 4,000 games. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China. HUYA Inc. is a subsidiary of Tencent Holdings Limited.",Guangzhou,86 20 2290 7888,China,http://www.huya.com,86400,"Building A3, E-Park",Entertainment,280 Hanxi Road Panyu District
t-1,HUYA,9403762000,236243008,215664000,,290446000,,253161000,289163000,597661000,187353000,187353000,-94519000,,,,,37285000,2990342000,2802989000,2392681000,103093000,,253161000,253161000,373016000,11465575000,2633909000,9776778000,768424000,12410687000,155000,532155000,-1761214000,191494000,72262000,117554000,3293573000,2384795000,48313000,72262000,181973000,11270938000,467206000,7181329000,263881000,10083000,0,8886143000,en-US,US,EQUITY,True,Nasdaq Real Time Price,us_market,USD,-0.35617507,0,PRE,NYQ,False,False,11.28,1630526402,0.59000015,10.7,11.51,10.7,4356261,11.873684,0.2640511,15,America/New_York,EDT,2,0.1800003,1.5957475,1630571992,11.46,5.5191784,10.7 - 11.51,10.69,0.0,0.0,9,40,finmb_431096194,NYSE,HUYA Inc.,CNY,3497846,3330142,2.4699993,0.28036314,8.81 - 36.33,-25.050003,-0.68951285,8.81,36.33,1621314010,1621314010,1621314010,19.448277,0.58,0.95,2.11,5.3459716,-14400000,42.719,11.838857,-0.55885696,-0.047205314,17.52029,-6.2402906,2664820992,HUYA Inc.,0.75,,,36.33,8.81,11.84,17.52,3.5M,3.33M,236.24M,,80.57M,2.36%,116.25%,25.25M,7.97,,10.69%,25.13M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",8.09%,6.79%,3.87%,9.39%,11.11B,48.03,8.00%,2.27B,866.6M,898.47M,0.58,8.40%,10.65B,45.08,81.39M,0.81,4.86,42.72,,,Value,511446,Communication Services,2075,"HUYA Inc., through its subsidiaries, operates game live streaming platforms in the People's Republic of China. Its platforms enable broadcasters and viewers to interact during live streaming. The company's live streaming content also covers other entertainment content, such as talent shows, anime, outdoor activities, live chats, online theatre, and other genres. In addition, it operates Nimo TV, a game live streaming platform primarily in Southeast Asia, the Middle East, and Latin America. Further, the company provides online advertising, software development, internet value added, and cultural and creative services. As of December 31, 2020, its live streaming content covered approximately 4,000 games. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China. HUYA Inc. is a subsidiary of Tencent Holdings Limited.",Guangzhou,86 20 2290 7888,China,http://www.huya.com,86400,"Building A3, E-Park",Entertainment,280 Hanxi Road Panyu District
t-2,HUYA,9648099000,236243008,182683000,,303670000,,253013000,262587000,620577000,222920000,222920000,-47613000,,,,,50657000,2814840000,2591920000,2194263000,80750000,,253013000,253013000,72857000,11377213000,2568005000,9720956000,640943000,12288961000,155000,487436000,-2014375000,174518000,357963000,146973000,3287962000,2330175000,67928000,357963000,203498000,11414928000,450705000,7510303000,129227000,19700000,0,9084753000,en-US,US,EQUITY,True,Nasdaq Real Time Price,us_market,USD,-0.35617507,0,PRE,NYQ,False,False,11.28,1630526402,0.59000015,10.7,11.51,10.7,4356261,11.873684,0.2640511,15,America/New_York,EDT,2,0.1800003,1.5957475,1630571992,11.46,5.5191784,10.7 - 11.51,10.69,0.0,0.0,9,40,finmb_431096194,NYSE,HUYA Inc.,CNY,3497846,3330142,2.4699993,0.28036314,8.81 - 36.33,-25.050003,-0.68951285,8.81,36.33,1621314010,1621314010,1621314010,19.448277,0.58,0.95,2.11,5.3459716,-14400000,42.719,11.838857,-0.55885696,-0.047205314,17.52029,-6.2402906,2664820992,HUYA Inc.,0.75,,,36.33,8.81,11.84,17.52,3.5M,3.33M,236.24M,,80.57M,2.36%,116.25%,25.25M,7.97,,10.69%,25.13M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",8.09%,6.79%,3.87%,9.39%,11.11B,48.03,8.00%,2.27B,866.6M,898.47M,0.58,8.40%,10.65B,45.08,81.39M,0.81,4.86,42.72,,,Value,511446,Communication Services,2075,"HUYA Inc., through its subsidiaries, operates game live streaming platforms in the People's Republic of China. Its platforms enable broadcasters and viewers to interact during live streaming. The company's live streaming content also covers other entertainment content, such as talent shows, anime, outdoor activities, live chats, online theatre, and other genres. In addition, it operates Nimo TV, a game live streaming platform primarily in Southeast Asia, the Middle East, and Latin America. Further, the company provides online advertising, software development, internet value added, and cultural and creative services. As of December 31, 2020, its live streaming content covered approximately 4,000 games. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China. HUYA Inc. is a subsidiary of Tencent Holdings Limited.",Guangzhou,86 20 2290 7888,China,http://www.huya.com,86400,"Building A3, E-Park",Entertainment,280 Hanxi Road Panyu District
t-3,HUYA,9343108000,236243008,179856000,,258044000,,206758000,254526000,597920000,181353000,181353000,-17815000,,,,,51286000,2697244000,2515891000,2099324000,76691000,,206758000,206758000,66078000,10327892000,2768470000,9409186000,979824000,12177656000,146000,329211000,-1546458000,197530000,627606000,195933000,2062524000,2512103000,99182000,627606000,209408000,11275686000,430551000,8682597000,201354000,34714000,0,8763583000,en-US,US,EQUITY,True,Nasdaq Real Time Price,us_market,USD,-0.35617507,0,PRE,NYQ,False,False,11.28,1630526402,0.59000015,10.7,11.51,10.7,4356261,11.873684,0.2640511,15,America/New_York,EDT,2,0.1800003,1.5957475,1630571992,11.46,5.5191784,10.7 - 11.51,10.69,0.0,0.0,9,40,finmb_431096194,NYSE,HUYA Inc.,CNY,3497846,3330142,2.4699993,0.28036314,8.81 - 36.33,-25.050003,-0.68951285,8.81,36.33,1621314010,1621314010,1621314010,19.448277,0.58,0.95,2.11,5.3459716,-14400000,42.719,11.838857,-0.55885696,-0.047205314,17.52029,-6.2402906,2664820992,HUYA Inc.,0.75,,,36.33,8.81,11.84,17.52,3.5M,3.33M,236.24M,,80.57M,2.36%,116.25%,25.25M,7.97,,10.69%,25.13M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",8.09%,6.79%,3.87%,9.39%,11.11B,48.03,8.00%,2.27B,866.6M,898.47M,0.58,8.40%,10.65B,45.08,81.39M,0.81,4.86,42.72,,,Value,511446,Communication Services,2075,"HUYA Inc., through its subsidiaries, operates game live streaming platforms in the People's Republic of China. Its platforms enable broadcasters and viewers to interact during live streaming. The company's live streaming content also covers other entertainment content, such as talent shows, anime, outdoor activities, live chats, online theatre, and other genres. In addition, it operates Nimo TV, a game live streaming platform primarily in Southeast Asia, the Middle East, and Latin America. Further, the company provides online advertising, software development, internet value added, and cultural and creative services. As of December 31, 2020, its live streaming content covered approximately 4,000 games. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China. HUYA Inc. is a subsidiary of Tencent Holdings Limited.",Guangzhou,86 20 2290 7888,China,http://www.huya.com,86400,"Building A3, E-Park",Entertainment,280 Hanxi Road Panyu District
