Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,DUTV,-1927986,3453680128,,,-42897,,-42897,26080,0,-8720,-8720,,-34177,,,,0,0,8720,0,-34177,,-42897,-42897,2797691,2016755,-1927986,109188,3109655,-7835332,3965,2016755,109188,105223,70005,13008,-500,17450,17450,34178,3879,-13071,-500,-17360,-1907567,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0029,1630504279,0.0,0.0032,0.0032,0.0029,25100,DIGITAL UTILITIES VENTURES INC,PNK,REGULAR,-0.32864898,0,False,False,0.0,0.0029 - 0.0032,0.0029,0.0,0.0,0,0,finmb_1061816,Other OTC,"Digital Utilities Ventures, Inc.",USD,6455736,1358409,0.0026,8.666666,3.0E-4 - 0.0118,-0.008900001,-0.7542373,0.0003,0.0118,-0.0,4,-0.001,0.003613889,-0.000713889,-0.19754039,0.004319648,-0.0014196478,10015672,-2.8999999,15,America/New_York,EDT,-14400000,-25.6,,,0.0118,0.0003,0.0036,0.0043,6.46M,1.36M,3.45B,,,,,,,,,,,,,,,,,,1:5,"May 11, 2009","May 30, 2012","May 30, 2012",0.00%,0.00%,-53.57%,,,,,,,-216.73k,-0.0000,,3.96k,0,1.37M,,0.05,-0.00,-70.6k,8.23k,Value,33311,Healthcare,"Digital Utilities Ventures, Inc., through its wholly owned subsidiary, Torq Communications, Inc., provides real time video transport system for the Internet. It offers The New Last Mile, a first live Internet to TV/cell phone broadcasting system. The company is headquartered in Fort Lauderdale, Florida.",Fort Lauderdale,954-551-7701,FL,United States,http://www.duventures.com,86400,1919 Northwest 19th Street,Drug Manufacturers—Specialty & Generic
t-1,DUTV,-1869158,3453680128,,,-54162,,-54162,20409,0,-20409,-20409,,-33753,,,,0,0,20409,0,-33753,,-54162,-54162,2813622,1952119,-1869158,104809,3109655,-7792435,86,1952119,104809,104723,56997,4707,-500,15615,15615,33753,-87,-15702,-500,-17360,-1847310,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0029,1630504279,0.0,0.0032,0.0032,0.0029,25100,DIGITAL UTILITIES VENTURES INC,PNK,REGULAR,-0.32864898,0,False,False,0.0,0.0029 - 0.0032,0.0029,0.0,0.0,0,0,finmb_1061816,Other OTC,"Digital Utilities Ventures, Inc.",USD,6455736,1358409,0.0026,8.666666,3.0E-4 - 0.0118,-0.008900001,-0.7542373,0.0003,0.0118,-0.0,4,-0.001,0.003613889,-0.000713889,-0.19754039,0.004319648,-0.0014196478,10015672,-2.8999999,15,America/New_York,EDT,-14400000,-25.6,,,0.0118,0.0003,0.0036,0.0043,6.46M,1.36M,3.45B,,,,,,,,,,,,,,,,,,1:5,"May 11, 2009","May 30, 2012","May 30, 2012",0.00%,0.00%,-53.57%,,,,,,,-216.73k,-0.0000,,3.96k,0,1.37M,,0.05,-0.00,-70.6k,8.23k,Value,33311,Healthcare,"Digital Utilities Ventures, Inc., through its wholly owned subsidiary, Torq Communications, Inc., provides real time video transport system for the Internet. It offers The New Last Mile, a first live Internet to TV/cell phone broadcasting system. The company is headquartered in Fort Lauderdale, Florida.",Fort Lauderdale,954-551-7701,FL,United States,http://www.duventures.com,86400,1919 Northwest 19th Street,Drug Manufacturers—Specialty & Generic
t-2,DUTV,-1814996,3453680128,,,-52791,,-52791,21044,0,-21044,-21044,,-33295,,,,0,0,21044,0,-31747,,-52791,-52791,2813622,1898044,-1814996,104896,3109655,-7738273,173,1898044,104896,104723,52290,2425,-500,37535,37535,4331,-805,-38340,-500,-17360,-1793148,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0029,1630504279,0.0,0.0032,0.0032,0.0029,25100,DIGITAL UTILITIES VENTURES INC,PNK,REGULAR,-0.32864898,0,False,False,0.0,0.0029 - 0.0032,0.0029,0.0,0.0,0,0,finmb_1061816,Other OTC,"Digital Utilities Ventures, Inc.",USD,6455736,1358409,0.0026,8.666666,3.0E-4 - 0.0118,-0.008900001,-0.7542373,0.0003,0.0118,-0.0,4,-0.001,0.003613889,-0.000713889,-0.19754039,0.004319648,-0.0014196478,10015672,-2.8999999,15,America/New_York,EDT,-14400000,-25.6,,,0.0118,0.0003,0.0036,0.0043,6.46M,1.36M,3.45B,,,,,,,,,,,,,,,,,,1:5,"May 11, 2009","May 30, 2012","May 30, 2012",0.00%,0.00%,-53.57%,,,,,,,-216.73k,-0.0000,,3.96k,0,1.37M,,0.05,-0.00,-70.6k,8.23k,Value,33311,Healthcare,"Digital Utilities Ventures, Inc., through its wholly owned subsidiary, Torq Communications, Inc., provides real time video transport system for the Internet. It offers The New Last Mile, a first live Internet to TV/cell phone broadcasting system. The company is headquartered in Fort Lauderdale, Florida.",Fort Lauderdale,954-551-7701,FL,United States,http://www.duventures.com,86400,1919 Northwest 19th Street,Drug Manufacturers—Specialty & Generic
t-3,DUTV,-1795501,3453680128,,,-74571,,-74571,23210,0,-40570,-40570,,-35549,,,,0,0,40570,0,-34001,,-74571,-74571,3201542,1876056,-1795501,102403,2653655,-7650698,228,1876056,102403,102175,47951,0,-500,3550,3550,53722,61,-3489,-500,17360,-1773653,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0029,1630504279,0.0,0.0032,0.0032,0.0029,25100,DIGITAL UTILITIES VENTURES INC,PNK,REGULAR,-0.32864898,0,False,False,0.0,0.0029 - 0.0032,0.0029,0.0,0.0,0,0,finmb_1061816,Other OTC,"Digital Utilities Ventures, Inc.",USD,6455736,1358409,0.0026,8.666666,3.0E-4 - 0.0118,-0.008900001,-0.7542373,0.0003,0.0118,-0.0,4,-0.001,0.003613889,-0.000713889,-0.19754039,0.004319648,-0.0014196478,10015672,-2.8999999,15,America/New_York,EDT,-14400000,-25.6,,,0.0118,0.0003,0.0036,0.0043,6.46M,1.36M,3.45B,,,,,,,,,,,,,,,,,,1:5,"May 11, 2009","May 30, 2012","May 30, 2012",0.00%,0.00%,-53.57%,,,,,,,-216.73k,-0.0000,,3.96k,0,1.37M,,0.05,-0.00,-70.6k,8.23k,Value,33311,Healthcare,"Digital Utilities Ventures, Inc., through its wholly owned subsidiary, Torq Communications, Inc., provides real time video transport system for the Internet. It offers The New Last Mile, a first live Internet to TV/cell phone broadcasting system. The company is headquartered in Fort Lauderdale, Florida.",Fort Lauderdale,954-551-7701,FL,United States,http://www.duventures.com,86400,1919 Northwest 19th Street,Drug Manufacturers—Specialty & Generic
