Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,ISDCF,10837000.0,85444600,4876000,,1523500,,-4242000,9336000,20100500,4716500,4716500,1172000,-1818000,,,,1318500,25361500,20645000,5261000,-3193000,-4447000,205000,-4242000,21344000.0,267067000.0,113194000.0,147412000.0,27136000.0,260606000.0,41396000.0,341000.0,-161051000.0,2822000.0,115231000.0,6208000.0,48608000.0,34530000.0,1246000.0,12626000.0,105197000.0,55789000.0,62069000.0,459000.0,6148000.0,,,1327500,-2128000,-438000,-333000,-2538500,75000,1079000,-52000,3592000,193000,58000,-675000,30000,9469000,-302000,70667000.0,en-US,US,EQUITY,False,Delayed Quote,USD,VERIMATRIX,-0.37559894,144828608,0.9302964,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,1.695,1630335595,0.0,1.695,1.695,1.695,200,PNK,us_market,0.0,1.695 - 1.695,1.695,0.0,0.0,0,0,finmb_29968,Other OTC,Verimatrix Société anonyme,USD,29,28,0.16500008,0.10784319,1.53 - 3.92,-2.225,-0.567602,1.53,3.92,4.656594,0.364,1.822,1.9751428,-0.28014278,-0.14183418,2.7146015,-1.0196015,1.55,,,3.92,1.53,1.9751,2.7146,29,28,85.44M,,,2.45%,51.60%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-10.97%,12.41%,2.74%,-0.89%,94.89M,,12.00%,76.33M,16.88M,-1.36M,0.3640,,48.61M,,77.09M,52.29,3.05,1.82,3.32M,-11.86M,Value,13590,Technology,"Verimatrix SociÃ©tÃ© anonyme provides security solutions that protect digital content, applications, and devices worldwide. The company offers security solutions for various markets, including automotive, sports, financial services, healthcare, internet of things, live sports, media and entertainment, and TV, as well as for content owners. The company was formerly known as Inside Secure S.A. and changed its name to Verimatrix SociÃ©tÃ© anonyme in July 2017. Verimatrix SociÃ©tÃ© anonyme was founded in 1995 and is based in Meyreuil, France.",Meyreuil,33 4 42 90 59 05,1577750400,France,http://www.verimatrix.com,86400,Impasse des carrÃ©s de l'Arc,33 4 42 37 01 98,Software—Infrastructure,Rond-point du Canet CS70025
t-1,ISDCF,10837000.0,85444600,4876000,,1523500,,-4242000,9336000,20100500,4716500,4716500,1172000,-1818000,,,,1318500,25361500,20645000,5261000,-3193000,-4447000,205000,-4242000,21344000.0,267067000.0,113194000.0,147412000.0,27136000.0,260606000.0,41396000.0,341000.0,-161051000.0,2822000.0,115231000.0,6208000.0,48608000.0,34530000.0,1246000.0,12626000.0,105197000.0,55789000.0,62069000.0,459000.0,6148000.0,,,1327500,-2128000,-438000,-333000,-2538500,75000,1079000,-52000,3592000,193000,58000,-675000,30000,9469000,-302000,70667000.0,en-US,US,EQUITY,False,Delayed Quote,USD,VERIMATRIX,-0.37559894,144828608,0.9302964,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,1.695,1630335595,0.0,1.695,1.695,1.695,200,PNK,us_market,0.0,1.695 - 1.695,1.695,0.0,0.0,0,0,finmb_29968,Other OTC,Verimatrix Société anonyme,USD,29,28,0.16500008,0.10784319,1.53 - 3.92,-2.225,-0.567602,1.53,3.92,4.656594,0.364,1.822,1.9751428,-0.28014278,-0.14183418,2.7146015,-1.0196015,1.55,,,3.92,1.53,1.9751,2.7146,29,28,85.44M,,,2.45%,51.60%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-10.97%,12.41%,2.74%,-0.89%,94.89M,,12.00%,76.33M,16.88M,-1.36M,0.3640,,48.61M,,77.09M,52.29,3.05,1.82,3.32M,-11.86M,Value,13590,Technology,"Verimatrix SociÃ©tÃ© anonyme provides security solutions that protect digital content, applications, and devices worldwide. The company offers security solutions for various markets, including automotive, sports, financial services, healthcare, internet of things, live sports, media and entertainment, and TV, as well as for content owners. The company was formerly known as Inside Secure S.A. and changed its name to Verimatrix SociÃ©tÃ© anonyme in July 2017. Verimatrix SociÃ©tÃ© anonyme was founded in 1995 and is based in Meyreuil, France.",Meyreuil,33 4 42 90 59 05,1577750400,France,http://www.verimatrix.com,86400,Impasse des carrÃ©s de l'Arc,33 4 42 37 01 98,Software—Infrastructure,Rond-point du Canet CS70025
t-2,ISDCF,19856000.0,85444600,6210500,,-778500,,-961500,10688000,18064000,1172500,1172500,-7000,-1856000,,,,104500,22085000,20912500,4021000,-1951000,-78500,-883000,-961500,19640000.0,266952000.0,109614000.0,154748000.0,26801000.0,264362000.0,41252000.0,9540000.0,-153457000.0,2077000.0,115252000.0,20718000.0,46450000.0,34309000.0,149000.0,15265000.0,93487000.0,34519000.0,59783000.0,556000.0,5447000.0,1000.0,1000.0,-1327500,-1191500,-584000,-613500,-2299500,75000,-3762500,-26000,-1931500,2357000,-58000,675000,-29500,-317000,-96000,59178000.0,en-US,US,EQUITY,False,Delayed Quote,USD,VERIMATRIX,-0.37559894,144828608,0.9302964,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,1.695,1630335595,0.0,1.695,1.695,1.695,200,PNK,us_market,0.0,1.695 - 1.695,1.695,0.0,0.0,0,0,finmb_29968,Other OTC,Verimatrix Société anonyme,USD,29,28,0.16500008,0.10784319,1.53 - 3.92,-2.225,-0.567602,1.53,3.92,4.656594,0.364,1.822,1.9751428,-0.28014278,-0.14183418,2.7146015,-1.0196015,1.55,,,3.92,1.53,1.9751,2.7146,29,28,85.44M,,,2.45%,51.60%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-10.97%,12.41%,2.74%,-0.89%,94.89M,,12.00%,76.33M,16.88M,-1.36M,0.3640,,48.61M,,77.09M,52.29,3.05,1.82,3.32M,-11.86M,Value,13590,Technology,"Verimatrix SociÃ©tÃ© anonyme provides security solutions that protect digital content, applications, and devices worldwide. The company offers security solutions for various markets, including automotive, sports, financial services, healthcare, internet of things, live sports, media and entertainment, and TV, as well as for content owners. The company was formerly known as Inside Secure S.A. and changed its name to Verimatrix SociÃ©tÃ© anonyme in July 2017. Verimatrix SociÃ©tÃ© anonyme was founded in 1995 and is based in Meyreuil, France.",Meyreuil,33 4 42 90 59 05,1577750400,France,http://www.verimatrix.com,86400,Impasse des carrÃ©s de l'Arc,33 4 42 37 01 98,Software—Infrastructure,Rond-point du Canet CS70025
t-3,ISDCF,19856000.0,85444600,6210500,,-778500,,-961500,10688000,18064000,1172500,1172500,-7000,-1856000,,,,104500,22085000,20912500,4021000,-1951000,-78500,-883000,-961500,19640000.0,266952000.0,109614000.0,154748000.0,26801000.0,264362000.0,41252000.0,9540000.0,-153457000.0,2077000.0,115252000.0,20718000.0,46450000.0,34309000.0,149000.0,15265000.0,93487000.0,34519000.0,59783000.0,556000.0,5447000.0,1000.0,1000.0,-1327500,-1191500,-584000,-613500,-2299500,75000,-3762500,-26000,-1931500,2357000,-58000,675000,-29500,-317000,-96000,59178000.0,en-US,US,EQUITY,False,Delayed Quote,USD,VERIMATRIX,-0.37559894,144828608,0.9302964,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,1.695,1630335595,0.0,1.695,1.695,1.695,200,PNK,us_market,0.0,1.695 - 1.695,1.695,0.0,0.0,0,0,finmb_29968,Other OTC,Verimatrix Société anonyme,USD,29,28,0.16500008,0.10784319,1.53 - 3.92,-2.225,-0.567602,1.53,3.92,4.656594,0.364,1.822,1.9751428,-0.28014278,-0.14183418,2.7146015,-1.0196015,1.55,,,3.92,1.53,1.9751,2.7146,29,28,85.44M,,,2.45%,51.60%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-10.97%,12.41%,2.74%,-0.89%,94.89M,,12.00%,76.33M,16.88M,-1.36M,0.3640,,48.61M,,77.09M,52.29,3.05,1.82,3.32M,-11.86M,Value,13590,Technology,"Verimatrix SociÃ©tÃ© anonyme provides security solutions that protect digital content, applications, and devices worldwide. The company offers security solutions for various markets, including automotive, sports, financial services, healthcare, internet of things, live sports, media and entertainment, and TV, as well as for content owners. The company was formerly known as Inside Secure S.A. and changed its name to Verimatrix SociÃ©tÃ© anonyme in July 2017. Verimatrix SociÃ©tÃ© anonyme was founded in 1995 and is based in Meyreuil, France.",Meyreuil,33 4 42 90 59 05,1577750400,France,http://www.verimatrix.com,86400,Impasse des carrÃ©s de l'Arc,33 4 42 37 01 98,Software—Infrastructure,Rond-point du Canet CS70025
