Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,changeToNetincome,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,DENR,-7776788.0,154364992,,,-610763,,-610763,309953,0,-309953,-309953,,-300810,,,,0,0,309953,0,-300810,,-610763,-610763,24199651.0,10760429.0,-7776788.0,2983641.0,154365.0,-32272501.0,141697.0,38740.0,14979.0,5139913.0,118750.0,141697.0,2883915.0,60986.0,654.0,5620516.0,5021163.0,426217.0,120000.0,120000.0,-37444.0,5227.0,1937.0,-116710.0,,,-5078927.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DISCOVERY ENERGY CORP,us_market,4,Other OTC,Discovery Energy Corp.,USD,896,1291,0.0489,0.489,0.1 - 0.2,-0.0511,-0.2555,0.1,0.2,1594935420,1594935420,1594935420,-0.04,0,-0.046,0.14599167,0.0029083341,0.019921234,0.15736242,-0.008462414,-0.05377659,22984948,-3.2369566,15,America/New_York,EDT,-14400000,False,False,0.0,0.1489 - 0.1489,0.1489,0.0,0.0,0,0,finmb_46693902,0.1489,1630428869,0.0,0.1489,0.1489,0.1489,4,-0.37,,,0.2,0.1,0.146,0.1574,896,1.29k,154.36M,,51.7M,66.50%,0.00%,,,,,,,,,,,0.00%,,,,,"Feb 27, 2021","May 30, 2021",0.00%,0.00%,-75.23%,,,,,,,-5.7M,-0.0400,,14.98k,0,5.74M,,0.01,-0.05,-144.86k,-713.29k,Value,77056,Energy,3,"Discovery Energy Corp., an exploration stage company, engages in the exploration and development of oil and gas properties. It holds a 100% working interest in the petroleum exploration license 512 prospect covering an area of 584,651 gross acres located in South Australia. The company was formerly known as Santos Resource Corp. and changed its name to Discovery Energy Corp. in May 2012. Discovery Energy Corp. was founded in 2006 and is based in Houston, Texas.",Houston,713 840 6495,TX,1640908800,United States,http://www.discoveryenergy.com,86400,One Riverway Drive,713 622 1937,Oil & Gas E&P,Suite 1700
t-1,DENR,-7167962.0,154364992,,,-2393801,,-2393801,1870937,0,-1870937,-1870937,,-522791,,,,0,0,1870937,0,-522864,,-2393801,-2393801,24199651.0,10108697.0,-7167962.0,2940735.0,154365.0,-31661738.0,139760.0,39145.0,9752.0,4595351.0,,139760.0,2883915.0,17675.0,14.0,5513346.0,3322321.0,193076.0,120000.0,120000.0,8747.0,-5480.0,-89886.0,84406.0,1940355.0,,-4577676.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DISCOVERY ENERGY CORP,us_market,4,Other OTC,Discovery Energy Corp.,USD,896,1291,0.0489,0.489,0.1 - 0.2,-0.0511,-0.2555,0.1,0.2,1594935420,1594935420,1594935420,-0.04,0,-0.046,0.14599167,0.0029083341,0.019921234,0.15736242,-0.008462414,-0.05377659,22984948,-3.2369566,15,America/New_York,EDT,-14400000,False,False,0.0,0.1489 - 0.1489,0.1489,0.0,0.0,0,0,finmb_46693902,0.1489,1630428869,0.0,0.1489,0.1489,0.1489,4,-0.37,,,0.2,0.1,0.146,0.1574,896,1.29k,154.36M,,51.7M,66.50%,0.00%,,,,,,,,,,,0.00%,,,,,"Feb 27, 2021","May 30, 2021",0.00%,0.00%,-75.23%,,,,,,,-5.7M,-0.0400,,14.98k,0,5.74M,,0.01,-0.05,-144.86k,-713.29k,Value,77056,Energy,3,"Discovery Energy Corp., an exploration stage company, engages in the exploration and development of oil and gas properties. It holds a 100% working interest in the petroleum exploration license 512 prospect covering an area of 584,651 gross acres located in South Australia. The company was formerly known as Santos Resource Corp. and changed its name to Discovery Energy Corp. in May 2012. Discovery Energy Corp. was founded in 2006 and is based in Houston, Texas.",Houston,713 840 6495,TX,1640908800,United States,http://www.discoveryenergy.com,86400,One Riverway Drive,713 622 1937,Oil & Gas E&P,Suite 1700
t-2,DENR,-7567365.0,154364992,,,-931959,,-931959,309004,0,-319004,-319004,,-612955,,,,0,0,319004,0,-612955,,-931959,-931959,21316586.0,10520157.0,-7567365.0,2952792.0,154340.0,-29267937.0,229646.0,36965.0,15232.0,10401407.0,6001389.0,229646.0,2883915.0,31912.0,24.0,118750.0,3057503.0,401046.0,120000.0,120000.0,78924.0,-22675.0,1816.0,-24491.0,1940355.0,,-10369495.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DISCOVERY ENERGY CORP,us_market,4,Other OTC,Discovery Energy Corp.,USD,896,1291,0.0489,0.489,0.1 - 0.2,-0.0511,-0.2555,0.1,0.2,1594935420,1594935420,1594935420,-0.04,0,-0.046,0.14599167,0.0029083341,0.019921234,0.15736242,-0.008462414,-0.05377659,22984948,-3.2369566,15,America/New_York,EDT,-14400000,False,False,0.0,0.1489 - 0.1489,0.1489,0.0,0.0,0,0,finmb_46693902,0.1489,1630428869,0.0,0.1489,0.1489,0.1489,4,-0.37,,,0.2,0.1,0.146,0.1574,896,1.29k,154.36M,,51.7M,66.50%,0.00%,,,,,,,,,,,0.00%,,,,,"Feb 27, 2021","May 30, 2021",0.00%,0.00%,-75.23%,,,,,,,-5.7M,-0.0400,,14.98k,0,5.74M,,0.01,-0.05,-144.86k,-713.29k,Value,77056,Energy,3,"Discovery Energy Corp., an exploration stage company, engages in the exploration and development of oil and gas properties. It holds a 100% working interest in the petroleum exploration license 512 prospect covering an area of 584,651 gross acres located in South Australia. The company was formerly known as Santos Resource Corp. and changed its name to Discovery Energy Corp. in May 2012. Discovery Energy Corp. was founded in 2006 and is based in Houston, Texas.",Houston,713 840 6495,TX,1640908800,United States,http://www.discoveryenergy.com,86400,One Riverway Drive,713 622 1937,Oil & Gas E&P,Suite 1700
t-3,DENR,-6637222.0,154364992,,,-1760142,,-1760142,1133869,0,-1157619,-1157619,,-602525,,,,0,0,1157619,0,-602523,,-1760142,-1760142,21316586.0,9691406.0,-6637222.0,3054184.0,154340.0,-28335978.0,227830.0,36770.0,37907.0,9572656.0,5573879.0,227830.0,2883915.0,133499.0,12.0,118750.0,2805358.0,477921.0,120000.0,50000.0,5476.0,-37227.0,841.0,-88068.0,769888.0,50000.0,-9439157.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DISCOVERY ENERGY CORP,us_market,4,Other OTC,Discovery Energy Corp.,USD,896,1291,0.0489,0.489,0.1 - 0.2,-0.0511,-0.2555,0.1,0.2,1594935420,1594935420,1594935420,-0.04,0,-0.046,0.14599167,0.0029083341,0.019921234,0.15736242,-0.008462414,-0.05377659,22984948,-3.2369566,15,America/New_York,EDT,-14400000,False,False,0.0,0.1489 - 0.1489,0.1489,0.0,0.0,0,0,finmb_46693902,0.1489,1630428869,0.0,0.1489,0.1489,0.1489,4,-0.37,,,0.2,0.1,0.146,0.1574,896,1.29k,154.36M,,51.7M,66.50%,0.00%,,,,,,,,,,,0.00%,,,,,"Feb 27, 2021","May 30, 2021",0.00%,0.00%,-75.23%,,,,,,,-5.7M,-0.0400,,14.98k,0,5.74M,,0.01,-0.05,-144.86k,-713.29k,Value,77056,Energy,3,"Discovery Energy Corp., an exploration stage company, engages in the exploration and development of oil and gas properties. It holds a 100% working interest in the petroleum exploration license 512 prospect covering an area of 584,651 gross acres located in South Australia. The company was formerly known as Santos Resource Corp. and changed its name to Discovery Energy Corp. in May 2012. Discovery Energy Corp. was founded in 2006 and is based in Houston, Texas.",Houston,713 840 6495,TX,1640908800,United States,http://www.discoveryenergy.com,86400,One Riverway Drive,713 622 1937,Oil & Gas E&P,Suite 1700
