Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,otherCurrentAssets,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,otherCashflowsFromFinancingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,gmtOffSetMilliseconds,esgPopulated,tradeable,market,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,priceHint,marketState,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,GENMF,13825025.0,140540000,,,-2236033,,-2236033,209648,-2869009,-3303245,-3303245,,-8278,,,,0,0,3303245,2869009,1067212,,-2236033,-2236033,1558016.0,13825025.0,33545.0,15383041.0,31721982.0,-25994035.0,8097078.0,38229.0,10172887.0,1376030.0,8097078.0,738981.0,14605831.0,3745440.0,362298.0,1308666.0,,153660.0,-393230.0,153660.0,-7367.0,2127681.0,-182451.0,2135048.0,-1489473.0,-3770814.0,25784.0,120803.0,-1105687.0,,,13229801.0,en-US,US,EQUITY,False,Delayed Quote,USD,-4.6836963,0.6268 - 0.6787,0.6576,0.0,0.0,0,0,finmb_553300780,Other OTC,Generation Mining Limited,CAD,84225,27633,-14400000,False,False,us_market,PNK,-0.057,0.098,0.7078889,-0.0810889,-0.11455032,0.7687826,-0.14198261,-0.18468499,88090472,6.3959184,15,America/New_York,EDT,0.6268,1630517404,-0.030799985,0.6787,0.6787,0.6268,48562,GENERATION MINING LIMITED,4,POST,0,0.0898,0.16722533,0.537 - 1.02,-0.39319998,-0.38549018,0.537,1.02,1.63,,,1.02,0.537,0.7079,0.7688,84.22k,27.63k,140.54M,,114.82M,25.76%,3.48%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-50.53%,-63.93%,,,,-7.98M,-12.7M,-9.34M,-0.0570,,13.92M,0.1,215.81k,1.56,10.61,0.10,-11.26M,-5.49M,Value,M5X 1B1,Basic Materials,"Generation Mining Limited, a mineral exploration and development stage company, focuses on base and precious metal deposits in Canada. The company explores for zinc, lead, silver, molybdenum, copper, gold, diamond, tungsten, platinum, and palladium deposits. It primarily holds 80.7% interest in the Marathon Palladium and Copper project covering an area of 22,000 hectares located in north-western Ontario. The company was incorporated in 2018 and is based in Toronto, Canada.",Toronto,416 640 0280,ON,1609372800,Canada,http://www.genmining.com,86400,100 King Street West,416 361 2519,Other Industrial Metals & Mining,Suite 7010 PO Box 70
t-1,GENMF,13701422.0,140540000,,,-3170324,,-3170324,221716,-3359924,-3736916,-3736916,,-8278,,,,0,0,3736916,3359924,566592,,-3170324,-3170324,1958613.0,13701422.0,20724.0,15660035.0,28372920.0,-23758002.0,9086504.0,38211.0,11662360.0,1767198.0,9086504.0,764765.0,14857059.0,,483119.0,1714717.0,,67000.0,557650.0,67001.0,-7098.0,3411744.0,216636.0,3611168.0,408010.0,-3070735.0,19918.0,50912.0,-745527.0,-192326.0,1.0,13089861.0,en-US,US,EQUITY,False,Delayed Quote,USD,-4.6836963,0.6268 - 0.6787,0.6576,0.0,0.0,0,0,finmb_553300780,Other OTC,Generation Mining Limited,CAD,84225,27633,-14400000,False,False,us_market,PNK,-0.057,0.098,0.7078889,-0.0810889,-0.11455032,0.7687826,-0.14198261,-0.18468499,88090472,6.3959184,15,America/New_York,EDT,0.6268,1630517404,-0.030799985,0.6787,0.6787,0.6268,48562,GENERATION MINING LIMITED,4,POST,0,0.0898,0.16722533,0.537 - 1.02,-0.39319998,-0.38549018,0.537,1.02,1.63,,,1.02,0.537,0.7079,0.7688,84.22k,27.63k,140.54M,,114.82M,25.76%,3.48%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-50.53%,-63.93%,,,,-7.98M,-12.7M,-9.34M,-0.0570,,13.92M,0.1,215.81k,1.56,10.61,0.10,-11.26M,-5.49M,Value,M5X 1B1,Basic Materials,"Generation Mining Limited, a mineral exploration and development stage company, focuses on base and precious metal deposits in Canada. The company explores for zinc, lead, silver, molybdenum, copper, gold, diamond, tungsten, platinum, and palladium deposits. It primarily holds 80.7% interest in the Marathon Palladium and Copper project covering an area of 22,000 hectares located in north-western Ontario. The company was incorporated in 2018 and is based in Toronto, Canada.",Toronto,416 640 0280,ON,1609372800,Canada,http://www.genmining.com,86400,100 King Street West,416 361 2519,Other Industrial Metals & Mining,Suite 7010 PO Box 70
t-2,GENMF,13297628.0,140540000,,,-6204743,,-6204743,173204,-2684228,-2997418,-2997418,,-13590,,,,0,0,2997418,2684228,-3207325,,-6204743,-6204743,1602575.0,13297628.0,2770.0,14900203.0,24540248.0,-20587678.0,9345058.0,38187.0,11254350.0,1402354.0,9345058.0,790549.0,14071467.0,2088750.0,353545.0,1175020.0,15431.0,652500.0,551317.0,658365.0,-6839.0,15770.0,-169225.0,22609.0,-1986720.0,-2660855.0,25785.0,1300926.0,1835085.0,-192326.0,1.0,12669113.0,en-US,US,EQUITY,False,Delayed Quote,USD,-4.6836963,0.6268 - 0.6787,0.6576,0.0,0.0,0,0,finmb_553300780,Other OTC,Generation Mining Limited,CAD,84225,27633,-14400000,False,False,us_market,PNK,-0.057,0.098,0.7078889,-0.0810889,-0.11455032,0.7687826,-0.14198261,-0.18468499,88090472,6.3959184,15,America/New_York,EDT,0.6268,1630517404,-0.030799985,0.6787,0.6787,0.6268,48562,GENERATION MINING LIMITED,4,POST,0,0.0898,0.16722533,0.537 - 1.02,-0.39319998,-0.38549018,0.537,1.02,1.63,,,1.02,0.537,0.7079,0.7688,84.22k,27.63k,140.54M,,114.82M,25.76%,3.48%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-50.53%,-63.93%,,,,-7.98M,-12.7M,-9.34M,-0.0570,,13.92M,0.1,215.81k,1.56,10.61,0.10,-11.26M,-5.49M,Value,M5X 1B1,Basic Materials,"Generation Mining Limited, a mineral exploration and development stage company, focuses on base and precious metal deposits in Canada. The company explores for zinc, lead, silver, molybdenum, copper, gold, diamond, tungsten, platinum, and palladium deposits. It primarily holds 80.7% interest in the Marathon Palladium and Copper project covering an area of 22,000 hectares located in north-western Ontario. The company was incorporated in 2018 and is based in Toronto, Canada.",Toronto,416 640 0280,ON,1609372800,Canada,http://www.genmining.com,86400,100 King Street West,416 361 2519,Other Industrial Metals & Mining,Suite 7010 PO Box 70
t-3,GENMF,19339774.0,140540000,,,2267310,,2267310,434492,-1328867,-2720322,-2720322,,-13722,,,,0,0,2720322,1328867,4987632,,2267310,2267310,1053315.0,19339774.0,24425.0,20393089.0,24499021.0,-14382935.0,9223688.0,38418.0,13241070.0,845156.0,9223688.0,816334.0,19538337.0,4136930.0,1970171.0,602049.0,,652500.0,284543.0,-27909.0,-6587.0,703213.0,-127481.0,709800.0,-1082673.0,-1757977.0,28521.0,-1387623.0,-2823247.0,-192326.0,-27909.0,18693181.0,en-US,US,EQUITY,False,Delayed Quote,USD,-4.6836963,0.6268 - 0.6787,0.6576,0.0,0.0,0,0,finmb_553300780,Other OTC,Generation Mining Limited,CAD,84225,27633,-14400000,False,False,us_market,PNK,-0.057,0.098,0.7078889,-0.0810889,-0.11455032,0.7687826,-0.14198261,-0.18468499,88090472,6.3959184,15,America/New_York,EDT,0.6268,1630517404,-0.030799985,0.6787,0.6787,0.6268,48562,GENERATION MINING LIMITED,4,POST,0,0.0898,0.16722533,0.537 - 1.02,-0.39319998,-0.38549018,0.537,1.02,1.63,,,1.02,0.537,0.7079,0.7688,84.22k,27.63k,140.54M,,114.82M,25.76%,3.48%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-50.53%,-63.93%,,,,-7.98M,-12.7M,-9.34M,-0.0570,,13.92M,0.1,215.81k,1.56,10.61,0.10,-11.26M,-5.49M,Value,M5X 1B1,Basic Materials,"Generation Mining Limited, a mineral exploration and development stage company, focuses on base and precious metal deposits in Canada. The company explores for zinc, lead, silver, molybdenum, copper, gold, diamond, tungsten, platinum, and palladium deposits. It primarily holds 80.7% interest in the Marathon Palladium and Copper project covering an area of 22,000 hectares located in north-western Ontario. The company was incorporated in 2018 and is based in Toronto, Canada.",Toronto,416 640 0280,ON,1609372800,Canada,http://www.genmining.com,86400,100 King Street West,416 361 2519,Other Industrial Metals & Mining,Suite 7010 PO Box 70
