Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry
t0,DHCC,-6919181.0,36297600,,,-110580,,-110580,184633,0,-184633,-184633,,-139042,,,,0,0,184633,0,74053,,-110580,-135980,35430445.0,12380640.0,-6919181.0,959900.0,5482319.0,39052.0,1475.0,-39156790.0,-3231888.0,80.0,4667.0,12193140.0,2254838.0,-3083672.0,5476097.0,6142.0,187500.0,278331.0,269933,74159,74159,536,935,-73224,-240507,-12186998.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_355578,Other OTC,USD,53428,95800,0.17899999,1.7722771,0.101 - 0.49,-0.21000001,-0.42857143,0.101,0.49,-0.038,-14400000,-0.199,0.30741668,-0.027416676,-0.08918409,0.28368115,-0.003681153,4,DIAMONDHEAD CASINO CORP,Diamondhead Casino Corporation,0.28,1630431809,0.0,0.28,0.28,0.28,22771,REGULAR,PNK,us_market,-0.012976375,10163328,-1.4070352,15,America/New_York,EDT,False,False,0,0.93,,,0.49,0.101,0.3074,0.2837,53.43k,95.8k,36.3M,,26.71M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2019",0.00%,0.00%,-7.44%,,,,,,-623.63k,-1.38M,-0.0380,,4.67k,0,4.46M,,0.00,-0.20,-126.34k,468.36k,Value,22314,Financial Services,1,"Diamondhead Casino Corporation does not have significant operations. It intends to construct a casino resort and other amenities in Diamondhead, Mississippi. The company was formerly known as Europa Cruises Corporation and changed its name to Diamondhead Casino Corporation in November 2002. Diamondhead Casino Corporation was incorporated in 1988 and is based in Alexandria, Virginia.",Alexandria,703 683 6800,VA,1577750400,United States,86400,1013 Princess Street,Shell Companies
t-1,DHCC,-6783201.0,36297600,,,107601,,107601,151242,0,-151242,-151242,,-143032,,,,0,0,151242,0,258843,,107601,82201,35430445.0,12244261.0,-6783201.0,1158157.0,5481920.0,39052.0,2011.0,-39020810.0,-3231888.0,80.0,3732.0,12056761.0,2172535.0,-3083672.0,5476097.0,5743.0,187500.0,279763.0,280927,18217,18217,893,-2892,-21109,-417843,-12051018.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_355578,Other OTC,USD,53428,95800,0.17899999,1.7722771,0.101 - 0.49,-0.21000001,-0.42857143,0.101,0.49,-0.038,-14400000,-0.199,0.30741668,-0.027416676,-0.08918409,0.28368115,-0.003681153,4,DIAMONDHEAD CASINO CORP,Diamondhead Casino Corporation,0.28,1630431809,0.0,0.28,0.28,0.28,22771,REGULAR,PNK,us_market,-0.012976375,10163328,-1.4070352,15,America/New_York,EDT,False,False,0,0.93,,,0.49,0.101,0.3074,0.2837,53.43k,95.8k,36.3M,,26.71M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2019",0.00%,0.00%,-7.44%,,,,,,-623.63k,-1.38M,-0.0380,,4.67k,0,4.46M,,0.00,-0.20,-126.34k,468.36k,Value,22314,Financial Services,1,"Diamondhead Casino Corporation does not have significant operations. It intends to construct a casino resort and other amenities in Diamondhead, Mississippi. The company was formerly known as Europa Cruises Corporation and changed its name to Diamondhead Casino Corporation in November 2002. Diamondhead Casino Corporation was incorporated in 1988 and is based in Alexandria, Virginia.",Alexandria,703 683 6800,VA,1577750400,United States,86400,1013 Princess Street,Shell Companies
t-2,DHCC,-6865402.0,36297600,,,-1007008,,-1007008,187699,0,-187699,-187699,,-180991,,,,0,0,187699,0,-819309,,-1007008,-1032408,35430445.0,12330247.0,-6865402.0,1536950.0,5485705.0,39052.0,2904.0,-39103011.0,-3231888.0,80.0,6624.0,12142747.0,2146269.0,-3083672.0,5476097.0,9528.0,187500.0,279763.0,307853,26492,26492,13704,6624,-19868,658350,-12133219.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_355578,Other OTC,USD,53428,95800,0.17899999,1.7722771,0.101 - 0.49,-0.21000001,-0.42857143,0.101,0.49,-0.038,-14400000,-0.199,0.30741668,-0.027416676,-0.08918409,0.28368115,-0.003681153,4,DIAMONDHEAD CASINO CORP,Diamondhead Casino Corporation,0.28,1630431809,0.0,0.28,0.28,0.28,22771,REGULAR,PNK,us_market,-0.012976375,10163328,-1.4070352,15,America/New_York,EDT,False,False,0,0.93,,,0.49,0.101,0.3074,0.2837,53.43k,95.8k,36.3M,,26.71M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2019",0.00%,0.00%,-7.44%,,,,,,-623.63k,-1.38M,-0.0380,,4.67k,0,4.46M,,0.00,-0.20,-126.34k,468.36k,Value,22314,Financial Services,1,"Diamondhead Casino Corporation does not have significant operations. It intends to construct a casino resort and other amenities in Diamondhead, Mississippi. The company was formerly known as Europa Cruises Corporation and changed its name to Diamondhead Casino Corporation in November 2002. Diamondhead Casino Corporation was incorporated in 1988 and is based in Alexandria, Virginia.",Alexandria,703 683 6800,VA,1577750400,United States,86400,1013 Princess Street,Shell Companies
t-3,DHCC,-5832994.0,36297600,,,-350404,,-350404,194325,0,-194325,-194325,,-140077,,,,0,0,194325,0,-156079,,-350404,-375804,35430445.0,11304919.0,-5832994.0,839700.0,5492785.0,39052.0,16608.0,-38070603.0,-3231888.0,80.0,,11117419.0,2114795.0,-3083672.0,5476097.0,16608.0,187500.0,274256.0,294676,59167,59167,-15422,-4590,-63757,658350,-11100811.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_355578,Other OTC,USD,53428,95800,0.17899999,1.7722771,0.101 - 0.49,-0.21000001,-0.42857143,0.101,0.49,-0.038,-14400000,-0.199,0.30741668,-0.027416676,-0.08918409,0.28368115,-0.003681153,4,DIAMONDHEAD CASINO CORP,Diamondhead Casino Corporation,0.28,1630431809,0.0,0.28,0.28,0.28,22771,REGULAR,PNK,us_market,-0.012976375,10163328,-1.4070352,15,America/New_York,EDT,False,False,0,0.93,,,0.49,0.101,0.3074,0.2837,53.43k,95.8k,36.3M,,26.71M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2019",0.00%,0.00%,-7.44%,,,,,,-623.63k,-1.38M,-0.0380,,4.67k,0,4.46M,,0.00,-0.20,-126.34k,468.36k,Value,22314,Financial Services,1,"Diamondhead Casino Corporation does not have significant operations. It intends to construct a casino resort and other amenities in Diamondhead, Mississippi. The company was formerly known as Europa Cruises Corporation and changed its name to Diamondhead Casino Corporation in November 2002. Diamondhead Casino Corporation was incorporated in 1988 and is based in Alexandria, Virginia.",Alexandria,703 683 6800,VA,1577750400,United States,86400,1013 Princess Street,Shell Companies
