Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,longTermDebt,accountsPayable,otherCurrentAssets,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 14, 2013) 4","Short Ratio (May 14, 2013) 4","Short % of Float (May 14, 2013) 4","Short % of Shares Outstanding (May 14, 2013) 4","Shares Short (prior month Apr 14, 2013) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,ICLTF,12175462.0,23810600,,,-1527178,,-1527178,1445737,0,-1445737,-1445737,,-30685,,,,0,0,1445737,0,-81441,,-1527178,-1527178,5138453.0,12175462.0,17313915.0,38362027.0,-26559101.0,372536.0,5281615.0,1436153.0,372536.0,11516475.0,5797440.0,121389.0,3702300.0,1436153.0,,650759,709152,799402,3973391,4912286,-532243,1000000,3788302,-1923386,11665118,-61105,-573117,-11516475,4361287.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GREENFIRST FOREST PRODUCTS INC,False,False,PNK,1.48,1630525810,0.0,1.5,1.55,1.42,218205,PRE,0,4,0.0,1.42 - 1.55,1.48,0.0,0.0,0,0,finmb_62122824,GreenFirst Forest Products Inc.,Other OTC,CAD,56551,205342,1.1700001,3.7741938,0.31 - 9.15,-7.6699996,-0.83825135,0.31,9.15,1533859200,-0.09,0.744,1.8114285,-0.33142853,-0.18296528,3.6863768,-2.2063768,-0.59852177,35159620,1.9892473,15,America/New_York,EDT,-14400000,,,,9.15,0.31,1.8114,3.6864,56.55k,205.34k,23.81M,,4.66M,59.59%,16.12%,4.28k,0.34,0.01%,0.01%,191,,,,,,0.00%,"Aug 09, 2018","Jul 23, 2018",100:240,"Sep 30, 2009","Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-10.48%,-17.79%,,,,,,-2.25M,-0.0900,,5.4M,0.33,3.7M,30.41,4.04,0.74,-1.6M,-12.23M,Value,V6B 0M3,Financial Services,"GreenFirst Forest Products Inc. focuses on investments in the forest products industry in Canada. It owns a sawmill in Kenora. The company was formerly known as Itasca Capital Ltd. and changed its name to GreenFirst Forest Products Inc. in January 2021. GreenFirst Forest Products Inc. is headquartered in Vancouver, Canada.",Vancouver,BC,1577750400,Canada,http://www.gffp.ca,86400,510 West Georgia Street,Asset Management,Suite 1800
t-1,ICLTF,12627583.0,23810600,,,-353500,,-353500,740139,0,-740139,-740139,,-30685,,,,0,0,740139,0,386639,,-353500,-353500,727001.0,12627583.0,13354584.0,37512495.0,-25028527.0,143615.0,1493313.0,727001.0,143615.0,,13354584.0,115042.0,,727001.0,11665118.0,650759,617849,-11665118,3973391,-77073,197131,1000000,-11555515,186676,-11665118,-77073,-274804,-11516475,12627583.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GREENFIRST FOREST PRODUCTS INC,False,False,PNK,1.48,1630525810,0.0,1.5,1.55,1.42,218205,PRE,0,4,0.0,1.42 - 1.55,1.48,0.0,0.0,0,0,finmb_62122824,GreenFirst Forest Products Inc.,Other OTC,CAD,56551,205342,1.1700001,3.7741938,0.31 - 9.15,-7.6699996,-0.83825135,0.31,9.15,1533859200,-0.09,0.744,1.8114285,-0.33142853,-0.18296528,3.6863768,-2.2063768,-0.59852177,35159620,1.9892473,15,America/New_York,EDT,-14400000,,,,9.15,0.31,1.8114,3.6864,56.55k,205.34k,23.81M,,4.66M,59.59%,16.12%,4.28k,0.34,0.01%,0.01%,191,,,,,,0.00%,"Aug 09, 2018","Jul 23, 2018",100:240,"Sep 30, 2009","Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-10.48%,-17.79%,,,,,,-2.25M,-0.0900,,5.4M,0.33,3.7M,30.41,4.04,0.74,-1.6M,-12.23M,Value,V6B 0M3,Financial Services,"GreenFirst Forest Products Inc. focuses on investments in the forest products industry in Canada. It owns a sawmill in Kenora. The company was formerly known as Itasca Capital Ltd. and changed its name to GreenFirst Forest Products Inc. in January 2021. GreenFirst Forest Products Inc. is headquartered in Vancouver, Canada.",Vancouver,BC,1577750400,Canada,http://www.gffp.ca,86400,510 West Georgia Street,Asset Management,Suite 1800
t-2,ICLTF,13332960.0,23810600,,,-80026,,-80026,105700,0,-105700,-105700,,-30685,,,,0,0,105700,0,25674,,-80026,-80026,109152.0,13332960.0,13442112.0,37589568.0,-24673386.0,416778.0,13048828.0,109152.0,416778.0,,13442112.0,323801.0,,109152.0,,650759,-31600,-11665118,3973391,-77073,-71791,1000000,-711026,-711026,-11665118,-77073,-527611,-11516475,13332960.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GREENFIRST FOREST PRODUCTS INC,False,False,PNK,1.48,1630525810,0.0,1.5,1.55,1.42,218205,PRE,0,4,0.0,1.42 - 1.55,1.48,0.0,0.0,0,0,finmb_62122824,GreenFirst Forest Products Inc.,Other OTC,CAD,56551,205342,1.1700001,3.7741938,0.31 - 9.15,-7.6699996,-0.83825135,0.31,9.15,1533859200,-0.09,0.744,1.8114285,-0.33142853,-0.18296528,3.6863768,-2.2063768,-0.59852177,35159620,1.9892473,15,America/New_York,EDT,-14400000,,,,9.15,0.31,1.8114,3.6864,56.55k,205.34k,23.81M,,4.66M,59.59%,16.12%,4.28k,0.34,0.01%,0.01%,191,,,,,,0.00%,"Aug 09, 2018","Jul 23, 2018",100:240,"Sep 30, 2009","Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-10.48%,-17.79%,,,,,,-2.25M,-0.0900,,5.4M,0.33,3.7M,30.41,4.04,0.74,-1.6M,-12.23M,Value,V6B 0M3,Financial Services,"GreenFirst Forest Products Inc. focuses on investments in the forest products industry in Canada. It owns a sawmill in Kenora. The company was formerly known as Itasca Capital Ltd. and changed its name to GreenFirst Forest Products Inc. in January 2021. GreenFirst Forest Products Inc. is headquartered in Vancouver, Canada.",Vancouver,BC,1577750400,Canada,http://www.gffp.ca,86400,510 West Georgia Street,Asset Management,Suite 1800
t-3,ICLTF,13940595.0,23810600,,,-288818,,-288818,274234,0,-274234,-274234,,-30685,,,,0,0,274234,0,-14584,,-288818,-288818,140752.0,13940595.0,14081347.0,37589568.0,-24590294.0,941321.0,13759854.0,140752.0,941321.0,,14081347.0,271630.0,,140752.0,,650759,-35415,-11665118,3973391,-77073,51998,1000000,847861,847861,-11665118,-77073,1120096,-11516475,13940595.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GREENFIRST FOREST PRODUCTS INC,False,False,PNK,1.48,1630525810,0.0,1.5,1.55,1.42,218205,PRE,0,4,0.0,1.42 - 1.55,1.48,0.0,0.0,0,0,finmb_62122824,GreenFirst Forest Products Inc.,Other OTC,CAD,56551,205342,1.1700001,3.7741938,0.31 - 9.15,-7.6699996,-0.83825135,0.31,9.15,1533859200,-0.09,0.744,1.8114285,-0.33142853,-0.18296528,3.6863768,-2.2063768,-0.59852177,35159620,1.9892473,15,America/New_York,EDT,-14400000,,,,9.15,0.31,1.8114,3.6864,56.55k,205.34k,23.81M,,4.66M,59.59%,16.12%,4.28k,0.34,0.01%,0.01%,191,,,,,,0.00%,"Aug 09, 2018","Jul 23, 2018",100:240,"Sep 30, 2009","Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-10.48%,-17.79%,,,,,,-2.25M,-0.0900,,5.4M,0.33,3.7M,30.41,4.04,0.74,-1.6M,-12.23M,Value,V6B 0M3,Financial Services,"GreenFirst Forest Products Inc. focuses on investments in the forest products industry in Canada. It owns a sawmill in Kenora. The company was formerly known as Itasca Capital Ltd. and changed its name to GreenFirst Forest Products Inc. in January 2021. GreenFirst Forest Products Inc. is headquartered in Vancouver, Canada.",Vancouver,BC,1577750400,Canada,http://www.gffp.ca,86400,510 West Georgia Street,Asset Management,Suite 1800
