Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermDebt,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,WC,language,region,quoteType,quoteSourceName,triggerable,currency,marketState,shortName,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,tradeable,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Aug 12, 2021) 4","Short Ratio (Aug 12, 2021) 4","Short % of Float (Aug 12, 2021) 4","Short % of Shares Outstanding (Aug 12, 2021) 4",Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DATS,1648526.0,16280600,,,-996771,,-996771,717673,-279135,-996808,-996808,,-97,,,,0,0,996808,279135,37,,-996771,-996771,19405470.0,170593.0,1648526.0,1819119.0,1339.0,-17758283.0,1628100.0,169913.0,5362.0,21946.0,1797173.0,680.0,123611.0,,,20353,-5064,1587908,-150499,1592972,937677,-650231,6686,470000,1627260.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,REGULAR,"DatChat, Inc.",NCM,"DatChat, Inc.",finmb_307893373,America/New_York,EDT,-14400000,us_market,False,1628861400000,2,-0.17039967,-2.236216,1630503640,7.4496,7.74,7.26 - 7.74,7.26,154960,7.62,0.0,7.75,14,12,NasdaqCM,USD,7.65,5897907,5501685,4.1396003,1.2506346,3.31 - 8.67,-1.2203999,-0.14076123,3.31,8.67,-0.134,0.123,5.855385,1.5942154,0.27226484,5.855385,1.5942154,0.27226484,121283960,60.565853,15,0,2021-08-13,False,DatChat,,122.81%,26.30%,8.67,3.31,5.86,5.86,5.9M,5.5M,16.28M,,9.27M,30.73%,4.61%,,0,0.00%,0.00%,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,-270.25%,,,,-494k,,-1.77M,-0.13,,1.63M,0.12,30.62k,1.86,10.58,0.12,-1.48M,,Value,08901,Technology,6,"DatChat, Inc. a communication software company, develops mobile messaging application. The company offers DatChat Messenger & Private Social Network, a mobile application that gives users the ability to communicate with privacy and protection. It also develops a blockchain-based decentralized communications platform that allows consumers and businesses to connect directly with each other. The company was formerly known as Yssup, Inc. and changed its name to DatChat, Inc. in September 2016. DatChat, Inc. was incorporated in 2014 and is based in New Brunswick, New Jersey.",New Brunswick,732-354-4766,NJ,1609372800,United States,http://www.datchat.com,86400,65 Church Street,Software—Application,2nd Floor
t-1,DATS,582325.0,16280600,,,-282990,,-282990,190041,-156099,-346141,-346141,,-8576,,,,0,0,346141,156099,63151,,-282990,-282990,17341282.0,161990.0,582325.0,744315.0,2545.0,-16761512.0,690423.0,159993.0,4045.0,28632.0,715683.0,1997.0,103340.0,10.0,10.0,5457,-85927,551561,21090,637488,226889,-324673,-5720,-62511,555690.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,REGULAR,"DatChat, Inc.",NCM,"DatChat, Inc.",finmb_307893373,America/New_York,EDT,-14400000,us_market,False,1628861400000,2,-0.17039967,-2.236216,1630503640,7.4496,7.74,7.26 - 7.74,7.26,154960,7.62,0.0,7.75,14,12,NasdaqCM,USD,7.65,5897907,5501685,4.1396003,1.2506346,3.31 - 8.67,-1.2203999,-0.14076123,3.31,8.67,-0.134,0.123,5.855385,1.5942154,0.27226484,5.855385,1.5942154,0.27226484,121283960,60.565853,15,0,2021-08-13,False,DatChat,,122.81%,26.30%,8.67,3.31,5.86,5.86,5.9M,5.5M,16.28M,,9.27M,30.73%,4.61%,,0,0.00%,0.00%,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,-270.25%,,,,-494k,,-1.77M,-0.13,,1.63M,0.12,30.62k,1.86,10.58,0.12,-1.48M,,Value,08901,Technology,6,"DatChat, Inc. a communication software company, develops mobile messaging application. The company offers DatChat Messenger & Private Social Network, a mobile application that gives users the ability to communicate with privacy and protection. It also develops a blockchain-based decentralized communications platform that allows consumers and businesses to connect directly with each other. The company was formerly known as Yssup, Inc. and changed its name to DatChat, Inc. in September 2016. DatChat, Inc. was incorporated in 2014 and is based in New Brunswick, New Jersey.",New Brunswick,732-354-4766,NJ,1609372800,United States,http://www.datchat.com,86400,65 Church Street,Software—Application,2nd Floor
t-2,DATS,582325.0,16280600,,,-282990,,-282990,190041,-156099,-346141,-346141,,-8576,,,,0,0,346141,156099,63151,,-282990,-282990,17341282.0,161990.0,582325.0,744315.0,2545.0,-16761512.0,690423.0,159993.0,4045.0,28632.0,715683.0,1997.0,103340.0,10.0,10.0,5457,-85927,551561,21090,637488,226889,-324673,-5720,-62511,555690.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,REGULAR,"DatChat, Inc.",NCM,"DatChat, Inc.",finmb_307893373,America/New_York,EDT,-14400000,us_market,False,1628861400000,2,-0.17039967,-2.236216,1630503640,7.4496,7.74,7.26 - 7.74,7.26,154960,7.62,0.0,7.75,14,12,NasdaqCM,USD,7.65,5897907,5501685,4.1396003,1.2506346,3.31 - 8.67,-1.2203999,-0.14076123,3.31,8.67,-0.134,0.123,5.855385,1.5942154,0.27226484,5.855385,1.5942154,0.27226484,121283960,60.565853,15,0,2021-08-13,False,DatChat,,122.81%,26.30%,8.67,3.31,5.86,5.86,5.9M,5.5M,16.28M,,9.27M,30.73%,4.61%,,0,0.00%,0.00%,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,-270.25%,,,,-494k,,-1.77M,-0.13,,1.63M,0.12,30.62k,1.86,10.58,0.12,-1.48M,,Value,08901,Technology,6,"DatChat, Inc. a communication software company, develops mobile messaging application. The company offers DatChat Messenger & Private Social Network, a mobile application that gives users the ability to communicate with privacy and protection. It also develops a blockchain-based decentralized communications platform that allows consumers and businesses to connect directly with each other. The company was formerly known as Yssup, Inc. and changed its name to DatChat, Inc. in September 2016. DatChat, Inc. was incorporated in 2014 and is based in New Brunswick, New Jersey.",New Brunswick,732-354-4766,NJ,1609372800,United States,http://www.datchat.com,86400,65 Church Street,Software—Application,2nd Floor
t-3,DATS,-339880.0,16280600,,,-207962,,-207962,114186,-79601,-193787,-193787,,-14176,,,,0,0,193787,79601,-14175,,-207962,-207962,,,-339880.0,,,,,,,,,,,,,-12609,-6890,274909,-55592,281799,4338,-270571,5592,-62511,,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,REGULAR,"DatChat, Inc.",NCM,"DatChat, Inc.",finmb_307893373,America/New_York,EDT,-14400000,us_market,False,1628861400000,2,-0.17039967,-2.236216,1630503640,7.4496,7.74,7.26 - 7.74,7.26,154960,7.62,0.0,7.75,14,12,NasdaqCM,USD,7.65,5897907,5501685,4.1396003,1.2506346,3.31 - 8.67,-1.2203999,-0.14076123,3.31,8.67,-0.134,0.123,5.855385,1.5942154,0.27226484,5.855385,1.5942154,0.27226484,121283960,60.565853,15,0,2021-08-13,False,DatChat,,122.81%,26.30%,8.67,3.31,5.86,5.86,5.9M,5.5M,16.28M,,9.27M,30.73%,4.61%,,0,0.00%,0.00%,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,,-270.25%,,,,-494k,,-1.77M,-0.13,,1.63M,0.12,30.62k,1.86,10.58,0.12,-1.48M,,Value,08901,Technology,6,"DatChat, Inc. a communication software company, develops mobile messaging application. The company offers DatChat Messenger & Private Social Network, a mobile application that gives users the ability to communicate with privacy and protection. It also develops a blockchain-based decentralized communications platform that allows consumers and businesses to connect directly with each other. The company was formerly known as Yssup, Inc. and changed its name to DatChat, Inc. in September 2016. DatChat, Inc. was incorporated in 2014 and is based in New Brunswick, New Jersey.",New Brunswick,732-354-4766,NJ,1609372800,United States,http://www.datchat.com,86400,65 Church Street,Software—Application,2nd Floor
