Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsCurrentYear,priceEpsCurrentYear,gmtOffSetMilliseconds,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Apr 14, 2021) 4","Short Ratio (Apr 14, 2021) 4","Short % of Float (Apr 14, 2021) 4","Short % of Shares Outstanding (Apr 14, 2021) 4","Shares Short (prior month Mar 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,ESGC,-451178000.0,357230016,,,-38614000,9649000,-38860000,30636000,18287000,-13897000,-13897000,,-8587000,,,,107000,46983000,60880000,28696000,-24717000,,-38721000,-44804000,357435000.0,1165425000.0,707132000.0,402470000.0,80649000.0,1119251000.0,80945000.0,20181000.0,-843373000.0,71229000.0,496213000.0,-527000.0,52432000.0,81807000.0,352077000.0,100213000.0,-527000.0,8120000.0,182706000.0,22345000.0,80718000.0,283826000.0,171215000.0,0.0,,,,,,,,,,,,-169371000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1.0749996,0.769 - 0.84,0.8,0.8097,0.8097,9,32,finmb_302289168,NYSE,USD,6691918,5237166,0.3086,0.6172,0.5 - 3.3,-2.4914,-0.7549697,0.5,3.3,1617193800,1617193800,1617193800,-0.16,-5.05375,-14400000,0.9275,-0.1189,-0.12819406,1.4096377,-0.6010377,4,Eros STX Global Corporation A,Eros STX Global Corporation,0.8086,1630510184,0.008599997,0.7764,0.84,0.769,2018771,REGULAR,NYQ,us_market,-0.42637742,306403616,15,America/New_York,EDT,False,False,0,,,,3.3,0.5,0.9275,1.4096,6.69M,5.24M,357.23M,,133.73M,11.31%,32.03%,11.6M,0.9,3.46%,3.06%,7.36M,,,,,,0.00%,,,,,"Sep 29, 2019","Sep 29, 2020",-30.48%,-23.25%,,,398.65M,34.45,-52.80%,173.59M,-90.42M,-185.91M,,,81.81M,0.4,384.04M,93.19,0.91,,-69.06M,,Value,91505,Communication Services,"Eros STX Global Corporation produces, markets, and distributes content to audiences around the world across traditional and digital media platforms. The company produces and distributes films, scripted and unscripted TV programming, and digital content across a variety of platforms. It also offers Eros Now, a subscription based OTT platform. Eros STX Global Corporation was founded in 2011 and is headquartered in Burbank, California.",Burbank,818 524 7000,CA,United States,http://erosstx.com,86400,3900 West Alameda Avenue,Entertainment,32nd Floor
t-1,ESGC,-871124000.0,357230016,,,10246000,9649000,10156000,27354000,51958000,24169000,24169000,,-5699000,,,,90000,97156000,72987000,45198000,-13923000,,10156000,-6514000,72194000.0,,557481000.0,-798930000.0,88581000.0,295225000.0,116000.0,1556000.0,-798645000.0,120434000.0,,-401000.0,30098000.0,55756000.0,170320000.0,,-401000.0,12388000.0,180545000.0,,122245000.0,256147000.0,29855000.0,-8274000.0,-76000.0,-10654000.0,-10654000.0,8424000.0,30051000.0,-11000.0,40792000.0,514000.0,-6049000.0,5677000.0,-76000.0,10225000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1.0749996,0.769 - 0.84,0.8,0.8097,0.8097,9,32,finmb_302289168,NYSE,USD,6691918,5237166,0.3086,0.6172,0.5 - 3.3,-2.4914,-0.7549697,0.5,3.3,1617193800,1617193800,1617193800,-0.16,-5.05375,-14400000,0.9275,-0.1189,-0.12819406,1.4096377,-0.6010377,4,Eros STX Global Corporation A,Eros STX Global Corporation,0.8086,1630510184,0.008599997,0.7764,0.84,0.769,2018771,REGULAR,NYQ,us_market,-0.42637742,306403616,15,America/New_York,EDT,False,False,0,,,,3.3,0.5,0.9275,1.4096,6.69M,5.24M,357.23M,,133.73M,11.31%,32.03%,11.6M,0.9,3.46%,3.06%,7.36M,,,,,,0.00%,,,,,"Sep 29, 2019","Sep 29, 2020",-30.48%,-23.25%,,,398.65M,34.45,-52.80%,173.59M,-90.42M,-185.91M,,,81.81M,0.4,384.04M,93.19,0.91,,-69.06M,,Value,91505,Communication Services,"Eros STX Global Corporation produces, markets, and distributes content to audiences around the world across traditional and digital media platforms. The company produces and distributes films, scripted and unscripted TV programming, and digital content across a variety of platforms. It also offers Eros Now, a subscription based OTT platform. Eros STX Global Corporation was founded in 2011 and is headquartered in Burbank, California.",Burbank,818 524 7000,CA,United States,http://erosstx.com,86400,3900 West Alameda Avenue,Entertainment,32nd Floor
t-2,ESGC,-889754000.0,357230016,,,-12976000,9649000,-13056500,60945500,47850500,-13606000,-13606000,,-5359000,,,,80500,94226500,107832500,46376000,630000,,-13056500,-29738500,97308000.0,,565207000.0,-792446000.0,80924000.0,292762000.0,116000.0,2099000.0,-792162000.0,118654000.0,,-400000.0,29836000.0,25705000.0,167377000.0,,-400000.0,13268000.0,152350000.0,,122898000.0,268081000.0,33250000.0,-12448500.0,-237500.0,-1039000.0,-1021500.0,-15949000.0,3915500.0,3500.0,5171000.0,557000.0,25597500.0,-6628500.0,-237500.0,-15027000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1.0749996,0.769 - 0.84,0.8,0.8097,0.8097,9,32,finmb_302289168,NYSE,USD,6691918,5237166,0.3086,0.6172,0.5 - 3.3,-2.4914,-0.7549697,0.5,3.3,1617193800,1617193800,1617193800,-0.16,-5.05375,-14400000,0.9275,-0.1189,-0.12819406,1.4096377,-0.6010377,4,Eros STX Global Corporation A,Eros STX Global Corporation,0.8086,1630510184,0.008599997,0.7764,0.84,0.769,2018771,REGULAR,NYQ,us_market,-0.42637742,306403616,15,America/New_York,EDT,False,False,0,,,,3.3,0.5,0.9275,1.4096,6.69M,5.24M,357.23M,,133.73M,11.31%,32.03%,11.6M,0.9,3.46%,3.06%,7.36M,,,,,,0.00%,,,,,"Sep 29, 2019","Sep 29, 2020",-30.48%,-23.25%,,,398.65M,34.45,-52.80%,173.59M,-90.42M,-185.91M,,,81.81M,0.4,384.04M,93.19,0.91,,-69.06M,,Value,91505,Communication Services,"Eros STX Global Corporation produces, markets, and distributes content to audiences around the world across traditional and digital media platforms. The company produces and distributes films, scripted and unscripted TV programming, and digital content across a variety of platforms. It also offers Eros Now, a subscription based OTT platform. Eros STX Global Corporation was founded in 2011 and is headquartered in Burbank, California.",Burbank,818 524 7000,CA,United States,http://erosstx.com,86400,3900 West Alameda Avenue,Entertainment,32nd Floor
t-3,ESGC,-889754000.0,357230016,,,-12976000,9649000,-13056500,60945500,47850500,-13606000,-13606000,,-5359000,,,,80500,94226500,107832500,46376000,630000,,-13056500,-29738500,97308000.0,,565207000.0,-792446000.0,80924000.0,292762000.0,116000.0,2099000.0,-792162000.0,118654000.0,,-400000.0,29836000.0,25705000.0,167377000.0,,-400000.0,13268000.0,152350000.0,,122898000.0,268081000.0,33250000.0,-12448500.0,-237500.0,-1039000.0,-1021500.0,-15949000.0,3915500.0,3500.0,5171000.0,557000.0,25597500.0,-6628500.0,-237500.0,-15027000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1.0749996,0.769 - 0.84,0.8,0.8097,0.8097,9,32,finmb_302289168,NYSE,USD,6691918,5237166,0.3086,0.6172,0.5 - 3.3,-2.4914,-0.7549697,0.5,3.3,1617193800,1617193800,1617193800,-0.16,-5.05375,-14400000,0.9275,-0.1189,-0.12819406,1.4096377,-0.6010377,4,Eros STX Global Corporation A,Eros STX Global Corporation,0.8086,1630510184,0.008599997,0.7764,0.84,0.769,2018771,REGULAR,NYQ,us_market,-0.42637742,306403616,15,America/New_York,EDT,False,False,0,,,,3.3,0.5,0.9275,1.4096,6.69M,5.24M,357.23M,,133.73M,11.31%,32.03%,11.6M,0.9,3.46%,3.06%,7.36M,,,,,,0.00%,,,,,"Sep 29, 2019","Sep 29, 2020",-30.48%,-23.25%,,,398.65M,34.45,-52.80%,173.59M,-90.42M,-185.91M,,,81.81M,0.4,384.04M,93.19,0.91,,-69.06M,,Value,91505,Communication Services,"Eros STX Global Corporation produces, markets, and distributes content to audiences around the world across traditional and digital media platforms. The company produces and distributes films, scripted and unscripted TV programming, and digital content across a variety of platforms. It also offers Eros Now, a subscription based OTT platform. Eros STX Global Corporation was founded in 2011 and is headquartered in Burbank, California.",Burbank,818 524 7000,CA,United States,http://erosstx.com,86400,3900 West Alameda Avenue,Entertainment,32nd Floor
