Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,maxAge,address1,industry,address2
t0,DBUB,-2408483.0,698829,,,-817617,,-817617,682949,0,-682949,-682949,,-189099,,,,0,0,682949,0,-134668,,-817617,-817617,114722.0,29147316.0,4518447.0,-2293761.0,109735.0,2224686.0,20965.0,221154.0,-31544985.0,82943.0,1558935.0,4518447.0,82943.0,240829.0,1869135.0,325.0,7114.0,,138,-23914,592370,2477847,-509558,2100,1447298,-34740,-971895,16293,4200,294911,1883377,39666,-23914,-2649312.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DBUB GROUP INC,us_market,4,Other OTC,DBUB Group Inc.,USD,182,16,0.0,0.0,0.15 - 1.95,-1.8000001,-0.9230769,0.15,1.95,1581292800,1588949940,1589212800,-3.491,0,-3.282,0.19194445,-0.041944444,-0.21852387,0.30833334,-0.15833333,-0.5135135,104824,-0.04570384,15,America/New_York,EDT,-14400000,False,False,0.0,0.15 - 0.15,0.15,0.0,0.0,0,0,finmb_26745834,0.15,1630417489,0.0,0.15,0.15,0.15,30,0.01,,,1.95,0.15,0.1919,0.3083,182,16,698.83k,,537.8k,23.11%,0.00%,,,,,,,,,,,0.00%,"Feb 09, 2020",,1:30,"Feb 09, 2020","Dec 30, 2018","Sep 29, 2019",0.00%,0.00%,-28.00%,,,,,,,-2.44M,-3.4910,,1.56M,2.23,4.26M,,0.41,-3.28,1.16M,1.71M,Value,200120,Consumer Cyclical,13,"DBUB Group Inc. does not have significant business. The company intends to franchise and operate restaurants, and catering facilities. The company was formerly known as Yosen Group, Inc. and changed its name to DBUB Group Inc. in October 2018. DBUB Group Inc. was founded in 1998 and is based in Shanghai, China.",Shanghai,86 15 6185 21412,China,86400,No.108 ShangCheng Road,Restaurants,Suite 2-2204 Pudong New District
t-1,DBUB,-1662877.0,698829,,,-455497,,-455497,342722,0,-342722,-342722,,-124579,,,,0,0,342722,0,-112775,,-455497,-455497,125273.0,29145246.0,2531038.0,-1537604.0,174515.0,993434.0,20935.0,345488.0,-30727368.0,23583.0,111637.0,2531038.0,23583.0,232193.0,635968.0,9503.0,8168.0,,66,-991,592370,-919618,42987,2100,-1265328,-4283,-340436,14560,18824,294911,-919618,39667,-991,-1895070.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DBUB GROUP INC,us_market,4,Other OTC,DBUB Group Inc.,USD,182,16,0.0,0.0,0.15 - 1.95,-1.8000001,-0.9230769,0.15,1.95,1581292800,1588949940,1589212800,-3.491,0,-3.282,0.19194445,-0.041944444,-0.21852387,0.30833334,-0.15833333,-0.5135135,104824,-0.04570384,15,America/New_York,EDT,-14400000,False,False,0.0,0.15 - 0.15,0.15,0.0,0.0,0,0,finmb_26745834,0.15,1630417489,0.0,0.15,0.15,0.15,30,0.01,,,1.95,0.15,0.1919,0.3083,182,16,698.83k,,537.8k,23.11%,0.00%,,,,,,,,,,,0.00%,"Feb 09, 2020",,1:30,"Feb 09, 2020","Dec 30, 2018","Sep 29, 2019",0.00%,0.00%,-28.00%,,,,,,,-2.44M,-3.4910,,1.56M,2.23,4.26M,,0.41,-3.28,1.16M,1.71M,Value,200120,Consumer Cyclical,13,"DBUB Group Inc. does not have significant business. The company intends to franchise and operate restaurants, and catering facilities. The company was formerly known as Yosen Group, Inc. and changed its name to DBUB Group Inc. in October 2018. DBUB Group Inc. was founded in 1998 and is based in Shanghai, China.",Shanghai,86 15 6185 21412,China,86400,No.108 ShangCheng Road,Restaurants,Suite 2-2204 Pudong New District
t-2,DBUB,-1227663.0,698829,,,-399765,,-399765,297135,0,-297135,-297135,,-136303,,,,0,0,297135,0,-102630,,-399765,-399765,133660.0,29145246.0,3166112.0,-1094003.0,311901.0,2072109.0,20935.0,149769.0,-30271871.0,11687.0,1376965.0,3166112.0,11687.0,239321.0,1699128.0,45843.0,7551.0,,-12068,-140345,592370,-517508,862243,2100,-177084,-5150,485919,14593,-18824,294911,-517508,39667,-140345,-1466984.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DBUB GROUP INC,us_market,4,Other OTC,DBUB Group Inc.,USD,182,16,0.0,0.0,0.15 - 1.95,-1.8000001,-0.9230769,0.15,1.95,1581292800,1588949940,1589212800,-3.491,0,-3.282,0.19194445,-0.041944444,-0.21852387,0.30833334,-0.15833333,-0.5135135,104824,-0.04570384,15,America/New_York,EDT,-14400000,False,False,0.0,0.15 - 0.15,0.15,0.0,0.0,0,0,finmb_26745834,0.15,1630417489,0.0,0.15,0.15,0.15,30,0.01,,,1.95,0.15,0.1919,0.3083,182,16,698.83k,,537.8k,23.11%,0.00%,,,,,,,,,,,0.00%,"Feb 09, 2020",,1:30,"Feb 09, 2020","Dec 30, 2018","Sep 29, 2019",0.00%,0.00%,-28.00%,,,,,,,-2.44M,-3.4910,,1.56M,2.23,4.26M,,0.41,-3.28,1.16M,1.71M,Value,200120,Consumer Cyclical,13,"DBUB Group Inc. does not have significant business. The company intends to franchise and operate restaurants, and catering facilities. The company was formerly known as Yosen Group, Inc. and changed its name to DBUB Group Inc. in October 2018. DBUB Group Inc. was founded in 1998 and is based in Shanghai, China.",Shanghai,86 15 6185 21412,China,86400,No.108 ShangCheng Road,Restaurants,Suite 2-2204 Pudong New District
t-3,DBUB,-703340.0,698829,,,-725421,,-765344,308855,0,-308855,-308855,,-414435,,,,0,0,308855,0,-416566,,-725421,-765344,20354.0,29145246.0,3652036.0,-682986.0,3237223.0,2969050.0,20935.0,745853.0,-29872106.0,22939.0,1554049.0,3652036.0,22939.0,108006.0,2840690.0,,305523.0,11837.0,12308,56334,-1700920,-1700920,-202118,2100,235902,-109671,1990159,14593,-28625,2893359,-517508,79590,-5403,-811346.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DBUB GROUP INC,us_market,4,Other OTC,DBUB Group Inc.,USD,182,16,0.0,0.0,0.15 - 1.95,-1.8000001,-0.9230769,0.15,1.95,1581292800,1588949940,1589212800,-3.491,0,-3.282,0.19194445,-0.041944444,-0.21852387,0.30833334,-0.15833333,-0.5135135,104824,-0.04570384,15,America/New_York,EDT,-14400000,False,False,0.0,0.15 - 0.15,0.15,0.0,0.0,0,0,finmb_26745834,0.15,1630417489,0.0,0.15,0.15,0.15,30,0.01,,,1.95,0.15,0.1919,0.3083,182,16,698.83k,,537.8k,23.11%,0.00%,,,,,,,,,,,0.00%,"Feb 09, 2020",,1:30,"Feb 09, 2020","Dec 30, 2018","Sep 29, 2019",0.00%,0.00%,-28.00%,,,,,,,-2.44M,-3.4910,,1.56M,2.23,4.26M,,0.41,-3.28,1.16M,1.71M,Value,200120,Consumer Cyclical,13,"DBUB Group Inc. does not have significant business. The company intends to franchise and operate restaurants, and catering facilities. The company was formerly known as Yosen Group, Inc. and changed its name to DBUB Group Inc. in October 2018. DBUB Group Inc. was founded in 1998 and is based in Shanghai, China.",Shanghai,86 15 6185 21412,China,86400,No.108 ShangCheng Road,Restaurants,Suite 2-2204 Pudong New District
