Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,shortLongTermDebt,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,exchangeDataDelayedBy,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,fax,industry,address2
t0,JOSMF,26748738.0,379215008,,,-7120898,,-7120898,1273342,0,-7597094,-7597094,,-484507,,,,0,0,7597094,0,476196,,-7120898,-7120898,14687135.0,12574393.0,26748738.0,40496.0,39323131.0,310210320.0,-296878321.0,40296.0,-1270396.0,205236.0,25576558.0,12534097.0,-1270396.0,13022621.0,26095274.0,174013.0,344703.0,3037239.0,,,-156976.0,-5473.0,-20548052.0,30191505.0,52113391.0,23578269.0,-94471.0,-6513292.0,27128.0,-81168.0,-1373834.0,818622.0,-5473.0,,13561177.0,en-US,US,EQUITY,False,Delayed Quote,5.4292717,0.74696 - 0.8202,0.7699,finmb_875630,Other OTC,Josemaria Resources Inc.,CAD,22257,29714,0.3417,0.7270213,0.47 - 0.84,-0.028299987,-0.033690464,0.47,0.84,USD,False,False,us_market,0.8117,1630523788,0.041799963,0.74696,0.8202,0.74696,134693,PRE,JOSEMARIA RESOURCES INC,PNK,1620678602,1628625600,1629144000,0,0.6697143,0.14198571,0.21200939,0.65007246,0.16162753,0.24863003,312799136,15,America/New_York,EDT,-14400000,4,1.36,,,0.84,0.47,0.6697,0.6501,22.26k,29.71k,379.22M,,221.42M,41.60%,1.70%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-55.51%,,,,,,-24.37M,-21.03M,,,25.75M,0.07,9.54M,35.65,2.08,,-19.52M,-15.74M,Value,V6C 3E8,Basic Materials,8,7,"Josemaria Resources Inc., through its subsidiaries, engages in the acquisition, exploration, and development of mineral properties in South America. The company explores for copper, gold, and silver deposits. It holds 100% interests in Josemaria project located in the San Juan province, Argentina. The company was formerly known as NGEx Resources Inc. and changed its name to Josemaria Resources Inc. in July 2019. Josemaria Resources Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604-689-7842,BC,4,1609372800,1625097600,5,Canada,http://www.josemariaresources.com,86400,5,885 West Georgia Street,604-689-4250,Other Industrial Metals & Mining,Suite 2000
t-1,JOSMF,-18596994.0,379215008,,,-7949985,,-7949985,2909447,0,-8132288,-8132288,,-808271,,,,0,0,8132288,0,182303,,-7949985,-7949985,14359456.0,33612208.0,-18596994.0,,15015214.0,258780214.0,-289757423.0,,-1979241.0,201031.0,1998289.0,33561040.0,-1979241.0,12428245.0,2385938.0,160339.0,227310.0,3355141.0,25147664.0,,670291.0,-2937.0,1250501.0,1260251.0,9750.0,-4742595.0,-87423.0,-5912486.0,28586.0,157039.0,-1373834.0,1181583.0,-2937.0,,-31175102.0,en-US,US,EQUITY,False,Delayed Quote,5.4292717,0.74696 - 0.8202,0.7699,finmb_875630,Other OTC,Josemaria Resources Inc.,CAD,22257,29714,0.3417,0.7270213,0.47 - 0.84,-0.028299987,-0.033690464,0.47,0.84,USD,False,False,us_market,0.8117,1630523788,0.041799963,0.74696,0.8202,0.74696,134693,PRE,JOSEMARIA RESOURCES INC,PNK,1620678602,1628625600,1629144000,0,0.6697143,0.14198571,0.21200939,0.65007246,0.16162753,0.24863003,312799136,15,America/New_York,EDT,-14400000,4,1.36,,,0.84,0.47,0.6697,0.6501,22.26k,29.71k,379.22M,,221.42M,41.60%,1.70%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-55.51%,,,,,,-24.37M,-21.03M,,,25.75M,0.07,9.54M,35.65,2.08,,-19.52M,-15.74M,Value,V6C 3E8,Basic Materials,8,7,"Josemaria Resources Inc., through its subsidiaries, engages in the acquisition, exploration, and development of mineral properties in South America. The company explores for copper, gold, and silver deposits. It holds 100% interests in Josemaria project located in the San Juan province, Argentina. The company was formerly known as NGEx Resources Inc. and changed its name to Josemaria Resources Inc. in July 2019. Josemaria Resources Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604-689-7842,BC,4,1609372800,1625097600,5,Canada,http://www.josemariaresources.com,86400,5,885 West Georgia Street,604-689-4250,Other Industrial Metals & Mining,Suite 2000
t-2,JOSMF,-12355972.0,379215008,,,-3266389,,-3266389,1558236,0,-5146413,-5146413,,-3526927,,,,0,0,5146413,0,1880024,,-3266389,-3266389,13489755.0,32101260.0,-12355972.0,35415.0,19745288.0,257934980.0,-281807438.0,,-1973269.0,210238.0,6740884.0,32039734.0,-1973269.0,12243775.0,7291275.0,179259.0,371132.0,2708950.0,25453255.0,,358929.0,730267.0,-5032059.0,-5032059.0,9750.0,-8024209.0,-336044.0,-3386373.0,30331.0,-140607.0,-1373834.0,-368637.0,-4733.0,735000.0,-24748459.0,en-US,US,EQUITY,False,Delayed Quote,5.4292717,0.74696 - 0.8202,0.7699,finmb_875630,Other OTC,Josemaria Resources Inc.,CAD,22257,29714,0.3417,0.7270213,0.47 - 0.84,-0.028299987,-0.033690464,0.47,0.84,USD,False,False,us_market,0.8117,1630523788,0.041799963,0.74696,0.8202,0.74696,134693,PRE,JOSEMARIA RESOURCES INC,PNK,1620678602,1628625600,1629144000,0,0.6697143,0.14198571,0.21200939,0.65007246,0.16162753,0.24863003,312799136,15,America/New_York,EDT,-14400000,4,1.36,,,0.84,0.47,0.6697,0.6501,22.26k,29.71k,379.22M,,221.42M,41.60%,1.70%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-55.51%,,,,,,-24.37M,-21.03M,,,25.75M,0.07,9.54M,35.65,2.08,,-19.52M,-15.74M,Value,V6C 3E8,Basic Materials,8,7,"Josemaria Resources Inc., through its subsidiaries, engages in the acquisition, exploration, and development of mineral properties in South America. The company explores for copper, gold, and silver deposits. It holds 100% interests in Josemaria project located in the San Juan province, Argentina. The company was formerly known as NGEx Resources Inc. and changed its name to Josemaria Resources Inc. in July 2019. Josemaria Resources Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604-689-7842,BC,4,1609372800,1625097600,5,Canada,http://www.josemariaresources.com,86400,5,885 West Georgia Street,604-689-4250,Other Industrial Metals & Mining,Suite 2000
t-3,JOSMF,-9444676.0,379215008,,,-2693314,,-2693314,1024886,0,-3569238,-3569238,,-3526927,,,,0,0,3569238,0,875924,,-2693314,-2693314,13298034.0,38271405.0,-9444676.0,103600.0,28826729.0,256991744.0,-278541049.0,,-1193405.0,227966.0,14765093.0,34208773.0,-1193405.0,12747472.0,15851291.0,168805.0,917393.0,2339806.0,31730355.0,3991239.0,-1494404.0,730267.0,-12695408.0,17249100.0,29944508.0,13485817.0,-52039.0,-3711244.0,40018.0,304842.0,-1373834.0,131614.0,-4733.0,735000.0,-18357482.0,en-US,US,EQUITY,False,Delayed Quote,5.4292717,0.74696 - 0.8202,0.7699,finmb_875630,Other OTC,Josemaria Resources Inc.,CAD,22257,29714,0.3417,0.7270213,0.47 - 0.84,-0.028299987,-0.033690464,0.47,0.84,USD,False,False,us_market,0.8117,1630523788,0.041799963,0.74696,0.8202,0.74696,134693,PRE,JOSEMARIA RESOURCES INC,PNK,1620678602,1628625600,1629144000,0,0.6697143,0.14198571,0.21200939,0.65007246,0.16162753,0.24863003,312799136,15,America/New_York,EDT,-14400000,4,1.36,,,0.84,0.47,0.6697,0.6501,22.26k,29.71k,379.22M,,221.42M,41.60%,1.70%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-55.51%,,,,,,-24.37M,-21.03M,,,25.75M,0.07,9.54M,35.65,2.08,,-19.52M,-15.74M,Value,V6C 3E8,Basic Materials,8,7,"Josemaria Resources Inc., through its subsidiaries, engages in the acquisition, exploration, and development of mineral properties in South America. The company explores for copper, gold, and silver deposits. It holds 100% interests in Josemaria project located in the San Juan province, Argentina. The company was formerly known as NGEx Resources Inc. and changed its name to Josemaria Resources Inc. in July 2019. Josemaria Resources Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604-689-7842,BC,4,1609372800,1625097600,5,Canada,http://www.josemariaresources.com,86400,5,885 West Georgia Street,604-689-4250,Other Industrial Metals & Mining,Suite 2000
